"X.chrom","start","end","name","n_frags","strand","n_weight","n_spanned","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category","flags","flag_counts","index","count"
"chr1",32495898,32499774,"unknown_circ_022930",1,"+",1,1,1,1,10,120,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__32495899__32499774",1
"chr16",69189773,69201088,"unknown_circ_002398",9,"+",9,9,7,9,126,128,"unknown",9,0,0,1,"GTAG","N/A","","N/A","0","16__69189774__69201088",9
"chr5",79470776,79473886,"unknown_circ_009760",1,"-",2,2,2,2,104,116,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","5__79470777__79473886",1
"chr3",127965678,127983624,"unknown_circ_012149",2,"+",2,2,2,2,60,130,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","3__127965679__127983624",2
"chr4",120166491,120194863,"unknown_circ_014558",1,"+",1,1,1,1,42,24,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__120166492__120194863",1
"chr20",62559687,62563087,"unknown_circ_005235",1,"+",1,1,1,1,18,112,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","20__62559688__62563087",1
"chr1",1322614,1334051,"unknown_circ_008491",2,"-",2,2,2,2,140,56,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","1__1322615__1334051",2
"chr14",20811305,20811436,"unknown_circ_000058",841,"-",842,842,168,842,140,134,"unknown",842,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","3","14__20811306__20811436",841
"chr2",148730307,148733544,"unknown_circ_002706",18,"-",18,18,12,18,124,118,"unknown",18,0,0,1,"GTAG","N/A","","N/A","0","2__148730308__148733544",18
"chr17",43310805,43310949,"unknown_circ_022161",1,"+",1,1,1,1,20,108,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","17__43310806__43310949",1
"chr18",21644103,21649235,"unknown_circ_000539",16,"+",14.5,16,10,14.5,68,122,"unknown",14.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","3","18__21644104__21649235",16
"chr2",10931920,10950546,"unknown_circ_001391",1,"-",1,1,1,1,8,120,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__10931921__10950546",1
"chr17",57738822,57746301,"unknown_circ_020039",1,"+",1,1,1,1,30,106,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__57738823__57746301",1
"chr19",1036128,1036561,"unknown_circ_006317",2,"+",4,4,4,4,62,16,"unknown",4,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","19__1036129__1036561",2
"chr5",43675612,43702838,"unknown_circ_020375",2,"+",2,2,2,2,110,128,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","5__43675613__43702838",2
"chr1",173371397,173411153,"unknown_circ_027447",1,"-",1,1,1,1,54,72,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__173371398__173411153",1
"chr22",40825609,40827484,"unknown_circ_004525",1,"-",2,2,2,2,116,94,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","22__40825610__40827484",1
"chr22",36716264,36716408,"unknown_circ_013154",1,"-",2,2,2,2,92,94,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","22__36716265__36716408",1
"chr22",30032739,30035201,"unknown_circ_009780",3,"+",3,3,2,3,64,132,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","22__30032740__30035201",3
"chr18",21113318,21116840,"unknown_circ_021073",1,"-",1,1,1,1,20,108,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","18__21113319__21116840",1
"chr6",86239909,86243518,"unknown_circ_001441",2,"-",2,2,2,2,60,80,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","6__86239910__86243518",2
"chr5",131844381,131848287,"unknown_circ_015722",1,"-",1,1,1,1,108,8,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","5__131844382__131848287",1
"chr1",200816767,200819362,"unknown_circ_023329",1,"+",1,1,1,1,4,130,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__200816768__200819362",1
"chr3",136096501,136141886,"unknown_circ_014747",1,"-",1,1,1,1,126,16,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__136096502__136141886",1
"chr13",76134888,76180059,"unknown_circ_019605",1,"+",1,1,1,1,26,88,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","13__76134889__76180059",1
"chr1",207200838,207201024,"unknown_circ_002964",1,"-",2,2,2,2,96,56,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","1__207200839__207201024",1
"chr13",28748408,28835595,"unknown_circ_012260",1,"+",0.5,1,1,0.5,26,84,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","13__28748409__28835595",1
"chr9",126218115,126218257,"unknown_circ_016300",1,"-",1,1,1,1,10,118,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","9__126218116__126218257",1
"chr16",30134360,30134428,"unknown_circ_017644",1,"-",2,2,2,2,124,58,"unknown",2,0,0,1,"GTAG","N/A","SHORT","N/A","0","16__30134361__30134428",1
"chr1",16263981,16264501,"unknown_circ_012616",1,"+",1,1,1,1,74,56,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__16263982__16264501",1
"chr2",72958135,72960247,"unknown_circ_002844",39,"-",36.5,46,26,36.5,54,62,"unknown",36.5,0,0,1,"GTAG","N/A","","BROKEN_SEGMENTS,SUPPORT_INSIDE_SPLICE_JUNCTION","5,18","2__72958136__72960247",39
"chr14",103804663,103806140,"unknown_circ_017723",1,"+",2,2,2,2,38,122,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","14__103804664__103806140",1
"chr3",48215773,48222330,"unknown_circ_019849",1,"-",1,1,1,1,44,86,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__48215774__48222330",1
"chr14",64496612,64498075,"unknown_circ_028644",1,"+",1,1,1,1,106,28,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","14__64496613__64498075",1
"chr15",80412669,80415142,"unknown_circ_001289",25,"+",25.5,26,20,25.5,46,50,"unknown",25.5,0,0,1,"GTAG","N/A","","N/A","0","15__80412670__80415142",25
"chr4",3099281,3113002,"unknown_circ_027441",1,"-",1,1,1,1,6,14,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","4__3099282__3113002",1
"chr11",67375866,67378041,"unknown_circ_003546",1,"+",1,1,1,1,64,70,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","11__67375867__67378041",1
"chr18",44617544,44623775,"unknown_circ_019335",2,"-",2,2,2,2,62,108,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","18__44617545__44623775",2
"chr11",11961975,11964659,"unknown_circ_018759",1,"+",1,1,1,1,26,98,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","11__11961976__11964659",1
"chr21",40650668,40652174,"unknown_circ_018528",1,"-",1,1,1,1,62,62,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","21__40650669__40652174",1
"chr11",72712034,72726930,"unknown_circ_002546",2,"-",3,3,3,3,90,112,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","11__72712035__72726930",2
"chr2",74654295,74654719,"unknown_circ_026210",1,"-",1,1,1,1,18,118,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__74654296__74654719",1
"chr10",1118055,1132297,"unknown_circ_006533",1,"+",2,2,2,2,78,106,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","10__1118056__1132297",1
"chr12",100491142,100497729,"unknown_circ_023151",1,"-",1,1,1,1,110,22,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__100491143__100497729",1
"chr7",32609631,32613030,"unknown_circ_023443",1,"+",1,1,1,1,24,100,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","7__32609632__32613030",1
"chr16",69170706,69189896,"unknown_circ_007445",1,"+",1,1,1,1,76,60,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__69170707__69189896",1
"chr17",73552126,73555491,"unknown_circ_012842",1,"+",1,1,1,1,62,74,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__73552127__73555491",1
"chr13",23007567,23041970,"unknown_circ_014468",1,"+",1,1,1,1,102,26,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","13__23007568__23041970",1
"chr11",10209895,10215534,"unknown_circ_009695",3,"-",3,3,3,3,74,122,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","11__10209896__10215534",3
"chr2",48059710,48060019,"unknown_circ_011428",1,"-",2,2,2,2,50,112,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__48059711__48060019",1
"chr10",16794537,16796988,"unknown_circ_015931",3,"-",3,3,3,3,32,54,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","10__16794538__16796988",3
"chr4",39739039,39749047,"unknown_circ_028392",1,"+",1,1,1,1,106,20,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__39739040__39749047",1
"chr14",35565763,35577442,"unknown_circ_025867",1,"-",1,1,1,1,44,72,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","14__35565764__35577442",1
"chr17",35578644,35583373,"unknown_circ_012143",2,"-",2,2,2,2,130,12,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","17__35578645__35583373",2
"chr1",150938637,150939892,"unknown_circ_003421",1,"-",0.5,1,1,0.5,44,18,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","1__150938638__150939892",1
"chr11",116734383,116744352,"unknown_circ_011651",2,"-",2,2,2,2,118,98,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","11__116734384__116744352",2
"chr8",25101189,25136181,"unknown_circ_015513",4,"+",5,5,5,5,134,118,"unknown",5,0,0,1,"GTAG","N/A","","N/A","0","8__25101190__25136181",4
"chr7",91924202,91948826,"unknown_circ_014400",4,"+",4,4,4,4,52,110,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","7__91924203__91948826",4
"chr16",50321822,50328662,"unknown_circ_027076",1,"+",1,1,1,1,100,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__50321823__50328662",1
"chr14",50131343,50141145,"unknown_circ_011783",2,"-",1.5,2,2,1.5,60,102,"unknown",1.5,0,0,1,"GTAG","N/A","WARN_ALWAYS_WARN","WARN_UNRESOLVED_LINSPLICE","1","14__50131344__50141145",2
"chr3",30686238,30691952,"unknown_circ_007286",1,"+",1,1,1,1,48,80,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__30686239__30691952",1
"chr6",129823749,129884123,"unknown_circ_001449",1,"-",1,1,1,1,84,42,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__129823750__129884123",1
"chr5",93775686,93812910,"unknown_circ_002723",1,"-",1,1,1,1,82,32,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","5__93775687__93812910",1
"chr7",74105304,74113425,"unknown_circ_001040",1,"+",1,1,1,1,126,2,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","7__74105305__74113425",1
"chr6",83728691,83748204,"unknown_circ_019652",1,"-",1,1,1,1,72,52,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__83728692__83748204",1
"chr16",72984367,72994093,"unknown_circ_006780",13,"-",14,14,12,14,130,130,"unknown",14,0,0,1,"GTAG","N/A","","N/A","0","16__72984368__72994093",13
"chr2",241420353,241439982,"unknown_circ_013669",1,"-",1,1,1,1,122,14,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__241420354__241439982",1
"chr4",6925099,6969151,"unknown_circ_002831",9,"+",9,9,7,9,64,122,"unknown",9,0,0,1,"GTAG","N/A","","N/A","0","4__6925100__6969151",9
"chr19",41211000,41211352,"unknown_circ_007881",2,"-",2,2,2,2,90,70,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","19__41211001__41211352",2
"chr5",137708362,137717279,"unknown_circ_013461",2,"+",2,2,2,2,108,58,"unknown",2,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","5__137708363__137717279",2
"chr5",376724,422973,"unknown_circ_008266",3,"+",3,3,2,3,48,104,"unknown",3,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","5__376725__422973",3
"chr12",124172610,124177270,"unknown_circ_005416",1,"+",1.5,2,2,1.5,104,102,"unknown",1.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","12__124172611__124177270",1
"chr2",112821738,112824644,"unknown_circ_005186",2,"+",2,2,2,2,72,106,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__112821739__112824644",2
"chr21",47916900,47918746,"unknown_circ_028463",1,"+",1,1,1,1,54,70,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","21__47916901__47918746",1
"chr1",155640110,155649303,"unknown_circ_007631",2,"-",2,2,2,2,12,20,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","1__155640111__155649303",2
"chr17",57153007,57161450,"unknown_circ_028821",1,"-",1,1,1,1,8,126,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__57153008__57161450",1
"chr1",185129964,185135784,"unknown_circ_010643",1,"+",1,1,1,1,108,14,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__185129965__185135784",1
"chr2",27830711,27830906,"unknown_circ_006353",6,"+",7,7,7,7,134,82,"unknown",7,0,0,1,"GTAG","N/A","","N/A","0","2__27830712__27830906",6
"chr16",58594115,58614630,"unknown_circ_019533",1,"-",1,1,1,1,42,90,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__58594116__58614630",1
"chr13",42739466,42742954,"unknown_circ_028234",1,"+",1,1,1,1,56,80,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","13__42739467__42742954",1
"chr3",132431969,132435753,"unknown_circ_009992",1,"-",1,1,1,1,16,112,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__132431970__132435753",1
"chr6",170033042,170064382,"unknown_circ_020264",1,"-",1,1,1,1,32,94,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__170033043__170064382",1
"chr3",61608644,61617668,"unknown_circ_021329",1,"+",1,1,1,1,124,4,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__61608645__61617668",1
"chr1",46120214,46126049,"unknown_circ_005208",3,"-",3,3,3,3,126,84,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","1__46120215__46126049",3
"chr7",26232176,26232899,"unknown_circ_018722",1,"-",0.333333333333,1,1,0.333333333333,22,22,"unknown",0.333333333333,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","SUPPORT_INSIDE_SPLICE_JUNCTION","1","7__26232177__26232899",1
"chr8",71550049,71553285,"unknown_circ_001485",7,"-",7,7,6,7,68,110,"unknown",7,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","8__71550050__71553285",7
"chr3",38263068,38271921,"unknown_circ_012085",4,"+",4,4,4,4,112,80,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","3__38263069__38271921",4
"chr19",38880938,38882928,"unknown_circ_018828",1,"+",1,1,1,1,40,62,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","19__38880939__38882928",1
"chr20",5939173,5944005,"unknown_circ_009244",3,"+",4,4,4,4,114,122,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","20__5939174__5944005",3
"chr15",69750995,79165515,"unknown_circ_015341",1,"+",1,1,1,1,2,128,"unknown",1,1,0,1,"GTAG","N/A","HUGE,WARN_EXT_1MM","N/A","0","15__69750996__79165515",1
"chr1",108724562,108738102,"unknown_circ_000199",3,"-",2.5,3,2,2.5,94,60,"unknown",2.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","1__108724563__108738102",3
"chrX",10058810,10078060,"unknown_circ_006435",1,"+",1,1,1,1,38,100,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","X__10058811__10078060",1
"chr13",96622365,96624925,"unknown_circ_003362",3,"-",3,3,3,3,112,118,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","13__96622366__96624925",3
"chr19",38134165,38138800,"unknown_circ_006628",1,"-",1,1,1,1,64,38,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__38134166__38138800",1
"chr15",40308781,40309437,"unknown_circ_001785",2,"-",2,2,1,2,32,70,"unknown",2,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","15__40308782__40309437",2
"chr6",110988636,111095140,"unknown_circ_005300",1,"-",1,1,1,1,78,54,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","6__110988637__111095140",1
"chr16",23543977,23563625,"unknown_circ_007498",1,"-",1,1,1,1,90,24,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__23543978__23563625",1
"chr16",511403,539000,"unknown_circ_019597",1,"+",1,1,1,1,34,104,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__511404__539000",1
"chr15",76152218,76165909,"unknown_circ_026097",2,"+",2,2,2,2,24,16,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","15__76152219__76165909",2
"chr19",11759172,11765226,"unknown_circ_008790",1,"+",2,2,2,2,34,124,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","19__11759173__11765226",1
"chr1",245765878,245809582,"unknown_circ_022429",1,"+",1,1,1,1,62,72,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__245765879__245809582",1
"chr10",76598440,76603236,"unknown_circ_005155",6,"+",7,7,7,7,94,122,"unknown",7,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","3","10__76598441__76603236",6
