"X.chrom","start","end","name","n_frags","strand","n_weight","n_spanned","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category","flags","flag_counts","index","count"
"chr11",111899568,111899619,"unknown_circ_009304",1,"-",1,1,1,1,14,166,"unknown",1,0,0,1,"GTAG","N/A","SHORT,WARN_ALWAYS_WARN","WARN_OUTSIDE_SPLICE_JUNCTION","1","11__111899569__111899619",1
"chr17",57153007,57161450,"unknown_circ_022082",1,"-",1,1,1,1,6,130,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","17__57153008__57161450",1
"chr2",27830711,27830906,"unknown_circ_003666",2,"+",3.5,4,4,3.5,112,72,"unknown",3.5,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,WARN_UNRESOLVED_LINSPLICE","2,1","2__27830712__27830906",2
"chr19",17893905,17895010,"unknown_circ_014169",1,"-",1,1,1,1,10,132,"unknown",1,2,1,1,"GTAG","N/A","WARN_EXT_2MM+","SUPPORT_INSIDE_SPLICE_JUNCTION","1","19__17893906__17895010",1
"chr1",178252698,178269253,"unknown_circ_009264",2,"+",2,2,2,2,58,116,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","2","1__178252699__178269253",2
"chr1",155638417,155650247,"unknown_circ_000791",1,"-",1,1,1,1,24,10,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_CLOSURE","1","1__155638418__155650247",1
"chr16",89167069,89178654,"unknown_circ_012607",1,"+",2,2,2,2,42,110,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","16__89167070__89178654",1
"chr7",127447537,127569382,"unknown_circ_002913",2,"+",2,2,2,2,76,70,"unknown",2,0,0,1,"GTAG","N/A","HUGE","SUPPORT_INSIDE_MATE","2","7__127447538__127569382",2
"chr6",149924403,149925918,"unknown_circ_022006",1,"-",2,2,2,2,78,76,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","6__149924404__149925918",1
"chr17",29161165,29167799,"unknown_circ_000921",3,"+",4,4,3,4,110,34,"unknown",4,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE","1,2","17__29161166__29167799",3
"chr13",41890981,41894960,"unknown_circ_001011",3,"+",3,3,2,3,124,38,"unknown",3,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","2,1","13__41890982__41894960",3
"chr2",23677962,242438797,"unknown_circ_009326",1,"+",1,1,1,1,4,140,"unknown",1,1,0,1,"GTAG","N/A","HUGE,WARN_EXT_1MM","SUPPORT_INSIDE_MATE","1","2__23677963__242438797",1
"chr17",11958205,11999011,"unknown_circ_004789",10,"+",10,10,6,10,2,64,"unknown",10,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION,WARN_OTHER_CHROM_MATE","5,1,4","17__11958206__11999011",10
"chr5",9040294,9040378,"unknown_circ_008894",1,"+",1,1,1,1,22,98,"unknown",1,0,0,1,"GTAG","N/A","SHORT,WARN_ALWAYS_WARN","WARN_OUTSIDE_MATE","1","5__9040295__9040378",1
"chr14",62229139,62229173,"unknown_circ_001833",8,"+",10,10,9,10,154,116,"unknown",10,0,0,1,"GTAG","N/A","SHORT","SUPPORT_CLOSURE,WARN_OUTSIDE_MATE,WARN_OUTSIDE_SPLICE_JUNCTION","2,5,1","14__62229140__62229173",8
"chr11",120345268,120349098,"unknown_circ_021323",2,"+",2,2,1,2,44,82,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","2","11__120345269__120349098",2
"chr8",48696302,48719887,"unknown_circ_006135",1,"-",1,1,1,1,28,110,"unknown",1,0,0,1,"GTAG","N/A","WARN_ALWAYS_WARN","WARN_UNRESOLVED_LINSPLICE","1","8__48696303__48719887",1
"chr18",22007882,22030778,"unknown_circ_019385",1,"+",0.5,1,1,0.5,26,32,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","1,1","18__22007883__22030778",1
"chrX",10031484,10035530,"unknown_circ_008959",1,"+",1,1,1,1,84,32,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","X__10031485__10035530",1
"chr5",80063751,80074655,"unknown_circ_009452",1,"+",1,1,1,1,56,72,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","5__80063752__80074655",1
"chr1",101458192,161068106,"unknown_circ_019231",1,"-",1,1,1,1,100,4,"unknown",1,2,0,1,"GTAG","N/A","HUGE,WARN_EXT_2MM+","SUPPORT_INSIDE_MATE","1","1__101458193__161068106",1
"chr2",24866834,24896332,"unknown_circ_013586",1,"+",1,1,1,1,58,60,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","2__24866835__24896332",1
"chr2",29041913,29045276,"unknown_circ_020334",2,"+",1,2,1,1,82,4,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","2","2__29041914__29045276",2
"chr21",38459546,38468943,"unknown_circ_022590",3,"+",3,3,2,3,30,4,"unknown",3,0,0,1,"GTAG","N/A","WARN_ALWAYS_WARN","WARN_OTHER_CHROM_MATE","3","21__38459547__38468943",3
"chr5",9437867,9453182,"unknown_circ_019396",1,"-",2,2,2,2,28,76,"unknown",2,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS,SUPPORT_CLOSURE","1,1","5__9437868__9453182",1
"chr19",4475234,4491832,"unknown_circ_017674",1,"+",1,1,1,1,108,24,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","19__4475235__4491832",1
"chr11",85692787,85707972,"unknown_circ_010425",4,"-",3,5,5,3,22,76,"unknown",3,0,0,1,"GTAG","N/A","","BROKEN_SEGMENTS,SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","2,1,1,3","11__85692788__85707972",4
"chr14",35233976,35234018,"unknown_circ_015762",2,"-",4,4,4,4,138,76,"unknown",4,0,0,1,"GTAG","N/A","SHORT","SUPPORT_CLOSURE","2","14__35233977__35234018",2
"chr16",69189773,69201088,"unknown_circ_014559",1,"+",1,1,1,1,132,2,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","16__69189774__69201088",1
"chr19",52817405,53875549,"unknown_circ_001888",1,"+",1,1,1,1,24,2,"unknown",1,1,0,1,"GTAG","N/A","HUGE,WARN_ALWAYS_WARN,WARN_EXT_1MM","WARN_UNRESOLVED_LINSPLICE","1","19__52817406__53875549",1
"chr4",120166491,120194863,"unknown_circ_020917",3,"+",6,6,2,6,70,26,"unknown",6,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","3","4__120166492__120194863",3
"chr12",57927735,58142400,"unknown_circ_006939",1,"-",1,1,1,1,126,2,"unknown",1,0,0,1,"GTAG","N/A","HUGE","SUPPORT_INSIDE_SPLICE_JUNCTION","1","12__57927736__58142400",1
"chr14",20811305,20811436,"unknown_circ_006734",4,"-",4,4,3,4,92,56,"unknown",4,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE,WARN_OUTSIDE_MATE","3,1","14__20811306__20811436",4
"chr2",148730307,148733544,"unknown_circ_002199",4,"-",4,5,5,4,122,66,"unknown",4,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_SPLICE_JUNCTION,WARN_UNRESOLVED_LINSPLICE","1,2,2","2__148730308__148733544",4
"chr18",21644103,21649235,"unknown_circ_003674",4,"+",3.5,4,4,3.5,56,104,"unknown",3.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","2,1","18__21644104__21649235",4
"chr11",27362938,27363055,"unknown_circ_018738",1,"-",1,1,1,1,112,14,"unknown",1,0,0,1,"GTAG","N/A","WARN_ALWAYS_WARN","WARN_OUTSIDE_MATE","1","11__27362939__27363055",1
"chr18",29843650,29844194,"unknown_circ_015732",1,"+",0.5,1,1,0.5,16,46,"unknown",0.5,1,0,1,"GTAG","N/A","WARN_ALWAYS_WARN,WARN_EXT_1MM","WARN_UNRESOLVED_LINSPLICE","1","18__29843651__29844194",1
"chr7",81598202,81599300,"unknown_circ_004429",1,"-",1,1,1,1,80,46,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","7__81598203__81599300",1
"chr19",41774127,41810166,"unknown_circ_001007",1,"+",1,1,1,1,16,118,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","19__41774128__41810166",1
"chr5",43675612,43702838,"unknown_circ_010565",1,"+",1,1,1,1,98,34,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","5__43675613__43702838",1
"chr2",70451685,70463307,"unknown_circ_003547",2,"-",3,3,3,3,112,80,"unknown",3,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE","1,1","2__70451686__70463307",2
"chr5",6599561,149246797,"unknown_circ_018088",3,"-",3,3,2,3,98,6,"unknown",3,1,0,1,"GTAG","N/A","HUGE,WARN_EXT_1MM","BROKEN_SEGMENTS,SUPPORT_INSIDE_MATE","1,3","5__6599562__149246797",3
"chr7",32584305,32594208,"unknown_circ_018445",1,"+",0.5,1,1,0.5,16,44,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","1,1","7__32584306__32594208",1
"chr5",64747301,64769779,"unknown_circ_008584",1,"-",2,2,2,2,102,40,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","5__64747302__64769779",1
"chr22",38010196,38019474,"unknown_circ_009361",2,"+",4,4,2,4,120,126,"unknown",4,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","2","22__38010197__38019474",2
"chr17",80209254,80223672,"unknown_circ_010405",1,"-",1,1,1,1,26,102,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","17__80209255__80223672",1
"chr1",117976498,221319861,"unknown_circ_023817",1,"-",1,1,1,1,108,2,"unknown",1,0,0,1,"GTAG","N/A","HUGE,WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS,SUPPORT_INSIDE_MATE","1,1","1__117976499__221319861",1
"chr18",19032043,19057317,"unknown_circ_010755",2,"+",3,3,3,3,60,126,"unknown",3,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE","1,1","18__19032044__19057317",2
"chr18",23872209,23937758,"unknown_circ_017691",1,"+",1,1,1,1,104,28,"unknown",1,0,0,1,"GTAG","N/A","WARN_ALWAYS_WARN","WARN_OTHER_CHROM_MATE","1","18__23872210__23937758",1
"chrX",135046740,135049577,"unknown_circ_000404",1,"+",0.5,1,1,0.5,24,24,"unknown",0.5,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","1,1","X__135046741__135049577",1
"chr6",84894904,84913814,"unknown_circ_019851",2,"-",2,2,2,2,74,98,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","2","6__84894905__84913814",2
"chr2",64120567,64208824,"unknown_circ_016698",1,"-",1,1,1,1,96,34,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","2__64120568__64208824",1
"chr2",72958135,72960247,"unknown_circ_000514",78,"-",83.5,91,36,83.5,54,88,"unknown",83.5,0,0,1,"GTAG","N/A","","BROKEN_SEGMENTS,SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","6,13,4,68","2__72958136__72960247",78
"chr1",214478529,214510283,"unknown_circ_003986",1,"+",1,1,1,1,90,16,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","1__214478530__214510283",1
"chr3",125172653,125172733,"unknown_circ_015490",1,"-",1,1,1,1,114,54,"unknown",1,0,0,1,"GTAG","N/A","SHORT,WARN_ALWAYS_WARN","WARN_OUTSIDE_MATE","1","3__125172654__125172733",1
"chr19",4793167,9959951,"unknown_circ_019814",1,"+",1,1,1,1,26,34,"unknown",1,2,0,1,"GTAG","N/A","HUGE,WARN_ALWAYS_BROKEN,WARN_EXT_2MM+","BROKEN_SEGMENTS,WARN_OUTSIDE_MATE","1,1","19__4793168__9959951",1
"chr17",61842161,61843285,"unknown_circ_012749",1,"-",0.5,1,1,0.5,34,16,"unknown",0.5,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","SUPPORT_INSIDE_SPLICE_JUNCTION","1","17__61842162__61843285",1
"chr15",80412669,80415142,"unknown_circ_001407",9,"+",9.5,10,9,9.5,46,32,"unknown",9.5,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE,WARN_UNRESOLVED_LINSPLICE","1,8,1","15__80412670__80415142",9
"chrX",71829473,71840751,"unknown_circ_007410",1,"-",1,1,1,1,50,74,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","X__71829474__71840751",1
"chrX",18593473,18598088,"unknown_circ_009959",1,"+",1,1,1,1,22,108,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","X__18593474__18598088",1
"chr10",1118055,1132297,"unknown_circ_004341",3,"+",5,5,4,5,122,100,"unknown",5,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE","2,1","10__1118056__1132297",3
"chr7",29971553,29971631,"unknown_circ_015841",1,"-",2,2,2,2,152,92,"unknown",2,0,0,1,"GTAG","N/A","SHORT","SUPPORT_CLOSURE","1","7__29971554__29971631",1
"chr11",10209895,10215534,"unknown_circ_010798",1,"-",1,1,1,1,22,114,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","11__10209896__10215534",1
"chr3",48296035,185645866,"unknown_circ_006965",1,"-",1,1,1,1,2,134,"unknown",1,1,0,1,"GTAG","N/A","HUGE,WARN_EXT_1MM","SUPPORT_INSIDE_MATE","1","3__48296036__185645866",1
"chr21",30693541,30783944,"unknown_circ_015120",1,"+",1,1,1,1,8,124,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","21__30693542__30783944",1
"chr17",53108528,53166531,"unknown_circ_001024",2,"+",2,2,1,2,80,36,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","2","17__53108529__53166531",2
"chr3",78700881,78742506,"unknown_circ_006015",1,"-",1,1,1,1,52,80,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","3__78700882__78742506",1
"chr17",57842331,57895134,"unknown_circ_020180",6,"+",10,10,5,10,96,82,"unknown",10,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_SPLICE_JUNCTION","4,2","17__57842332__57895134",6
"chr17",35578644,35583373,"unknown_circ_008597",6,"-",9,9,5,9,42,134,"unknown",9,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","3,2,1","17__35578645__35583373",6
"chr11",116734383,116744352,"unknown_circ_009381",1,"-",1,1,1,1,112,10,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_INSIDE_MATE","1","11__116734384__116744352",1
"chrX",69561648,69596060,"unknown_circ_023517",1,"+",2,2,2,2,8,14,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","X__69561649__69596060",1
"chr1",156280405,156280451,"unknown_circ_008368",1,"+",2,2,2,2,126,76,"unknown",2,0,0,1,"GTAG","N/A","SHORT","SUPPORT_CLOSURE","1","1__156280406__156280451",1
"chr7",91924202,91948826,"unknown_circ_020115",4,"+",4,4,4,4,86,108,"unknown",4,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","4","7__91924203__91948826",4
"chr14",50131343,50141145,"unknown_circ_006570",5,"-",4,6,5,4,60,96,"unknown",4,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION,WARN_UNRESOLVED_LINSPLICE","1,1,3,4","14__50131344__50141145",5
"chr20",57243042,57248767,"unknown_circ_022935",2,"+",3,3,2,3,126,30,"unknown",3,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE","1,1","20__57243043__57248767",2
"chr2",121598154,121599111,"unknown_circ_005853",1,"+",1,1,1,1,30,104,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","2__121598155__121599111",1
"chr5",137893090,137903411,"unknown_circ_018576",1,"-",2,2,2,2,44,32,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","5__137893091__137903411",1
"chr16",72984367,72994093,"unknown_circ_000611",7,"-",9,9,9,9,138,120,"unknown",9,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE","2,5","16__72984368__72994093",7
"chr19",53303785,53303869,"unknown_circ_013182",1,"+",1,1,1,1,44,40,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","SUPPORT_INSIDE_MATE","1","19__53303786__53303869",1
"chr10",114286845,114298089,"unknown_circ_006327",5,"+",5,5,5,5,120,92,"unknown",5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE,SUPPORT_INSIDE_SPLICE_JUNCTION","3,2","10__114286846__114298089",5
"chr14",20824491,20824524,"unknown_circ_015435",1,"-",0.5,1,1,0.5,16,114,"unknown",0.5,0,0,1,"GTAG","N/A","SHORT,WARN_ALWAYS_WARN","WARN_OUTSIDE_SPLICE_JUNCTION","1","14__20824492__20824524",1
"chr4",6925099,6969151,"unknown_circ_004374",10,"+",10,10,10,10,130,112,"unknown",10,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","10","4__6925100__6969151",10
"chr11",100665835,100784284,"unknown_circ_014254",1,"+",2,2,2,2,16,36,"unknown",2,0,0,1,"GTAG","N/A","HUGE","SUPPORT_CLOSURE","1","11__100665836__100784284",1
"chr8",62550505,62550559,"unknown_circ_007245",1,"-",0.5,1,1,0.5,78,18,"unknown",0.5,0,0,1,"GTAG","N/A","SHORT,WARN_ALWAYS_WARN","WARN_OUTSIDE_SPLICE_JUNCTION","1","8__62550506__62550559",1
"chr6",82900789,82914675,"unknown_circ_016152",1,"-",1,1,1,1,6,122,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","6__82900790__82914675",1
"chr22",45585797,45586426,"unknown_circ_020647",1,"-",1,1,1,1,50,50,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","22__45585798__45586426",1
"chr1",155640110,155649303,"unknown_circ_021180",1,"-",2,2,2,2,12,2,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","1__155640111__155649303",1
"chr12",50385780,50400419,"unknown_circ_023862",1,"-",1,1,1,1,16,64,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","12__50385781__50400419",1
"chrX",154018228,154020560,"unknown_circ_022214",1,"-",2,2,1,2,96,36,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","X__154018229__154020560",1
"chr7",135303334,135304339,"unknown_circ_017664",1,"-",0.5,1,1,0.5,4,96,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","7__135303335__135304339",1
"chr3",47752172,47770584,"unknown_circ_007831",1,"-",1,1,1,1,50,80,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","3__47752173__47770584",1
"chr1",46120214,46126049,"unknown_circ_004763",1,"-",1,1,1,1,72,54,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","1__46120215__46126049",1
"chr8",71550049,71553285,"unknown_circ_001131",3,"-",4,4,3,4,86,48,"unknown",4,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_CLOSURE,SUPPORT_INSIDE_MATE","1,2","8__71550050__71553285",3
"chr2",231578688,231678829,"unknown_circ_021965",2,"+",2,2,2,2,18,86,"unknown",2,0,0,1,"GTAG","N/A","HUGE","SUPPORT_INSIDE_SPLICE_JUNCTION","2","2__231578689__231678829",2
"chr11",73685903,73685936,"unknown_circ_005551",1,"+",1,1,1,1,80,46,"unknown",1,1,0,1,"GTAG","N/A","SHORT,WARN_ALWAYS_WARN,WARN_EXT_1MM","WARN_OUTSIDE_MATE","1","11__73685904__73685936",1
"chr4",39082745,39116950,"unknown_circ_017874",1,"+",1,1,1,1,2,76,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_INSIDE_MATE","1","4__39082746__39116950",1
"chr20",5939173,5944005,"unknown_circ_018076",1,"+",2,2,2,2,56,124,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","20__5939174__5944005",1
"chr4",148827788,148944564,"unknown_circ_007863",1,"+",1,1,1,1,112,16,"unknown",1,0,0,1,"GTAG","N/A","HUGE","SUPPORT_INSIDE_SPLICE_JUNCTION","1","4__148827789__148944564",1
"chr1",108724562,108738102,"unknown_circ_019063",1,"-",1,1,1,1,82,44,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","1__108724563__108738102",1
"chr11",12785725,12815925,"unknown_circ_001226",1,"+",2,2,2,2,60,92,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_CLOSURE","1","11__12785726__12815925",1
"chr11",73849764,73850873,"unknown_circ_015569",1,"-",1,1,1,1,22,112,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","11__73849765__73850873",1
"chr3",33686248,33738425,"unknown_circ_017803",1,"-",1,1,1,1,74,20,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","3__33686249__33738425",1
"chr4",107246141,107249400,"unknown_circ_020024",4,"+",4,4,1,4,44,22,"unknown",4,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","4","4__107246142__107249400",4
"chr15",76152218,76165909,"unknown_circ_013091",3,"+",3,3,3,3,24,24,"unknown",3,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","3","15__76152219__76165909",3
"chr19",11759172,11765226,"unknown_circ_014760",1,"+",1,1,1,1,28,94,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","19__11759173__11765226",1
"chr3",31265005,188452967,"unknown_circ_021632",1,"+",1,1,1,1,2,2,"unknown",1,1,0,1,"GTAG","N/A","HUGE,WARN_ALWAYS_BROKEN,WARN_EXT_1MM","BROKEN_SEGMENTS,WARN_OTHER_CHROM_MATE","1,1","3__31265006__188452967",1
"chr10",91522394,91532588,"unknown_circ_018530",1,"+",1,1,1,1,20,110,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_MATE","1","10__91522395__91532588",1
"chr20",34446223,34451322,"unknown_circ_000497",2,"+",2,2,2,2,86,66,"unknown",2,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","2","20__34446224__34451322",2
