"index","count"
"10__125798031__125804435",1
"10__125798031__125806240",2
"10__126370176__126370948",4
"10__126370176__126384781",1
"10__126370176__126395456",1
"10__126463244__126478907",2
"10__126631026__126631876",11
"10__126727566__126799662",1
"10__128768966__128788867",1
"10__128768966__128798571",1
"10__128768966__128860040",2
"10__128904495__128908618",1
"10__15170349__15172311",1
"10__15858834__15889942",1
"10__15875629__15889942",4
"10__16794538__16824083",1
"10__17746430__17747740",1
"10__18885137__18905222",1
"10__22002701__22016857",2
"10__22171211__22209892",1
"10__22193451__22209892",1
"10__225934__267296",2
"10__225934__295028",1
"10__27420788__27425314",2
"10__27458873__27462188",1
"10__28824491__28879761",2
"10__28872328__28879761",1
"10__28872328__28884970",1
"10__3160974__3162236",2
"10__31661947__31676195",1
"10__32197100__32199491",1
"10__34558585__34573173",1
"10__34636893__34673182",1
"10__34648075__34673182",1
"10__35805451__35819171",2
"10__38726472__38734535",1
"10__51040849__51051678",1
"10__51123963__51364771",1
"10__51338277__51361910",3
"10__51749068__51749136",2
"10__52193236__52350007",1
"10__5815805__5842668",1
"10__5827105__5842668",6
"10__5836848__5842668",2
"10__5944983__5969504",2
"10__59986804__59997575",1
"10__69726440__69773943",1
"10__69792535__69804320",1
"10__70196768__70229920",1
"10__70218861__70229920",3
"10__70227880__70229920",5
"10__70246901__70253327",1
"10__70411603__70412351",1
"10__70482212__70515293",1
"10__70482212__70532856",2
"10__70513609__70532856",3
"10__70547684__70548085",1
"10__70719562__70720005",1
"10__70733301__70741337",1
"10__7262373__7327916",1
"10__7285520__7327916",13
"10__7290510__7327916",1
"10__7318854__7327916",24
"10__7318854__7423911",3
"10__73956569__73963282",2
"10__7409611__7423911",3
"10__74322653__74326552",4
"10__74828604__74834673",1
"10__75331179__75336119",2
"10__75451801__75473090",2
"10__76598441__76603236",3
"10__7839010__7844817",8
"10__86177527__86185649",1
"10__86177527__86198463",2
"10__86177527__86237420",3
"10__86185487__86237420",1
"10__87614253__87615947",2
"10__87898576__87966405",2
"10__88211724__88221044",1
"10__88649819__88651986",1
"10__88911107__88946957",1
"10__89527430__89536184",2
"10__89685270__89693008",1
"10__91511103__91522592",8
"10__93185038__93221941",2
"10__93579027__93602148",1
"10__93582053__93600463",4
"10__93751876__93768032",1
"10__93754292__93768032",4
"10__94291505__94297307",2
"10__94653106__94659401",2
"10__95790440__95792009",1
"10__96201653__96234540",2
"10__98703870__98711953",1
"10__98988904__99025882",3
"10__99196948__99197507",3
"10__99915850__99923154",1
"11__102233627__102239279",3
"11__103151077__103158334",2
"11__106849345__106856857",1
"11__107260800__107263621",2
"11__107260800__107289013",4
"11__107916997__107925682",3
"11__108057209__108061227",1
"11__108137898__108138069",1
"11__108186550__108206688",8
"11__115080294__115111140",1
"11__117023157__117034608",3
"11__118422501__118430579",2
"11__120276827__120280159",6
"11__120276827__120302620",2
"11__120916383__120930794",3
"11__124873763__124875108",1
"11__12785726__12785981",1
"11__128932175__128936763",3
"11__128993341__129034322",2
"11__129979324__129980556",4
"11__130130751__130131824",8
"11__1307232__1317024",1
"11__131467__134796",5
"11__13435077__13443385",2
"11__14793483__14810788",2
"11__17167215__17167489",1
"11__17190224__17191353",1
"11__18010144__18029623",1
"11__18312989__18313566",1
"11__2972489__3000467",2
"11__32948703__32956981",3
"11__33307959__33309057",36
"11__34093273__34098189",3
"11__34097783__34098189",1
"11__34101175__34111003",2
"11__34129758__34135385",1
"11__34129758__34145947",1
"11__34969053__34991833",1
"11__34978931__35013926",2
"11__36248635__36248980",4
"11__3752621__3774638",3
"11__3789811__3797251",1
"11__44129233__44135851",2
"11__45880282__45882583",1
"11__46098305__46113774",1
"11__46515158__46515754",1
"11__46515158__46529920",2
"11__46529741__46534363",1
"11__46563495__46570050",1
"11__46804824__46810323",1
"11__46817144__46842819",1
"11__47774468__47776216",1
"11__59426339__59426942",1
"11__60687158__60688460",2
"11__61091451__61097546",1
"11__61133517__61135470",3
"11__61205097__61205585",10
"11__62652649__62653080",1
"11__63486174__63488504",1
"11__63662631__63663105",1
"11__63960550__63965446",2
"11__66407171__66407594",6
"11__68272613__68287119",3
"11__68363565__68370960",1
"11__6953325__6977013",1
"11__6962802__6977013",2
"11__70200407__70202360",11
"11__74315737__74331134",1
"11__74500671__74528759",1
"11__76174865__76183884",2
"11__76224430__76239510",1
"11__77090286__77091039",1
"11__77330651__77336863",1
"11__77330651__77340944",3
"11__77333545__77340944",1
"11__77336008__77336863",4
"11__77336008__77340944",1
"11__77394755__77404656",3
"11__77409532__77413540",1
"11__78270585__78282489",1
"11__8435042__8486369",2
"11__8457041__8486369",1
"11__85687666__85692271",1
"11__85707869__85714494",1
"11__92085262__92088570",8
"11__9441958__9446809",1
"11__9450087__9452550",1
"11__94528177__94533477",2
"11__94554696__94564707",3
"11__95546096__95552068",3
"12__100676721__100691953",3
"12__105321751__105322472",2
"12__108938915__108942990",1
"12__109046048__109048186",9
"12__110778464__110780253",1
"12__110922883__110925748",2
"12__111064167__111070364",1
"12__11187381__11199787",2
"12__111990084__111993723",1
"12__112096540__112097149",1
"12__112321385__112321572",2
"12__112513482__112516545",3
"12__112757029__112757546",5
"12__1136914__1137738",10
"12__116534474__116549317",4
"12__117423011__117426674",1
"12__120592774__120593523",18
"12__120611457__120611973",1
"12__121220458__121222396",1
"12__1219358__1225199",1
"12__122181535__122190129",1
"12__122825300__122826244",1
"12__122995656__122999774",1
"12__12300300__12303972",2
"12__123062219__123065217",1
"12__123062219__123067532",1
"12__123078823__123109235",1
"12__123694603__123707674",1
"12__123798167__123800207",2
"12__123829805__123834988",1
"12__12397196__12397589",5
"12__124071294__124074996",5
"12__124123811__124137282",1
"12__124904503__124915333",1
"12__1289706__1299218",2
"12__132209950__132212973",1
"12__132516498__132522641",1
"12__133318005__133331719",3
"12__133324418__133331719",1
"12__133383763__133398897",1
"12__19498776__19501453",1
"12__19498776__19506936",1
"12__19615444__19626289",6
"12__19615444__19653155",1
"12__22635491__22659753",1
"12__22643057__22659753",1
"12__22796697__22826594",1
"12__27107078__27110676",1
"12__27148170__27156323",1
"12__27867713__27877119",1
"12__28458582__28460682",1
"12__30881582__30904067",1
"12__3923203__3973123",1
"12__40422103__40442012",1
"12__42745687__42792796",2
"12__42748963__42792796",2
"12__459787__461490",1
"12__46230372__46233279",1
"12__46622936__46637097",6
"12__46622936__46648719",1
"12__46633462__46637097",2
"12__48374337__48391707",1
"12__50385781__50386438",3
"12__50821545__50822873",1
"12__50821545__50824353",1
"12__50821545__50848200",1
"12__50848097__50855130",1
"12__51207793__51208222",1
"12__51402259__51404549",3
"12__51447595__51450285",1
"12__51449618__51450285",1
"12__52369049__52385777",2
"12__52374753__52385777",1
"12__53410257__53416411",5
"12__53421566__53421972",1
"12__53670404__53671744",2
"12__537935__547720",2
"12__57059988__57064148",3
"12__57064059__57066849",1
"12__63083479__63114069",1
"12__65604706__65612399",1
"12__6630964__6632512",1
"12__6696550__6697588",1
"12__69109407__69121169",1
"12__69644909__69656342",32
"12__69653208__69656342",1
"12__69983265__69987393",1
"12__70149164__70150443",7
"12__70193989__70195501",3
"12__70671912__70704797",4
"12__72163580__72167802",2
"12__76442980__76454059",1
"12__80187643__80215970",1
"12__83250789__83251359",1
"12__95602619__95605043",3
"12__96717726__96728643",2
"12__98921664__98931350",1
"12__98989211__98989439",1
"13__100920943__100925600",1
"13__100953714__100962162",3
"13__111274563__111276626",6
"13__113170754__113176823",2
"13__113170754__113181798",6
"13__113845186__113854830",2
"13__114149817__114157903",2
"13__20279802__20283739",5
"13__20304379__20356931",1
"13__20325411__20333558",1
"13__20576990__20580726",3
"13__20625573__20641530",3
"13__20638591__20641530",1
"13__20638591__20657172",1
"13__21305980__21311944",1
"13__21742127__21742538",7
"13__24453407__24460645",1
"13__25466781__25487229",2
"13__28155434__28155940",1
"13__28748409__28752072",3
"13__28830429__28835595",2
"13__30104675__30110339",2
"13__30801549__30857928",1
"13__33016525__33018263",2
"13__33091994__33101669",15
"13__41133646__41134997",3
"13__41826781__41837620",1
"13__42439872__42442613",2
"13__45725822__45781640",2
"13__45951196__45951350",1
"13__46553948__46594692",2
"13__46577274__46585689",2
"13__46577274__46594692",3
"13__46577274__46619651",1
"13__46616299__46619651",1
"13__50571210__50618904",1
"13__50571210__50619368",2
"13__51941941__51953708",1
"13__58240602__58240967",1
"13__72131156__72147144",3
"13__73467922__73505405",1
"13__75936162__75936743",2
"13__76134889__76143643",6
"13__77763086__77765948",1
"13__77779391__77818086",1
"13__77785302__77807398",1
"13__78293667__78327493",10
"13__79209245__79219132",2
"13__79915258__79918929",2
"13__79915258__79953042",1
"13__79942865__79946065",1
"13__79945080__79953042",1
"13__95813443__95840796",1
"13__96409898__96416207",1
"13__96636058__96651561",2
"13__98865474__98865667",2
"13__99890681__99896878",2
"14__100384119__100387214",2
"14__100728641__100741095",1
"14__100847247__100848083",1
"14__102348498__102378810",1
"14__102506573__102507010",2
"14__102661275__102664184",1
"14__102661275__102676199",5
"14__102792322__102805560",4
"14__102842987__102894719",1
"14__103296671__103363738",2
"14__103336522__103342862",2
"14__104245082__104263855",3
"14__21698478__21702388",8
"14__21825356__21829372",1
"14__21971316__21972024",14
"14__23375404__23380612",9
"14__23378692__23380612",11
"14__23395342__23396869",6
"14__23502577__23502883",5
"14__31097415__31122794",1
"14__31097415__31177271",1
"14__31139462__31144271",1
"14__31185130__31204064",1
"14__31346778__31349940",1
"14__31348017__31348691",1
"14__31404369__31425448",3
"14__31424826__31425448",1
"14__31602444__31602881",1
"14__32559708__32563592",4
"14__32559708__32586493",1
"14__35036892__35037219",2
"14__35331250__35331528",5
"14__37754523__37777724",2
"14__39648295__39648666",6
"14__39746138__39748741",1
"14__45481178__45497532",1
"14__50616726__50616948",1
"14__50750589__50769735",2
"14__51107468__51111732",1
"14__51489553__51492078",2
"14__53177819__53190754",1
"14__56746394__56757174",1
"14__57696452__57714430",1
"14__57710883__57714430",1
"14__58785260__58796887",2
"14__61262935__61346553",1
"14__66028055__66028484",6
"14__67431908__67525503",1
"14__68156929__68159769",2
"14__68290259__68353921",2
"14__71455284__71462642",1
"14__71511850__71524441",1
"14__73459851__73460065",1
"14__73538335__73544244",1
"14__73614503__73614802",4
"14__73614503__73614814",1
"14__73614503__73653628",1
"14__73822334__73833689",1
"14__75513079__75516421",1
"14__76330010__76368567",1
"14__76642966__76662315",1
"14__80993213__80997230",1
"14__81297487__81307112",1
"14__81297487__81329217",1
"14__81362062__81372425",3
"14__81743245__81745083",1
"14__89878278__89878834",2
"14__90397885__90398971",3
"14__91142867__91146879",1
"14__93760204__93762503",2
"14__96807859__96813678",1
"14__96986392__96994343",2
"14__97299804__97322923",2
"14__97299804__97327072",9
"14__99924616__99932150",23
"15__100672212__100695525",2
"15__100692817__100695525",2
"15__100692817__100739628",5
"15__100794341__100871259",1
"15__101775287__101775782",5
"15__101906401__101910728",1
"15__101968097__101972305",2
"15__20671448__20671623",5
"15__25650608__25657118",7
"15__30053342__30065560",6
"15__30053342__30092905",1
"15__37329015__37391800",1
"15__41001223__41021022",2
"15__41373218__41388551",1
"15__41648237__41657787",1
"15__41961026__41962156",17
"15__41961026__42005694",2
"15__41988273__41991357",5
"15__41988273__42005694",1
"15__42040835__42042813",1
"15__42553156__42560230",2
"15__43242460__43258484",1
"15__43670045__43675702",1
"15__43672282__43675702",1
"15__43690236__43694048",1
"15__43748090__43762264",1
"15__44053622__44055404",2
"15__44624186__44630515",1
"15__48726791__48789588",1
"15__48738903__48805865",1
"15__50592986__50596330",1
"15__50592986__50601995",2
"15__50741597__50754519",1
"15__50866471__50875356",1
"15__50875286__50884823",1
"15__50923614__50955243",1
"15__51012137__51041943",1
"15__51023162__51041943",1
"15__57523350__57526305",1
"15__57743698__57754090",1
"15__59204762__59209198",7
"15__59323003__59323901",1
"15__63821213__63855207",1
"15__63988323__64008672",1
"15__64066893__64067848",1
"15__64668942__64669104",2
"15__65780028__65804902",2
"15__66641398__66641775",1
"15__66727365__66729230",2
"15__67524152__67529158",2
"15__67956935__67995746",1
"15__69717621__69730744",1
"15__71229100__71256271",1
"15__72292192__72320134",1
"15__72292192__72338975",3
"15__72324835__72338975",5
"15__72810408__72864506",1
"15__72837161__72864506",1
"15__73052748__73067438",1
"15__73064124__73067438",1
"15__73468744__73470768",1
"15__73854237__73866136",2
"15__73995113__73996338",30
"15__74948074__74967483",1
"15__74963796__74967483",2
"15__75215989__75219228",5
"15__75798016__75819602",1
"15__76152219__76165909",3
"15__76566753__76588078",8
"15__76576098__76580286",2
"15__76580187__76585041",1
"15__76584772__76588078",1
"15__77150150__77176217",2
"15__77759437__77764156",2
"15__78837211__78838106",1
"15__79170555__79179691",1
"15__79748440__79750787",2
"15__80412670__80415142",13
"15__83819967__83832827",1
"15__85081763__85098301",4
"15__85223944__85234875",3
"15__85230856__85234875",2
"15__85341100__85343208",2
"15__85657104__85658718",7
"15__86198648__86213061",1
"15__89656956__89659752",2
"15__89656956__89698765",1
"15__90137646__90138842",1
"15__90431753__90432372",1
"15__90451512__90454051",1
"15__90984738__90986710",2
"15__91312363__91312816",1
"15__93467551__93472321",2
"15__93480748__93499879",2
"15__93534706__93536228",1
"15__93540187__93541851",4
"15__93540187__93545547",1
"15__93543742__93552553",1
"15__99250791__99251336",6
"16__1004357__1004666",4
"16__11114050__11145498",1
"16__11114050__11154879",3
"16__11647389__11650591",1
"16__15212783__15212911",3
"16__18846214__18856973",1
"16__18852887__18856973",1
"16__18874972__18896484",3
"16__19656208__19663412",1
"16__19721831__19722762",1
"16__21973781__21987564",3
"16__21982846__21987564",4
"16__23091267__23093878",1
"16__2312279__2313288",5
"16__23632683__23634451",1
"16__2607704__2616454",7
"16__2660463__2664069",2
"16__28157415__28167848",3
"16__28163980__28167848",2
"16__30715385__30715636",7
"16__30718504__30719033",1
"16__30724529__30725032",1
"16__30740287__30740893",8
"16__347056__348251",1
"16__354304__364683",1
"16__3554720__3556415",3
"16__3556331__3562478",1
"16__3900298__3901010",7
"16__4311780__4312702",1
"16__47143394__47165936",5
"16__47497810__47549512",1
"16__47531310__47549512",1
"16__47531310__47581459",4
"16__48290521__48311390",1
"16__48311249__48337216",1
"16__48381418__48382201",3
"16__532525__539000",2
"16__53907698__53913899",2
"16__53907698__53922863",3
"16__56419831__56423287",4
"16__57197913__57207781",8
"16__58557274__58572170",1
"16__58752100__58753159",3
"16__67644727__67646024",1
"16__67644727__67650781",1
"16__67662273__67663436",2
"16__67719360__67719705",1
"16__68059318__68072052",1
"16__68155890__68157024",7
"16__68155890__68160513",6
"16__69317951__69318147",2
"16__69404386__69406258",15
"16__69729039__69729282",1
"16__70292883__70296427",1
"16__71724422__71748704",1
"16__71799392__71803602",2
"16__72845476__72845937",2
"16__74493580__74497377",3
"16__74678260__74695349",1
"16__75642122__75656362",1
"16__80718435__80719026",8
"16__84135226__84135712",2
"16__84773915__84779279",14
"16__84792322__84801964",1
"16__85667520__85667738",9
"16__87441284__87443941",2
"16__87760371__87795646",1
"16__87782279__87795646",6
"16__88008654__88017865",5
"16__88008654__88071617",1
"16__88014642__88017865",1
"16__88052034__88061256",3
"16__88052034__88071617",1
"16__88061089__88071617",19
"16__89164999__89169167",3
"16__89371614__89383483",5
"16__89799890__89804313",1
"16__89824985__89828430",1
"16__89961446__89967202",2
"16__89961446__89970613",1
"16__89961446__89973730",1
"16__89962398__89967202",1
"16__90229005__90230362",5
"16__960931__1004666",1
"17__11958206__11984847",1
"17__11958206__12016677",2
"17__11984673__11999011",3
"17__1257505__1265302",1
"17__1264386__1265302",3
"17__1268153__1268352",2
"17__1437393__1461853",2
"17__16062074__16075309",1
"17__16089868__16097953",1
"17__16979024__16981390",1
"17__17075032__17083402",2
"17__1746097__1747980",2
"17__1746097__1756483",5
"17__17927938__17931973",1
"17__18195959__18198099",1
"17__18198017__18210280",1
"17__18607932__18608477",1
"17__19213198__19232960",1
"17__20107646__20109225",44
"17__20149239__20163607",1
"17__20156818__20163607",2
"17__20907515__20924539",1
"17__20919065__20931987",2
"17__26490569__26499644",1
"17__27248706__27251320",1
"17__27248706__27254081",1
"17__27613010__27614734",1
"17__27809215__27838010",1
"17__28011581__28030080",1
"17__28934570__28937960",1
"17__29483001__29497015",1
"17__30267305__30303633",2
"17__30310018__30315516",3
"17__30315339__30315516",1
"17__30498062__30502381",2
"17__30498062__30503232",2
"17__30500850__30502381",1
"17__30500850__30503232",2
"17__30500850__30521126",4
"17__30689933__30695033",3
"17__33466254__33467085",1
"17__34864901__34867294",3
"17__35578645__35583373",1
"17__35604935__35609962",2
"17__35797839__35804870",2
"17__35800606__35800763",1
"17__35913217__35914161",1
"17__36517594__36533668",1
"17__37595418__37599881",1
"17__37864574__37866734",2
"17__38487109__38487648",1
"17__38562636__38563194",1
"17__3955265__3968123",1
"17__3988964__3989949",4
"17__40650942__40653322",4
"17__40652725__40653322",2
"17__40879653__40882936",1
"17__40989666__40991397",1
"17__40990748__40991397",2
"17__4109616__4139185",1
"17__41109155__41113368",1
"17__41219625__41226538",1
"17__41247863__41276132",1
"17__41598737__41599594",1
"17__4186093__4200109",1
"17__42288160__42290650",3
"17__43590551__43592891",4
"17__45673719__45691091",1
"17__45695716__45696530",1
"17__45740455__45745776",3
"17__45741525__45745776",3
"17__45741525__45752148",2
"17__47388674__47389404",1
"17__47388674__47390207",1
"17__47388674__47395345",2
"17__47390060__47395345",1
"17__49238521__49245704",4
"17__49294695__49302570",2
"17__49346198__49357840",2
"17__5250085__5253924",1
"17__5268417__5271763",1
"17__53108529__53124515",2
"17__5364259__5365866",2
"17__56772292__56774220",2
"17__57322775__57335201",1
"17__57430576__57430887",1
"17__57808782__57816308",2
"17__57814814__57895134",5
"17__57842332__57851246",3
"17__58342773__58348842",2
"17__58756814__58786686",1
"17__59152281__59161925",3
"17__5983691__5998543",3
"17__59853762__59886118",2
"17__60030326__60039140",1
"17__60106902__60112969",3
"17__60613531__60642498",4
"17__60629663__60631116",7
"17__60629663__60642498",7
"17__62289934__62291602",5
"17__63739186__63746842",2
"17__64092369__64179425",1
"17__64171162__64179425",1
"17__65141859__65147340",4
"17__65850056__65850878",3
"17__65941525__65972074",15
"17__71199139__71199932",1
"17__7402358__7402810",10
"17__75398141__75398785",4
"17__76799467__76800060",2
"17__76823327__76825089",2
"17__78022382__78024082",1
"17__78023705__78024082",1
"17__7849046__7849304",2
"17__78865520__78867665",3
"17__79634759__79639185",2
"17__79813018__79813462",3
"17__80521230__80526077",13
"17__80521230__80529746",2
"17__80529600__80545148",1
"17__80721841__80730383",2
"17__80721841__80739597",3
"17__80721841__80772810",2
"17__80721841__80828256",1
"17__80828100__80869665",1
"17__80842021__80858607",1
"17__80842021__80869665",3
"17__80858527__80869665",6
"17__80863812__80869665",3
"17__953290__1003975",1
"18__12999420__13019205",1
"18__12999420__13030607",1
"18__12999420__13117642",1
"18__13048858__13059311",1
"18__13048858__13073184",1
"18__18619433__18624147",1
"18__18945988__18964364",4
"18__18945988__18975522",1
"18__18945988__18983955",1
"18__18975346__18983955",1
"18__19112434__19112621",1
"18__19345733__19359646",11
"18__19345733__19371518",2
"18__19345733__19399607",2
"18__19761414__19763004",1
"18__20569184__20581692",1
"18__21644104__21663045",1
"18__21805006__21819346",1
"18__23632588__23658124",1
"18__28598037__28612242",1
"18__29218607__29238052",1
"18__29225318__29246335",1
"18__29453393__29480988",1
"18__29691717__29693823",52
"18__29691717__29704808",1
"18__33058246__33060527",2
"18__33606863__33613800",9
"18__33775220__33783152",1
"18__34646853__34647508",1
"18__42281140__42281797",3
"18__45391430__45423180",6
"18__46783380__46808545",2
"18__46858234__46860223",1
"18__46858234__46906128",1
"18__48189459__48190874",1
"18__54398614__54426184",1
"18__54591153__54606624",3
"18__56601665__56621031",1
"18__60206914__60217693",6
"18__6237963__6312055",1
"18__6301902__6312055",2
"18__67788792__67795782",3
