"index","count"
"10__12123471__12155063",2
"10__12160748__12162266",6
"10__123629521__123683844",1
"10__126370176__126370948",4
"10__126370176__126395456",1
"10__126631026__126631876",15
"10__126727566__126799662",4
"10__126727566__126822181",1
"10__128768966__128788867",1
"10__128768966__128798571",5
"10__128829914__128836080",1
"10__128923738__128926028",2
"10__13214376__13214765",1
"10__16794538__16824083",3
"10__17636204__17646046",1
"10__17645559__17646046",3
"10__22002701__22016857",1
"10__22896856__22898646",2
"10__27453993__27454468",2
"10__27458873__27470510",2
"10__28824491__28879761",3
"10__28872328__28884970",4
"10__28884662__28897360",1
"10__29946898__29975580",1
"10__32197100__32199491",18
"10__32751611__32762951",1
"10__32759992__32762951",4
"10__32974898__33018385",1
"10__34558585__34573173",2
"10__43312047__43319232",1
"10__46158990__46159290",1
"10__49609655__49613024",4
"10__49609655__49618211",1
"10__50701163__50714058",6
"10__51579128__51581378",1
"10__51749068__51749136",1
"10__518379__532470",1
"10__52103252__52104105",1
"10__52193236__52226692",1
"10__52193236__52350007",12
"10__52220433__52226692",1
"10__52279591__52350007",1
"10__5815805__5842668",6
"10__5827105__5842668",9
"10__5836848__5842668",8
"10__59975906__59997575",2
"10__65140078__65140242",1
"10__69699345__69700862",1
"10__69714352__69726559",3
"10__69714352__69773943",1
"10__69726440__69773943",5
"10__69748420__69773943",1
"10__69750661__69804320",1
"10__69785303__69797926",2
"10__69785303__69804320",21
"10__69785303__69833443",2
"10__70096956__70101437",5
"10__70190193__70229920",2
"10__70209785__70229920",1
"10__70218861__70229920",5
"10__70227880__70229920",11
"10__70246901__70253327",4
"10__70246901__70266475",4
"10__70246901__70276600",1
"10__70246901__70277022",3
"10__70252889__70253327",2
"10__70497602__70502326",5
"10__70547684__70548085",7
"10__70719562__70720005",6
"10__70723047__70726959",1
"10__71913594__71921687",1
"10__71968961__71969441",1
"10__71977568__71978573",1
"10__72604230__72619256",1
"10__7262373__7269899",9
"10__7285520__7327916",15
"10__7318854__7327916",60
"10__73912627__73921432",1
"10__73956569__73963282",1
"10__74322653__74326552",2
"10__74468041__74475660",7
"10__74474869__74475660",11
"10__75331179__75336119",1
"10__75451801__75464836",1
"10__75451801__75473090",2
"10__75830428__75834661",2
"10__76074425__76158337",2
"10__76153899__76158337",1
"10__76598441__76603236",3
"10__76729418__76748870",1
"10__76910272__76910864",1
"10__7839010__7844817",12
"10__86130770__86133571",1
"10__86177527__86185649",11
"10__86177527__86198463",5
"10__88256958__88260500",1
"10__88598622__88635842",4
"10__89527430__89536184",5
"10__89685270__89712016",1
"10__909683__931700",3
"10__91511103__91522592",1
"10__930387__931700",2
"10__93185038__93221941",18
"10__93699709__93702325",2
"10__93754292__93768032",1
"10__93768586__93768965",1
"10__94291505__94297307",3
"10__94396941__94405399",1
"10__94653106__94659401",3
"10__95140976__95148911",4
"10__96201653__96234540",9
"10__98667022__98711953",1
"10__98703870__98711953",1
"11__10011044__10024236",1
"11__10019813__10024236",1
"11__100730285__100792335",1
"11__102233627__102239279",1
"11__106810186__106856857",2
"11__106849345__106856857",12
"11__107260800__107263621",5
"11__107260800__107289013",1
"11__107916997__107925682",1
"11__108002634__108005043",1
"11__108046973__108047817",2
"11__108057209__108061227",1
"11__110007388__110030215",1
"11__110134685__110135599",3
"11__115080294__115111140",2
"11__117023157__117034608",2
"11__118339490__118355690",2
"11__118454524__118455359",2
"11__118656761__118657227",1
"11__119167628__119168191",1
"11__119991281__119999203",1
"11__120276827__120278532",3
"11__120276827__120280159",10
"11__120276827__120292561",1
"11__120318583__120338017",1
"11__120343759__120348235",2
"11__120345269__120348235",4
"11__122953793__122955421",1
"11__126142864__126143349",1
"11__12696956__12785981",3
"11__12785726__12785981",11
"11__128963516__129034322",6
"11__128993341__129034322",6
"11__129979324__129980556",9
"11__129979324__129992408",2
"11__130130751__130131824",47
"11__131467__134796",3
"11__14316017__14317401",5
"11__14793483__14810788",5
"11__18010144__18029623",1
"11__18305342__18307006",3
"11__18312989__18313566",5
"11__18312989__18314523",5
"11__18536225__18537711",2
"11__18536225__18541150",2
"11__20424465__20448411",2
"11__20473676__20486092",1
"11__24927537__25004839",2
"11__27412641__27434407",1
"11__2972489__3000467",7
"11__2991033__2993473",2
"11__2991033__3000467",5
"11__2997254__3000467",1
"11__32610140__32610681",1
"11__32610140__32611187",2
"11__32611093__32617593",4
"11__32948703__32956981",1
"11__33127113__33127610",2
"11__33307959__33309057",84
"11__34093273__34098189",4
"11__34952951__35013926",2
"11__34969053__34991833",2
"11__34978931__34999729",1
"11__34978931__35006275",1
"11__34978931__35013926",1
"11__36248635__36248980",4
"11__36422547__36440853",1
"11__3752621__3756554",1
"11__3752621__3774638",2
"11__3756421__3774638",3
"11__43348057__43357544",1
"11__46098305__46113774",10
"11__46515158__46529920",6
"11__46515158__46534363",7
"11__47444125__47444524",5
"11__47505005__47506075",1
"11__47774468__47776216",1
"11__47804625__47808106",1
"11__47819331__47820015",1
"11__57182088__57194125",2
"11__60687158__60688460",1
"11__61133517__61135470",6
"11__61205097__61205585",4
"11__61574136__61578547",2
"11__62406455__62407203",7
"11__62638217__62639141",3
"11__65661485__65664477",5
"11__66407171__66407594",2
"11__66563752__66595835",1
"11__66833367__66834318",1
"11__68115315__68133170",6
"11__68115315__68157520",3
"11__68272613__68287119",1
"11__68272613__68305359",1
"11__68286969__68338572",1
"11__68359044__68367962",2
"11__68527037__68529155",2
"11__68560783__68564401",1
"11__68574935__68580044",1
"11__68821501__68830458",1
"11__70200407__70202360",4
"11__72695133__72700142",4
"11__73418465__73431944",1
"11__73843889__73844602",1
"11__73843889__73872601",1
"11__75590923__75623083",1
"11__76174865__76183884",2
"11__76224430__76239510",1
"11__77090286__77091039",1
"11__77330651__77336115",1
"11__77330651__77336863",9
"11__77330651__77340944",5
"11__77336008__77336863",11
"11__77394755__77404656",2
"11__77396150__77404656",1
"11__77666988__77672184",3
"11__77666988__77692622",1
"11__77830228__77832220",3
"11__78270585__78282489",2
"11__82989769__82991303",1
"11__85685751__85742653",1
"11__85692172__85695016",2
"11__85692172__85742653",2
"11__85707869__85742653",1
"11__85718585__85742653",4
"11__85722073__85742653",2
"11__85733410__85742653",4
"11__85961338__85968638",1
"11__86267595__86270865",5
"11__86778736__86802437",2
"11__89947186__89948398",2
"11__93429486__93433352",1
"11__93469307__93469917",1
"11__93480463__93490631",2
"11__93523740__93527201",1
"11__93523740__93535138",1
"11__94219090__94224131",1
"11__9430033__9435958",2
"11__9450087__9452550",1
"11__9451221__9452550",16
"11__94532556__94533477",2
"11__9462002__9463744",1
"11__95546096__95546753",1
"12__100676721__100691953",1
"12__101365084__101381448",1
"12__101727079__101728282",1
"12__102542008__102559661",2
"12__104373609__104374740",1
"12__105321751__105322472",1
"12__107177775__107254190",1
"12__107208474__107219598",1
"12__109046048__109048186",22
"12__109577202__109577863",1
"12__109919442__109921786",2
"12__110922883__110925748",2
"12__111951161__111993723",1
"12__111990084__111993723",19
"12__112303054__112308984",3
"12__112884080__112888316",1
"12__1136914__1137738",8
"12__113705648__113707650",4
"12__116534474__116549317",8
"12__117365828__117387511",1
"12__117365828__117402659",6
"12__117402502__117426674",4
"12__117423011__117426674",4
"12__118456877__118465835",1
"12__120580311__120580745",1
"12__120592774__120593523",21
"12__120612965__120614020",2
"12__120995085__120995485",1
"12__121220458__121222396",3
"12__121220458__121229360",1
"12__1213916__1225199",2
"12__122825300__122826244",3
"12__122837273__122865105",2
"12__122861936__122865105",3
"12__123030723__123032516",1
"12__123052808__123061576",1
"12__123062219__123065217",1
"12__123798167__123800207",3
"12__123983091__124003041",1
"12__124071294__124074996",10
"12__124123811__124137282",1
"12__1289706__1299218",1
"12__129299320__129299615",1
"12__131291527__131297576",1
"12__132237668__132241189",1
"12__133148874__133158852",2
"12__133310971__133312098",6
"12__133324418__133331719",3
"12__133357384__133360893",1
"12__133383763__133398897",9
"12__1399018__1399178",3
"12__19615444__19626289",19
"12__19615444__19653155",2
"12__19626182__19653155",1
"12__19646734__19653155",1
"12__20766377__20807139",2
"12__20769164__20787990",1
"12__20774230__20792891",1
"12__20790034__20807139",3
"12__22796697__22826594",6
"12__25671729__25673009",1
"12__26703180__26755639",1
"12__26774056__26784992",1
"12__27521195__27533337",2
"12__27802943__27813878",1
"12__27867713__27877119",5
"12__28458582__28460682",5
"12__28458582__28544344",5
"12__2929252__2930958",1
"12__2973486__2975687",1
"12__3018695__3031568",1
"12__3029929__3031568",1
"12__32751431__32754357",2
"12__32751431__32764217",2
"12__32760891__32764217",5
"12__32863863__32871697",1
"12__39223181__39242464",1
"12__39223181__39268313",1
"12__40422103__40442012",6
"12__42745687__42768876",1
"12__42745687__42792796",2
"12__42748963__42792796",3
"12__42768665__42781337",2
"12__42768665__42792796",6
"12__42787372__42792796",1
"12__45725078__45751207",5
"12__4626227__4628046",1
"12__46339032__46345510",2
"12__46622936__46637097",15
"12__46622936__46648719",7
"12__46633462__46637097",12
"12__46633462__46648719",7
"12__49854553__49884514",1
"12__50385781__50386438",7
"12__50821545__50822873",3
"12__50821545__50824353",3
"12__50821545__50829407",1
"12__50821545__50835426",3
"12__50829271__50848200",2
"12__50831518__50835426",1
"12__51019759__51034635",2
"12__51402259__51404549",3
"12__53410257__53412790",1
"12__53410257__53413810",1
"12__53410257__53416411",3
"12__53415590__53431406",1
"12__53421566__53421972",3
"12__53448970__53449629",1
"12__53775443__53803345",1
"12__56182859__56194684",4
"12__56824665__56826308",2
"12__56956201__56965639",12
"12__57059988__57064148",1
"12__57064059__57065631",2
"12__57065533__57066849",2
"12__5708650__5724463",1
"12__5721822__5724463",1
"12__64456697__64474150",1
"12__64803742__64819689",1
"12__65258448__65260683",1
"12__65604706__65612399",1
"12__68696400__68696652",1
"12__69047892__69048032",2
"12__69109407__69119576",1
"12__69644909__69656342",26
"12__69983265__69985939",3
"12__69983265__69987393",7
"12__70149164__70150443",2
"12__70671912__70704797",4
"12__72020040__72022817",3
"12__72163580__72167802",1
"12__76443536__76454059",1
"12__76446985__76468019",1
"12__77214838__77216311",1
"12__79988109__80014987",1
"12__83250789__83251359",1
"12__88553891__88554628",1
"12__8866407__8866637",1
"12__89853415__89866052",1
"12__89860547__89866052",2
"12__936208__939326",3
"12__95602619__95605043",1
"12__98921664__98931350",1
"12__98989211__98989439",4
"13__100909849__100925600",2
"13__100909849__100992513",1
"13__100953714__100962162",1
"13__103275227__103280274",1
"13__111274563__111276626",15
"13__113170754__113181798",7
"13__113219425__113223573",2
"13__113832488__113838801",7
"13__113838660__113854830",1
"13__113845186__113854830",2
"13__113850495__113854830",2
"13__114128439__114138371",1
"13__114149817__114157903",2
"13__114265311__114277601",1
"13__20576990__20580726",1
"13__20625573__20641530",1
"13__20632715__20641530",2
"13__21305980__21306260",7
"13__21732061__21746820",3
"13__21987791__21999817",1
"13__23927924__23945304",1
"13__28748409__28752072",4
"13__28830429__28835595",1
"13__28830429__28855516",1
"13__30801549__30815223",4
"13__30854200__30857928",2
"13__31789188__31803431",4
"13__32893214__32900750",1
"13__33091994__33101669",11
"13__33306238__33309467",2
"13__35615070__35644989",2
"13__35615070__35672542",1
"13__37614542__37625720",3
"13__40293373__40301685",1
"13__41826781__41835051",2
"13__41892942__41910892",1
"13__42385361__42407667",1
"13__42439872__42442613",8
"13__49712883__49720071",4
"13__49771013__49772710",1
"13__50025689__50042096",1
"13__50140754__50141456",1
"13__51501543__51523641",10
"13__52992127__53001354",4
"13__60582678__60616954",3
"13__61013822__61034674",2
"13__61013822__61041513",13
"13__73409381__73428293",1
"13__73409381__73505405",2
"13__75884078__75887034",1
"13__75900333__75936743",1
"13__76134889__76143643",4
"13__76287318__76335174",3
"13__77779391__77818086",3
"13__77791975__77818086",3
"13__80094945__80113910",2
"13__95686859__95705438",1
"13__95813443__95840796",1
"13__96375496__96377506",11
"13__96409898__96416207",2
"13__96485181__96489456",8
"13__96515883__96519677",1
"13__96577934__96651561",1
"13__96622366__96648389",4
"13__96622366__96651561",1
"13__96636058__96651561",3
"13__98865474__98865667",6
"13__99127075__99134575",2
"13__99896086__99896878",1
"14__102506573__102507010",7
"14__102661275__102676199",3
"14__102792322__102805560",1
"14__103296671__103369766",1
"14__103470265__103478525",9
"14__103871413__103894777",1
"14__104245082__104263855",5
"14__105204713__105211246",1
"14__105718844__105739231",2
"14__20793698__20797532",1
"14__21460283__21460781",1
"14__21698478__21702388",9
"14__21971316__21972024",4
"14__23378692__23380612",7
"14__23502577__23502883",4
"14__24680621__24681035",2
"14__24735636__24737825",6
"14__31139462__31144271",3
"14__31185130__31204064",1
"14__35055436__35078948",2
"14__35252968__35262127",1
"14__35331250__35331528",5
"14__37754523__37777724",1
"14__37754523__37838829",1
"14__39648295__39648666",1
"14__39746138__39748741",5
"14__55168780__55169298",2
"14__55647931__55650471",1
"14__60582437__60592541",1
"14__67147825__67147903",1
"14__67736418__67770316",5
"14__67768106__67770316",3
"14__69908549__69908983",1
"14__70442432__70461197",2
"14__70442432__70490164",1
"14__70459134__70490164",2
"14__73538335__73544244",2
"14__73614503__73614814",4
"14__74119873__74138300",1
"14__74370663__74371786",1
"14__74557935__74567941",1
"14__76198681__76201632",2
"14__76633006__76647192",2
"14__80963812__80997230",1
"14__81209419__81227957",1
"14__81209419__81244390",4
"14__89041037__89044484",2
"14__91947920__91952074",1
"14__91947920__91957146",1
"14__92592466__92609638",1
"14__93273081__93275864",1
"14__93273081__93278099",1
"14__93760204__93761283",2
"14__93760204__93762503",3
"14__96807859__96813678",2
"14__96986392__96987409",1
"14__97299804__97304154",1
"14__97299804__97322923",2
"14__97299804__97327072",6
"14__97312432__97327072",2
"14__99924616__99932150",70
"15__100185766__100215663",1
"15__101775287__101775782",19
"15__101906401__101910728",9
"15__101906401__101983865",1
"15__101922297__101933629",1
"15__101968097__101972305",3
"15__101968097__101983865",2
"15__22835916__22872499",1
"15__25599500__25657118",2
"15__25650608__25657118",42
"15__28491027__28525433",1
"15__30053342__30065560",3
"15__35207239__35219339",1
"15__36936479__36950106",1
"15__38591574__38632096",2
"15__40475915__40477843",2
"15__40679360__40684224",1
"15__41001223__41021022",5
"15__41036245__41037457",1
"15__41361768__41362745",1
"15__41377567__41379880",2
"15__41648237__41650456",2
"15__41648237__41663882",1
"15__41648237__41668026",3
"15__41648237__41669502",5
"15__41667910__41669502",4
"15__41961026__41962156",29
"15__41961026__41991357",1
"15__41988273__41991357",16
"15__41999926__42005694",1
"15__42040835__42042813",1
"15__42040835__42046765",1
"15__43120126__43132631",4
"15__43164809__43170882",1
"15__43294753__43317627",1
"15__43627143__43628024",1
"15__43627894__43641243",1
"15__43670045__43675702",1
"15__44046022__44048964",4
"15__44048847__44055404",2
"15__44053622__44055404",1
"15__44907561__44912601",2
"15__48779272__48787785",1
"15__48888480__48905289",3
"15__49528048__49531564",4
"15__50288874__50303114",1
"15__50592986__50601995",1
"15__50733546__50741682",1
"15__50875286__50884823",1
"15__51204275__51223168",1
"15__52161414__52194233",1
"15__52338027__52342334",2
"15__56686363__56687032",1
"15__56981239__56985413",1
"15__58919899__58925558",1
"15__58971323__58974513",1
"15__59204762__59209198",19
"15__59323003__59323901",6
"15__60653140__60678285",1
"15__60734615__60758912",1
"15__60745802__60758912",1
"15__62283199__62327251",2
"15__62299507__62306191",3
"15__62312678__62336454",1
"15__63821213__63829355",3
"15__63821213__63855207",1
"15__63824846__63829355",3
"15__63824846__63852169",1
"15__63988323__64008672",1
"15__64410316__64411053",2
"15__64592518__64592922",2
"15__65266940__65275931",3
"15__65273202__65275931",3
"15__65799581__65804902",1
"15__66641398__66641775",2
"15__66727365__66729230",3
"15__67004006__67008836",1
"15__67524152__67529158",17
"15__67873092__67893087",2
"15__67923226__67956983",1
"15__67984817__67995746",2
"15__69502655__69553668",1
"15__69728477__69729061",1
"15__70975097__70991999",2
"15__72180345__72186119",1
"15__72338065__72338975",1
"15__72509750__72511451",1
"15__72810408__72837305",1
"15__72810408__72848248",1
"15__72987518__73016996",1
"15__73052748__73067438",3
"15__73064124__73067438",3
"15__73995113__73996338",5
"15__74963796__74967483",2
"15__75215989__75219228",4
"15__75219107__75221573",3
"15__75706546__75715164",2
"15__76152219__76165909",2
"15__76566753__76588078",3
"15__76584772__76588078",4
"15__77046149__77059429",1
"15__77759437__77764156",1
"15__80390758__80415142",2
"15__80412670__80415142",13
"15__83698888__83718930",1
"15__83819967__83832827",1
"15__85081763__85089508",1
"15__85223944__85234875",6
"15__85230856__85234875",2
"15__85607601__85610435",3
"15__85656608__85669605",1
"15__85657104__85658718",4
"15__85657104__85664245",1
"15__86076815__86087186",2
"15__89656956__89659752",2
"15__89790860__89804074",1
"15__90414707__90432372",3
"15__90760671__90764997",1
"15__90984738__90986710",4
"15__91009233__91009668",1
"15__92459223__92459688",41
"15__93428745__93435302",4
"15__93467551__93472321",4
"15__93496587__93499879",1
"15__93540187__93541851",2
"15__93543742__93558139",1
"15__94841430__94841959",6
"15__94899366__94913409",2
"15__94899366__94945248",1
"15__94983405__95001475",2
"15__99250791__99251336",30
"16__11114050__11118778",2
"16__11988811__11991892",4
"16__14687158__14698083",2
"16__14700341__14721193",1
"16__1509108__1515339",1
"16__15212783__15212911",1
"16__15973661__15978062",3
"16__16180681__16184445",1
"16__1675974__1687908",1
"16__17352845__17353355",3
"16__1866894__1873038",3
"16__2125800__2130378",1
"16__21489412__21498937",2
"16__21495693__21498937",4
"16__21973781__21987564",7
"16__22360600__22361170",1
"16__23113640__23119504",4
"16__23632683__23634451",1
"16__24762047__24769681",7
"16__24762047__24788679",2
"16__249061__270746",1
"16__2607704__2616454",3
"16__28112779__28113266",3
"16__28157415__28167848",5
"16__28163980__28167848",1
"16__29906580__29907181",1
"16__29916173__29917280",2
"16__29916173__29917448",1
"16__29917109__29917448",8
"16__30715385__30715636",1
"16__347056__348251",1
"16__354304__364683",7
"16__3900298__3901010",10
"16__396148__397106",5
"16__4029117__4033441",1
"16__4311780__4312702",1
"16__4516154__4519466",6
"16__46708226__46711310",1
"16__4700366__4707364",2
"16__47143394__47163275",2
"16__47143394__47165936",3
"16__47531310__47549512",12
"16__47531310__47581459",2
"16__48290521__48311390",1
"16__56419831__56423287",1
"16__56419831__56448256",1
"16__57157326__57168738",2
"16__57197913__57206786",1
"16__57197913__57207781",7
"16__58218164__58220760",1
"16__58218164__58230748",1
"16__58557274__58572170",2
"16__66759731__66763002",1
"16__67070542__67116211",1
"16__68087467__68090327",2
"16__68155890__68157024",8
"16__68155890__68160513",16
"16__68300496__68300624",3
"16__68300496__68309152",8
"16__68300496__68331379",1
"16__68308594__68309152",4
"16__68961471__68961986",1
"16__69184440__69184807",2
"16__69189774__69201088",1
"16__69404386__69406258",7
"16__69729039__69729282",3
"16__70597779__70597953",1
"16__70597779__70599427",1
"16__72984368__72984864",2
"16__72984368__72994093",3
"16__74666421__74670475",3
"16__74694830__74695349",4
"16__74760123__74761284",1
"16__80718435__80719026",12
"16__81703747__81712233",1
"16__84773915__84779279",11
"16__85667520__85667738",30
"16__87782279__87795646",3
"16__88008654__88014733",1
"16__88008654__88017865",10
"16__88008654__88039871",1
"16__88008654__88052273",1
"16__88014642__88017865",1
"16__88061089__88071617",14
"16__89164999__89169167",12
"16__89371614__89383483",5
"16__89484692__89497734",8
"16__89824985__89833645",1
