"index","count"
"1__231506308__231509845",1
"1__231672959__231678357",3
"1__23189530__23191705",1
"1__231930988__231954263",1
"1__233225807__233297109",1
"1__233225807__233314921",1
"1__233296029__233388534",2
"1__233334685__233344435",2
"1__233334685__233372726",5
"1__233334685__233388534",1
"1__233353645__233363117",3
"1__23356962__23370979",1
"1__23356962__23377013",5
"1__23356962__23385660",1
"1__235277083__235285687",1
"1__235338499__235377341",1
"1__235416045__235424067",1
"1__235564818__235590554",1
"1__235582788__235597595",3
"1__235597519__235599923",2
"1__235634164__235658138",1
"1__235643370__235658138",1
"1__235850249__235860572",1
"1__237023133__237026854",2
"1__24021150__24022398",1
"1__240370099__240374535",3
"1__240421245__240421332",1
"1__240421245__240458183",1
"1__240421245__240497529",2
"1__240421245__240519208",5
"1__240421245__240555862",2
"1__240458122__240497529",1
"1__240458122__240555862",1
"1__240492376__240519208",1
"1__240492376__240555862",1
"1__240975218__241100006",1
"1__241031887__241033419",1
"1__241031887__241100006",1
"1__241094017__241100006",3
"1__24140680__24147083",3
"1__243319523__243385115",1
"1__243319523__243388623",1
"1__243349561__243388623",1
"1__243362362__243388623",3
"1__243456393__243542165",3
"1__243468015__243542165",1
"1__243579004__243589860",2
"1__243708812__243736350",2
"1__243776973__244006584",1
"1__243800913__244006584",1
"1__2441496__2452754",1
"1__244723970__244724447",1
"1__245530136__245530669",1
"1__245765879__245809582",1
"1__246490503__246518396",1
"1__247024201__247025455",2
"1__247322308__247323115",7
"1__24840804__24841057",1
"1__25666965__25678184",1
"1__25773253__25785383",1
"1__25880413__25891698",1
"1__26581662__26582356",2
"1__26772807__26774151",3
"1__27269151__27269556",2
"1__28059114__28060694",1
"1__28075579__28081841",1
"1__28116073__28128326",1
"1__28362055__28384605",1
"1__28800066__28800663",3
"1__28897688__28898412",1
"1__29481208__29481422",6
"1__29481208__29487029",1
"1__31465237__31468067",4
"1__31465237__31479949",2
"1__31810022__31811895",2
"1__31810022__31821821",1
"1__32381496__32385259",24
"1__32495899__32498935",1
"1__32495899__32504220",1
"1__32495899__32510991",2
"1__32502511__32504220",2
"1__32502511__32505174",2
"1__32502511__32510991",1
"1__32557276__32560572",1
"1__32560385__32566163",2
"1__32620189__32625132",1
"1__32653555__32653725",1
"1__32834048__32842342",1
"1__33058532__33059355",1
"1__33133826__33135164",1
"1__33133826__33138502",2
"1__33413823__33415375",2
"1__33760538__33760906",1
"1__3431114__3440810",1
"1__35824526__35827390",4
"1__35846860__35855699",2
"1__35879573__35881315",1
"1__35932209__35944813",1
"1__35940406__35944813",1
"1__36212367__36212593",1
"1__36213508__36214205",3
"1__36282483__36292436",3
"1__36306766__36307351",1
"1__36636572__36639079",1
"1__36754661__36759536",1
"1__38039944__38042157",1
"1__38047824__38049534",1
"1__38047824__38053096",1
"1__38052912__38058407",1
"1__38166108__38169019",1
"1__39376994__39381382",2
"1__39696854__39720047",1
"1__39815150__39826673",1
"1__39816457__39824936",2
"1__39904946__39905172",1
"1__39934287__39945681",2
"1__40654727__40668286",2
"1__40668084__40668286",2
"1__40733458__40737707",1
"1__40878688__40882768",1
"1__41474466__41475261",1
"1__41474466__41475926",1
"1__41512079__41514562",1
"1__41536267__41541123",6
"1__41578955__41582682",1
"1__41578955__41627104",1
"1__42730786__42744343",6
"1__42730786__42776781",1
"1__42946132__42964587",1
"1__43161870__43162615",1
"1__44386076__44386600",5
"1__44773982__44785416",3
"1__44773982__44804994",4
"1__44785300__44804994",1
"1__45223228__45223812",2
"1__45223228__45226374",1
"1__45323376__45392411",1
"1__45553553__45553909",1
"1__46032241__46032692",1
"1__46079768__46082065",1
"1__46099161__46108171",1
"1__46105882__46108171",1
"1__46124700__46126897",1
"1__47725961__47726211",1
"1__47728575__47765824",1
"1__47745913__47748131",6
"1__47745913__47761520",1
"1__47761437__47767420",1
"1__47761437__47770668",1
"1__47840581__47840965",2
"1__48771459__48869554",2
"1__48821342__48825442",1
"1__48850981__48878823",2
"1__48860939__48878823",1
"1__51032749__51061888",1
"1__51121114__51210447",1
"1__51253672__51267349",2
"1__51253672__51323669",1
"1__51860053__51887530",1
"1__51868107__51871780",1
"1__51868107__51874004",5
"1__51868107__51930998",1
"1__51871577__51874004",1
"1__52215817__52237854",1
"1__52246836__52248315",1
"1__52289336__52299842",6
"1__52293468__52299842",3
"1__52820280__52820370",2
"1__52947095__52975384",1
"1__52947476__52975384",1
"1__52956404__52975384",2
"1__53245525__53262456",1
"1__53322670__53329829",1
"1__54059781__54065951",3
"1__54252831__54254869",3
"1__54254806__54262817",1
"1__54258902__54266521",1
"1__54262362__54293846",1
"1__54269601__54272190",1
"1__54269601__54298264",1
"1__56977648__56990226",2
"1__58971732__59002413",3
"1__59137542__59142728",2
"1__59147457__59150923",1
"1__5937153__5947526",1
"1__59787208__59812070",2
"1__59787208__59844509",1
"1__59811919__59844509",1
"1__62149089__62175109",1
"1__62907159__62907970",1
"1__62907159__62911100",1
"1__62910409__62914337",2
"1__6291962__6293703",1
"1__62970301__62979277",2
"1__63042933__63085664",1
"1__63113362__63128801",1
"1__63269390__63307218",2
"1__63944435__63974241",1
"1__65095038__65107652",1
"1__65131740__65141666",1
"1__65243306__65280523",1
"1__65830318__65831879",5
"1__65830318__65851589",1
"1__66378928__66384518",14
"1__6679863__6680397",1
"1__67327830__67371058",1
"1__67356837__67371058",13
"1__67405711__67428843",1
"1__67411833__67425426",1
"1__67423742__67428843",6
"1__70616811__70641665",1
"1__70639148__70654956",1
"1__70646769__70653021",1
"1__70736539__70781249",6
"1__70740403__70766591",1
"1__70740403__70771973",1
"1__70740403__70781249",1
"1__70742448__70781249",1
"1__70758071__70781249",8
"1__70771907__70781249",1
"1__76205665__76216231",1
"1__77620134__77635080",1
"1__77620134__77676174",1
"1__77949002__77987628",1
"1__78041753__78050340",1
"1__78097520__78099090",1
"1__78097535__78099090",2
"1__78097535__78107340",2
"1__78107069__78107340",1
"1__78177432__78178966",2
"1__78177432__78181553",1
"1__78183552__78200101",1
"1__78195545__78205102",2
"1__78248923__78280916",1
"1__78267016__78280916",3
"1__7837220__7838229",14
"1__78381740__78383958",3
"1__78478735__78479303",1
"1__79383319__79412111",1
"1__84376848__84412965",1
"1__84394819__84418070",2
"1__84644860__84650865",2
"1__84644860__84680000",1
"1__85121515__85136991",1
"1__85331068__85331821",1
"1__8555123__8617582",4
"1__85655740__85656435",1
"1__8568686__8617582",2
"1__85816098__85824530",1
"1__8601273__8716500",2
"1__86241357__86252144",1
"1__86426932__86437076",1
"1__86554857__86611866",1
"1__8674620__8716500",1
"1__8716032__8716500",1
"1__89206671__89251896",1
"1__91403042__91447927",2
"1__92327028__92327201",1
"1__92798948__92811471",1
"1__92798948__92846430",3
"1__93142715__93170301",1
"1__93676359__93720171",1
"1__93677658__93698150",1
"1__93683295__93698150",1
"1__93687166__93730458",1
"1__94032836__94033408",3
"1__94037227__94049678",1
"1__94341824__94343418",2
"1__94360170__94363454",1
"1__94360170__94367225",2
"1__94685814__94697199",1
"1__94964158__94972198",2
"1__95609447__95639445",1
"1__97235259__97236407",2
"1__97235259__97250810",2
"1__98039316__98165103",1
"1__981344__981468",1
"1__9991949__9994918",2
"10__101439018__101448507",1
"10__101646057__101668903",1
"10__101648582__101659823",2
"10__101659676__101659823",1
"10__101667752__101668903",1
"10__101714971__101716962",1
"10__102003455__102013296",3
"10__102683732__102685776",4
"10__102683732__102690835",2
"10__102697159__102703885",2
"10__103552596__103567658",2
"10__103552596__103570071",9
"10__103552596__103573363",1
"10__103558599__103567658",2
"10__103563492__103563776",1
"10__103699620__103717489",6
"10__103716354__103755112",1
"10__103734969__103755112",1
"10__103783234__103785005",1
"10__103904007__103904847",1
"10__103916776__103917971",4
"10__104135116__104136885",1
"10__104445573__104465246",1
"10__1044943__1046808",4
"10__105106995__105108756",1
"10__105197772__105198565",3
"10__105382227__105420872",9
"10__105767935__105778666",1
"10__111883775__111890244",1
"10__112341681__112352981",1
"10__1125951__1126416",4
"10__112723883__112745523",10
"10__1139392__1151181",1
"10__11523769__11527910",1
"10__115662230__115664795",1
"10__116590611__116596005",1
"10__116590611__116608496",1
"10__117221451__117228839",1
"10__11893996__11894214",1
"10__11978544__11984762",1
"10__12021056__12056183",1
"10__12039671__12046726",2
"10__12039671__12056183",1
"10__120460818__120489922",1
"10__12070744__12077440",1
"10__120797750__120797951",1
"10__120832402__120833449",1
"10__120905748__120919265",1
"10__120920427__120921926",3
"10__12123471__12133683",3
"10__12123471__12136270",2
"10__12130985__12136270",1
"10__12136072__12162266",1
"10__12142177__12150014",1
"10__121663596__121668642",1
"10__121668553__121678023",1
"10__121671556__121693299",1
"10__121685548__121693299",1
"10__122273423__122280607",3
"10__123549684__123596332",1
"10__123661906__123683844",1
"10__124151819__124157490",1
"10__124151819__124172561",1
"10__125780772__125806240",2
"10__126094005__126097534",1
"10__126370176__126370948",3
"10__126370176__126384781",1
"10__126370176__126395456",1
"10__126631026__126631876",9
"10__126631026__126662967",2
"10__126727566__126799662",2
"10__126727566__126822181",1
"10__127431627__127438134",1
"10__128768966__128798571",1
"10__128795012__128798571",2
"10__128829914__128836080",1
"10__128850945__128926028",2
"10__128859932__128926028",1
"10__128923738__128926028",1
"10__13150962__13151288",1
"10__131958259__131958333",1
"10__131958259__131973353",1
"10__13214376__13214765",1
"10__13233299__13237269",1
"10__13322976__13337606",1
"10__134151069__134158154",1
"10__13701323__13717044",1
"10__13705453__13717044",1
"10__13708097__13712528",1
"10__13779844__13782577",1
"10__13779844__13789819",1
"10__14890608__14897942",1
"10__15858834__15889942",2
"10__15863655__15885271",1
"10__15875629__15889942",2
"10__16526336__16526815",1
"10__16794538__16824083",1
"10__17645559__17646046",3
"10__17746430__17747740",1
"10__22002701__22016857",2
"10__22019829__22024164",2
"10__22171211__22209892",1
"10__22193451__22209892",2
"10__225934__267296",3
"10__24762157__24784125",1
"10__26789748__26800835",1
"10__26800676__26802589",2
"10__26993606__26994323",1
"10__26994215__26998697",2
"10__27328894__27332496",1
"10__27328894__27350171",1
"10__27333086__27350171",2
"10__27356086__27368090",1
"10__27356086__27381441",1
"10__27458873__27462188",3
"10__28872328__28884970",1
"10__29820931__29824998",1
"10__31197862__31273355",1
"10__3160974__3162236",1
"10__3160974__3172175",1
"10__31661947__31676195",7
"10__31661947__31750166",2
"10__31676053__31803636",1
"10__31749966__31791437",3
"10__32098158__32103289",1
"10__32109315__32120728",1
"10__32197100__32199491",12
"10__32311068__32311964",1
"10__32740520__32762951",1
"10__33197296__33224486",1
"10__33208813__33224486",2
"10__34620045__34649187",3
"10__34648075__34673182",2
"10__35338611__35360267",2
"10__35349802__35360267",1
"10__408430__430579",1
"10__43650345__43654379",1
"10__43650345__43671480",1
"10__45958599__45959775",1
"10__46135264__46159290",1
"10__50701163__50714058",1
"10__51040849__51073427",1
"10__51123963__51364771",1
"10__51262049__51295170",1
"10__51749068__51749136",1
"10__54040549__54050050",1
"10__5762507__5766496",1
"10__5772450__5773166",1
"10__5810176__5842668",1
"10__5815805__5828013",1
"10__5815805__5842668",3
"10__5827105__5842668",2
"10__5836848__5842668",4
"10__59975906__59997575",2
"10__60461834__60461903",1
"10__64944368__64950868",1
"10__64973233__64977091",1
"10__64973233__64979743",1
"10__65369947__65379560",1
"10__69699345__69700862",1
"10__69714352__69726559",2
"10__69714352__69752439",1
"10__69714352__69773943",10
"10__69714352__69804320",2
"10__69726440__69773943",11
"10__69726440__69785433",1
"10__69726440__69793943",2
"10__69726440__69797926",4
"10__69726440__69804320",1
"10__69748420__69773943",2
"10__69748420__69804320",1
"10__69751956__69752439",2
"10__69785303__69804320",13
"10__69793722__69797926",1
"10__70152895__70154208",3
"10__70191619__70229920",1
"10__70196768__70229920",1
"10__70202674__70206170",2
"10__70218861__70229920",2
"10__70225424__70229920",1
"10__70227880__70229920",8
"10__70246901__70253327",2
"10__70246901__70263452",1
"10__70252889__70277022",1
"10__70404455__70406762",5
"10__70411603__70412351",5
"10__70500386__70502326",2
"10__70547684__70548085",1
"10__70666467__70679737",2
"10__70696692__70703013",2
"10__70719562__70726959",2
"10__70721838__70738732",1
"10__70731647__70737444",1
"10__73887840__73892939",1
"10__74100547__74100928",1
"10__74310937__74326552",3
"10__74322653__74326552",1
"10__74831787__74837571",2
"10__74934445__74937733",1
"10__75156277__75160615",2
"10__75289438__75299351",1
"10__75331179__75336119",1
"10__75451801__75464836",1
"10__75472962__75482335",1
"10__75529373__75530229",1
"10__75671799__75672856",1
"10__76719728__76748870",1
"10__76729418__76748870",1
"10__76978821__76979114",1
"10__7811179__7822270",3
"10__7839010__7844817",4
"10__7866281__7866523",1
"10__78704531__78734331",1
"10__78704531__78799395",1
"10__78943179__79011014",1
"10__79163620__79163781",1
"10__79613112__79614128",1
"10__82264484__82267130",1
"10__82266984__82269227",1
"10__86130770__86133571",4
"10__86177527__86185649",2
"10__86177527__86198463",1
"10__86198268__86237420",2
"10__875325__890995",1
"10__882343__890995",2
"10__88277328__88277848",1
"10__88598622__88635842",1
"10__88659551__88659883",1
"10__88671997__88681452",1
"10__88822413__88836413",1
"10__88834308__88836413",1
"10__89530709__89536184",2
"10__89685270__89720875",1
"10__909683__931700",2
"10__91474712__91484915",2
"10__91511103__91522592",4
"10__93220184__93221941",1
"10__93579027__93602148",2
"10__93582053__93600463",42
"10__93590680__93602148",1
"10__93608140__93609351",1
"10__93608140__93611093",1
"10__93711160__93713630",1
"10__93716982__93726514",1
"10__93751876__93768032",1
"10__93754292__93768032",2
"10__93756126__93757508",1
"10__93756126__93768032",2
"10__93902786__93904869",1
"10__94250250__94297307",1
"10__94366022__94366994",1
"10__94388565__94390121",1
"10__94653106__94669388",1
"10__95097572__95123832",1
"10__95140976__95148911",6
"10__95436410__95447206",1
"10__95443813__95447206",1
"10__96201653__96234540",2
"10__96234425__96260084",2
"10__96269848__96282210",1
"10__96347986__96352271",1
"10__98303833__98336586",4
"10__98667022__98667504",1
"10__98703870__98711953",2
"10__99148009__99150601",2
"10__99196948__99198460",1
"10__99223615__99240799",1
"10__99502851__99504672",1
"10__99915850__99923154",1
"11__101984875__102076805",1
"11__102076624__102080295",2
"11__102233627__102239279",2
"11__102319543__102319599",1
"11__102985906__102992225",1
"11__103092759__103093815",1
"11__103114422__103130706",2
"11__103114422__103194718",1
"11__103114422__103270600",1
"11__103126144__103182762",1
"11__103151077__103187349",1
"11__103173822__103194718",5
"11__103173822__103229087",3
"11__103173822__103270600",1
"11__106849345__106856857",1
"11__107260800__107289013",1
"11__107916997__107925682",2
"11__107959254__107966418",1
"11__107968363__107969256",1
"11__108004547__108009768",1
"11__108055959__108061227",1
"11__108098322__108138069",3
"11__108098322__108202764",1
"11__108123544__108138069",1
"11__108170441__108202764",1
"11__108186550__108206688",1
"11__108199748__108202764",1
"11__108356884__108361894",1
"11__108586606__108590612",1
"11__110007388__110008139",2
"11__110007388__110030215",1
"11__110118428__110135599",1
"11__111680367__111724459",1
"11__111715324__111728460",2
"11__117023157__117034608",6
"11__117030650__117031977",1
"11__117054495__117054855",3
"11__117109317__117110576",1
"11__118425174__118430579",1
"11__118453894__118455359",1
"11__118635917__118639060",1
"11__118650341__118657227",4
"11__118656761__118657227",2
"11__118940944__118944661",1
"11__118997645__118997835",1
"11__119050402__119050997",1
"11__119103158__119103405",1
"11__119142445__119144734",1
"11__119144578__119145663",1
"11__119144578__119149423",1
"11__120276827__120278532",1
"11__120276827__120280159",3
"11__120276827__120302620",1
"11__120343759__120348235",1
"11__120345269__120348235",1
"11__120916383__120930794",1
"11__122646927__122647918",7
"11__122827204__122828199",1
"11__122953793__122955421",4
"11__124856638__124875108",1
"11__12495292__12495530",1
"11__12525861__12535612",1
"11__125472198__125478184",1
"11__12696956__12785981",4
"11__12785726__12785981",4
"11__128354718__128360471",6
"11__128638013__128642880",3
"11__12883797__12886447",1
"11__128993341__128994789",1
"11__129979324__129980556",2
"11__130130751__130131824",2
"11__1307232__1317024",1
"11__131467__134796",9
"11__133588__134947",1
"11__133588__139152",1
"11__13435077__13466728",1
"11__14316017__14317401",2
"11__14504578__14520531",2
"11__14507913__14520531",1
"11__17190224__17191353",1
"11__18105082__18111057",1
"11__18312989__18313566",2
"11__18312989__18314523",2
"11__18316567__18319264",1
"11__18380072__18382254",2
"11__18536225__18537711",2
"11__18596894__18600355",2
"11__19854030__19864469",1
"11__19890471__19901673",1
"11__19961207__19968055",1
"11__28311753__28318478",1
"11__2972489__3000467",1
"11__2976974__2993473",1
"11__3140777__3150399",1
"11__32948703__32956981",6
"11__33076139__33080641",1
"11__33117852__33127610",1
"11__33307959__33309057",168
"11__33604884__33640208",1
"11__34093273__34098189",1
"11__34110942__34113603",5
"11__34129758__34165075",1
"11__35218293__35229753",1
"11__35219668__35226187",1
"11__35219668__35231601",1
"11__35226059__35231601",1
"11__35229652__35232996",1
"11__35513593__35515820",2
"11__36103203__36120011",1
"11__36248635__36248980",1
"11__36631631__36657667",1
"11__3712577__3716836",1
"11__3724002__3726586",2
"11__3752621__3774638",1
"11__3756421__3774638",2
"11__3789811__3797251",1
"11__3794862__3797251",1
"11__4123223__4130933",1
"11__4123223__4133292",1
"11__4132831__4133292",1
"11__46098305__46113774",5
"11__46333876__46334470",1
"11__46515158__46515754",1
"11__46515158__46534363",1
"11__46529741__46534363",2
"11__46568663__46570050",1
"11__46717210__46717706",1
"11__46811626__46812133",1
"11__46817144__46819722",1
"11__46839861__46842819",1
"11__47189460__47189802",1
"11__47647226__47648679",1
"11__47744528__47744868",1
"11__47752926__47755681",1
"11__47765505__47767946",1
"11__47819331__47820015",1
"11__47857203__47859175",1
"11__57258697__57259335",1
"11__58317259__58322413",1
"11__58604488__58611997",2
"11__59406521__59410508",1
"11__59426339__59426942",4
"11__60687158__60688460",2
"11__61079256__61079556",1
"11__61094251__61097546",1
"11__61133517__61135470",2
"11__61205097__61205585",1
"11__62302475__62304039",1
"11__62303417__62304039",2
"11__62406455__62407203",4
"11__62484461__62484661",1
"11__62491059__62491898",1
"11__63398512__63411733",1
"11__63419408__63426724",1
"11__63486174__63488504",1
"11__63960550__63971094",1
"11__63967412__63967765",1
"11__65046201__65049992",2
"11__65061624__65063461",1
"11__65308342__65314391",1
"11__65661485__65664477",3
"11__66006275__66006748",1
"11__66407171__66407594",1
"11__66515850__66563835",1
"11__66583524__66595835",2
"11__66947550__66949363",1
"11__67934449__67957619",1
"11__68318589__68363686",1
"11__68337216__68343511",1
"11__68529003__68530229",1
"11__68678908__68679071",2
"11__70179576__70184559",1
"11__70200407__70202360",2
"11__70218321__70224301",2
"11__70251371__70260758",1
"11__71671796__71693961",1
"11__72418220__72425366",2
"11__72468812__72470426",1
"11__72598515__72613683",1
"11__72695133__72700142",3
"11__73418465__73429763",4
"11__73418465__73429935",2
"11__73418465__73431944",1
"11__73765652__73796015",1
"11__74500671__74528759",1
"11__75562928__75672593",1
"11__755879__760253",3
"11__76162902__76175124",1
"11__76162902__76183884",1
"11__76207259__76239510",1
"11__76227186__76239510",1
"11__77085373__77091039",2
"11__77085373__77103586",2
"11__77330651__77336863",6
"11__77330651__77340944",1
"11__77336008__77336863",8
"11__77336008__77340944",1
"11__77386081__77389198",1
"11__77394755__77402283",1
"11__77394755__77404656",2
"11__77409532__77413540",1
"11__77669792__77692622",2
"11__77830228__77832220",1
"11__82560091__82564320",2
"11__82625765__82642891",1
"11__82917100__82922472",1
"11__85685751__85695016",1
"11__85685751__85742653",1
"11__85687666__85692271",2
"11__85707869__85714494",4
"11__85707869__85737409",1
"11__85707869__85742653",5
"11__85718585__85742653",2
"11__85722073__85742653",2
"11__85733410__85742653",7
"11__86017287__86017524",1
