"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chrY",2111063,2159644,"circular_RNA/1",0,"-",2111063,2111063,"0,0,0",3,"208,208,102","0,23717,48479",1,"circRNA","DHRSX","NM_145177","6,5,4","chrY:2089270-2111063|chrY:2159644-2276785","Y__2111064__2159644",1
"chrY",2134780,2159644,"circular_RNA/4",0,"-",2134780,2134780,"0,0,0",2,"208,102","0,24762",4,"circRNA","DHRSX","NM_145177","5,4","chrY:2111271-2134780|chrY:2159644-2276785","Y__2134781__2159644",4
"chrY",2276785,2293345,"circular_RNA/3",0,"-",2276785,2276785,"0,0,0",2,"69,108","0,16452",3,"circRNA","DHRSX","NM_145177","3,2","chrY:2159644-2276785|chrY:2293345-2368857","Y__2276786__2293345",3
"chrY",59222126,59230919,"circular_RNA/1",0,"+",59222126,59222126,"0,0,0",2,"90,138","0,8655",1,"circRNA","VAMP7","NM_001145149","2,3","chrY:59214117-59222126|chrY:59230919-59233166","Y__59222127__59230919",1
"chrY",59228291,59233257,"circular_RNA/1",0,"+",59228291,59228291,"0,0,0",3,"58,138,91","0,2490,4875",1,"circRNA","VAMP7","NM_001185183","3,4,5","chrY:59222281-59228291|chrY:59233257-59272370","Y__59228292__59233257",1
"chrX",207314,208321,"circular_RNA/1",0,"+",207314,207314,"0,0,0",2,"129,156","0,851",1,"circRNA","PLCXD1","NM_001370370","5,6","chrX:205536-207314|chrX:208321-209701","X__207315__208321",1
"chrX",299338,308428,"circular_RNA/2",0,"-",299338,299338,"0,0,0",10,"107,119,176,90,49,157,87,75,103,104","0,174,2161,2703,3279,6912,7570,8097,8630,8986",2,"circRNA","PPP2R3B","NM_013239","12,11,10,9,8,7,6,5,4,3","chrX:295252-299338|chrX:308428-322139","X__299339__308428",2
"chrX",299338,322325,"circular_RNA/1",0,"-",299338,299338,"0,0,0",11,"107,119,176,90,49,157,87,75,103,104,186","0,174,2161,2703,3279,6912,7570,8097,8630,8986,22801",1,"circRNA","PPP2R3B","NM_013239","12,11,10,9,8,7,6,5,4,3,2","chrX:295252-299338|chrX:322325-347102","X__299339__322325",1
"chrX",306250,308428,"circular_RNA/2",0,"-",306250,306250,"0,0,0",5,"157,87,75,103,104","0,658,1185,1718,2074",2,"circRNA","PPP2R3B","NM_013239","7,6,5,4,3","chrX:302666-306250|chrX:308428-322139","X__306251__308428",2
"chrX",1401570,1409402,"circular_RNA/3",0,"+",1401570,1401570,"0,0,0",5,"102,143,124,130,173","0,3100,5841,6081,7659",3,"circRNA","CSF2RA","NM_001161531","3,4,5,6,7","chrX:1393735-1401570|chrX:1409402-1413220","X__1401571__1409402",3
"chrX",1404670,1409402,"circular_RNA/7",0,"+",1404670,1404670,"0,0,0",4,"143,124,130,173","0,2741,2981,4559",7,"circRNA","CSF2RA","NM_001161531","4,5,6,7","chrX:1401672-1404670|chrX:1409402-1413220","X__1404671__1409402",7
"chrX",1407411,1407781,"circular_RNA/1",0,"+",1407411,1407411,"0,0,0",2,"124,130","0,240",1,"circRNA","CSF2RA","NM_001161531","5,6","chrX:1404813-1407411|chrX:1407781-1409229","X__1407412__1407781",1
"chrX",1407411,1409402,"circular_RNA/1",0,"+",1407411,1407411,"0,0,0",3,"124,130,173","0,240,1818",1,"circRNA","CSF2RA","NM_001161531","5,6,7","chrX:1404813-1407411|chrX:1409402-1413220","X__1407412__1409402",1
"chrX",2161063,2209644,"circular_RNA/1",0,"-",2161063,2161063,"0,0,0",3,"208,208,102","0,23717,48479",1,"circRNA","DHRSX","NM_145177","6,5,4","chrX:2139270-2161063|chrX:2209644-2326785","X__2161064__2209644",1
"chrX",2326785,2343345,"circular_RNA/1",0,"-",2326785,2326785,"0,0,0",2,"69,108","0,16452",1,"circRNA","DHRSX","NM_145177","3,2","chrX:2209644-2326785|chrX:2343345-2418857","X__2326786__2343345",1
"chrX",2867344,2873578,"circular_RNA/1",0,"-",2867344,2867344,"0,0,0",3,"424,123,122","0,3839,6112",1,"circRNA","ARSL","NM_000047","6,5,4","chrX:2864175-2867344|chrX:2873578-2876314","X__2867345__2873578",1
"chrX",2871183,2873578,"circular_RNA/3",0,"-",2871183,2871183,"0,0,0",2,"123,122","0,2273",3,"circRNA","ARSL","NM_000047","5,4","chrX:2867768-2871183|chrX:2873578-2876314","X__2871184__2873578",3
"chrX",2871183,2876476,"circular_RNA/1",0,"-",2871183,2871183,"0,0,0",3,"123,122,162","0,2273,5131",1,"circRNA","ARSL","NM_000047","5,4,3","chrX:2867768-2871183|chrX:2876476-2878418","X__2871184__2876476",1
"chrX",2873456,2876476,"circular_RNA/1",0,"-",2873456,2873456,"0,0,0",2,"122,162","0,2858",1,"circRNA","ARSL","NM_000047","4,3","chrX:2871306-2873456|chrX:2876476-2878418","X__2873457__2876476",1
"chrX",6995260,6995490,"circular_RNA/1",0,"-",6995260,6995260,"0,0,0",1,"230","0",1,"circRNA","PUDP","NM_001135565","4","chrX:6968513-6995260|chrX:6995490-7023660","X__6995261__6995490",1
"chrX",7023660,7035075,"circular_RNA/1",0,"-",7023660,7023660,"0,0,0",2,"219,69","0,11346",1,"circRNA","PUDP","NM_001135565","3,2","chrX:6995490-7023660|chrX:7035075-7066093","X__7023661__7035075",1
"chrX",9608312,9622362,"circular_RNA/1",0,"+",9608312,9608312,"0,0,0",3,"88,145,108","0,13272,13942",1,"circRNA","TBL1X","NM_001139466","3,4,5","chrX:9469889-9608312|chrX:9622362-9652082","X__9608313__9622362",1
"chrX",10031484,10035530,"circular_RNA/2",0,"+",10031484,10031484,"0,0,0",2,"110,204","0,3842",2,"circRNA","WWC3","NM_015691","2,3","chrX:9983898-10031484|chrX:10035530-10046838","X__10031485__10035530",2
"chrX",10031484,10047844,"circular_RNA/1",0,"+",10031484,10031484,"0,0,0",4,"110,204,77,80","0,3842,15354,16280",1,"circRNA","WWC3","NM_015691","2,3,4,5","chrX:9983898-10031484|chrX:10047844-10058810","X__10031485__10047844",1
"chrX",10031484,10066619,"circular_RNA/7",0,"+",10031484,10031484,"0,0,0",7,"110,204,77,80,130,150,74","0,3842,15354,16280,27326,30687,35061",7,"circRNA","WWC3","NM_015691","2,3,4,5,6,7,8","chrX:9983898-10031484|chrX:10066619-10077817","X__10031485__10066619",7
"chrX",10031484,10078060,"circular_RNA/1",0,"+",10031484,10031484,"0,0,0",8,"110,204,77,80,130,150,74,243","0,3842,15354,16280,27326,30687,35061,46333",1,"circRNA","WWC3","NM_015691","2,3,4,5,6,7,8,9","chrX:9983898-10031484|chrX:10078060-10084457","X__10031485__10078060",1
"chrX",10031484,10084547,"circular_RNA/1",0,"+",10031484,10031484,"0,0,0",9,"110,204,77,80,130,150,74,243,90","0,3842,15354,16280,27326,30687,35061,46333,52973",1,"circRNA","WWC3","NM_015691","2,3,4,5,6,7,8,9,10","chrX:9983898-10031484|chrX:10084547-10085163","X__10031485__10084547",1
"chrX",10058810,10084547,"circular_RNA/1",0,"+",10058810,10058810,"0,0,0",5,"130,150,74,243,90","0,3361,7735,19007,25647",1,"circRNA","WWC3","NM_015691","6,7,8,9,10","chrX:10047844-10058810|chrX:10084547-10085163","X__10058811__10084547",1
"chrX",10096027,10096748,"circular_RNA/1",0,"+",10096027,10096027,"0,0,0",2,"174,152","0,569",1,"circRNA","WWC3","NM_015691","16,17","chrX:10094346-10096027|chrX:10096748-10097995","X__10096028__10096748",1
"chrX",10437736,10535643,"circular_RNA/1",0,"-",10437736,10437736,"0,0,0",6,"144,128,149,108,96,716","0,4926,12783,25887,53395,97191",1,"circRNA","MID1","NM_001193277","7,6,5,4,3,2","chrX:10427847-10437736|chrX:10535643-10544823","X__10437737__10535643",1
"chrX",10491131,10535643,"circular_RNA/3",0,"-",10491131,10491131,"0,0,0",2,"96,716","0,43796",3,"circRNA","MID1","NM_001193277","3,2","chrX:10463731-10491131|chrX:10535643-10544823","X__10491132__10535643",3
"chrX",11132954,11136740,"circular_RNA/1",0,"+",11132954,11132954,"0,0,0",3,"152,149,120","0,2432,3666",1,"circRNA","HCCS","NM_001122608","3,4,5","chrX:11130280-11132954|chrX:11136740-11139026","X__11132955__11136740",1
"chrX",12817325,12827451,"circular_RNA/2",0,"+",12817325,12817325,"0,0,0",2,"193,99","0,10027",2,"circRNA","PRPS2","NM_001039091","2,3","chrX:12809738-12817325|chrX:12827451-12828140","X__12817326__12827451",2
"chrX",12817325,12828265,"circular_RNA/1",0,"+",12817325,12817325,"0,0,0",3,"193,99,125","0,10027,10815",1,"circRNA","PRPS2","NM_001039091","2,3,4","chrX:12809738-12817325|chrX:12828265-12837625","X__12817326__12828265",1
"chrX",12817325,12838922,"circular_RNA/1",0,"+",12817325,12817325,"0,0,0",5,"193,99,125,174,160","0,10027,10815,20300,21437",1,"circRNA","PRPS2","NM_001039091","2,3,4,5,6","chrX:12809738-12817325|chrX:12838922-12840822","X__12817326__12838922",1
"chrX",13734217,13734650,"circular_RNA/1",1,"-",13734217,13734217,"0,0,0",1,"433","0",1,"ciRNA","TRAPPC2","NM_014563","3","chrX:13734206-13734650","X__13734218__13734650",1
"chrX",14868626,14877456,"circular_RNA/1",0,"-",14868626,14868626,"0,0,0",4,"170,129,93,153","0,2534,7357,8677",1,"circRNA","FANCB","NM_001018113","7,6,5,4","chrX:14863408-14868626|chrX:14877456-14882681","X__14868627__14877456",1
"chrX",14868626,14883702,"circular_RNA/2",0,"-",14868626,14868626,"0,0,0",5,"170,129,93,153,1021","0,2534,7357,8677,14055",2,"circRNA","FANCB","NM_001018113","7,6,5,4,3","chrX:14863408-14868626|chrX:14883702-14887044","X__14868627__14883702",2
"chrX",16685636,16688797,"circular_RNA/1",0,"-",16685636,16685636,"0,0,0",3,"44,63,95","0,148,3066",1,"circRNA","CTPS2","NM_001144002","13,12,11","chrX:16657366-16685636|chrX:16688797-16696484","X__16685637__16688797",1
"chrX",16685636,16696573,"circular_RNA/1",0,"-",16685636,16685636,"0,0,0",4,"44,63,95,89","0,148,3066,10848",1,"circRNA","CTPS2","NM_001144002","13,12,11,10","chrX:16657366-16685636|chrX:16696573-16701216","X__16685637__16696573",1
"chrX",16707572,16716459,"circular_RNA/1",0,"-",16707572,16707572,"0,0,0",5,"152,81,84,117,101","0,2090,3691,3921,8786",1,"circRNA","CTPS2","NM_001144002","8,7,6,5,4","chrX:16701349-16707572|chrX:16716459-16717045","X__16707573__16716459",1
"chrX",16716358,16721064,"circular_RNA/1",1,"-",16716358,16716358,"0,0,0",3,"101,171,205","0,687,4501",1,"circRNA","CTPS2","NM_001144002","4,3,2","chrX:16711610-16716358|chrX:16721064-16729635","X__16716359__16721064",1
"chrX",16753349,16754355,"circular_RNA/2",0,"+",16753349,16753349,"0,0,0",2,"119,67","0,939",2,"circRNA","SYAP1","NM_032796","2,3","chrX:16738022-16753349|chrX:16754355-16759838","X__16753350__16754355",2
"chrX",16836696,16838378,"circular_RNA/4",0,"+",16836696,16836696,"0,0,0",2,"304,92","0,1590",4,"circRNA","TXLNG","NM_018360","2,3","chrX:16804712-16836696|chrX:16838378-16846216","X__16836697__16838378",4
"chrX",16836696,16847893,"circular_RNA/2",0,"+",16836696,16836696,"0,0,0",4,"304,92,171,195","0,1590,9520,11002",2,"circRNA","TXLNG","NM_018360","2,3,4,5","chrX:16804712-16836696|chrX:16847893-16850745","X__16836697__16847893",2
"chrX",17047648,17121902,"circular_RNA/1",0,"+",17047648,17047648,"0,0,0",10,"98,136,64,143,95,70,54,46,137,62","0,17821,22856,25282,32912,38876,40414,44588,47745,74192",1,"circRNA","REPS2","NM_001080975","5,6,7,8,9,10,11,12,13,14","chrX:17043308-17047648|chrX:17121902-17151946","X__17047649__17121902",1
"chrX",17121840,17157084,"circular_RNA/1",0,"+",17121840,17121840,"0,0,0",4,"62,84,146,106","0,30106,31543,35138",1,"circRNA","REPS2","NM_001080975","14,15,16,17","chrX:17095530-17121840|chrX:17157084-17165535","X__17121841__17157084",1
"chrX",17151946,17157084,"circular_RNA/2",0,"+",17151946,17151946,"0,0,0",3,"84,146,106","0,1437,5032",2,"circRNA","REPS2","NM_001080975","15,16,17","chrX:17121902-17151946|chrX:17157084-17165535","X__17151947__17157084",2
"chrX",17705861,17710588,"circular_RNA/2",0,"+",17705861,17705861,"0,0,0",2,"153,134","0,4593",2,"circRNA","NHS","NM_001291867","2,3","chrX:17394445-17705861|chrX:17710588-17737463","X__17705862__17710588",2
"chrX",18525054,18528974,"circular_RNA/5",2,"+",18525054,18525054,"0,0,0",2,"226,35","0,3885",5,"circRNA","CDKL5","NM_003159","2,3","chrX:18443815-18525054|chrX:18528974-18582596","X__18525055__18528974",5
"chrX",18748298,18751926,"circular_RNA/1",0,"+",18748298,18748298,"0,0,0",2,"128,61","0,3567",1,"circRNA","PPEF1","NM_001377986","6,7","chrX:18725945-18748298|chrX:18751926-18767909","X__18748299__18751926",1
"chrX",18748298,18768070,"circular_RNA/3",0,"+",18748298,18748298,"0,0,0",3,"128,61,161","0,3567,19611",3,"circRNA","PPEF1","NM_001377986","6,7,8","chrX:18725945-18748298|chrX:18768070-18775744","X__18748299__18768070",3
"chrX",18767909,18779694,"circular_RNA/2",0,"+",18767909,18767909,"0,0,0",3,"161,115,47","0,7835,11738",2,"circRNA","PPEF1","NM_001377986","8,9,10","chrX:18751926-18767909|chrX:18779694-18797127","X__18767910__18779694",2
"chrX",18767909,18824663,"circular_RNA/1",0,"+",18767909,18767909,"0,0,0",9,"161,115,47,167,37,150,153,186,143","0,7835,11738,29218,32574,34107,39329,54100,56611",1,"circRNA","PPEF1","NM_001377986","8,9,10,11,12,13,14,15,16","chrX:18751926-18767909|chrX:18824663-18836156","X__18767910__18824663",1
"chrX",18775744,18807391,"circular_RNA/2",0,"+",18775744,18775744,"0,0,0",6,"115,47,167,37,150,153","0,3903,21383,24739,26272,31494",2,"circRNA","PPEF1","NM_001377986","9,10,11,12,13,14","chrX:18768070-18775744|chrX:18807391-18822009","X__18775745__18807391",2
"chrX",18797127,18807391,"circular_RNA/3",0,"+",18797127,18797127,"0,0,0",4,"167,37,150,153","0,3356,4889,10111",3,"circRNA","PPEF1","NM_001377986","11,12,13,14","chrX:18779694-18797127|chrX:18807391-18822009","X__18797128__18807391",3
"chrX",18822009,18824663,"circular_RNA/3",0,"+",18822009,18822009,"0,0,0",2,"186,143","0,2511",3,"circRNA","PPEF1","NM_001377986","15,16","chrX:18807391-18822009|chrX:18824663-18836156","X__18822010__18824663",3
"chrX",19367429,19368228,"circular_RNA/1",0,"+",19367429,19367429,"0,0,0",2,"60,174","0,625",1,"circRNA","PDHA1","NM_001173454","3,4","chrX:19364741-19367429|chrX:19368228-19369398","X__19367430__19368228",1
"chrX",19373466,19373875,"circular_RNA/1",0,"+",19373466,19373466,"0,0,0",2,"156,72","0,337",1,"circRNA","PDHA1","NM_001173454","8,9","chrX:19372701-19373466|chrX:19373875-19375769","X__19373467__19373875",1
"chrX",20181081,20183178,"circular_RNA/1",0,"-",20181081,20181081,"0,0,0",2,"77,162","0,1935",1,"circRNA","RPS6KA3","NM_004586","19,18","chrX:20179879-20181081|chrX:20183178-20185706","X__20181082__20183178",1
"chrX",20181081,20185865,"circular_RNA/3",0,"-",20181081,20181081,"0,0,0",3,"77,162,159","0,1935,4625",3,"circRNA","RPS6KA3","NM_004586","19,18,17","chrX:20179879-20181081|chrX:20185865-20187519","X__20181082__20185865",3
"chrX",20204413,20222221,"circular_RNA/1",0,"-",20204413,20204413,"0,0,0",7,"71,143,38,107,80,81,82","0,1532,2201,7191,7893,8769,17726",1,"circRNA","RPS6KA3","NM_004586","10,9,8,7,6,5,4","chrX:20195202-20204413|chrX:20222221-20227405","X__20204414__20222221",1
"chrX",20204413,20227522,"circular_RNA/1",0,"-",20204413,20204413,"0,0,0",8,"71,143,38,107,80,81,82,117","0,1532,2201,7191,7893,8769,17726,22992",1,"circRNA","RPS6KA3","NM_004586","10,9,8,7,6,5,4,3","chrX:20195202-20204413|chrX:20227522-20252875","X__20204414__20227522",1
"chrX",20205945,20227522,"circular_RNA/1",0,"-",20205945,20205945,"0,0,0",7,"143,38,107,80,81,82,117","0,669,5659,6361,7237,16194,21460",1,"circRNA","RPS6KA3","NM_004586","9,8,7,6,5,4,3","chrX:20204484-20205945|chrX:20227522-20252875","X__20205946__20227522",1
"chrX",20211604,20222221,"circular_RNA/1",0,"-",20211604,20211604,"0,0,0",4,"107,80,81,82","0,702,1578,10535",1,"circRNA","RPS6KA3","NM_004586","7,6,5,4","chrX:20206652-20211604|chrX:20222221-20227405","X__20211605__20222221",1
"chrX",21869626,21871621,"circular_RNA/5",0,"+",21869626,21869626,"0,0,0",2,"104,128","0,1867",5,"circRNA","MBTPS2","NM_015884","4,5","chrX:21863502-21869626|chrX:21871621-21886584","X__21869627__21871621",5
"chrX",21896159,21896810,"circular_RNA/1",0,"+",21896159,21896159,"0,0,0",2,"95,196","0,455",1,"circRNA","MBTPS2","NM_015884","8,9","chrX:21887796-21896159|chrX:21896810-21899014","X__21896160__21896810",1
"chrX",21990014,21990689,"circular_RNA/1",0,"+",21990014,21990014,"0,0,0",2,"94,65","0,610",1,"circRNA","SMS","NM_004595","3,4","chrX:21985434-21990014|chrX:21990689-21995178","X__21990015__21990689",1
"chrX",22151639,22245728,"circular_RNA/1",0,"+",22151639,22151639,"0,0,0",9,"102,78,104,59,55,68,131,66,105","0,34789,44750,56921,79381,85513,88090,92920,93984",1,"circRNA","PHEX","NM_000444","12,13,14,15,16,17,18,19,20","chrX:22132704-22151639|chrX:22245728-22263449","X__22151640__22245728",1
"chrX",23689645,23693223,"circular_RNA/2",0,"+",23689645,23689645,"0,0,0",2,"118,117","0,3461",2,"circRNA","PRDX4","NM_006406","2,3","chrX:23685928-23689645|chrX:23693223-23697281","X__23689646__23693223",2
"chrX",23722810,23740870,"circular_RNA/1",0,"-",23722810,23722810,"0,0,0",9,"151,88,86,91,112,68,74,104,84","0,299,815,1074,1934,3183,8441,17187,17976",1,"circRNA","ACOT9","NM_001033583","14,13,12,11,10,9,8,7,6","chrX:23722099-23722810|chrX:23740870-23748643","X__23722811__23740870",1
"chrX",23731251,23751334,"circular_RNA/1",0,"-",23731251,23731251,"0,0,0",6,"74,104,84,38,171,46","0,8746,9535,17392,17681,20037",1,"circRNA","ACOT9","NM_001033583","8,7,6,5,4,3","chrX:23726061-23731251|chrX:23751334-23754035","X__23731252__23751334",1
"chrX",23739997,23740870,"circular_RNA/2",0,"-",23739997,23739997,"0,0,0",2,"104,84","0,789",2,"circRNA","ACOT9","NM_001033583","7,6","chrX:23731325-23739997|chrX:23740870-23748643","X__23739998__23740870",2
"chrX",23739997,23751334,"circular_RNA/3",0,"-",23739997,23739997,"0,0,0",5,"104,84,38,171,46","0,789,8646,8935,11291",3,"circRNA","ACOT9","NM_001033583","7,6,5,4,3","chrX:23731325-23739997|chrX:23751334-23754035","X__23739998__23751334",3
"chrX",23739997,23754133,"circular_RNA/6",0,"-",23739997,23739997,"0,0,0",6,"104,84,38,171,46,98","0,789,8646,8935,11291,14038",6,"circRNA","ACOT9","NM_001033583","7,6,5,4,3,2","chrX:23731325-23739997|chrX:23754133-23761241","X__23739998__23754133",6
"chrX",23748643,23751334,"circular_RNA/1",0,"-",23748643,23748643,"0,0,0",3,"38,171,46","0,289,2645",1,"circRNA","ACOT9","NM_001033583","5,4,3","chrX:23740870-23748643|chrX:23751334-23754035","X__23748644__23751334",1
"chrX",23748643,23754133,"circular_RNA/4",0,"-",23748643,23748643,"0,0,0",4,"38,171,46,98","0,289,2645,5392",4,"circRNA","ACOT9","NM_001033583","5,4,3,2","chrX:23740870-23748643|chrX:23754133-23761241","X__23748644__23754133",4
"chrX",23858429,23899069,"circular_RNA/1",0,"-",23858429,23858429,"0,0,0",7,"65,81,92,96,55,120,108","0,15989,18329,28280,34090,38602,40532",1,"circRNA","APOO","NM_024122","8,7,6,5,4,3,2","chrX:23851729-23858429|chrX:23899069-23925810","X__23858430__23899069",1
"chrX",24073731,24075665,"circular_RNA/1",0,"+",24073731,24073731,"0,0,0",2,"64,128","0,1806",1,"circRNA","EIF2S3","NM_001415","2,3","chrX:24073154-24073731|chrX:24075665-24075749","X__24073732__24075665",1
"chrX",24075537,24075871,"circular_RNA/1",0,"+",24075537,24075537,"0,0,0",2,"128,122","0,212",1,"circRNA","EIF2S3","NM_001415","3,4","chrX:24073795-24075537|chrX:24075871-24078204","X__24075538__24075871",1
"chrX",24075537,24078299,"circular_RNA/1",0,"+",24075537,24075537,"0,0,0",3,"128,122,95","0,212,2667",1,"circRNA","EIF2S3","NM_001415","3,4,5","chrX:24073795-24075537|chrX:24078299-24080532","X__24075538__24078299",1
"chrX",24082317,24089844,"circular_RNA/1",0,"+",24082317,24082317,"0,0,0",4,"135,95,145,170","0,1797,3763,7357",1,"circRNA","EIF2S3","NM_001415","7,8,9,10","chrX:24080691-24082317|chrX:24089844-24091207","X__24082318__24089844",1
"chrX",24082317,24091380,"circular_RNA/2",0,"+",24082317,24082317,"0,0,0",5,"135,95,145,170,173","0,1797,3763,7357,8890",2,"circRNA","EIF2S3","NM_001415","7,8,9,10,11","chrX:24080691-24082317|chrX:24091380-24094838","X__24082318__24091380",2
"chrX",24190831,24197887,"circular_RNA/28",0,"+",24190831,24190831,"0,0,0",3,"86,117,588","0,892,6468",28,"circRNA","ZFX","NM_001330327","4,5,6","chrX:24170947-24190831|chrX:24197887-24225442","X__24190832__24197887",28
"chrX",24197299,24197887,"circular_RNA/3",0,"+",24197299,24197299,"0,0,0",1,"588","0",3,"circRNA","ZFX","NM_001330327","6","chrX:24191840-24197299|chrX:24197887-24225442","X__24197300__24197887",3
"chrX",24197299,24226487,"circular_RNA/1",0,"+",24197299,24197299,"0,0,0",4,"588,150,144,153","0,28143,28529,29035",1,"circRNA","ZFX","NM_001330327","6,7,8,9","chrX:24191840-24197299|chrX:24226487-24227016","X__24197300__24226487",1
"chrX",24537049,24549887,"circular_RNA/1",0,"+",24537049,24537049,"0,0,0",5,"78,77,102,111,114","0,7265,8641,9143,12724",1,"circRNA","PDK3","NM_005391","6,7,8,9,10","chrX:24523415-24537049|chrX:24549887-24552045","X__24537050__24549887",1
"chrX",24717541,24722586,"circular_RNA/1",0,"+",24717541,24717541,"0,0,0",3,"125,97,81","0,3826,4964",1,"circRNA","POLA1","NM_001330360","2,3,4","chrX:24712121-24717541|chrX:24722586-24732670","X__24717542__24722586",1
"chrX",24741271,24761446,"circular_RNA/1",0,"+",24741271,24741271,"0,0,0",13,"113,117,75,139,155,85,62,90,117,176,130,120,100","0,1180,2826,3778,4627,9215,10600,12244,14470,16220,18220,18847,20075",1,"circRNA","POLA1","NM_001330360","11,12,13,14,15,16,17,18,19,20,21,22,23","chrX:24735875-24741271|chrX:24761446-24763534","X__24741272__24761446",1
"chrX",24741271,24906239,"circular_RNA/1",0,"+",24741271,24741271,"0,0,0",25,"113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132,117","0,1180,2826,3778,4627,9215,10600,12244,14470,16220,18220,18847,20075,22263,25156,25715,86743,87553,89503,91824,98297,103272,118497,120391,164851",1,"circRNA","POLA1","NM_001330360","11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35","chrX:24735875-24741271|chrX:24906239-24948569","X__24741272__24906239",1
"chrX",24745049,24751933,"circular_RNA/1",0,"+",24745049,24745049,"0,0,0",4,"139,155,85,62","0,849,5437,6822",1,"circRNA","POLA1","NM_001330360","14,15,16,17","chrX:24744172-24745049|chrX:24751933-24753515","X__24745050__24751933",1
"chrX",24745049,24753605,"circular_RNA/1",0,"+",24745049,24745049,"0,0,0",5,"139,155,85,62,90","0,849,5437,6822,8466",1,"circRNA","POLA1","NM_001330360","14,15,16,17,18","chrX:24744172-24745049|chrX:24753605-24755741","X__24745050__24753605",1
"chrX",24745049,24828047,"circular_RNA/1",0,"+",24745049,24745049,"0,0,0",14,"139,155,85,62,90,117,176,130,120,100,125,150,123,33","0,849,5437,6822,8466,10692,12442,14442,15069,16297,18485,21378,21937,82965",1,"circRNA","POLA1","NM_001330360","14,15,16,17,18,19,20,21,22,23,24,25,26,27","chrX:24744172-24745049|chrX:24828047-24828824","X__24745050__24828047",1
"chrX",24753515,24761446,"circular_RNA/1",0,"+",24753515,24753515,"0,0,0",6,"90,117,176,130,120,100","0,2226,3976,5976,6603,7831",1,"circRNA","POLA1","NM_001330360","18,19,20,21,22,23","chrX:24751933-24753515|chrX:24761446-24763534","X__24753516__24761446",1
