"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chrX",17024343,17065605,"circular_RNA/1",0,"+",17024343,17024343,"0,0,0",5,"124,149,124,98,136","0,15902,18841,23305,41126",1,"circRNA","REPS2","NM_001080975","2,3,4,5,6","chrX:16965257-17024343|chrX:17065605-17070504","X__17024344__17065605",1
"chrX",17121840,17157084,"circular_RNA/1",0,"+",17121840,17121840,"0,0,0",4,"62,84,146,106","0,30106,31543,35138",1,"circRNA","REPS2","NM_001080975","14,15,16,17","chrX:17095530-17121840|chrX:17157084-17165535","X__17121841__17157084",1
"chrX",17151946,17157084,"circular_RNA/1",0,"+",17151946,17151946,"0,0,0",3,"84,146,106","0,1437,5032",1,"circRNA","REPS2","NM_001080975","15,16,17","chrX:17121902-17151946|chrX:17157084-17165535","X__17151947__17157084",1
"chrX",18274967,18283922,"circular_RNA/2",0,"-",18274967,18274967,"0,0,0",4,"183,204,121,218","0,1196,3323,8737",2,"circRNA","SCML2","NM_006089","11,10,9,8","chrX:18266002-18274967|chrX:18283922-18323091","X__18274968__18283922",2
"chrX",18525054,18528974,"circular_RNA/2",2,"+",18525054,18525054,"0,0,0",2,"226,35","0,3885",2,"circRNA","CDKL5","NM_003159","2,3","chrX:18443815-18525054|chrX:18528974-18582596","X__18525055__18528974",2
"chrX",18525054,18646707,"circular_RNA/1",0,"+",18525054,18525054,"0,0,0",17,"226,35,46,137,121,60,91,190,81,152,967,102,106,124,100,120,217","0,3885,57542,68419,72913,74956,77328,81019,88413,91527,96967,101876,102530,106217,112932,118193,121436",1,"circRNA","CDKL5","NM_003159","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","chrX:18443815-18525054|chrX:18646707-18664126","X__18525055__18646707",1
"chrX",19410119,19418781,"circular_RNA/3",0,"-",19410119,19410119,"0,0,0",5,"106,131,128,134,88","0,341,3079,6224,8574",3,"circRNA","MAP3K15","NM_001001671","18,17,16,15,14","chrX:19398395-19410119|chrX:19418781-19425305","X__19410120__19418781",3
"chrX",19425305,19482524,"circular_RNA/1",0,"-",19425305,19425305,"0,0,0",10,"96,50,108,151,160,113,171,107,169,194","0,2736,6169,7919,18343,19043,24250,49725,52797,57025",1,"circRNA","MAP3K15","NM_001001671","13,12,11,10,9,8,7,6,5,4","chrX:19418781-19425305|chrX:19482524-19504599","X__19425306__19482524",1
"chrX",19475030,19482524,"circular_RNA/8",0,"-",19475030,19475030,"0,0,0",3,"107,169,194","0,3072,7300",8,"circRNA","MAP3K15","NM_001001671","6,5,4","chrX:19449726-19475030|chrX:19482524-19504599","X__19475031__19482524",8
"chrX",19649981,19702146,"circular_RNA/2",0,"-",19649981,19649981,"0,0,0",3,"95,76,206","0,13536,51959",2,"circRNA","SH3KBP1","NM_001353893","8,7,6","chrX:19626163-19649981|chrX:19702146-19705734","X__19649982__19702146",2
"chrX",20043068,20074909,"circular_RNA/2",0,"-",20043068,20043068,"0,0,0",6,"133,272,128,137,111,112","0,730,17551,19413,27927,31729",2,"circRNA","MAP7D2","NM_001168467","9,8,7,6,5,4","chrX:20034443-20043068|chrX:20074909-20081531","X__20043069__20074909",2
"chrX",20185706,20194470,"circular_RNA/1",0,"-",20185706,20185706,"0,0,0",5,"159,90,126,125,103","0,1813,5157,7575,8661",1,"circRNA","RPS6KA3","NM_004586","17,16,15,14,13","chrX:20183178-20185706|chrX:20194470-20194551","X__20185707__20194470",1
"chrX",20222139,20227522,"circular_RNA/1",0,"-",20222139,20222139,"0,0,0",2,"82,117","0,5266",1,"circRNA","RPS6KA3","NM_004586","4,3","chrX:20213263-20222139|chrX:20227522-20252875","X__20222140__20227522",1
"chrX",21886584,21887796,"circular_RNA/1",0,"+",21886584,21886584,"0,0,0",2,"119,181","0,1031",1,"circRNA","MBTPS2","NM_015884","6,7","chrX:21871621-21886584|chrX:21887796-21896159","X__21886585__21887796",1
"chrX",23697281,23701822,"circular_RNA/1",0,"+",23697281,23697281,"0,0,0",3,"123,131,35","0,3231,4506",1,"circRNA","PRDX4","NM_006406","4,5,6","chrX:23693223-23697281|chrX:23701822-23704401","X__23697282__23701822",1
"chrX",23731251,23751334,"circular_RNA/1",0,"-",23731251,23731251,"0,0,0",6,"74,104,84,38,171,46","0,8746,9535,17392,17681,20037",1,"circRNA","ACOT9","NM_001033583","8,7,6,5,4,3","chrX:23726061-23731251|chrX:23751334-23754035","X__23731252__23751334",1
"chrX",23739997,23751334,"circular_RNA/2",0,"-",23739997,23739997,"0,0,0",5,"104,84,38,171,46","0,789,8646,8935,11291",2,"circRNA","ACOT9","NM_001033583","7,6,5,4,3","chrX:23731325-23739997|chrX:23751334-23754035","X__23739998__23751334",2
"chrX",23739997,23754133,"circular_RNA/4",0,"-",23739997,23739997,"0,0,0",6,"104,84,38,171,46,98","0,789,8646,8935,11291,14038",4,"circRNA","ACOT9","NM_001033583","7,6,5,4,3,2","chrX:23731325-23739997|chrX:23754133-23761241","X__23739998__23754133",4
"chrX",24075537,24075871,"circular_RNA/1",0,"+",24075537,24075537,"0,0,0",2,"128,122","0,212",1,"circRNA","EIF2S3","NM_001415","3,4","chrX:24073795-24075537|chrX:24075871-24078204","X__24075538__24075871",1
"chrX",24080532,24089844,"circular_RNA/2",0,"+",24080532,24080532,"0,0,0",5,"159,135,95,145,170","0,1785,3582,5548,9142",2,"circRNA","EIF2S3","NM_001415","6,7,8,9,10","chrX:24078299-24080532|chrX:24089844-24091207","X__24080533__24089844",2
"chrX",24082317,24086225,"circular_RNA/3",0,"+",24082317,24082317,"0,0,0",3,"135,95,145","0,1797,3763",3,"circRNA","EIF2S3","NM_001415","7,8,9","chrX:24080691-24082317|chrX:24086225-24089674","X__24082318__24086225",3
"chrX",24179831,24197887,"circular_RNA/1",0,"+",24179831,24179831,"0,0,0",3,"128,86,588","0,11000,17468",1,"circRNA","ZFX","NM_001178085","4,5,6","chrX:24170947-24179831|chrX:24197887-24225442","X__24179832__24197887",1
"chrX",24190831,24197887,"circular_RNA/11",0,"+",24190831,24190831,"0,0,0",3,"86,117,588","0,892,6468",11,"circRNA","ZFX","NM_001330327","4,5,6","chrX:24170947-24190831|chrX:24197887-24225442","X__24190832__24197887",11
"chrX",24717541,24722586,"circular_RNA/1",0,"+",24717541,24717541,"0,0,0",3,"125,97,81","0,3826,4964",1,"circRNA","POLA1","NM_001330360","2,3,4","chrX:24712121-24717541|chrX:24722586-24732670","X__24717542__24722586",1
"chrX",24717541,24767109,"circular_RNA/1",0,"+",24717541,24717541,"0,0,0",25,"125,97,81,116,63,93,88,202,179,113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123","0,3826,4964,15129,15716,16937,17459,17865,18155,23730,24910,26556,27508,28357,32945,34330,35974,38200,39950,41950,42577,43805,45993,48886,49445",1,"circRNA","POLA1","NM_001330360","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26","chrX:24712121-24717541|chrX:24767109-24828014","X__24717542__24767109",1
"chrX",24717541,24861794,"circular_RNA/1",0,"+",24717541,24717541,"0,0,0",33,"125,97,81,116,63,93,88,202,179,113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132","0,3826,4964,15129,15716,16937,17459,17865,18155,23730,24910,26556,27508,28357,32945,34330,35974,38200,39950,41950,42577,43805,45993,48886,49445,110473,111283,113233,115554,122027,127002,142227,144121",1,"circRNA","POLA1","NM_001330360","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34","chrX:24712121-24717541|chrX:24861794-24906122","X__24717542__24861794",1
"chrX",24741271,24761446,"circular_RNA/3",0,"+",24741271,24741271,"0,0,0",13,"113,117,75,139,155,85,62,90,117,176,130,120,100","0,1180,2826,3778,4627,9215,10600,12244,14470,16220,18220,18847,20075",3,"circRNA","POLA1","NM_001330360","11,12,13,14,15,16,17,18,19,20,21,22,23","chrX:24735875-24741271|chrX:24761446-24763534","X__24741272__24761446",3
"chrX",24753515,24761446,"circular_RNA/1",0,"+",24753515,24753515,"0,0,0",6,"90,117,176,130,120,100","0,2226,3976,5976,6603,7831",1,"circRNA","POLA1","NM_001330360","18,19,20,21,22,23","chrX:24751933-24753515|chrX:24761446-24763534","X__24753516__24761446",1
"chrX",24766427,24839700,"circular_RNA/1",0,"+",24766427,24766427,"0,0,0",7,"150,123,33,93,206,133,132","0,559,61587,62397,64347,66668,73141",1,"circRNA","POLA1","NM_001330360","25,26,27,28,29,30,31","chrX:24763659-24766427|chrX:24839700-24844543","X__24766428__24839700",1
"chrX",24766427,24906239,"circular_RNA/1",0,"+",24766427,24766427,"0,0,0",11,"150,123,33,93,206,133,132,175,179,132,117","0,559,61587,62397,64347,66668,73141,78116,93341,95235,139695",1,"circRNA","POLA1","NM_001330360","25,26,27,28,29,30,31,32,33,34,35","chrX:24763659-24766427|chrX:24906239-24948569","X__24766428__24906239",1
"chrX",24828014,24906239,"circular_RNA/1",0,"+",24828014,24828014,"0,0,0",9,"33,93,206,133,132,175,179,132,117","0,810,2760,5081,11554,16529,31754,33648,78108",1,"circRNA","POLA1","NM_001330360","27,28,29,30,31,32,33,34,35","chrX:24767109-24828014|chrX:24906239-24948569","X__24828015__24906239",1
"chrX",24839568,24906239,"circular_RNA/1",0,"+",24839568,24839568,"0,0,0",5,"132,175,179,132,117","0,4975,20200,22094,66554",1,"circRNA","POLA1","NM_001330360","31,32,33,34,35","chrX:24833228-24839568|chrX:24906239-24948569","X__24839569__24906239",1
"chrX",30265506,30265589,"circular_RNA/1",0,"+",30265506,30265506,"0,0,0",1,"83","0",1,"circRNA","MAGEB1","NM_002363","3","chrX:30264510-30265506|chrX:30265589-30268550","X__30265507__30265589",1
"chrX",31187559,31201021,"circular_RNA/1",0,"-",31187559,31187559,"0,0,0",7,"159,66,66,39,137,112,167","0,2905,4096,8489,9226,10927,13295",1,"circRNA","DMD","NM_004015","13,12,11,10,9,8,7","chrX:31165635-31187559|chrX:31201021-31222077","X__31187560__31201021",1
"chrX",37245851,37285253,"circular_RNA/3",0,"+",37245851,37245851,"0,0,0",3,"91,51,161","0,19610,39241",3,"circRNA","PRRG1","NM_001173489","2,3,4","chrX:37208722-37245851|chrX:37285253-37312388","X__37245852__37285253",3
"chrX",37892786,37893261,"circular_RNA/2",0,"+",37892786,37892786,"0,0,0",1,"475","0",2,"circRNA","SYTL5","NM_001163335","3","chrX:37890343-37892786|chrX:37893261-37913465","X__37892787__37893261",2
"chrX",37931299,37969735,"circular_RNA/2",0,"+",37931299,37931299,"0,0,0",10,"116,109,135,142,130,101,93,179,100,162","0,1543,4520,17399,22248,24087,30295,34546,36553,38274",2,"circRNA","SYTL5","NM_001163335","5,6,7,8,9,10,11,12,13,14","chrX:37913675-37931299|chrX:37969735-37979610","X__37931300__37969735",2
"chrX",37953547,37969735,"circular_RNA/1",0,"+",37953547,37953547,"0,0,0",6,"130,101,93,179,100,162","0,1839,8047,12298,14305,16026",1,"circRNA","SYTL5","NM_001163335","9,10,11,12,13,14","chrX:37948840-37953547|chrX:37969735-37979610","X__37953548__37969735",1
"chrX",39930225,39937222,"circular_RNA/4",0,"-",39930225,39930225,"0,0,0",5,"187,54,2832,79,126","0,664,1376,5481,6871",4,"circRNA","BCOR","NM_001123383","6,5,4,3,2","chrX:39923852-39930225|chrX:39937222-40036259","X__39930226__39937222",4
"chrX",40518478,40518859,"circular_RNA/1",0,"-",40518478,40518478,"0,0,0",2,"108,180","0,201",1,"circRNA","MED14","NM_004229","28,27","chrX:40514312-40518478|chrX:40518859-40522176","X__40518479__40518859",1
"chrX",40999908,41002696,"circular_RNA/1",0,"+",40999908,40999908,"0,0,0",4,"116,252,139,153","0,310,637,2635",1,"circRNA","USP9X","NM_001039590","7,8,9,10","chrX:40996275-40999908|chrX:41002696-41003774","X__40999909__41002696",1
"chrX",41012200,41031211,"circular_RNA/1",0,"+",41012200,41012200,"0,0,0",8,"134,88,343,96,212,241,150,121","0,9842,12924,14534,15059,17047,17522,18890",1,"circRNA","USP9X","NM_001039590","14,15,16,17,18,19,20,21","chrX:41010310-41012200|chrX:41031211-41043250","X__41012201__41031211",1
"chrX",41043250,41048728,"circular_RNA/1",0,"+",41043250,41043250,"0,0,0",5,"131,279,126,126,167","0,399,2519,3994,5311",1,"circRNA","USP9X","NM_001039590","22,23,24,25,26","chrX:41031211-41043250|chrX:41048728-41055503","X__41043251__41048728",1
"chrX",41055503,41055991,"circular_RNA/1",0,"+",41055503,41055503,"0,0,0",2,"109,147","0,341",1,"circRNA","USP9X","NM_001039590","27,28","chrX:41048728-41055503|chrX:41055991-41056616","X__41055504__41055991",1
"chrX",41060312,41064746,"circular_RNA/2",0,"+",41060312,41060312,"0,0,0",2,"221,191","0,4243",2,"circRNA","USP9X","NM_001039590","31,32","chrX:41058003-41060312|chrX:41064746-41069761","X__41060313__41064746",2
"chrX",41069761,41082655,"circular_RNA/1",0,"+",41069761,41069761,"0,0,0",7,"174,142,754,124,226,130,186","0,4059,5390,6711,7863,8593,12708",1,"circRNA","USP9X","NM_001039590","33,34,35,36,37,38,39","chrX:41064746-41069761|chrX:41082655-41083994","X__41069762__41082655",1
"chrX",41428920,41530783,"circular_RNA/2",0,"-",41428920,41428920,"0,0,0",11,"79,189,81,78,122,18,100,84,123,176,103","0,8672,17239,19847,40236,52949,56936,66910,90771,95609,101760",2,"circRNA","CASK","NM_001126054","16,15,14,13,12,11,10,9,8,7,6","chrX:41420897-41428920|chrX:41530783-41598636","X__41428921__41530783",2
"chrX",41519691,41530783,"circular_RNA/1",0,"-",41519691,41519691,"0,0,0",3,"123,176,103","0,4838,10989",1,"circRNA","CASK","NM_001126054","8,7,6","chrX:41495914-41519691|chrX:41530783-41598636","X__41519692__41530783",1
"chrX",44820528,44833960,"circular_RNA/1",0,"+",44820528,44820528,"0,0,0",2,"109,50","0,13382",1,"circRNA","KDM6A","NM_001291416","3,4","chrX:44733233-44820528|chrX:44833960-44870205","X__44820529__44833960",1
"chrX",44870205,44913200,"circular_RNA/1",0,"+",44870205,44870205,"0,0,0",6,"59,121,55,35,94,127","0,9649,23970,26694,40748,42868",1,"circRNA","KDM6A","NM_001291416","5,6,7,8,9,10","chrX:44833960-44870205|chrX:44913200-44918250","X__44870206__44913200",1
"chrX",44935941,44950109,"circular_RNA/1",0,"+",44935941,44935941,"0,0,0",9,"130,106,206,65,75,149,115,188,142","0,1703,2449,5879,6018,6763,9168,13046,14026",1,"circRNA","KDM6A","NM_001291416","18,19,20,21,22,23,24,25,26","chrX:44929602-44935941|chrX:44950109-44966654","X__44935942__44950109",1
"chrX",46480411,46508232,"circular_RNA/2",0,"-",46480411,46480411,"0,0,0",5,"83,64,60,154,112","0,10609,14612,22259,27709",2,"circRNA","SLC9A7","NM_001257291","15,14,13,12,11","chrX:46472829-46480411|chrX:46508232-46510544","X__46480412__46508232",2
"chrX",47040905,47041045,"circular_RNA/1",0,"+",47040905,47040905,"0,0,0",1,"140","0",1,"circRNA","RBM10","NM_001204468","14","chrX:47040800-47040905|chrX:47041045-47041147","X__47040906__47041045",1
"chrX",47069021,47072580,"circular_RNA/1",0,"+",47069021,47069021,"0,0,0",7,"65,196,75,190,89,93,192","0,305,1219,1413,2801,3148,3367",1,"circRNA","UBA1","NM_153280","17,18,19,20,21,22,23","chrX:47065843-47069021|chrX:47072580-47073725","X__47069022__47072580",1
"chrX",47705503,47755339,"circular_RNA/11",0,"+",47705503,47705503,"0,0,0",3,"217,127,96","0,41894,49740",11,"circRNA","ZNF81","NM_007137","2,3,4","chrX:47696386-47705503|chrX:47755339-47774322","X__47705504__47755339",11
"chrX",47842348,47848017,"circular_RNA/1",0,"-",47842348,47842348,"0,0,0",3,"90,127,94","0,336,5575",1,"circRNA","ZNF182","NM_001178099","6,5,4","chrX:47837196-47842348|chrX:47848017-47861993","X__47842349__47848017",1
"chrX",48456345,48462778,"circular_RNA/1",0,"+",48456345,48456345,"0,0,0",8,"80,241,110,131,308,181,142,119","0,759,1395,1629,2361,3826,4107,6314",1,"circRNA","WDR13","NM_001347217","2,3,4,5,6,7,8,9","chrX:48456002-48456345|chrX:48462778-48463235","X__48456346__48462778",1
"chrX",48895534,48898095,"circular_RNA/1",0,"-",48895534,48895534,"0,0,0",4,"105,246,239,114","0,187,1097,2447",1,"circRNA","TFE3","NM_001282142","5,4,3,2","chrX:48891766-48895534|chrX:48898095-48900636","X__48895535__48898095",1
"chrX",48972244,48972368,"circular_RNA/2",0,"-",48972244,48972244,"0,0,0",1,"124","0",2,"circRNA","GPKOW","NM_015698","8","chrX:48972149-48972244|chrX:48972368-48972574","X__48972245__48972368",2
"chrX",50027541,50031887,"circular_RNA/1",0,"+",50027541,50027541,"0,0,0",3,"75,133,108","0,585,4238",1,"circRNA","CCNB3","NM_033031","2,3,4","chrX:49969601-50027541|chrX:50031887-50037862","X__50027542__50031887",1
"chrX",53421697,53432888,"circular_RNA/1",0,"-",53421697,53421697,"0,0,0",10,"111,154,146,142,107,117,138,147,180,186","0,1449,1694,4813,8800,9011,10246,10479,10727,11005",1,"circRNA","SMC1A","NM_006306","19,18,17,16,15,14,13,12,11,10","chrX:53410174-53421697|chrX:53432888-53435992","X__53421698__53432888",1
