"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chrY",21749095,21749393,"circular_RNA/6",0,"+",21749095,21749095,"0,0,0",1,"298","0",6,"circRNA","TXLNGY","NR_045129","2","chrY:21729368-21749095|chrY:21749393-21751406","Y__21749096__21749393",6
"chrX",299338,308428,"circular_RNA/2",0,"-",299338,299338,"0,0,0",10,"107,119,176,90,49,157,87,75,103,104","0,174,2161,2703,3279,6912,7570,8097,8630,8986",2,"circRNA","PPP2R3B","NM_013239","12,11,10,9,8,7,6,5,4,3","chrX:295252-299338|chrX:308428-322139","X__299339__308428",2
"chrX",1712336,1714425,"circular_RNA/2",0,"+",1712336,1712336,"0,0,0",2,"781,149","0,1940",2,"circRNA","AKAP17A","NM_005088","2,3","chrX:1710662-1712336|chrX:1714425-1718084","X__1712337__1714425",2
"chrX",6995260,6995490,"circular_RNA/2",0,"-",6995260,6995260,"0,0,0",1,"230","0",2,"circRNA","PUDP","NM_001135565","4","chrX:6968513-6995260|chrX:6995490-7023660","X__6995261__6995490",2
"chrX",9652082,9665469,"circular_RNA/1",0,"+",9652082,9652082,"0,0,0",7,"146,259,133,142,64,98,61","0,3974,7536,8070,9106,9279,13326",1,"circRNA","TBL1X","NM_001139466","6,7,8,9,10,11,12","chrX:9622362-9652082|chrX:9665469-9673032","X__9652083__9665469",1
"chrX",10031484,10035530,"circular_RNA/1",0,"+",10031484,10031484,"0,0,0",2,"110,204","0,3842",1,"circRNA","WWC3","NM_015691","2,3","chrX:9983898-10031484|chrX:10035530-10046838","X__10031485__10035530",1
"chrX",10031484,10047844,"circular_RNA/2",0,"+",10031484,10031484,"0,0,0",4,"110,204,77,80","0,3842,15354,16280",2,"circRNA","WWC3","NM_015691","2,3,4,5","chrX:9983898-10031484|chrX:10047844-10058810","X__10031485__10047844",2
"chrX",10031484,10066619,"circular_RNA/6",0,"+",10031484,10031484,"0,0,0",7,"110,204,77,80,130,150,74","0,3842,15354,16280,27326,30687,35061",6,"circRNA","WWC3","NM_015691","2,3,4,5,6,7,8","chrX:9983898-10031484|chrX:10066619-10077817","X__10031485__10066619",6
"chrX",10031484,10078060,"circular_RNA/1",0,"+",10031484,10031484,"0,0,0",8,"110,204,77,80,130,150,74,243","0,3842,15354,16280,27326,30687,35061,46333",1,"circRNA","WWC3","NM_015691","2,3,4,5,6,7,8,9","chrX:9983898-10031484|chrX:10078060-10084457","X__10031485__10078060",1
"chrX",10031484,10084547,"circular_RNA/1",0,"+",10031484,10031484,"0,0,0",9,"110,204,77,80,130,150,74,243,90","0,3842,15354,16280,27326,30687,35061,46333,52973",1,"circRNA","WWC3","NM_015691","2,3,4,5,6,7,8,9,10","chrX:9983898-10031484|chrX:10084547-10085163","X__10031485__10084547",1
"chrX",10491131,10535643,"circular_RNA/1",0,"-",10491131,10491131,"0,0,0",2,"96,716","0,43796",1,"circRNA","MID1","NM_001193277","3,2","chrX:10463731-10491131|chrX:10535643-10544823","X__10491132__10535643",1
"chrX",10534927,10535643,"circular_RNA/1",0,"-",10534927,10534927,"0,0,0",1,"716","0",1,"circRNA","MID1","NM_001193277","2","chrX:10491227-10534927|chrX:10535643-10544823","X__10534928__10535643",1
"chrX",10535041,10535643,"circular_RNA/1",0,"-",10535041,10535041,"0,0,0",1,"602","0",1,"circRNA","MID1","NM_033289","2","chrX:10491227-10535041|chrX:10535643-10588329","X__10535042__10535643",1
"chrX",14868626,14877456,"circular_RNA/3",0,"-",14868626,14868626,"0,0,0",4,"170,129,93,153","0,2534,7357,8677",3,"circRNA","FANCB","NM_001018113","7,6,5,4","chrX:14863408-14868626|chrX:14877456-14882681","X__14868627__14877456",3
"chrX",16870168,16871965,"circular_RNA/4",0,"-",16870168,16870168,"0,0,0",4,"77,78,127,161","0,505,703,1636",4,"circRNA","RBBP7","NM_001198719","9,8,7,6","chrX:16867424-16870168|chrX:16871965-16875716","X__16870169__16871965",4
"chrX",16875716,16881223,"circular_RNA/1",0,"-",16875716,16875716,"0,0,0",3,"116,174,146","0,1082,5361",1,"circRNA","RBBP7","NM_001198719","5,4,3","chrX:16871965-16875716|chrX:16881223-16887198","X__16875717__16881223",1
"chrX",19701940,19702146,"circular_RNA/1",0,"-",19701940,19701940,"0,0,0",1,"206","0",1,"circRNA","SH3KBP1","NM_001353893","6","chrX:19663593-19701940|chrX:19702146-19705734","X__19701941__19702146",1
"chrX",23731251,23740870,"circular_RNA/1",0,"-",23731251,23731251,"0,0,0",3,"74,104,84","0,8746,9535",1,"circRNA","ACOT9","NM_001033583","8,7,6","chrX:23726061-23731251|chrX:23740870-23748643","X__23731252__23740870",1
"chrX",23739997,23740870,"circular_RNA/1",0,"-",23739997,23739997,"0,0,0",2,"104,84","0,789",1,"circRNA","ACOT9","NM_001033583","7,6","chrX:23731325-23739997|chrX:23740870-23748643","X__23739998__23740870",1
"chrX",23739997,23754133,"circular_RNA/1",0,"-",23739997,23739997,"0,0,0",6,"104,84,38,171,46,98","0,789,8646,8935,11291,14038",1,"circRNA","ACOT9","NM_001033583","7,6,5,4,3,2","chrX:23731325-23739997|chrX:23754133-23761241","X__23739998__23754133",1
"chrX",23748643,23752484,"circular_RNA/2",0,"-",23748643,23748643,"0,0,0",4,"38,171,46,27","0,289,2645,3814",2,"circRNA","ACOT9","NM_001037171","6,5,4,3","chrX:23740870-23748643|chrX:23752484-23754035","X__23748644__23752484",2
"chrX",23874418,23897151,"circular_RNA/1",0,"-",23874418,23874418,"0,0,0",5,"81,92,96,55,120","0,2340,12291,18101,22613",1,"circRNA","APOO","NM_024122","7,6,5,4,3","chrX:23858494-23874418|chrX:23897151-23898961","X__23874419__23897151",1
"chrX",24190831,24197887,"circular_RNA/13",0,"+",24190831,24190831,"0,0,0",3,"86,117,588","0,892,6468",13,"circRNA","ZFX","NM_001330327","4,5,6","chrX:24170947-24190831|chrX:24197887-24225442","X__24190832__24197887",13
"chrX",24741271,24761446,"circular_RNA/1",0,"+",24741271,24741271,"0,0,0",13,"113,117,75,139,155,85,62,90,117,176,130,120,100","0,1180,2826,3778,4627,9215,10600,12244,14470,16220,18220,18847,20075",1,"circRNA","POLA1","NM_001330360","11,12,13,14,15,16,17,18,19,20,21,22,23","chrX:24735875-24741271|chrX:24761446-24763534","X__24741272__24761446",1
"chrX",24839568,24861794,"circular_RNA/1",0,"+",24839568,24839568,"0,0,0",4,"132,175,179,132","0,4975,20200,22094",1,"circRNA","POLA1","NM_001330360","31,32,33,34","chrX:24833228-24839568|chrX:24861794-24906122","X__24839569__24861794",1
"chrX",30853412,30853618,"circular_RNA/1",0,"+",30853412,30853412,"0,0,0",1,"206","0",1,"ciRNA","TAB3-AS1","NR_145449","2","chrX:30853412-30857136","X__30853413__30853618",1
"chrX",37245851,37285253,"circular_RNA/4",0,"+",37245851,37245851,"0,0,0",3,"91,51,161","0,19610,39241",4,"circRNA","PRRG1","NM_001173489","2,3,4","chrX:37208722-37245851|chrX:37285253-37312388","X__37245852__37285253",4
"chrX",41002543,41012334,"circular_RNA/1",0,"+",41002543,41002543,"0,0,0",5,"153,105,207,137,134","0,1231,5078,7630,9657",1,"circRNA","USP9X","NM_001039590","10,11,12,13,14","chrX:41000684-41002543|chrX:41012334-41022042","X__41002544__41012334",1
"chrX",44870205,44879975,"circular_RNA/1",0,"+",44870205,44870205,"0,0,0",2,"59,121","0,9649",1,"circRNA","KDM6A","NM_001291416","5,6","chrX:44833960-44870205|chrX:44879975-44894175","X__44870206__44879975",1
"chrX",44910953,44918711,"circular_RNA/1",0,"+",44910953,44910953,"0,0,0",4,"94,127,99,220","0,2120,7297,7538",1,"circRNA","KDM6A","NM_001291416","9,10,11,12","chrX:44896934-44910953|chrX:44918711-44919853","X__44910954__44918711",1
"chrX",47705503,47755339,"circular_RNA/3",0,"+",47705503,47705503,"0,0,0",3,"217,127,96","0,41894,49740",3,"circRNA","ZNF81","NM_007137","2,3,4","chrX:47696386-47705503|chrX:47755339-47774322","X__47705504__47755339",3
"chrX",48433555,48435497,"circular_RNA/2",0,"+",48433555,48433555,"0,0,0",5,"116,107,106,97,84","0,393,1146,1340,1858",2,"circRNA","RBM3","NM_006743","2,3,4,5,6","chrX:48432961-48433555|chrX:48435497-48435852","X__48433556__48435497",2
"chrX",48460171,48462778,"circular_RNA/1",0,"+",48460171,48460171,"0,0,0",3,"181,142,119","0,281,2488",1,"circRNA","WDR13","NM_001166426","5,6,7","chrX:48459014-48460171|chrX:48462778-48463235","X__48460172__48462778",1
"chrX",48759228,48759315,"circular_RNA/1",1,"+",48759228,48759228,"0,0,0",1,"87","0",1,"ciRNA","PQBP1","NM_001167992","3","chrX:48759228-48759718","X__48759229__48759315",1
"chrX",48849839,48855916,"circular_RNA/1",0,"-",48849839,48849839,"0,0,0",5,"151,108,27,62,67","0,3822,4726,5810,6010",1,"circRNA","GRIPAP1","NM_020137","6,5,4,3,2","chrX:48847522-48849839|chrX:48855916-48858598","X__48849840__48855916",1
"chrX",48895534,48898095,"circular_RNA/1",0,"-",48895534,48895534,"0,0,0",4,"105,246,239,114","0,187,1097,2447",1,"circRNA","TFE3","NM_001282142","5,4,3,2","chrX:48891766-48895534|chrX:48898095-48900636","X__48895535__48898095",1
"chrX",53421697,53426652,"circular_RNA/1",0,"-",53421697,53421697,"0,0,0",4,"111,154,146,142","0,1449,1694,4813",1,"circRNA","SMC1A","NM_006306","19,18,17,16","chrX:53410174-53421697|chrX:53426652-53430497","X__53421698__53426652",1
"chrX",53430497,53430825,"circular_RNA/1",0,"-",53430497,53430497,"0,0,0",2,"107,117","0,211",1,"circRNA","SMC1A","NM_006306","15,14","chrX:53426652-53430497|chrX:53430825-53431943","X__53430498__53430825",1
"chrX",53566617,53576466,"circular_RNA/2",0,"-",53566617,53566617,"0,0,0",9,"156,97,128,203,133,157,122,601,547","0,2786,4184,4903,5372,6779,7047,8016,9302",2,"circRNA","HUWE1","NM_031407","75,74,73,72,71,70,69,68,67","chrX:53566041-53566617|chrX:53576466-53577626","X__53566618__53576466",2
"chrX",53584342,53586021,"circular_RNA/1",0,"-",53584342,53584342,"0,0,0",3,"46,155,90","0,1273,1589",1,"circRNA","HUWE1","NM_031407","60,59,58","chrX:53581881-53584342|chrX:53586021-53586314","X__53584343__53586021",1
"chrX",53590806,53591534,"circular_RNA/1",0,"-",53590806,53590806,"0,0,0",1,"728","0",1,"ciRNA","HUWE1","NM_031407","51","chrX:53590782-53591534","X__53590807__53591534",1
"chrX",53622146,53634660,"circular_RNA/1",0,"-",53622146,53622146,"0,0,0",6,"217,192,95,134,246,177","0,4931,7378,8182,9403,12337",1,"circRNA","HUWE1","NM_031407","30,29,28,27,26,25","chrX:53621581-53622146|chrX:53634660-53635812","X__53622147__53634660",1
"chrX",53627077,53635870,"circular_RNA/1",0,"-",53627077,53627077,"0,0,0",6,"192,95,134,246,177,58","0,2447,3251,4472,7406,8735",1,"circRNA","HUWE1","NM_031407","29,28,27,26,25,24","chrX:53622363-53627077|chrX:53635870-53641494","X__53627078__53635870",1
"chrX",53641494,53641706,"circular_RNA/1",0,"-",53641494,53641494,"0,0,0",1,"212","0",1,"circRNA","HUWE1","NM_031407","23","chrX:53635870-53641494|chrX:53641706-53642704","X__53641495__53641706",1
"chrX",53641494,53642796,"circular_RNA/1",0,"-",53641494,53641494,"0,0,0",2,"212,92","0,1210",1,"circRNA","HUWE1","NM_031407","23,22","chrX:53635870-53641494|chrX:53642796-53643930","X__53641495__53642796",1
"chrX",53651555,53672415,"circular_RNA/1",0,"-",53651555,53651555,"0,0,0",13,"81,102,106,141,128,151,101,100,69,48,78,63,153","0,562,2805,3134,3888,4147,4911,6331,6810,6963,7883,9632,20707",1,"circRNA","HUWE1","NM_031407","19,18,17,16,15,14,13,12,11,10,9,8,7","chrX:53644407-53651555|chrX:53672415-53674310","X__53651556__53672415",1
"chrX",53672262,53681075,"circular_RNA/3",0,"-",53672262,53672262,"0,0,0",4,"153,207,99,69","0,2048,2892,8744",3,"circRNA","HUWE1","NM_031407","7,6,5,4","chrX:53661250-53672262|chrX:53681075-53707001","X__53672263__53681075",3
"chrX",53672262,53707139,"circular_RNA/3",0,"-",53672262,53672262,"0,0,0",5,"153,207,99,69,138","0,2048,2892,8744,34739",3,"circRNA","HUWE1","NM_031407","7,6,5,4,3","chrX:53661250-53672262|chrX:53707139-53713214","X__53672263__53707139",3
"chrX",54013510,54014377,"circular_RNA/1",0,"-",54013510,54013510,"0,0,0",2,"86,179","0,688",1,"circRNA","PHF8","NM_001184897","15,14","chrX:54012382-54013510|chrX:54014377-54019168","X__54013511__54014377",1
"chrX",54584868,54585088,"circular_RNA/1",0,"+",54584868,54584868,"0,0,0",1,"220","0",1,"circRNA","GNL3L","NM_001184819","15","chrX:54581125-54584868|chrX:54585088-54586952","X__54584869__54585088",1
"chrX",62885765,62917184,"circular_RNA/1",0,"-",62885765,62885765,"0,0,0",4,"132,130,233,180","0,8152,12454,31239",1,"circRNA","ARHGEF9","NM_001173480","6,5,4,3","chrX:62875617-62885765|chrX:62917184-62926137","X__62885766__62917184",1
"chrX",62917004,62944591,"circular_RNA/1",0,"-",62917004,62917004,"0,0,0",3,"180,192,180","0,9133,27407",1,"circRNA","ARHGEF9","NM_001353927","4,3,2","chrX:62898452-62917004|chrX:62944591-62974194","X__62917005__62944591",1
"chrX",64947675,64951846,"circular_RNA/2",0,"+",64947675,64947675,"0,0,0",4,"96,275,84,147","0,1624,3293,4024",2,"circRNA","MSN","NM_002444","3,4,5,6","chrX:64936763-64947675|chrX:64951846-64953045","X__64947676__64951846",2
"chrX",64956787,64957015,"circular_RNA/4",0,"+",64956787,64956787,"0,0,0",1,"228","0",4,"ciRNA","MSN","NM_002444","9","chrX:64956787-64957039","X__64956788__64957015",4
"chrX",67731690,67742759,"circular_RNA/2",0,"+",67731690,67731690,"0,0,0",5,"129,79,43,126,158","0,1478,6921,9523,10911",2,"circRNA","YIPF6","NM_173834","2,3,4,5,6","chrX:67718965-67731690|chrX:67742759-67751722","X__67731691__67742759",2
"chrX",69561648,69573657,"circular_RNA/4",0,"+",69561648,69561648,"0,0,0",5,"133,59,106,57,186","0,1904,2078,10801,11823",4,"circRNA","KIF4A","NM_012310","11,12,13,14,15","chrX:69553539-69561648|chrX:69573657-69594000","X__69561649__69573657",4
"chrX",70601592,70614095,"circular_RNA/2",0,"+",70601592,70601592,"0,0,0",14,"177,128,108,174,174,105,201,142,131,81,150,120,176,179","0,793,1018,1248,2219,3202,5518,6494,6995,7842,10826,11132,11558,12324",2,"circRNA","TAF1","NM_001286074","9,10,11,12,13,14,15,16,17,18,19,20,21,22","chrX:70598881-70601592|chrX:70614095-70617102","X__70601593__70614095",2
"chrX",70617102,70621589,"circular_RNA/1",0,"+",70617102,70617102,"0,0,0",3,"214,166,212","0,1319,4275",1,"circRNA","TAF1","NM_001286074","23,24,25","chrX:70614095-70617102|chrX:70621589-70626487","X__70617103__70621589",1
"chrX",70764416,70767873,"circular_RNA/1",0,"+",70764416,70764416,"0,0,0",2,"69,117","0,3340",1,"circRNA","OGT","NM_181672","4,5","chrX:70757922-70764416|chrX:70767873-70774362","X__70764417__70767873",1
"chrX",71708782,71715118,"circular_RNA/1",0,"-",71708782,71708782,"0,0,0",3,"109,78,113","0,1996,6223",1,"circRNA","HDAC8","NM_001166418","5,4,3","chrX:71684581-71708782|chrX:71715118-71791906","X__71708783__71715118",1
"chrX",71710778,71715118,"circular_RNA/1",1,"-",71710778,71710778,"0,0,0",2,"78,113","0,4227",1,"circRNA","HDAC8","NM_001166418","4,3","chrX:71708891-71710778|chrX:71715118-71791906","X__71710779__71715118",1
"chrX",74318776,74334669,"circular_RNA/1",0,"-",74318776,74318776,"0,0,0",3,"120,87,81","0,13944,15812",1,"circRNA","ABCB7","NM_004299","4,3,2","chrX:74296489-74318776|chrX:74334669-74375939","X__74318777__74334669",1
"chrX",76812921,76849319,"circular_RNA/1",0,"-",76812921,76812921,"0,0,0",5,"195,178,109,107,154","0,1218,16793,32382,36244",1,"circRNA","ATRX","NM_000489","30,29,28,27,26","chrX:76778879-76812921|chrX:76849319-76854879","X__76812922__76849319",1
"chrX",76845303,76856033,"circular_RNA/2",0,"-",76845303,76845303,"0,0,0",5,"107,154,170,89,131","0,3862,9576,9897,10599",2,"circRNA","ATRX","NM_000489","27,26,25,24,23","chrX:76829823-76845303|chrX:76856033-76872080","X__76845304__76856033",2
"chrX",76854879,76889200,"circular_RNA/1",0,"-",76854879,76854879,"0,0,0",8,"170,89,131,118,176,138,178,147","0,321,1023,17201,19394,20983,33815,34174",1,"circRNA","ATRX","NM_000489","25,24,23,22,21,20,19,18","chrX:76849319-76854879|chrX:76889200-76890084","X__76854880__76889200",1
"chrX",77270158,77275895,"circular_RNA/1",0,"+",77270158,77270158,"0,0,0",3,"92,128,155","0,1092,5582",1,"circRNA","ATP7A","NM_001282224","10,11,12","chrX:77267171-77270158|chrX:77275895-77276441","X__77270159__77275895",1
"chrX",79952237,79963002,"circular_RNA/1",0,"-",79952237,79952237,"0,0,0",5,"125,108,114,169,77","0,3218,6741,7939,10688",1,"circRNA","BRWD3","NM_153252","26,25,24,23,22","chrX:79951489-79952237|chrX:79963002-79964926","X__79952238__79963002",1
"chrX",79955455,79960345,"circular_RNA/1",0,"-",79955455,79955455,"0,0,0",3,"108,114,169","0,3523,4721",1,"circRNA","BRWD3","NM_153252","25,24,23","chrX:79952362-79955455|chrX:79960345-79962925","X__79955456__79960345",1
"chrX",79962925,79975155,"circular_RNA/6",0,"-",79962925,79962925,"0,0,0",5,"77,150,94,187,168","0,2001,8730,10146,12062",6,"circRNA","BRWD3","NM_153252","22,21,20,19,18","chrX:79960345-79962925|chrX:79975155-79978060","X__79962926__79975155",6
"chrX",79971655,79985519,"circular_RNA/1",0,"-",79971655,79971655,"0,0,0",8,"94,187,168,226,129,135,154,105","0,1416,3332,6405,7591,8776,12595,13759",1,"circRNA","BRWD3","NM_153252","20,19,18,17,16,15,14,13","chrX:79965076-79971655|chrX:79985519-79988954","X__79971656__79985519",1
"chrX",83389789,83419395,"circular_RNA/1",0,"-",83389789,83389789,"0,0,0",7,"38,107,80,81,82,117,60","0,322,10696,12196,13260,21293,29546",1,"circRNA","RPS6KA6","NM_001330512","10,9,8,7,6,5,4","chrX:83375035-83389789|chrX:83419395-83441068","X__83389790__83419395",1
"chrX",85233770,85282561,"circular_RNA/1",0,"-",85233770,85233770,"0,0,0",3,"125,73,67","0,2970,48724",1,"circRNA","CHM","NM_001362518","4,3,2","chrX:85219053-85233770|chrX:85282561-85302250","X__85233771__85282561",1
"chrX",96194264,96502838,"circular_RNA/1",1,"+",96194264,96194264,"0,0,0",12,"117,119,65,105,321,115,102,95,102,240,130,125","0,2752,6261,9669,18562,25827,133675,135901,160428,175460,202399,308449",1,"circRNA","DIAPH2","NM_007309","12,13,14,15,16,17,18,19,20,21,22,23","chrX:96192350-96194264|chrX:96502838-96603114","X__96194265__96502838",1
"chrX",100273959,100274392,"circular_RNA/1",0,"-",100273959,100273959,"0,0,0",2,"100,120","0,313",1,"circRNA","TRMT2B","NM_001167970","13,12","chrX:100265696-100273959|chrX:100274392-100275475","X__100273960__100274392",1
"chrX",100275475,100276304,"circular_RNA/2",0,"-",100275475,100275475,"0,0,0",2,"102,215","0,614",2,"circRNA","TRMT2B","NM_001167970","11,10","chrX:100274392-100275475|chrX:100276304-100276956","X__100275476__100276304",2
"chrX",100290601,100297301,"circular_RNA/2",0,"-",100290601,100290601,"0,0,0",5,"71,100,135,55,271","0,1361,2304,5704,6429",2,"circRNA","TRMT2B","NM_001167970","7,6,5,4,3","chrX:100278605-100290601|chrX:100297301-100306632","X__100290602__100297301",2
"chrX",100356046,100364987,"circular_RNA/2",0,"+",100356046,100356046,"0,0,0",4,"239,138,119,108","0,1216,8415,8833",2,"circRNA","CENPI","NM_001318521","3,4,5,6","chrX:100353528-100356046|chrX:100364987-100375390","X__100356047__100364987",2
"chrX",100356046,100375773,"circular_RNA/1",0,"+",100356046,100356046,"0,0,0",6,"239,138,119,108,49,47","0,1216,8415,8833,19344,19680",1,"circRNA","CENPI","NM_001318521","3,4,5,6,7,8","chrX:100353528-100356046|chrX:100375773-100381697","X__100356047__100375773",1
"chrX",100356046,100403150,"circular_RNA/1",0,"+",100356046,100356046,"0,0,0",18,"239,138,119,108,49,47,90,129,168,121,92,118,65,95,136,125,49,219","0,1216,8415,8833,19344,19680,25651,26080,26440,27658,28924,31132,31334,39608,44006,45095,46705,46885",1,"circRNA","CENPI","NM_001318521","3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","chrX:100353528-100356046|chrX:100403150-100417821","X__100356047__100403150",1
