"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chrX",24080532,24086225,"circular_RNA/1",0,"+",24080532,24080532,"0,0,0",4,"159,135,95,145","0,1785,3582,5548",1,"circRNA","EIF2S3","NM_001415","6,7,8,9","chrX:24078299-24080532|chrX:24086225-24089674","X__24080533__24086225",1
"chrX",24190831,24197887,"circular_RNA/13",0,"+",24190831,24190831,"0,0,0",3,"86,117,588","0,892,6468",13,"circRNA","ZFX","NM_001330327","4,5,6","chrX:24170947-24190831|chrX:24197887-24225442","X__24190832__24197887",13
"chrX",24197299,24197887,"circular_RNA/2",0,"+",24197299,24197299,"0,0,0",1,"588","0",2,"circRNA","ZFX","NM_001330327","6","chrX:24191840-24197299|chrX:24197887-24225442","X__24197300__24197887",2
"chrX",24745049,24861794,"circular_RNA/1",0,"+",24745049,24745049,"0,0,0",21,"139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132","0,849,5437,6822,8466,10692,12442,14442,15069,16297,18485,21378,21937,82965,83775,85725,88046,94519,99494,114719,116613",1,"circRNA","POLA1","NM_001330360","14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34","chrX:24744172-24745049|chrX:24861794-24906122","X__24745050__24861794",1
"chrX",24828014,24861794,"circular_RNA/1",0,"+",24828014,24828014,"0,0,0",8,"33,93,206,133,132,175,179,132","0,810,2760,5081,11554,16529,31754,33648",1,"circRNA","POLA1","NM_001330360","27,28,29,30,31,32,33,34","chrX:24767109-24828014|chrX:24861794-24906122","X__24828015__24861794",1
"chrX",30872232,30885335,"circular_RNA/1",0,"-",30872232,30872232,"0,0,0",3,"1447,192,104","0,5371,12999",1,"circRNA","TAB3","NM_152787","6,5,4","chrX:30871055-30872232|chrX:30885335-30885581","X__30872233__30885335",1
"chrX",31187559,31201021,"circular_RNA/1",0,"-",31187559,31187559,"0,0,0",7,"159,66,66,39,137,112,167","0,2905,4096,8489,9226,10927,13295",1,"circRNA","DMD","NM_004015","13,12,11,10,9,8,7","chrX:31165635-31187559|chrX:31201021-31222077","X__31187560__31201021",1
"chrX",31222077,31227816,"circular_RNA/1",0,"-",31222077,31222077,"0,0,0",3,"158,86,202","0,2621,5537",1,"circRNA","DMD","NM_004015","6,5,4","chrX:31201021-31222077|chrX:31227816-31241163","X__31222078__31227816",1
"chrX",37245851,37285253,"circular_RNA/1",0,"+",37245851,37245851,"0,0,0",3,"91,51,161","0,19610,39241",1,"circRNA","PRRG1","NM_001173489","2,3,4","chrX:37208722-37245851|chrX:37285253-37312388","X__37245852__37285253",1
"chrX",37265461,37285253,"circular_RNA/1",0,"+",37265461,37265461,"0,0,0",2,"51,161","0,19631",1,"circRNA","PRRG1","NM_001173489","3,4","chrX:37245942-37265461|chrX:37285253-37312388","X__37265462__37285253",1
"chrX",38132638,38136025,"circular_RNA/1",0,"-",38132638,38132638,"0,0,0",3,"92,58,186","0,1703,3201",1,"circRNA","RPGR","NR_159808","16,15,14","chrX:38131842-38132638|chrX:38136025-38150211","X__38132639__38136025",1
"chrX",38150211,38170026,"circular_RNA/1",0,"-",38150211,38150211,"0,0,0",6,"66,92,169,186,125,159","0,434,6325,7997,10288,19656",1,"circRNA","RPGR","NR_159808","13,12,11,10,9,8","chrX:38136025-38150211|chrX:38170026-38176568","X__38150212__38170026",1
"chrX",40489865,40498380,"circular_RNA/1",0,"-",40489865,40489865,"0,0,0",4,"160,180,150,120","0,5919,6393,8395",1,"circRNA","CXorf38","NM_144970","6,5,4,3","chrX:40489414-40489865|chrX:40498380-40506258","X__40489866__40498380",1
"chrX",40518478,40518859,"circular_RNA/2",0,"-",40518478,40518478,"0,0,0",2,"108,180","0,201",2,"circRNA","MED14","NM_004229","28,27","chrX:40514312-40518478|chrX:40518859-40522176","X__40518479__40518859",2
"chrX",40568599,40572294,"circular_RNA/1",0,"-",40568599,40568599,"0,0,0",5,"112,151,133,108,129","0,631,1821,2838,3566",1,"circRNA","MED14","NM_004229","10,9,8,7,6","chrX:40562821-40568599|chrX:40572294-40573029","X__40568600__40572294",1
"chrX",41200736,41203652,"circular_RNA/1",0,"+",41200736,41200736,"0,0,0",7,"133,159,100,136,86,99,161","0,1011,1253,1732,2253,2546,2755",1,"circRNA","DDX3X","NR_126093","4,5,6,7,8,9,10","chrX:41198336-41200736|chrX:41203652-41204432","X__41200737__41203652",1
"chrX",41519691,41530783,"circular_RNA/1",0,"-",41519691,41519691,"0,0,0",3,"123,176,103","0,4838,10989",1,"circRNA","CASK","NM_001126054","8,7,6","chrX:41495914-41519691|chrX:41530783-41598636","X__41519692__41530783",1
"chrX",44922666,44937750,"circular_RNA/1",0,"+",44922666,44922666,"0,0,0",4,"396,779,130,106","0,6157,13275,14978",1,"circRNA","KDM6A","NM_001291416","16,17,18,19","chrX:44921993-44922666|chrX:44937750-44938390","X__44922667__44937750",1
"chrX",46480411,46508232,"circular_RNA/1",0,"-",46480411,46480411,"0,0,0",5,"83,64,60,154,112","0,10609,14612,22259,27709",1,"circRNA","SLC9A7","NM_001257291","15,14,13,12,11","chrX:46472829-46480411|chrX:46508232-46510544","X__46480412__46508232",1
"chrX",47058201,47065843,"circular_RNA/1",0,"+",47058201,47058201,"0,0,0",15,"117,59,169,135,107,91,133,98,147,177,105,81,156,166,197","0,245,406,677,2091,2473,2675,3353,3555,3835,4140,4331,4738,7145,7445",1,"circRNA","UBA1","NM_153280","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","chrX:47050349-47058201|chrX:47065843-47069021","X__47058202__47065843",1
"chrX",47069021,47073827,"circular_RNA/1",0,"+",47069021,47069021,"0,0,0",8,"65,196,75,190,89,93,192,102","0,305,1219,1413,2801,3148,3367,4704",1,"circRNA","UBA1","NM_153280","17,18,19,20,21,22,23,24","chrX:47065843-47069021|chrX:47073827-47073935","X__47069022__47073827",1
"chrX",47705503,47755339,"circular_RNA/5",0,"+",47705503,47705503,"0,0,0",3,"217,127,96","0,41894,49740",5,"circRNA","ZNF81","NM_007137","2,3,4","chrX:47696386-47705503|chrX:47755339-47774322","X__47705504__47755339",5
"chrX",48460171,48460594,"circular_RNA/1",0,"+",48460171,48460171,"0,0,0",2,"181,142","0,281",1,"circRNA","WDR13","NM_001166426","5,6","chrX:48459014-48460171|chrX:48460594-48462659","X__48460172__48460594",1
"chrX",49098481,49099928,"circular_RNA/1",0,"+",49098481,49098481,"0,0,0",4,"133,107,67,179","0,870,1102,1268",1,"circRNA","CCDC22","NM_014008","3,4,5,6","chrX:49093730-49098481|chrX:49099928-49103191","X__49098482__49099928",1
"chrX",50027541,50094370,"circular_RNA/1",0,"+",50027541,50027541,"0,0,0",11,"75,133,108,131,2992,96,93,138,156,150,131","0,585,4238,10321,23963,27995,29314,57659,62109,63083,66698",1,"circRNA","CCNB3","NM_033031","2,3,4,5,6,7,8,9,10,11,12","chrX:49969601-50027541|chrX:50094370-50094605","X__50027542__50094370",1
"chrX",53426510,53430825,"circular_RNA/2",0,"-",53426510,53426510,"0,0,0",3,"142,107,117","0,3987,4198",2,"circRNA","SMC1A","NM_006306","16,15,14","chrX:53423537-53426510|chrX:53430825-53431943","X__53426511__53430825",2
"chrX",53430497,53430825,"circular_RNA/1",0,"-",53430497,53430497,"0,0,0",2,"107,117","0,211",1,"circRNA","SMC1A","NM_006306","15,14","chrX:53426652-53430497|chrX:53430825-53431943","X__53430498__53430825",1
"chrX",53430497,53432323,"circular_RNA/1",0,"-",53430497,53430497,"0,0,0",4,"107,117,138,147","0,211,1446,1679",1,"circRNA","SMC1A","NM_006306","15,14,13,12","chrX:53426652-53430497|chrX:53432323-53432424","X__53430498__53432323",1
"chrX",53430497,53432888,"circular_RNA/1",0,"-",53430497,53430497,"0,0,0",6,"107,117,138,147,180,186","0,211,1446,1679,1927,2205",1,"circRNA","SMC1A","NM_006306","15,14,13,12,11,10","chrX:53426652-53430497|chrX:53432888-53435992","X__53430498__53432888",1
"chrX",53438944,53440385,"circular_RNA/1",0,"-",53438944,53438944,"0,0,0",3,"259,239,204","0,905,1237",1,"circRNA","SMC1A","NM_006306","6,5,4","chrX:53438851-53438944|chrX:53440385-53441706","X__53438945__53440385",1
"chrX",53581593,53596787,"circular_RNA/1",0,"-",53581593,53581593,"0,0,0",14,"288,46,155,90,179,229,169,134,99,76,149,173,183,212","0,2749,4022,4338,4721,5555,7123,7478,8198,9113,9941,10434,14058,14982",1,"circRNA","HUWE1","NM_031407","61,60,59,58,57,56,55,54,53,52,51,50,49,48","chrX:53579854-53581593|chrX:53596787-53600709","X__53581594__53596787",1
"chrX",53588716,53589890,"circular_RNA/1",0,"-",53588716,53588716,"0,0,0",3,"169,134,99","0,355,1075",1,"circRNA","HUWE1","NM_031407","55,54,53","chrX:53587377-53588716|chrX:53589890-53590706","X__53588717__53589890",1
"chrX",53641494,53642796,"circular_RNA/3",0,"-",53641494,53641494,"0,0,0",2,"212,92","0,1210",3,"circRNA","HUWE1","NM_031407","23,22","chrX:53635870-53641494|chrX:53642796-53643930","X__53641495__53642796",3
"chrX",53641494,53644407,"circular_RNA/1",0,"-",53641494,53641494,"0,0,0",4,"212,92,178,107","0,1210,2436,2806",1,"circRNA","HUWE1","NM_031407","23,22,21,20","chrX:53635870-53641494|chrX:53644407-53651555","X__53641495__53644407",1
"chrX",53672262,53681075,"circular_RNA/2",0,"-",53672262,53672262,"0,0,0",4,"153,207,99,69","0,2048,2892,8744",2,"circRNA","HUWE1","NM_031407","7,6,5,4","chrX:53661250-53672262|chrX:53681075-53707001","X__53672263__53681075",2
"chrX",54011346,54014377,"circular_RNA/1",0,"-",54011346,54011346,"0,0,0",4,"314,134,86,179","0,902,2164,2852",1,"circRNA","PHF8","NM_001184897","17,16,15,14","chrX:53989372-54011346|chrX:54014377-54019168","X__54011347__54014377",1
"chrX",54013510,54014377,"circular_RNA/3",0,"-",54013510,54013510,"0,0,0",2,"86,179","0,688",3,"circRNA","PHF8","NM_001184897","15,14","chrX:54012382-54013510|chrX:54014377-54019168","X__54013511__54014377",3
"chrX",54481880,54483000,"circular_RNA/1",0,"-",54481880,54481880,"0,0,0",4,"80,93,147,59","0,244,772,1061",1,"circRNA","FGD1","NM_004463","12,11,10,9","chrX:54476734-54481880|chrX:54483000-54491883","X__54481881__54483000",1
"chrX",54491883,54492285,"circular_RNA/1",0,"-",54491883,54491883,"0,0,0",2,"139,157","0,245",1,"circRNA","FGD1","NM_004463","8,7","chrX:54483000-54491883|chrX:54492285-54494216","X__54491884__54492285",1
"chrX",54971871,54989815,"circular_RNA/1",0,"-",54971871,54971871,"0,0,0",9,"105,147,208,122,57,75,67,28,126","0,3636,6466,10714,12867,13412,14388,15385,17818",1,"circRNA","PFKFB1","NM_001271804","10,9,8,7,6,5,4,3,2","chrX:54964157-54971871|chrX:54989815-55020343","X__54971872__54989815",1
"chrX",62893917,62926329,"circular_RNA/1",0,"-",62893917,62893917,"0,0,0",4,"130,233,180,192","0,4302,23087,32220",1,"circRNA","ARHGEF9","NM_001173480","5,4,3,2","chrX:62885897-62893917|chrX:62926329-62974194","X__62893918__62926329",1
"chrX",62893917,62974556,"circular_RNA/1",0,"-",62893917,62893917,"0,0,0",6,"130,233,180,192,180,373","0,4302,23087,32220,50494,80266",1,"circRNA","ARHGEF9","NM_001369030","7,6,5,4,3,2","chrX:62885897-62893917|chrX:62974556-62974800","X__62893918__62974556",1
"chrX",63548651,63557273,"circular_RNA/1",0,"-",63548651,63548651,"0,0,0",4,"129,201,50,126","0,2785,7307,8496",1,"circRNA","MTMR8","NM_017677","12,11,10,9","chrX:63490953-63548651|chrX:63557273-63563490","X__63548652__63557273",1
"chrX",67494579,67518938,"circular_RNA/1",0,"-",67494579,67494579,"0,0,0",3,"72,62,96","0,8318,24263",1,"circRNA","OPHN1","NM_002547","5,4,3","chrX:67454430-67494579|chrX:67518938-67652708","X__67494580__67518938",1
"chrX",67731690,67742759,"circular_RNA/1",0,"+",67731690,67731690,"0,0,0",5,"129,79,43,126,158","0,1478,6921,9523,10911",1,"circRNA","YIPF6","NM_173834","2,3,4,5,6","chrX:67718965-67731690|chrX:67742759-67751722","X__67731691__67742759",1
"chrX",70093072,70099959,"circular_RNA/1",0,"-",70093072,70093072,"0,0,0",2,"85,122","0,6765",1,"circRNA","TEX11","NM_001003811","5,4","chrX:70080786-70093072|chrX:70099959-70117314","X__70093073__70099959",1
"chrX",70352226,70353062,"circular_RNA/1",0,"+",70352226,70352226,"0,0,0",3,"162,112,90","0,468,746",1,"circRNA","MED12","NM_005120","31,32,33","chrX:70352056-70352226|chrX:70353062-70354206","X__70352227__70353062",1
"chrX",70607110,70609515,"circular_RNA/1",0,"+",70607110,70607110,"0,0,0",4,"201,142,131,81","0,976,1477,2324",1,"circRNA","TAF1","NM_001286074","15,16,17,18","chrX:70604899-70607110|chrX:70609515-70612418","X__70607111__70609515",1
"chrX",70627423,70674087,"circular_RNA/1",0,"+",70627423,70627423,"0,0,0",7,"99,178,68,123,93,85,68","0,400,13735,15543,16400,16580,46596",1,"circRNA","TAF1","NM_001286074","27,28,29,30,31,32,33","chrX:70626596-70627423|chrX:70674087-70674590","X__70627424__70674087",1
"chrX",71681853,71715118,"circular_RNA/1",0,"-",71681853,71681853,"0,0,0",5,"95,173,109,78,113","0,2555,26929,28925,33152",1,"circRNA","HDAC8","NM_001166418","7,6,5,4,3","chrX:71571688-71681853|chrX:71715118-71791906","X__71681854__71715118",1
"chrX",71708782,71715118,"circular_RNA/1",0,"-",71708782,71708782,"0,0,0",3,"109,78,113","0,1996,6223",1,"circRNA","HDAC8","NM_001166418","5,4,3","chrX:71684581-71708782|chrX:71715118-71791906","X__71708783__71715118",1
"chrX",71710778,71715118,"circular_RNA/1",0,"-",71710778,71710778,"0,0,0",2,"78,113","0,4227",1,"circRNA","HDAC8","NM_001166418","4,3","chrX:71708891-71710778|chrX:71715118-71791906","X__71710779__71715118",1
"chrX",76776265,76778879,"circular_RNA/1",0,"-",76776265,76776265,"0,0,0",4,"129,96,126,150","0,615,1475,2464",1,"circRNA","ATRX","NM_000489","34,33,32,31","chrX:76764107-76776265|chrX:76778879-76812921","X__76776266__76778879",1
"chrX",76812921,76856033,"circular_RNA/1",0,"-",76812921,76812921,"0,0,0",8,"195,178,109,107,154,170,89,131","0,1218,16793,32382,36244,41958,42279,42981",1,"circRNA","ATRX","NM_000489","30,29,28,27,26,25,24,23","chrX:76778879-76812921|chrX:76856033-76872080","X__76812922__76856033",1
"chrX",76845303,76856033,"circular_RNA/1",0,"-",76845303,76845303,"0,0,0",5,"107,154,170,89,131","0,3862,9576,9897,10599",1,"circRNA","ATRX","NM_000489","27,26,25,24,23","chrX:76829823-76845303|chrX:76856033-76872080","X__76845304__76856033",1
"chrX",76854879,76920267,"circular_RNA/2",0,"-",76854879,76854879,"0,0,0",15,"170,89,131,118,176,138,178,147,110,142,240,103,94,177,134","0,321,1023,17201,19394,20983,33815,34174,35205,36526,52724,54708,57170,63991,65254",2,"circRNA","ATRX","NM_000489","25,24,23,22,21,20,19,18,17,16,15,14,13,12,11","chrX:76849319-76854879|chrX:76920267-76931720","X__76854880__76920267",2
"chrX",76918870,76931793,"circular_RNA/1",0,"-",76918870,76918870,"0,0,0",3,"177,134,73","0,1263,12850",1,"circRNA","ATRX","NM_000489","12,11,10","chrX:76912143-76918870|chrX:76931793-76937011","X__76918871__76931793",1
"chrX",77126304,77131094,"circular_RNA/1",0,"-",77126304,77126304,"0,0,0",2,"118,170","0,4620",1,"circRNA","MAGT1","NM_001367916","3,2","chrX:77112994-77126304|chrX:77131094-77150805","X__77126305__77131094",1
"chrX",79955455,79960345,"circular_RNA/3",0,"-",79955455,79955455,"0,0,0",3,"108,114,169","0,3523,4721",3,"circRNA","BRWD3","NM_153252","25,24,23","chrX:79952362-79955455|chrX:79960345-79962925","X__79955456__79960345",3
"chrX",79962925,79975155,"circular_RNA/3",0,"-",79962925,79962925,"0,0,0",5,"77,150,94,187,168","0,2001,8730,10146,12062",3,"circRNA","BRWD3","NM_153252","22,21,20,19,18","chrX:79960345-79962925|chrX:79975155-79978060","X__79962926__79975155",3
"chrX",79999530,80001228,"circular_RNA/1",0,"-",79999530,79999530,"0,0,0",2,"222,161","0,1537",1,"circRNA","BRWD3","NM_153252","8,7","chrX:79991587-79999530|chrX:80001228-80047352","X__79999531__80001228",1
"chrX",80064511,80064803,"circular_RNA/1",0,"-",80064511,80064511,"0,0,0",2,"30,59","0,233",1,"circRNA","BRWD3","NM_153252","3,2","chrX:80064097-80064511|chrX:80064803-80064939","X__80064512__80064803",1
"chrX",83695539,83730405,"circular_RNA/1",0,"-",83695539,83695539,"0,0,0",3,"54,1104,147","0,27940,34719",1,"circRNA","HDX","NM_001177479","5,4,3","chrX:83616620-83695539|chrX:83730405-83743031","X__83695540__83730405",1
"chrX",84301451,84329397,"circular_RNA/1",0,"+",84301451,84301451,"0,0,0",7,"105,120,55,99,92,114,118","0,4943,7898,9381,20681,27552,27828",1,"circRNA","APOOL","NM_198450","2,3,4,5,6,7,8","chrX:84258933-84301451|chrX:84329397-84342595","X__84301452__84329397",1
