"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chrX",16846216,16847893,"circular_RNA/1",0,"+",16846216,16846216,"0,0,0",2,"171,195","0,1482",1,"circRNA","TXLNG","NM_001168683","2,3","chrX:16804712-16846216|chrX:16847893-16850745","X__16846217__16847893",1
"chrX",17072930,17121902,"circular_RNA/1",0,"+",17072930,17072930,"0,0,0",7,"143,95,70,54,46,137,62","0,7630,13594,15132,19306,22463,48910",1,"circRNA","REPS2","NM_001080975","8,9,10,11,12,13,14","chrX:17070568-17072930|chrX:17121902-17151946","X__17072931__17121902",1
"chrX",17151946,17157084,"circular_RNA/2",0,"+",17151946,17151946,"0,0,0",3,"84,146,106","0,1437,5032",2,"circRNA","REPS2","NM_001080975","15,16,17","chrX:17121902-17151946|chrX:17157084-17165535","X__17151947__17157084",2
"chrX",18265888,18275150,"circular_RNA/2",0,"-",18265888,18265888,"0,0,0",2,"114,183","0,9079",2,"circRNA","SCML2","NM_006089","12,11","chrX:18264948-18265888|chrX:18275150-18276163","X__18265889__18275150",2
"chrX",18274967,18283922,"circular_RNA/2",0,"-",18274967,18274967,"0,0,0",4,"183,204,121,218","0,1196,3323,8737",2,"circRNA","SCML2","NM_006089","11,10,9,8","chrX:18266002-18274967|chrX:18283922-18323091","X__18274968__18283922",2
"chrX",18622021,18627032,"circular_RNA/1",0,"+",18622021,18622021,"0,0,0",2,"967,102","0,4909",1,"circRNA","CDKL5","NM_003159","12,13","chrX:18616733-18622021|chrX:18627032-18627584","X__18622022__18627032",1
"chrX",18626930,18638086,"circular_RNA/2",0,"+",18626930,18626930,"0,0,0",4,"102,106,124,100","0,654,4341,11056",2,"circRNA","CDKL5","NM_003159","13,14,15,16","chrX:18622988-18626930|chrX:18638086-18643247","X__18626931__18638086",2
"chrX",19410119,19418781,"circular_RNA/1",0,"-",19410119,19410119,"0,0,0",5,"106,131,128,134,88","0,341,3079,6224,8574",1,"circRNA","MAP3K15","NM_001001671","18,17,16,15,14","chrX:19398395-19410119|chrX:19418781-19425305","X__19410120__19418781",1
"chrX",19425305,19433375,"circular_RNA/1",0,"-",19425305,19425305,"0,0,0",4,"96,50,108,151","0,2736,6169,7919",1,"circRNA","MAP3K15","NM_001001671","13,12,11,10","chrX:19418781-19425305|chrX:19433375-19443648","X__19425306__19433375",1
"chrX",19425305,19482524,"circular_RNA/2",0,"-",19425305,19425305,"0,0,0",10,"96,50,108,151,160,113,171,107,169,194","0,2736,6169,7919,18343,19043,24250,49725,52797,57025",2,"circRNA","MAP3K15","NM_001001671","13,12,11,10,9,8,7,6,5,4","chrX:19418781-19425305|chrX:19482524-19504599","X__19425306__19482524",2
"chrX",19475030,19482524,"circular_RNA/8",0,"-",19475030,19475030,"0,0,0",3,"107,169,194","0,3072,7300",8,"circRNA","MAP3K15","NM_001001671","6,5,4","chrX:19449726-19475030|chrX:19482524-19504599","X__19475031__19482524",8
"chrX",19701940,19713859,"circular_RNA/1",0,"-",19701940,19701940,"0,0,0",3,"206,75,130","0,3794,11789",1,"circRNA","SH3KBP1","NM_001353893","6,5,4","chrX:19663593-19701940|chrX:19713859-19724998","X__19701941__19713859",1
"chrX",20150299,20156740,"circular_RNA/1",0,"-",20150299,20150299,"0,0,0",4,"82,51,104,84","0,1775,3556,6357",1,"circRNA","EIF1AX","NM_001412","5,4,3,2","chrX:20148725-20150299|chrX:20156740-20159742","X__20150300__20156740",1
"chrX",20181081,20193406,"circular_RNA/1",0,"-",20181081,20181081,"0,0,0",6,"77,162,159,90,126,125","0,1935,4625,6438,9782,12200",1,"circRNA","RPS6KA3","NM_004586","19,18,17,16,15,14","chrX:20179879-20181081|chrX:20193406-20194367","X__20181082__20193406",1
"chrX",20211604,20213263,"circular_RNA/2",0,"-",20211604,20211604,"0,0,0",3,"107,80,81","0,702,1578",2,"circRNA","RPS6KA3","NM_004586","7,6,5","chrX:20206652-20211604|chrX:20213263-20222139","X__20211605__20213263",2
"chrX",21886584,21887796,"circular_RNA/1",0,"+",21886584,21886584,"0,0,0",2,"119,181","0,1031",1,"circRNA","MBTPS2","NM_015884","6,7","chrX:21871621-21886584|chrX:21887796-21896159","X__21886585__21887796",1
"chrX",23739997,23754133,"circular_RNA/6",0,"-",23739997,23739997,"0,0,0",6,"104,84,38,171,46,98","0,789,8646,8935,11291,14038",6,"circRNA","ACOT9","NM_001033583","7,6,5,4,3,2","chrX:23731325-23739997|chrX:23754133-23761241","X__23739998__23754133",6
"chrX",24080532,24086225,"circular_RNA/1",0,"+",24080532,24080532,"0,0,0",4,"159,135,95,145","0,1785,3582,5548",1,"circRNA","EIF2S3","NM_001415","6,7,8,9","chrX:24078299-24080532|chrX:24086225-24089674","X__24080533__24086225",1
"chrX",24082317,24086225,"circular_RNA/1",0,"+",24082317,24082317,"0,0,0",3,"135,95,145","0,1797,3763",1,"circRNA","EIF2S3","NM_001415","7,8,9","chrX:24080691-24082317|chrX:24086225-24089674","X__24082318__24086225",1
"chrX",24190831,24197887,"circular_RNA/22",0,"+",24190831,24190831,"0,0,0",3,"86,117,588","0,892,6468",22,"circRNA","ZFX","NM_001330327","4,5,6","chrX:24170947-24190831|chrX:24197887-24225442","X__24190832__24197887",22
"chrX",24197299,24197887,"circular_RNA/2",0,"+",24197299,24197299,"0,0,0",1,"588","0",2,"circRNA","ZFX","NM_001330327","6","chrX:24191840-24197299|chrX:24197887-24225442","X__24197300__24197887",2
"chrX",24512858,24523415,"circular_RNA/2",0,"+",24512858,24512858,"0,0,0",4,"142,72,185,90","0,4087,8585,10467",2,"circRNA","PDK3","NM_005391","2,3,4,5","chrX:24483678-24512858|chrX:24523415-24537049","X__24512859__24523415",2
"chrX",24745049,24861794,"circular_RNA/1",0,"+",24745049,24745049,"0,0,0",21,"139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132","0,849,5437,6822,8466,10692,12442,14442,15069,16297,18485,21378,21937,82965,83775,85725,88046,94519,99494,114719,116613",1,"circRNA","POLA1","NM_001330360","14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34","chrX:24744172-24745049|chrX:24861794-24906122","X__24745050__24861794",1
"chrX",24750486,24861794,"circular_RNA/2",0,"+",24750486,24750486,"0,0,0",19,"85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132","0,1385,3029,5255,7005,9005,9632,10860,13048,15941,16500,77528,78338,80288,82609,89082,94057,109282,111176",2,"circRNA","POLA1","NM_001330360","16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34","chrX:24746053-24750486|chrX:24861794-24906122","X__24750487__24861794",2
"chrX",24763534,24906239,"circular_RNA/2",0,"+",24763534,24763534,"0,0,0",12,"125,150,123,33,93,206,133,132,175,179,132,117","0,2893,3452,64480,65290,67240,69561,76034,81009,96234,98128,142588",2,"circRNA","POLA1","NM_001330360","24,25,26,27,28,29,30,31,32,33,34,35","chrX:24761446-24763534|chrX:24906239-24948569","X__24763535__24906239",2
"chrX",24828014,24844718,"circular_RNA/1",0,"+",24828014,24828014,"0,0,0",6,"33,93,206,133,132,175","0,810,2760,5081,11554,16529",1,"circRNA","POLA1","NM_001330360","27,28,29,30,31,32","chrX:24767109-24828014|chrX:24844718-24859768","X__24828015__24844718",1
"chrX",24828014,24861794,"circular_RNA/1",0,"+",24828014,24828014,"0,0,0",8,"33,93,206,133,132,175,179,132","0,810,2760,5081,11554,16529,31754,33648",1,"circRNA","POLA1","NM_001330360","27,28,29,30,31,32,33,34","chrX:24767109-24828014|chrX:24861794-24906122","X__24828015__24861794",1
"chrX",24839568,24906239,"circular_RNA/1",0,"+",24839568,24839568,"0,0,0",5,"132,175,179,132,117","0,4975,20200,22094,66554",1,"circRNA","POLA1","NM_001330360","31,32,33,34,35","chrX:24833228-24839568|chrX:24906239-24948569","X__24839569__24906239",1
"chrX",30872232,30885335,"circular_RNA/1",0,"-",30872232,30872232,"0,0,0",3,"1447,192,104","0,5371,12999",1,"circRNA","TAB3","NM_152787","6,5,4","chrX:30871055-30872232|chrX:30885335-30885581","X__30872233__30885335",1
"chrX",31187559,31201021,"circular_RNA/1",0,"-",31187559,31187559,"0,0,0",7,"159,66,66,39,137,112,167","0,2905,4096,8489,9226,10927,13295",1,"circRNA","DMD","NM_004015","13,12,11,10,9,8,7","chrX:31165635-31187559|chrX:31201021-31222077","X__31187560__31201021",1
"chrX",31222077,31227816,"circular_RNA/1",0,"-",31222077,31222077,"0,0,0",3,"158,86,202","0,2621,5537",1,"circRNA","DMD","NM_004015","6,5,4","chrX:31201021-31222077|chrX:31227816-31241163","X__31222078__31227816",1
"chrX",37245851,37265512,"circular_RNA/1",0,"+",37245851,37245851,"0,0,0",2,"91,51","0,19610",1,"circRNA","PRRG1","NM_001173489","2,3","chrX:37208722-37245851|chrX:37265512-37285092","X__37245852__37265512",1
"chrX",37245851,37285253,"circular_RNA/3",0,"+",37245851,37245851,"0,0,0",3,"91,51,161","0,19610,39241",3,"circRNA","PRRG1","NM_001173489","2,3,4","chrX:37208722-37245851|chrX:37285253-37312388","X__37245852__37285253",3
"chrX",37265461,37285253,"circular_RNA/3",0,"+",37265461,37265461,"0,0,0",2,"51,161","0,19631",3,"circRNA","PRRG1","NM_001173489","3,4","chrX:37245942-37265461|chrX:37285253-37312388","X__37265462__37285253",3
"chrX",38132638,38136025,"circular_RNA/1",0,"-",38132638,38132638,"0,0,0",3,"92,58,186","0,1703,3201",1,"circRNA","RPGR","NR_159808","16,15,14","chrX:38131842-38132638|chrX:38136025-38150211","X__38132639__38136025",1
"chrX",38150211,38170026,"circular_RNA/1",0,"-",38150211,38150211,"0,0,0",6,"66,92,169,186,125,159","0,434,6325,7997,10288,19656",1,"circRNA","RPGR","NR_159808","13,12,11,10,9,8","chrX:38136025-38150211|chrX:38170026-38176568","X__38150212__38170026",1
"chrX",40489865,40498380,"circular_RNA/1",0,"-",40489865,40489865,"0,0,0",4,"160,180,150,120","0,5919,6393,8395",1,"circRNA","CXorf38","NM_144970","6,5,4,3","chrX:40489414-40489865|chrX:40498380-40506258","X__40489866__40498380",1
"chrX",40518478,40518859,"circular_RNA/2",0,"-",40518478,40518478,"0,0,0",2,"108,180","0,201",2,"circRNA","MED14","NM_004229","28,27","chrX:40514312-40518478|chrX:40518859-40522176","X__40518479__40518859",2
"chrX",40556275,40562821,"circular_RNA/1",0,"-",40556275,40556275,"0,0,0",3,"160,79,126","0,4141,6420",1,"circRNA","MED14","NM_004229","13,12,11","chrX:40552154-40556275|chrX:40562821-40568599","X__40556276__40562821",1
"chrX",40568599,40572294,"circular_RNA/1",0,"-",40568599,40568599,"0,0,0",5,"112,151,133,108,129","0,631,1821,2838,3566",1,"circRNA","MED14","NM_004229","10,9,8,7,6","chrX:40562821-40568599|chrX:40572294-40573029","X__40568600__40572294",1
"chrX",40988252,40990789,"circular_RNA/3",0,"+",40988252,40988252,"0,0,0",2,"146,80","0,2457",3,"circRNA","USP9X","NM_001039590","3,4","chrX:40982977-40988252|chrX:40990789-40993977","X__40988253__40990789",3
"chrX",41200736,41203652,"circular_RNA/1",0,"+",41200736,41200736,"0,0,0",7,"133,159,100,136,86,99,161","0,1011,1253,1732,2253,2546,2755",1,"circRNA","DDX3X","NR_126093","4,5,6,7,8,9,10","chrX:41198336-41200736|chrX:41203652-41204432","X__41200737__41203652",1
"chrX",41519691,41530783,"circular_RNA/1",0,"-",41519691,41519691,"0,0,0",3,"123,176,103","0,4838,10989",1,"circRNA","CASK","NM_001126054","8,7,6","chrX:41495914-41519691|chrX:41530783-41598636","X__41519692__41530783",1
"chrX",44918250,44950109,"circular_RNA/1",0,"+",44918250,44918250,"0,0,0",16,"99,220,156,96,102,396,779,130,106,206,65,75,149,115,188,142","0,241,1603,2318,3641,4416,10573,17691,19394,20140,23570,23709,24454,26859,30737,31717",1,"circRNA","KDM6A","NM_001291416","11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26","chrX:44913200-44918250|chrX:44950109-44966654","X__44918251__44950109",1
"chrX",44922666,44937750,"circular_RNA/1",0,"+",44922666,44922666,"0,0,0",4,"396,779,130,106","0,6157,13275,14978",1,"circRNA","KDM6A","NM_001291416","16,17,18,19","chrX:44921993-44922666|chrX:44937750-44938390","X__44922667__44937750",1
"chrX",46480411,46508232,"circular_RNA/3",0,"-",46480411,46480411,"0,0,0",5,"83,64,60,154,112","0,10609,14612,22259,27709",3,"circRNA","SLC9A7","NM_001257291","15,14,13,12,11","chrX:46472829-46480411|chrX:46508232-46510544","X__46480412__46508232",3
"chrX",47058201,47065843,"circular_RNA/1",0,"+",47058201,47058201,"0,0,0",15,"117,59,169,135,107,91,133,98,147,177,105,81,156,166,197","0,245,406,677,2091,2473,2675,3353,3555,3835,4140,4331,4738,7145,7445",1,"circRNA","UBA1","NM_153280","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","chrX:47050349-47058201|chrX:47065843-47069021","X__47058202__47065843",1
"chrX",47069021,47072580,"circular_RNA/1",0,"+",47069021,47069021,"0,0,0",7,"65,196,75,190,89,93,192","0,305,1219,1413,2801,3148,3367",1,"circRNA","UBA1","NM_153280","17,18,19,20,21,22,23","chrX:47065843-47069021|chrX:47072580-47073725","X__47069022__47072580",1
"chrX",47069021,47073827,"circular_RNA/1",0,"+",47069021,47069021,"0,0,0",8,"65,196,75,190,89,93,192,102","0,305,1219,1413,2801,3148,3367,4704",1,"circRNA","UBA1","NM_153280","17,18,19,20,21,22,23,24","chrX:47065843-47069021|chrX:47073827-47073935","X__47069022__47073827",1
"chrX",47705503,47755339,"circular_RNA/7",0,"+",47705503,47705503,"0,0,0",3,"217,127,96","0,41894,49740",7,"circRNA","ZNF81","NM_007137","2,3,4","chrX:47696386-47705503|chrX:47755339-47774322","X__47705504__47755339",7
"chrX",48460171,48460594,"circular_RNA/1",0,"+",48460171,48460171,"0,0,0",2,"181,142","0,281",1,"circRNA","WDR13","NM_001166426","5,6","chrX:48459014-48460171|chrX:48460594-48462659","X__48460172__48460594",1
"chrX",48791736,48801544,"circular_RNA/1",0,"-",48791736,48791736,"0,0,0",4,"149,157,65,94","0,247,490,9714",1,"circRNA","OTUD5","NM_001136157","5,4,3,2","chrX:48783326-48791736|chrX:48801544-48814238","X__48791737__48801544",1
"chrX",48895534,48898095,"circular_RNA/1",0,"-",48895534,48895534,"0,0,0",4,"105,246,239,114","0,187,1097,2447",1,"circRNA","TFE3","NM_001282142","5,4,3,2","chrX:48891766-48895534|chrX:48898095-48900636","X__48895535__48898095",1
"chrX",49098481,49099928,"circular_RNA/1",0,"+",49098481,49098481,"0,0,0",4,"133,107,67,179","0,870,1102,1268",1,"circRNA","CCDC22","NM_014008","3,4,5,6","chrX:49093730-49098481|chrX:49099928-49103191","X__49098482__49099928",1
"chrX",50027541,50094370,"circular_RNA/1",0,"+",50027541,50027541,"0,0,0",11,"75,133,108,131,2992,96,93,138,156,150,131","0,585,4238,10321,23963,27995,29314,57659,62109,63083,66698",1,"circRNA","CCNB3","NM_033031","2,3,4,5,6,7,8,9,10,11,12","chrX:49969601-50027541|chrX:50094370-50094605","X__50027542__50094370",1
"chrX",53426510,53430825,"circular_RNA/2",0,"-",53426510,53426510,"0,0,0",3,"142,107,117","0,3987,4198",2,"circRNA","SMC1A","NM_006306","16,15,14","chrX:53423537-53426510|chrX:53430825-53431943","X__53426511__53430825",2
"chrX",53430497,53430825,"circular_RNA/6",0,"-",53430497,53430497,"0,0,0",2,"107,117","0,211",6,"circRNA","SMC1A","NM_006306","15,14","chrX:53426652-53430497|chrX:53430825-53431943","X__53430498__53430825",6
"chrX",53430497,53432323,"circular_RNA/1",0,"-",53430497,53430497,"0,0,0",4,"107,117,138,147","0,211,1446,1679",1,"circRNA","SMC1A","NM_006306","15,14,13,12","chrX:53426652-53430497|chrX:53432323-53432424","X__53430498__53432323",1
"chrX",53430497,53432888,"circular_RNA/1",0,"-",53430497,53430497,"0,0,0",6,"107,117,138,147,180,186","0,211,1446,1679,1927,2205",1,"circRNA","SMC1A","NM_006306","15,14,13,12,11,10","chrX:53426652-53430497|chrX:53432888-53435992","X__53430498__53432888",1
"chrX",53431943,53432323,"circular_RNA/1",0,"-",53431943,53431943,"0,0,0",2,"138,147","0,233",1,"circRNA","SMC1A","NM_006306","13,12","chrX:53430825-53431943|chrX:53432323-53432424","X__53431944__53432323",1
"chrX",53431943,53442118,"circular_RNA/2",0,"-",53431943,53431943,"0,0,0",12,"138,147,180,186,208,83,141,259,239,204,113,189","0,233,481,759,4049,4408,6767,7001,7906,8238,9763,9986",2,"circRNA","SMC1A","NM_006306","13,12,11,10,9,8,7,6,5,4,3,2","chrX:53430825-53431943|chrX:53442118-53449440","X__53431944__53442118",2
"chrX",53438944,53440385,"circular_RNA/1",0,"-",53438944,53438944,"0,0,0",3,"259,239,204","0,905,1237",1,"circRNA","SMC1A","NM_006306","6,5,4","chrX:53438851-53438944|chrX:53440385-53441706","X__53438945__53440385",1
"chrX",53577626,53589890,"circular_RNA/2",0,"-",53577626,53577626,"0,0,0",14,"103,289,215,131,256,288,46,155,90,179,229,169,134,99","0,235,600,1645,1972,3967,6716,7989,8305,8688,9522,11090,11445,12165",2,"circRNA","HUWE1","NM_031407","66,65,64,63,62,61,60,59,58,57,56,55,54,53","chrX:53576466-53577626|chrX:53589890-53590706","X__53577627__53589890",2
"chrX",53581593,53596787,"circular_RNA/1",0,"-",53581593,53581593,"0,0,0",14,"288,46,155,90,179,229,169,134,99,76,149,173,183,212","0,2749,4022,4338,4721,5555,7123,7478,8198,9113,9941,10434,14058,14982",1,"circRNA","HUWE1","NM_031407","61,60,59,58,57,56,55,54,53,52,51,50,49,48","chrX:53579854-53581593|chrX:53596787-53600709","X__53581594__53596787",1
"chrX",53588716,53589890,"circular_RNA/1",0,"-",53588716,53588716,"0,0,0",3,"169,134,99","0,355,1075",1,"circRNA","HUWE1","NM_031407","55,54,53","chrX:53587377-53588716|chrX:53589890-53590706","X__53588717__53589890",1
"chrX",53589071,53590782,"circular_RNA/4",0,"-",53589071,53589071,"0,0,0",3,"134,99,76","0,720,1635",4,"circRNA","HUWE1","NM_031407","54,53,52","chrX:53588885-53589071|chrX:53590782-53591534","X__53589072__53590782",4
"chrX",53641494,53642796,"circular_RNA/24",0,"-",53641494,53641494,"0,0,0",2,"212,92","0,1210",24,"circRNA","HUWE1","NM_031407","23,22","chrX:53635870-53641494|chrX:53642796-53643930","X__53641495__53642796",24
"chrX",53641494,53644407,"circular_RNA/1",0,"-",53641494,53641494,"0,0,0",4,"212,92,178,107","0,1210,2436,2806",1,"circRNA","HUWE1","NM_031407","23,22,21,20","chrX:53635870-53641494|chrX:53644407-53651555","X__53641495__53644407",1
"chrX",53641494,53661250,"circular_RNA/2",0,"-",53641494,53641494,"0,0,0",16,"212,92,178,107,81,102,106,141,128,151,101,100,69,48,78,63","0,1210,2436,2806,10061,10623,12866,13195,13949,14208,14972,16392,16871,17024,17944,19693",2,"circRNA","HUWE1","NM_031407","23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8","chrX:53635870-53641494|chrX:53661250-53672262","X__53641495__53661250",2
"chrX",53672262,53681075,"circular_RNA/2",0,"-",53672262,53672262,"0,0,0",4,"153,207,99,69","0,2048,2892,8744",2,"circRNA","HUWE1","NM_031407","7,6,5,4","chrX:53661250-53672262|chrX:53681075-53707001","X__53672263__53681075",2
"chrX",54011346,54014377,"circular_RNA/1",0,"-",54011346,54011346,"0,0,0",4,"314,134,86,179","0,902,2164,2852",1,"circRNA","PHF8","NM_001184897","17,16,15,14","chrX:53989372-54011346|chrX:54014377-54019168","X__54011347__54014377",1
"chrX",54013510,54014377,"circular_RNA/3",0,"-",54013510,54013510,"0,0,0",2,"86,179","0,688",3,"circRNA","PHF8","NM_001184897","15,14","chrX:54012382-54013510|chrX:54014377-54019168","X__54013511__54014377",3
"chrX",54177677,54186049,"circular_RNA/2",0,"-",54177677,54177677,"0,0,0",3,"129,83,247","0,6444,8125",2,"circRNA","FAM120C","NM_001300788","4,3,2","chrX:54163023-54177677|chrX:54186049-54208932","X__54177678__54186049",2
"chrX",54481880,54483000,"circular_RNA/2",0,"-",54481880,54481880,"0,0,0",4,"80,93,147,59","0,244,772,1061",2,"circRNA","FGD1","NM_004463","12,11,10,9","chrX:54476734-54481880|chrX:54483000-54491883","X__54481881__54483000",2
