"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chrX",9859016,9866330,"circular_RNA/1",0,"+",9859016,9859016,"0,0,0",3,"132,2341,101","0,3381,7213",1,"circRNA","SHROOM2","NM_001649","3,4,5","chrX:9841843-9859016|chrX:9866330-9900214","X__9859017__9866330",1
"chrX",9905173,9907406,"circular_RNA/1",0,"+",9905173,9905173,"0,0,0",2,"552,172","0,2061",1,"circRNA","SHROOM2","NM_001649","7,8","chrX:9900910-9905173|chrX:9907406-9912680","X__9905174__9907406",1
"chrX",10031484,10066619,"circular_RNA/3",0,"+",10031484,10031484,"0,0,0",7,"110,204,77,80,130,150,74","0,3842,15354,16280,27326,30687,35061",3,"circRNA","WWC3","NM_015691","2,3,4,5,6,7,8","chrX:9983898-10031484|chrX:10066619-10077817","X__10031485__10066619",3
"chrX",10437736,10450668,"circular_RNA/1",0,"-",10437736,10437736,"0,0,0",3,"144,128,149","0,4926,12783",1,"circRNA","MID1","NM_001193277","7,6,5","chrX:10427847-10437736|chrX:10450668-10463623","X__10437737__10450668",1
"chrX",10437736,10491227,"circular_RNA/1",0,"-",10437736,10437736,"0,0,0",5,"144,128,149,108,96","0,4926,12783,25887,53395",1,"circRNA","MID1","NM_001193277","7,6,5,4,3","chrX:10427847-10437736|chrX:10491227-10534927","X__10437737__10491227",1
"chrX",10437736,10535643,"circular_RNA/4",0,"-",10437736,10437736,"0,0,0",6,"144,128,149,108,96,716","0,4926,12783,25887,53395,97191",4,"circRNA","MID1","NM_001193277","7,6,5,4,3,2","chrX:10427847-10437736|chrX:10535643-10544823","X__10437737__10535643",4
"chrX",10450519,10535643,"circular_RNA/2",0,"-",10450519,10450519,"0,0,0",4,"149,108,96,716","0,13104,40612,84408",2,"circRNA","MID1","NM_001193277","5,4,3,2","chrX:10442790-10450519|chrX:10535643-10544823","X__10450520__10535643",2
"chrX",10491131,10535643,"circular_RNA/32",0,"-",10491131,10491131,"0,0,0",2,"96,716","0,43796",32,"circRNA","MID1","NM_001193277","3,2","chrX:10463731-10491131|chrX:10535643-10544823","X__10491132__10535643",32
"chrX",10534927,10535643,"circular_RNA/19",0,"-",10534927,10534927,"0,0,0",1,"716","0",19,"circRNA","MID1","NM_001193277","2","chrX:10491227-10534927|chrX:10535643-10544823","X__10534928__10535643",19
"chrX",10535041,10535643,"circular_RNA/4",0,"-",10535041,10535041,"0,0,0",1,"602","0",4,"circRNA","MID1","NM_033289","2","chrX:10491227-10535041|chrX:10535643-10588329","X__10535042__10535643",4
"chrX",13762533,13767652,"circular_RNA/1",0,"+",13762533,13762533,"0,0,0",4,"105,137,174,107","0,1904,2365,5012",1,"circRNA","OFD1","NM_001330209","6,7,8,9","chrX:13757151-13762533|chrX:13767652-13771486","X__13762534__13767652",1
"chrX",13762533,13769487,"circular_RNA/1",0,"+",13762533,13762533,"0,0,0",5,"105,137,174,107,120","0,1904,2365,5012,6834",1,"circRNA","OFD1","NM_001330210","7,8,9,10,11","chrX:13758332-13762533|chrX:13769487-13771486","X__13762534__13769487",1
"chrX",13762533,13771560,"circular_RNA/1",0,"+",13762533,13762533,"0,0,0",5,"105,137,174,107,74","0,1904,2365,5012,8953",1,"circRNA","OFD1","NM_001330209","6,7,8,9,10","chrX:13757151-13762533|chrX:13771560-13773269","X__13762534__13771560",1
"chrX",13762533,13773361,"circular_RNA/1",0,"+",13762533,13762533,"0,0,0",6,"105,137,174,107,74,92","0,1904,2365,5012,8953,10736",1,"circRNA","OFD1","NM_001330209","6,7,8,9,10,11","chrX:13757151-13762533|chrX:13773361-13774696","X__13762534__13773361",1
"chrX",13762533,13774886,"circular_RNA/1",0,"+",13762533,13762533,"0,0,0",7,"105,137,174,107,74,92,190","0,1904,2365,5012,8953,10736,12163",1,"circRNA","OFD1","NM_001330209","6,7,8,9,10,11,12","chrX:13757151-13762533|chrX:13774886-13775778","X__13762534__13774886",1
"chrX",13762533,13780563,"circular_RNA/1",0,"+",13762533,13762533,"0,0,0",12,"105,137,174,107,74,92,190,131,112,606,127,101","0,1904,2365,5012,8953,10736,12163,13245,13922,15700,16670,17929",1,"circRNA","OFD1","NM_001330209","6,7,8,9,10,11,12,13,14,15,16,17","chrX:13757151-13762533|chrX:13780563-13781863","X__13762534__13780563",1
"chrX",14868626,14877456,"circular_RNA/5",0,"-",14868626,14868626,"0,0,0",4,"170,129,93,153","0,2534,7357,8677",5,"circRNA","FANCB","NM_001018113","7,6,5,4","chrX:14863408-14868626|chrX:14877456-14882681","X__14868627__14877456",5
"chrX",16657269,16709743,"circular_RNA/1",0,"-",16657269,16657269,"0,0,0",8,"97,44,63,95,89,133,152,81","0,28367,28515,31433,39215,43947,50303,52393",1,"circRNA","CTPS2","NM_001144002","14,13,12,11,10,9,8,7","chrX:16638455-16657269|chrX:16709743-16711263","X__16657270__16709743",1
"chrX",16685636,16709743,"circular_RNA/1",0,"-",16685636,16685636,"0,0,0",7,"44,63,95,89,133,152,81","0,148,3066,10848,15580,21936,24026",1,"circRNA","CTPS2","NM_001144002","13,12,11,10,9,8,7","chrX:16657366-16685636|chrX:16709743-16711263","X__16685637__16709743",1
"chrX",16707572,16721064,"circular_RNA/1",0,"-",16707572,16707572,"0,0,0",7,"152,81,84,117,101,171,205","0,2090,3691,3921,8786,9473,13287",1,"circRNA","CTPS2","NM_001144002","8,7,6,5,4,3,2","chrX:16701349-16707572|chrX:16721064-16729635","X__16707573__16721064",1
"chrX",16716358,16717216,"circular_RNA/1",1,"-",16716358,16716358,"0,0,0",2,"101,171","0,687",1,"circRNA","CTPS2","NM_001144002","4,3","chrX:16711610-16716358|chrX:16717216-16720859","X__16716359__16717216",1
"chrX",16836696,16850865,"circular_RNA/1",0,"+",16836696,16836696,"0,0,0",5,"304,92,171,195,120","0,1590,9520,11002,14049",1,"circRNA","TXLNG","NM_018360","2,3,4,5,6","chrX:16804712-16836696|chrX:16850865-16852405","X__16836697__16850865",1
"chrX",16836696,16858039,"circular_RNA/1",0,"+",16836696,16836696,"0,0,0",8,"304,92,171,195,120,75,93,96","0,1590,9520,11002,14049,15709,19019,21247",1,"circRNA","TXLNG","NM_018360","2,3,4,5,6,7,8,9","chrX:16804712-16836696|chrX:16858039-16859550","X__16836697__16858039",1
"chrX",16846216,16847893,"circular_RNA/1",0,"+",16846216,16846216,"0,0,0",2,"171,195","0,1482",1,"circRNA","TXLNG","NM_001168683","2,3","chrX:16804712-16846216|chrX:16847893-16850745","X__16846217__16847893",1
"chrX",16867366,16871965,"circular_RNA/1",0,"-",16867366,16867366,"0,0,0",5,"58,77,78,127,161","0,2802,3307,3505,4438",1,"circRNA","RBBP7","NM_001198719","10,9,8,7,6","chrX:16864061-16867366|chrX:16871965-16875716","X__16867367__16871965",1
"chrX",16870168,16871965,"circular_RNA/1",0,"-",16870168,16870168,"0,0,0",4,"77,78,127,161","0,505,703,1636",1,"circRNA","RBBP7","NM_001198719","9,8,7,6","chrX:16867424-16870168|chrX:16871965-16875716","X__16870169__16871965",1
"chrX",16870168,16881223,"circular_RNA/1",0,"-",16870168,16870168,"0,0,0",7,"77,78,127,161,116,174,146","0,505,703,1636,5548,6630,10909",1,"circRNA","RBBP7","NM_001198719","9,8,7,6,5,4,3","chrX:16867424-16870168|chrX:16881223-16887198","X__16870169__16881223",1
"chrX",16875716,16881223,"circular_RNA/1",0,"-",16875716,16875716,"0,0,0",3,"116,174,146","0,1082,5361",1,"circRNA","RBBP7","NM_001198719","5,4,3","chrX:16871965-16875716|chrX:16881223-16887198","X__16875717__16881223",1
"chrX",17151946,17157084,"circular_RNA/1",0,"+",17151946,17151946,"0,0,0",3,"84,146,106","0,1437,5032",1,"circRNA","REPS2","NM_001080975","15,16,17","chrX:17121902-17151946|chrX:17157084-17165535","X__17151947__17157084",1
"chrX",18264696,18276367,"circular_RNA/2",0,"-",18264696,18264696,"0,0,0",4,"252,114,183,204","0,1192,10271,11467",2,"circRNA","SCML2","NM_006089","13,12,11,10","chrX:18260710-18264696|chrX:18276367-18278290","X__18264697__18276367",2
"chrX",18323091,18352215,"circular_RNA/1",0,"-",18323091,18323091,"0,0,0",6,"244,89,235,71,69,46","0,15360,18887,19935,25615,29078",1,"circRNA","SCML2","NM_006089","7,6,5,4,3,2","chrX:18283922-18323091|chrX:18352215-18372711","X__18323092__18352215",1
"chrX",18525054,18528974,"circular_RNA/2",1,"+",18525054,18525054,"0,0,0",2,"226,35","0,3885",2,"circRNA","CDKL5","NM_003159","2,3","chrX:18443815-18525054|chrX:18528974-18582596","X__18525055__18528974",2
"chrX",18954172,18959793,"circular_RNA/1",0,"-",18954172,18954172,"0,0,0",4,"96,123,54,147","0,2572,3940,5474",1,"circRNA","PHKA2","NM_000292","11,10,9,8","chrX:18949866-18954172|chrX:18959793-18961827","X__18954173__18959793",1
"chrX",19367429,19368228,"circular_RNA/1",0,"+",19367429,19367429,"0,0,0",2,"60,174","0,625",1,"circRNA","PDHA1","NM_001173454","3,4","chrX:19364741-19367429|chrX:19368228-19369398","X__19367430__19368228",1
"chrX",19410119,19413326,"circular_RNA/1",0,"-",19410119,19410119,"0,0,0",3,"106,131,128","0,341,3079",1,"circRNA","MAP3K15","NM_001001671","18,17,16","chrX:19398395-19410119|chrX:19413326-19416343","X__19410120__19413326",1
"chrX",19416343,19418781,"circular_RNA/1",1,"-",19416343,19416343,"0,0,0",2,"134,88","0,2350",1,"circRNA","MAP3K15","NM_001001671","15,14","chrX:19413326-19416343|chrX:19418781-19425305","X__19416344__19418781",1
"chrX",19425305,19433375,"circular_RNA/2",0,"-",19425305,19425305,"0,0,0",4,"96,50,108,151","0,2736,6169,7919",2,"circRNA","MAP3K15","NM_001001671","13,12,11,10","chrX:19418781-19425305|chrX:19433375-19443648","X__19425306__19433375",2
"chrX",19425305,19444461,"circular_RNA/1",0,"-",19425305,19425305,"0,0,0",6,"96,50,108,151,160,113","0,2736,6169,7919,18343,19043",1,"circRNA","MAP3K15","NM_001001671","13,12,11,10,9,8","chrX:19418781-19425305|chrX:19444461-19449555","X__19425306__19444461",1
"chrX",19425305,19482524,"circular_RNA/1",0,"-",19425305,19425305,"0,0,0",10,"96,50,108,151,160,113,171,107,169,194","0,2736,6169,7919,18343,19043,24250,49725,52797,57025",1,"circRNA","MAP3K15","NM_001001671","13,12,11,10,9,8,7,6,5,4","chrX:19418781-19425305|chrX:19482524-19504599","X__19425306__19482524",1
"chrX",19854242,19854400,"circular_RNA/1",0,"-",19854242,19854242,"0,0,0",1,"158","0",1,"circRNA","SH3KBP1","NM_001353890","2","chrX:19764559-19854242|chrX:19854400-19905424","X__19854243__19854400",1
"chrX",20060619,20082923,"circular_RNA/1",0,"-",20060619,20060619,"0,0,0",6,"128,137,111,112,164,78","0,1862,10376,14178,20912,22226",1,"circRNA","MAP7D2","NM_001168467","7,6,5,4,3,2","chrX:20044070-20060619|chrX:20082923-20134648","X__20060620__20082923",1
"chrX",20181081,20204484,"circular_RNA/1",0,"-",20181081,20181081,"0,0,0",10,"77,162,159,90,126,125,103,65,89,71","0,1935,4625,6438,9782,12200,13286,13470,14032,23332",1,"circRNA","RPS6KA3","NM_004586","19,18,17,16,15,14,13,12,11,10","chrX:20179879-20181081|chrX:20204484-20205945","X__20181082__20204484",1
"chrX",20181081,20206088,"circular_RNA/1",0,"-",20181081,20181081,"0,0,0",11,"77,162,159,90,126,125,103,65,89,71,143","0,1935,4625,6438,9782,12200,13286,13470,14032,23332,24864",1,"circRNA","RPS6KA3","NM_004586","19,18,17,16,15,14,13,12,11,10,9","chrX:20179879-20181081|chrX:20206088-20206614","X__20181082__20206088",1
"chrX",20204413,20222221,"circular_RNA/1",0,"-",20204413,20204413,"0,0,0",7,"71,143,38,107,80,81,82","0,1532,2201,7191,7893,8769,17726",1,"circRNA","RPS6KA3","NM_004586","10,9,8,7,6,5,4","chrX:20195202-20204413|chrX:20222221-20227405","X__20204414__20222221",1
"chrX",20211604,20222221,"circular_RNA/1",0,"-",20211604,20211604,"0,0,0",4,"107,80,81,82","0,702,1578,10535",1,"circRNA","RPS6KA3","NM_004586","7,6,5,4","chrX:20206652-20211604|chrX:20222221-20227405","X__20211605__20222221",1
"chrX",21613091,21627735,"circular_RNA/1",0,"+",21613091,21613091,"0,0,0",5,"74,72,68,101,547","0,350,6308,11805,14097",1,"circRNA","CNKSR2","NM_001168648","16,17,18,19,20","chrX:21609312-21613091|chrX:21627735-21659650","X__21613092__21627735",1
"chrX",23739997,23751334,"circular_RNA/1",0,"-",23739997,23739997,"0,0,0",5,"104,84,38,171,46","0,789,8646,8935,11291",1,"circRNA","ACOT9","NM_001033583","7,6,5,4,3","chrX:23731325-23739997|chrX:23751334-23754035","X__23739998__23751334",1
"chrX",23739997,23754133,"circular_RNA/2",0,"-",23739997,23739997,"0,0,0",6,"104,84,38,171,46,98","0,789,8646,8935,11291,14038",2,"circRNA","ACOT9","NM_001033583","7,6,5,4,3,2","chrX:23731325-23739997|chrX:23754133-23761241","X__23739998__23754133",2
"chrX",24078204,24082452,"circular_RNA/1",0,"+",24078204,24078204,"0,0,0",3,"95,159,135","0,2328,4113",1,"circRNA","EIF2S3","NM_001415","5,6,7","chrX:24075871-24078204|chrX:24082452-24084114","X__24078205__24082452",1
"chrX",24082317,24089844,"circular_RNA/1",0,"+",24082317,24082317,"0,0,0",4,"135,95,145,170","0,1797,3763,7357",1,"circRNA","EIF2S3","NM_001415","7,8,9,10","chrX:24080691-24082317|chrX:24089844-24091207","X__24082318__24089844",1
"chrX",24190831,24197887,"circular_RNA/5",0,"+",24190831,24190831,"0,0,0",3,"86,117,588","0,892,6468",5,"circRNA","ZFX","NM_001330327","4,5,6","chrX:24170947-24190831|chrX:24197887-24225442","X__24190832__24197887",5
"chrX",24197299,24197887,"circular_RNA/1",0,"+",24197299,24197299,"0,0,0",1,"588","0",1,"circRNA","ZFX","NM_001330327","6","chrX:24191840-24197299|chrX:24197887-24225442","X__24197300__24197887",1
"chrX",24512858,24523415,"circular_RNA/1",0,"+",24512858,24512858,"0,0,0",4,"142,72,185,90","0,4087,8585,10467",1,"circRNA","PDK3","NM_005391","2,3,4,5","chrX:24483678-24512858|chrX:24523415-24537049","X__24512859__24523415",1
"chrX",24717541,24722586,"circular_RNA/3",0,"+",24717541,24717541,"0,0,0",3,"125,97,81","0,3826,4964",3,"circRNA","POLA1","NM_001330360","2,3,4","chrX:24712121-24717541|chrX:24722586-24732670","X__24717542__24722586",3
"chrX",24717541,24735875,"circular_RNA/2",0,"+",24717541,24717541,"0,0,0",9,"125,97,81,116,63,93,88,202,179","0,3826,4964,15129,15716,16937,17459,17865,18155",2,"circRNA","POLA1","NM_001330360","2,3,4,5,6,7,8,9,10","chrX:24712121-24717541|chrX:24735875-24741271","X__24717542__24735875",2
"chrX",24717541,24767109,"circular_RNA/3",0,"+",24717541,24717541,"0,0,0",25,"125,97,81,116,63,93,88,202,179,113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123","0,3826,4964,15129,15716,16937,17459,17865,18155,23730,24910,26556,27508,28357,32945,34330,35974,38200,39950,41950,42577,43805,45993,48886,49445",3,"circRNA","POLA1","NM_001330360","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26","chrX:24712121-24717541|chrX:24767109-24828014","X__24717542__24767109",3
"chrX",24717541,24861794,"circular_RNA/1",0,"+",24717541,24717541,"0,0,0",33,"125,97,81,116,63,93,88,202,179,113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132","0,3826,4964,15129,15716,16937,17459,17865,18155,23730,24910,26556,27508,28357,32945,34330,35974,38200,39950,41950,42577,43805,45993,48886,49445,110473,111283,113233,115554,122027,127002,142227,144121",1,"circRNA","POLA1","NM_001330360","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34","chrX:24712121-24717541|chrX:24861794-24906122","X__24717542__24861794",1
"chrX",24717541,24906239,"circular_RNA/1",0,"+",24717541,24717541,"0,0,0",34,"125,97,81,116,63,93,88,202,179,113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132,117","0,3826,4964,15129,15716,16937,17459,17865,18155,23730,24910,26556,27508,28357,32945,34330,35974,38200,39950,41950,42577,43805,45993,48886,49445,110473,111283,113233,115554,122027,127002,142227,144121,188581",1,"circRNA","POLA1","NM_001330360","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35","chrX:24712121-24717541|chrX:24906239-24948569","X__24717542__24906239",1
"chrX",24722505,24761446,"circular_RNA/1",0,"+",24722505,24722505,"0,0,0",20,"81,116,63,93,88,202,179,113,117,75,139,155,85,62,90,117,176,130,120,100","0,10165,10752,11973,12495,12901,13191,18766,19946,21592,22544,23393,27981,29366,31010,33236,34986,36986,37613,38841",1,"circRNA","POLA1","NM_001330360","4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23","chrX:24721464-24722505|chrX:24761446-24763534","X__24722506__24761446",1
"chrX",24722505,24861794,"circular_RNA/1",0,"+",24722505,24722505,"0,0,0",31,"81,116,63,93,88,202,179,113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132","0,10165,10752,11973,12495,12901,13191,18766,19946,21592,22544,23393,27981,29366,31010,33236,34986,36986,37613,38841,41029,43922,44481,105509,106319,108269,110590,117063,122038,137263,139157",1,"circRNA","POLA1","NM_001330360","4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34","chrX:24721464-24722505|chrX:24861794-24906122","X__24722506__24861794",1
"chrX",24741271,24759621,"circular_RNA/1",0,"+",24741271,24741271,"0,0,0",11,"113,117,75,139,155,85,62,90,117,176,130","0,1180,2826,3778,4627,9215,10600,12244,14470,16220,18220",1,"circRNA","POLA1","NM_001330360","11,12,13,14,15,16,17,18,19,20,21","chrX:24735875-24741271|chrX:24759621-24760118","X__24741272__24759621",1
"chrX",24741271,24906239,"circular_RNA/2",0,"+",24741271,24741271,"0,0,0",25,"113,117,75,139,155,85,62,90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132,117","0,1180,2826,3778,4627,9215,10600,12244,14470,16220,18220,18847,20075,22263,25156,25715,86743,87553,89503,91824,98297,103272,118497,120391,164851",2,"circRNA","POLA1","NM_001330360","11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35","chrX:24735875-24741271|chrX:24906239-24948569","X__24741272__24906239",2
"chrX",24745049,24753605,"circular_RNA/1",0,"+",24745049,24745049,"0,0,0",5,"139,155,85,62,90","0,849,5437,6822,8466",1,"circRNA","POLA1","NM_001330360","14,15,16,17,18","chrX:24744172-24745049|chrX:24753605-24755741","X__24745050__24753605",1
"chrX",24750486,24761446,"circular_RNA/1",0,"+",24750486,24750486,"0,0,0",8,"85,62,90,117,176,130,120,100","0,1385,3029,5255,7005,9005,9632,10860",1,"circRNA","POLA1","NM_001330360","16,17,18,19,20,21,22,23","chrX:24746053-24750486|chrX:24761446-24763534","X__24750487__24761446",1
"chrX",24753515,24906239,"circular_RNA/1",0,"+",24753515,24753515,"0,0,0",18,"90,117,176,130,120,100,125,150,123,33,93,206,133,132,175,179,132,117","0,2226,3976,5976,6603,7831,10019,12912,13471,74499,75309,77259,79580,86053,91028,106253,108147,152607",1,"circRNA","POLA1","NM_001330360","18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35","chrX:24751933-24753515|chrX:24906239-24948569","X__24753516__24906239",1
"chrX",24757491,24767109,"circular_RNA/1",0,"+",24757491,24757491,"0,0,0",7,"176,130,120,100,125,150,123","0,2000,2627,3855,6043,8936,9495",1,"circRNA","POLA1","NM_001330360","20,21,22,23,24,25,26","chrX:24755858-24757491|chrX:24767109-24828014","X__24757492__24767109",1
"chrX",24763534,24839700,"circular_RNA/1",0,"+",24763534,24763534,"0,0,0",8,"125,150,123,33,93,206,133,132","0,2893,3452,64480,65290,67240,69561,76034",1,"circRNA","POLA1","NM_001330360","24,25,26,27,28,29,30,31","chrX:24761446-24763534|chrX:24839700-24844543","X__24763535__24839700",1
"chrX",24763534,24844718,"circular_RNA/1",0,"+",24763534,24763534,"0,0,0",9,"125,150,123,33,93,206,133,132,175","0,2893,3452,64480,65290,67240,69561,76034,81009",1,"circRNA","POLA1","NM_001330360","24,25,26,27,28,29,30,31,32","chrX:24761446-24763534|chrX:24844718-24859768","X__24763535__24844718",1
"chrX",24763534,24861794,"circular_RNA/3",0,"+",24763534,24763534,"0,0,0",11,"125,150,123,33,93,206,133,132,175,179,132","0,2893,3452,64480,65290,67240,69561,76034,81009,96234,98128",3,"circRNA","POLA1","NM_001330360","24,25,26,27,28,29,30,31,32,33,34","chrX:24761446-24763534|chrX:24861794-24906122","X__24763535__24861794",3
"chrX",24763534,24906239,"circular_RNA/3",0,"+",24763534,24763534,"0,0,0",12,"125,150,123,33,93,206,133,132,175,179,132,117","0,2893,3452,64480,65290,67240,69561,76034,81009,96234,98128,142588",3,"circRNA","POLA1","NM_001330360","24,25,26,27,28,29,30,31,32,33,34,35","chrX:24761446-24763534|chrX:24906239-24948569","X__24763535__24906239",3
"chrX",24766427,24861794,"circular_RNA/5",0,"+",24766427,24766427,"0,0,0",10,"150,123,33,93,206,133,132,175,179,132","0,559,61587,62397,64347,66668,73141,78116,93341,95235",5,"circRNA","POLA1","NM_001330360","25,26,27,28,29,30,31,32,33,34","chrX:24763659-24766427|chrX:24861794-24906122","X__24766428__24861794",5
"chrX",24828014,24844718,"circular_RNA/2",0,"+",24828014,24828014,"0,0,0",6,"33,93,206,133,132,175","0,810,2760,5081,11554,16529",2,"circRNA","POLA1","NM_001330360","27,28,29,30,31,32","chrX:24767109-24828014|chrX:24844718-24859768","X__24828015__24844718",2
