"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chrX",41401943,41530783,"circular_RNA/2",0,"-",41401943,41401943,"0,0,0",16,"116,197,36,69,86,79,189,81,78,122,18,100,84,123,176,103","0,11028,12909,17088,18868,26977,35649,44216,46824,67213,79926,83913,93887,117748,122586,128737",2,"circRNA","CASK","NM_001126054","21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6","chrX:41394211-41401943|chrX:41530783-41598636","X__41401944__41530783",2
"chrX",44870205,44879975,"circular_RNA/1",0,"+",44870205,44870205,"0,0,0",2,"59,121","0,9649",1,"circRNA","KDM6A","NM_001291416","5,6","chrX:44833960-44870205|chrX:44879975-44894175","X__44870206__44879975",1
"chrX",44919853,44921993,"circular_RNA/2",0,"+",44919853,44919853,"0,0,0",3,"156,96,102","0,715,2038",2,"circRNA","KDM6A","NM_001291416","13,14,15","chrX:44918711-44919853|chrX:44921993-44922666","X__44919854__44921993",2
"chrX",44919853,44937750,"circular_RNA/1",0,"+",44919853,44919853,"0,0,0",7,"156,96,102,396,779,130,106","0,715,2038,2813,8970,16088,17791",1,"circRNA","KDM6A","NM_001291416","13,14,15,16,17,18,19","chrX:44918711-44919853|chrX:44937750-44938390","X__44919854__44937750",1
"chrX",44937644,44941885,"circular_RNA/1",0,"+",44937644,44937644,"0,0,0",3,"106,206,65","0,746,4176",1,"circRNA","KDM6A","NM_001291416","19,20,21","chrX:44936071-44937644|chrX:44941885-44941959","X__44937645__44941885",1
"chrX",47058201,47072262,"circular_RNA/1",0,"+",47058201,47058201,"0,0,0",21,"117,59,169,135,107,91,133,98,147,177,105,81,156,166,197,65,196,75,190,89,93","0,245,406,677,2091,2473,2675,3353,3555,3835,4140,4331,4738,7145,7445,10820,11125,12039,12233,13621,13968",1,"circRNA","UBA1","NM_153280","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22","chrX:47050349-47058201|chrX:47072262-47072388","X__47058202__47072262",1
"chrX",47705503,47755339,"circular_RNA/4",0,"+",47705503,47705503,"0,0,0",3,"217,127,96","0,41894,49740",4,"circRNA","ZNF81","NM_007137","2,3,4","chrX:47696386-47705503|chrX:47755339-47774322","X__47705504__47755339",4
"chrX",48458706,48459014,"circular_RNA/1",0,"+",48458706,48458706,"0,0,0",1,"308","0",1,"circRNA","WDR13","NM_001166426","4","chrX:48458105-48458706|chrX:48459014-48460171","X__48458707__48459014",1
"chrX",48895534,48898095,"circular_RNA/1",0,"-",48895534,48895534,"0,0,0",4,"105,246,239,114","0,187,1097,2447",1,"circRNA","TFE3","NM_001282142","5,4,3,2","chrX:48891766-48895534|chrX:48898095-48900636","X__48895535__48898095",1
"chrX",53430497,53430825,"circular_RNA/1",0,"-",53430497,53430497,"0,0,0",2,"107,117","0,211",1,"circRNA","SMC1A","NM_006306","15,14","chrX:53426652-53430497|chrX:53430825-53431943","X__53430498__53430825",1
"chrX",53438710,53442118,"circular_RNA/1",0,"-",53438710,53438710,"0,0,0",6,"141,259,239,204,113,189","0,234,1139,1471,2996,3219",1,"circRNA","SMC1A","NM_006306","7,6,5,4,3,2","chrX:53436434-53438710|chrX:53442118-53449440","X__53438711__53442118",1
"chrX",53584342,53586021,"circular_RNA/2",0,"-",53584342,53584342,"0,0,0",3,"46,155,90","0,1273,1589",2,"circRNA","HUWE1","NM_031407","60,59,58","chrX:53581881-53584342|chrX:53586021-53586314","X__53584343__53586021",2
"chrX",53588716,53589205,"circular_RNA/1",0,"-",53588716,53588716,"0,0,0",2,"169,134","0,355",1,"circRNA","HUWE1","NM_031407","55,54","chrX:53587377-53588716|chrX:53589205-53589791","X__53588717__53589205",1
"chrX",53588716,53589890,"circular_RNA/1",0,"-",53588716,53588716,"0,0,0",3,"169,134,99","0,355,1075",1,"circRNA","HUWE1","NM_031407","55,54,53","chrX:53587377-53588716|chrX:53589890-53590706","X__53588717__53589890",1
"chrX",53595651,53596787,"circular_RNA/1",0,"-",53595651,53595651,"0,0,0",2,"183,212","0,924",1,"circRNA","HUWE1","NM_031407","49,48","chrX:53592200-53595651|chrX:53596787-53600709","X__53595652__53596787",1
"chrX",53627077,53631795,"circular_RNA/2",0,"-",53627077,53627077,"0,0,0",4,"192,95,134,246","0,2447,3251,4472",2,"circRNA","HUWE1","NM_031407","29,28,27,26","chrX:53622363-53627077|chrX:53631795-53634483","X__53627078__53631795",2
"chrX",53631549,53658566,"circular_RNA/2",0,"-",53631549,53631549,"0,0,0",17,"246,177,58,212,92,178,107,81,102,106,141,128,151,101,100,69,48","0,2934,4263,9945,11155,12381,12751,20006,20568,22811,23140,23894,24153,24917,26337,26816,26969",2,"circRNA","HUWE1","NM_031407","26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10","chrX:53630462-53631549|chrX:53658566-53659438","X__53631550__53658566",2
"chrX",53641494,53641706,"circular_RNA/5",0,"-",53641494,53641494,"0,0,0",1,"212","0",5,"circRNA","HUWE1","NM_031407","23","chrX:53635870-53641494|chrX:53641706-53642704","X__53641495__53641706",5
"chrX",53641494,53642796,"circular_RNA/6",0,"-",53641494,53641494,"0,0,0",2,"212,92","0,1210",6,"circRNA","HUWE1","NM_031407","23,22","chrX:53635870-53641494|chrX:53642796-53643930","X__53641495__53642796",6
"chrX",53641494,53644407,"circular_RNA/1",0,"-",53641494,53641494,"0,0,0",4,"212,92,178,107","0,1210,2436,2806",1,"circRNA","HUWE1","NM_031407","23,22,21,20","chrX:53635870-53641494|chrX:53644407-53651555","X__53641495__53644407",1
"chrX",53651555,53661250,"circular_RNA/1",0,"-",53651555,53651555,"0,0,0",12,"81,102,106,141,128,151,101,100,69,48,78,63","0,562,2805,3134,3888,4147,4911,6331,6810,6963,7883,9632",1,"circRNA","HUWE1","NM_031407","19,18,17,16,15,14,13,12,11,10,9,8","chrX:53644407-53651555|chrX:53661250-53672262","X__53651556__53661250",1
"chrX",53661187,53707139,"circular_RNA/1",0,"-",53661187,53661187,"0,0,0",6,"63,153,207,99,69,138","0,11075,13123,13967,19819,45814",1,"circRNA","HUWE1","NM_031407","8,7,6,5,4,3","chrX:53659516-53661187|chrX:53707139-53713214","X__53661188__53707139",1
"chrX",53672262,53681075,"circular_RNA/10",0,"-",53672262,53672262,"0,0,0",4,"153,207,99,69","0,2048,2892,8744",10,"circRNA","HUWE1","NM_031407","7,6,5,4","chrX:53661250-53672262|chrX:53681075-53707001","X__53672263__53681075",10
"chrX",53674310,53681075,"circular_RNA/1",0,"-",53674310,53674310,"0,0,0",3,"207,99,69","0,844,6696",1,"circRNA","HUWE1","NM_031407","6,5,4","chrX:53672415-53674310|chrX:53681075-53707001","X__53674311__53681075",1
"chrX",55755726,55758019,"circular_RNA/1",0,"+",55755726,55755726,"0,0,0",2,"67,223","0,2070",1,"circRNA","RRAGB","NM_001354011","5,6","chrX:55753823-55755726|chrX:55758019-55777533","X__55755727__55758019",1
"chrX",55755726,55783764,"circular_RNA/1",0,"+",55755726,55755726,"0,0,0",6,"67,223,96,123,92,116","0,2070,21807,24098,26547,27922",1,"circRNA","RRAGB","NM_001354011","5,6,7,8,9,10","chrX:55753823-55755726|chrX:55783764-55784678","X__55755727__55783764",1
"chrX",62875373,62926329,"circular_RNA/1",0,"-",62875373,62875373,"0,0,0",6,"244,132,130,233,180,192","0,10392,18544,22846,41631,50764",1,"circRNA","ARHGEF9","NM_001173480","7,6,5,4,3,2","chrX:62863928-62875373|chrX:62926329-62974194","X__62875374__62926329",1
"chrX",67731690,67742759,"circular_RNA/2",0,"+",67731690,67731690,"0,0,0",5,"129,79,43,126,158","0,1478,6921,9523,10911",2,"circRNA","YIPF6","NM_173834","2,3,4,5,6","chrX:67718965-67731690|chrX:67742759-67751722","X__67731691__67742759",2
"chrX",69366482,69370172,"circular_RNA/1",0,"+",69366482,69366482,"0,0,0",3,"196,80,113","0,2128,3577",1,"circRNA","IGBP1","NM_001370192","4,5,6","chrX:69354666-69366482|chrX:69370172-69385682","X__69366483__69370172",1
"chrX",69561648,69607147,"circular_RNA/3",0,"+",69561648,69561648,"0,0,0",10,"133,59,106,57,186,104,145,111,84,114","0,1904,2078,10801,11823,32352,33405,34301,44819,45385",3,"circRNA","KIF4A","NM_012310","11,12,13,14,15,16,17,18,19,20","chrX:69553539-69561648|chrX:69607147-69615520","X__69561649__69607147",3
"chrX",70627423,70644088,"circular_RNA/2",0,"+",70627423,70627423,"0,0,0",6,"99,178,68,123,93,85","0,400,13735,15543,16400,16580",2,"circRNA","TAF1","NM_001286074","27,28,29,30,31,32","chrX:70626596-70627423|chrX:70644088-70674019","X__70627424__70644088",2
"chrX",70775803,70777522,"circular_RNA/1",0,"+",70775803,70775803,"0,0,0",5,"141,101,154,102,180","0,726,998,1241,1539",1,"circRNA","OGT","NM_181672","8,9,10,11,12","chrX:70775235-70775803|chrX:70777522-70779116","X__70775804__70777522",1
"chrX",71681853,71684581,"circular_RNA/1",0,"-",71681853,71681853,"0,0,0",2,"95,173","0,2555",1,"circRNA","HDAC8","NM_001166418","7,6","chrX:71571688-71681853|chrX:71684581-71708782","X__71681854__71684581",1
"chrX",71681853,71708891,"circular_RNA/1",0,"-",71681853,71681853,"0,0,0",3,"95,173,109","0,2555,26929",1,"circRNA","HDAC8","NM_001166418","7,6,5","chrX:71571688-71681853|chrX:71708891-71710778","X__71681854__71708891",1
"chrX",71829473,71840751,"circular_RNA/1",0,"-",71829473,71829473,"0,0,0",5,"80,157,140,92,177","0,1404,9086,9590,11101",1,"circRNA","PHKA1","NM_001122670","23,22,21,20,19","chrX:71825469-71829473|chrX:71840751-71842958","X__71829474__71840751",1
"chrX",71855004,71856236,"circular_RNA/1",0,"-",71855004,71855004,"0,0,0",2,"145,110","0,1122",1,"circRNA","PHKA1","NM_001122670","16,15","chrX:71846899-71855004|chrX:71856236-71864211","X__71855005__71856236",1
