"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr1:1322615|1334051","chr1",1322615,1334051,1,"1_1_0",419,0.005,"exon","ENSG00000221978,","-","SRR1562287.6970199,","1__1322615__1334051",1
"chr1:1412654|1464711","chr1",1412654,1464711,1,"1_0_1",129,0.015,"intergenic_region","n/a","+","SRR1567914.12608170,","1__1412654__1464711",1
"chr1:1421490|1458947","chr1",1421490,1458947,1,"1_1_0",532,0.004,"intergenic_region","n/a","+","SRR1562287.3127276,","1__1421490__1458947",1
"chr1:1424584|1426051","chr1",1424584,1426051,3,"2_1_1",224,0.026,"exon","ENSG00000160072,","+","SRR1562287.8984882,SRR1562287.11878035,SRR1562287.13451091,","1__1424584__1426051",3
"chr1:1424584|1464711","chr1",1424584,1464711,3,"3_3_0",217,0.027,"intergenic_region","n/a","+","SRR1567914.4118582,SRR1567915.5023124,SRR1567915.8391864,","1__1424584__1464711",3
"chr1:1438964|1464711","chr1",1438964,1464711,1,"1_1_0",5,0.286,"intergenic_region","n/a","+","SRR1567915.12481213,","1__1438964__1464711",1
"chr1:1451392|1463242","chr1",1451392,1463242,1,"1_1_0",407,0.005,"exon","ENSG00000197785,","+","SRR1562287.12709896,","1__1451392__1463242",1
"chr1:1477459|1479342","chr1",1477459,1479342,1,"1_1_0",1459,0.001,"exon","ENSG00000160075,","+","SRR1562287.624119,","1__1477459__1479342",1
"chr1:1496712|1500296","chr1",1496712,1500296,4,"3_3_0",481,0.016,"intron","ENSG00000160075,","-","SRR1562287.257038,SRR1567914.3736568,SRR1562287.10096409,SRR1567914.4209384,","1__1496712__1500296",4
"chr1:1586823|1654270","chr1",1586823,1654270,2,"2_1_0",7,0.364,"intergenic_region","n/a","-","SRR1562287.14199076,SRR1567915.12652214,","1__1586823__1654270",2
"chr1:1599766|1671143","chr1",1599766,1671143,16,"2_10_0",42,0.432,"intergenic_region","n/a","-","SRR1562287.1051457,SRR1567913.5823932,SRR1567913.10358109,SRR1567915.7875695,SRR1562287.5228554,SRR1562287.7605207,SRR1562287.11674213,SRR1562287.14045763,SRR1567913.3500546,SRR1567913.3878449,SRR1567913.7747871,SRR1567913.7878443,SRR1567913.11514881,SRR1567914.472249,SRR1567914.1568420,SRR1567914.8819505,","1__1599766__1671143",16
"chr1:1666129|1669248","chr1",1666129,1669248,1,"1_1_0",32,0.059,"intron","ENSG00000215790,","-","SRR1562287.11859148,","1__1666129__1669248",1
"chr1:1666129|1671143","chr1",1666129,1671143,4,"3_4_0",39,0.17,"exon","ENSG00000215790,","-","SRR1567913.3384259,SRR1567913.6552380,SRR1567914.778806,SRR1567915.334338,","1__1666129__1671143",4
"chr1:1693391|1696885","chr1",1693391,1696885,1,"1_1_0",351,0.006,"exon","ENSG00000008130,","-","SRR1567913.1758559,","1__1693391__1696885",1
"chr1:1735858|1737977","chr1",1735858,1737977,1,"1_0_1",711,0.003,"exon","ENSG00000078369,","-","SRR1562287.6282829,","1__1735858__1737977",1
"chr1:1735858|1749314","chr1",1735858,1749314,1,"1_0_1",620,0.003,"exon","ENSG00000078369,","-","SRR1567914.877418,","1__1735858__1749314",1
"chr1:1737914|1756938","chr1",1737914,1756938,2,"1_2_0",548,0.007,"exon","ENSG00000078369,","-","SRR1567914.2216463,SRR1567915.7178418,","1__1737914__1756938",2
"chr1:1737914|1811341","chr1",1737914,1811341,1,"1_1_0",318,0.006,"intron","ENSG00000078369,","-","SRR1562287.3205132,","1__1737914__1811341",1
"chr1:1747195|1756938","chr1",1747195,1756938,9,"8_5_0",620,0.028,"exon","ENSG00000078369,","-","SRR1562287.14999791,SRR1567913.4005521,SRR1567913.11120379,SRR1567915.583847,SRR1567915.2531256,SRR1567915.2785624,SRR1562287.2478371,SRR1567913.1460974,SRR1567914.6600992,","1__1747195__1756938",9
"chr1:1747195|1770677","chr1",1747195,1770677,12,"10_2_4",530,0.043,"exon","ENSG00000078369,","-","SRR1567913.2398276,SRR1567914.1836617,SRR1567914.8755383,SRR1567915.3305850,SRR1567915.3423910,SRR1562287.11245354,SRR1567913.10129100,SRR1567914.6127357,SRR1567914.8197439,SRR1567915.3537805,SRR1567915.5761876,SRR1567915.13099679,","1__1747195__1770677",12
"chr1:1747195|1811341","chr1",1747195,1811341,2,"2_2_0",394,0.01,"intron","ENSG00000078369,","-","SRR1567913.5177247,SRR1567914.4959909,","1__1747195__1811341",2
"chr1:1756836|1770677","chr1",1756836,1770677,7,"5_1_3",448,0.03,"exon","ENSG00000078369,","-","SRR1562287.5960949,SRR1567914.4950116,SRR1562287.5340938,SRR1562287.12772064,SRR1567913.3170757,SRR1567914.7377699,SRR1567914.7711621,","1__1756836__1770677",7
"chr1:1779317|1784736","chr1",1779317,1784736,1,"1_1_0",11,0.154,"intron","ENSG00000078369,","-","SRR1567913.8246103,","1__1779317__1784736",1
"chr1:2087434|2106752","chr1",2087434,2106752,1,"1_1_0",245,0.008,"exon","ENSG00000067606,","+","SRR1567915.10332220,","1__2087434__2106752",1
"chr1:2100957|2106752","chr1",2100957,2106752,2,"2_2_0",203,0.019,"exon","ENSG00000067606,","+","SRR1567914.8069058,SRR1567915.5164811,","1__2100957__2106752",2
"chr1:2234417|2236024","chr1",2234417,2236024,1,"1_1_0",85,0.023,"exon","ENSG00000157933,","+","SRR1567915.3177521,","1__2234417__2236024",1
"chr1:2324709|2335028","chr1",2324709,2335028,2,"2_2_0",428,0.009,"intron","ENSG00000157916,","+","SRR1562287.15201293,SRR1567915.2040115,","1__2324709__2335028",2
"chr1:2335483|2341890","chr1",2335483,2341890,1,"1_1_0",157,0.013,"intergenic_region","n/a","-","SRR1567915.8894549,","1__2335483__2341890",1
"chr1:2488024|2492153","chr1",2488024,2492153,1,"1_1_0",1,0.667,"exon","ENSG00000157873,","+","SRR1567915.5651847,","1__2488024__2492153",1
"chr1:3093929|3103038","chr1",3093929,3103038,1,"1_1_0",15,0.118,"intron","ENSG00000142611,","+","SRR1567915.11056350,","1__3093929__3103038",1
"chr1:3653490|3662750","chr1",3653490,3662750,1,"1_1_0",126,0.016,"exon","ENSG00000227372,","-","SRR1567914.11644499,","1__3653490__3662750",1
"chr1:3654787|3662750","chr1",3654787,3662750,2,"2_2_0",209,0.019,"exon","ENSG00000227372,","-","SRR1562287.2345874,SRR1562287.5269484,","1__3654787__3662750",2
"chr1:3656797|3662750","chr1",3656797,3662750,6,"6_5_0",196,0.058,"exon","ENSG00000227372,","-","SRR1562287.1953546,SRR1562287.5053339,SRR1562287.6947926,SRR1567914.10657338,SRR1567915.897992,SRR1567914.11343574,","1__3656797__3662750",6
"chr1:3761471|3768985","chr1",3761471,3768985,1,"1_1_0",110,0.018,"exon","ENSG00000116198,","-","SRR1562287.9948082,","1__3761471__3768985",1
"chr1:3784538|3789136","chr1",3784538,3789136,1,"1_1_0",89,0.022,"exon","ENSG00000169598,","+","SRR1562287.14807448,","1__3784538__3789136",1
"chr1:3784538|3800364","chr1",3784538,3800364,1,"1_1_0",113,0.017,"exon","ENSG00000169598,","+","SRR1567914.1831552,","1__3784538__3800364",1
"chr1:5933312|5940299","chr1",5933312,5940299,1,"1_1_0",28,0.067,"exon","ENSG00000131697,","-","SRR1567914.6296692,","1__5933312__5940299",1
"chr1:5964677|6012896","chr1",5964677,6012896,5,"4_4_0",57,0.149,"exon","ENSG00000131697,","-","SRR1562287.12096074,SRR1562287.12801571,SRR1567915.10850172,SRR1562287.5240953,SRR1567915.782133,","1__5964677__6012896",5
"chr1:5987709|5993389","chr1",5987709,5993389,1,"1_1_0",57,0.034,"exon","ENSG00000131697,","-","SRR1567915.12504059,","1__5987709__5993389",1
"chr1:5987709|6012896","chr1",5987709,6012896,5,"4_3_0",59,0.145,"exon","ENSG00000131697,","-","SRR1562287.5269517,SRR1567915.5378335,SRR1562287.5249990,SRR1567914.2752603,SRR1567914.8297725,","1__5987709__6012896",5
"chr1:5987709|6046387","chr1",5987709,6046387,1,"1_1_0",28,0.067,"exon","ENSG00000131697,","-","SRR1567915.3081915,","1__5987709__6046387",1
"chr1:6007164|6012896","chr1",6007164,6012896,3,"3_1_0",69,0.08,"exon","ENSG00000131697,","-","SRR1567915.4104957,SRR1562287.3902403,SRR1562287.8323462,","1__6007164__6012896",3
"chr1:6007164|6046387","chr1",6007164,6046387,1,"1_1_0",39,0.049,"exon","ENSG00000131697,","-","SRR1567913.11883259,","1__6007164__6046387",1
"chr1:6007164|6046751","chr1",6007164,6046751,1,"1_1_0",32,0.059,"intron","ENSG00000131697,","-","SRR1562287.11621156,","1__6007164__6046751",1
"chr1:6012760|6046387","chr1",6012760,6046387,1,"1_1_0",23,0.08,"exon","ENSG00000131697,","-","SRR1567914.10646329,","1__6012760__6046387",1
"chr1:6021854|6046387","chr1",6021854,6046387,3,"2_2_0",14,0.3,"exon","ENSG00000131697,","-","SRR1562287.14426451,SRR1562287.1951715,SRR1567914.6711440,","1__6021854__6046387",3
"chr1:6027359|6029319","chr1",6027359,6029319,1,"0_1_1",67,0.029,"exon","ENSG00000131697,","-","SRR1567914.7641802,","1__6027359__6029319",1
"chr1:6027359|6046387","chr1",6027359,6046387,3,"0_1_3",48,0.111,"exon","ENSG00000131697,","-","SRR1562287.15555078,SRR1567914.8604565,SRR1567915.5150836,","1__6027359__6046387",3
"chr1:6285152|6285322","chr1",6285152,6285322,1,"1_1_0",1410,0.001,"exon","ENSG00000116237,","-","SRR1562287.6116837,","1__6285152__6285322",1
"chr1:6291962|6292179","chr1",6291962,6292179,2,"2_1_0",1441,0.003,"exon","ENSG00000116237,","-","SRR1562287.761520,SRR1567915.2928999,","1__6291962__6292179",2
"chr1:6291962|6293703","chr1",6291962,6293703,7,"5_5_0",1441,0.01,"exon","ENSG00000116237,","-","SRR1562287.7255388,SRR1567915.2549149,SRR1567915.12295047,SRR1562287.585582,SRR1562287.2541753,SRR1562287.12849343,SRR1567915.8407922,","1__6291962__6293703",7
"chr1:6341162|6355040","chr1",6341162,6355040,1,"1_1_0",374,0.005,"exon","ENSG00000097021,","-","SRR1567914.11830001,","1__6341162__6355040",1
"chr1:6592028|6593501","chr1",6592028,6593501,2,"2_1_1",260,0.015,"exon","ENSG00000162408,","-","SRR1567913.2570786,SRR1567914.3528194,","1__6592028__6593501",2
"chr1:6592028|6601987","chr1",6592028,6601987,1,"1_1_0",277,0.007,"exon","ENSG00000162408,","-","SRR1562287.14444612,","1__6592028__6601987",1
"chr1:6604886|6605240","chr1",6604886,6605240,1,"1_1_0",313,0.006,"exon","ENSG00000162408,","-","SRR1567914.9021924,","1__6604886__6605240",1
"chr1:6655545|6659512","chr1",6655545,6659512,2,"2_2_0",110,0.035,"exon","ENSG00000162413,","-","SRR1562287.362007,SRR1562287.9017008,","1__6655545__6659512",2
"chr1:6659107|6659512","chr1",6659107,6659512,2,"1_2_0",86,0.044,"exon","ENSG00000162413,","-","SRR1567913.2731460,SRR1567915.4484877,","1__6659107__6659512",2
"chr1:6659473|6661898","chr1",6659473,6661898,1,"0_1_1",101,0.019,"exon","ENSG00000162413,","-","SRR1567915.8671122,","1__6659473__6661898",1
"chr1:6676817|6680397","chr1",6676817,6680397,5,"3_4_0",94,0.096,"exon","ENSG00000116273,","+","SRR1567913.7313194,SRR1567914.5949931,SRR1567914.7380904,SRR1567915.11268239,SRR1567914.7920761,","1__6676817__6680397",5
"chr1:6679863|6680397","chr1",6679863,6680397,1,"1_1_0",108,0.018,"exon","ENSG00000116273,","+","SRR1567915.5675935,","1__6679863__6680397",1
"chr1:6727769|6741097","chr1",6727769,6741097,5,"4_5_0",462,0.021,"exon","ENSG00000007923,","-","SRR1562287.14943954,SRR1567913.3731118,SRR1567914.140107,SRR1567915.13386005,SRR1567915.13164017,","1__6727769__6741097",5
"chr1:6850956|6860116","chr1",6850956,6860116,1,"1_1_0",0,1,"intron","ENSG00000171735,","+","SRR1562287.4730255,","1__6850956__6860116",1
"chr1:6856875|6885270","chr1",6856875,6885270,2,"1_1_1",350,0.011,"intron","ENSG00000171735,","+","SRR1567913.2966013,SRR1567914.13386485,","1__6856875__6885270",2
"chr1:6879380|6896190","chr1",6879380,6896190,1,"0_1_1",3,0.4,"intron","ENSG00000171735,","+","SRR1562287.1286783,","1__6879380__6896190",1
"chr1:6880241|6885270","chr1",6880241,6885270,6,"4_6_1",512,0.023,"exon","ENSG00000171735,","+","SRR1562287.3784240,SRR1562287.8890950,SRR1562287.14722116,SRR1567913.4026167,SRR1567914.4608668,SRR1567915.557027,","1__6880241__6885270",6
"chr1:7837220|7838229","chr1",7837220,7838229,47,"25_15_17",587,0.138,"exon","ENSG00000049245,","+","SRR1562287.4171042,SRR1562287.5781833,SRR1562287.5993845,SRR1562287.7964436,SRR1562287.9089333,SRR1562287.9862455,SRR1562287.13251633,SRR1562287.14533525,SRR1562287.15672527,SRR1567913.3405432,SRR1567913.5126064,SRR1567913.6794317,SRR1567913.11583667,SRR1567914.8464418,SRR1567914.9799230,SRR1567914.11211108,SRR1567914.11918299,SRR1567915.1671501,SRR1567915.6480757,SRR1567915.8429542,SRR1567915.9106579,SRR1567915.11697960,SRR1567915.12317152,SRR1567915.12659583,SRR1562287.4701244,SRR1562287.6489120,SRR1562287.12197438,SRR1562287.13031636,SRR1562287.14332739,SRR1567913.5859962,SRR1567913.6761883,SRR1567913.6813965,SRR1567914.3626138,SRR1567914.5427736,SRR1567914.7122955,SRR1567914.7185658,SRR1567914.7245091,SRR1567914.11938658,SRR1567914.12326075,SRR1567914.13118410,SRR1567914.13718206,SRR1567915.866975,SRR1567915.4050754,SRR1567915.7663957,SRR1567915.9267172,SRR1567915.12546680,SRR1567915.12895864,","1__7837220__7838229",47
"chr1:7854020|7863908","chr1",7854020,7863908,1,"1_1_0",9,0.182,"exon","ENSG00000049246,","+","SRR1562287.12168236,","1__7854020__7863908",1
"chr1:7895822|7897209","chr1",7895822,7897209,1,"1_1_0",5,0.286,"exon","ENSG00000049246,","+","SRR1567913.9346432,","1__7895822__7897209",1
"chr1:8030954|8037798","chr1",8030954,8037798,1,"1_1_0",1780,0.001,"exon","ENSG00000116288,","+","SRR1567914.1025067,","1__8030954__8037798",1
"chr1:8037712|8045195","chr1",8037712,8045195,3,"2_2_0",3301,0.002,"exon","ENSG00000116288,","+","SRR1567913.1672627,SRR1567915.1318149,SRR1567915.7002916,","1__8037712__8045195",3
"chr1:8073495|8075752","chr1",8073495,8075752,1,"1_1_0",204,0.01,"exon","ENSG00000116285,","-","SRR1567915.10437391,","1__8073495__8075752",1
"chr1:8555123|8601377","chr1",8555123,8601377,2,"1_2_0",60,0.062,"exon","ENSG00000142599,","-","SRR1562287.8562607,SRR1562287.14074619,","1__8555123__8601377",2
"chr1:8555123|8617582","chr1",8555123,8617582,2,"2_1_0",31,0.114,"exon","ENSG00000142599,","-","SRR1567913.1036169,SRR1562287.15664978,","1__8555123__8617582",2
"chr1:8555123|8674745","chr1",8555123,8674745,6,"6_3_1",25,0.324,"exon","ENSG00000142599,","-","SRR1562287.9792458,SRR1562287.15378309,SRR1567914.8352908,SRR1567915.2321044,SRR1567913.10662914,SRR1567914.9611542,","1__8555123__8674745",6
"chr1:8568686|8617582","chr1",8568686,8617582,4,"0_4_3",51,0.136,"exon","ENSG00000142599,","-","SRR1567913.7389330,SRR1567914.962050,SRR1567915.10633500,SRR1562287.6109375,","1__8568686__8617582",4
"chr1:8568686|8674745","chr1",8568686,8674745,1,"1_1_0",44,0.043,"exon","ENSG00000142599,","-","SRR1562287.11452518,","1__8568686__8674745",1
"chr1:8568686|8684439","chr1",8568686,8684439,1,"0_1_1",38,0.05,"exon","ENSG00000142599,","-","SRR1567913.6661344,","1__8568686__8684439",1
"chr1:8601273|8617582","chr1",8601273,8617582,20,"11_13_0",42,0.488,"exon","ENSG00000142599,","-","SRR1562287.6875465,SRR1562287.7080599,SRR1562287.10963121,SRR1562287.13458474,SRR1562287.14945027,SRR1567914.192334,SRR1567914.3408726,SRR1567914.4397522,SRR1567914.7856190,SRR1567914.8800570,SRR1567915.8859284,SRR1567915.10174982,SRR1562287.6463209,SRR1562287.13056322,SRR1567913.278213,SRR1567913.6434804,SRR1567914.6903417,SRR1567914.11137832,SRR1567915.1076058,SRR1567915.10378064,","1__8601273__8617582",20
"chr1:8601273|8674745","chr1",8601273,8674745,11,"9_6_0",35,0.386,"exon","ENSG00000142599,","-","SRR1562287.5564491,SRR1562287.8448253,SRR1562287.14012290,SRR1567913.170859,SRR1567913.6458341,SRR1567914.13649594,SRR1567915.4145358,SRR1567915.10396962,SRR1562287.13631921,SRR1567913.3337468,SRR1567913.8941164,","1__8601273__8674745",11
"chr1:8616534|8674745","chr1",8616534,8674745,1,"1_1_0",52,0.037,"exon","ENSG00000142599,","-","SRR1567914.5703548,","1__8616534__8674745",1
"chr1:8616534|8684439","chr1",8616534,8684439,2,"2_1_0",47,0.078,"exon","ENSG00000142599,","-","SRR1562287.8343657,SRR1567914.4281021,","1__8616534__8684439",2
"chr1:8616534|8716500","chr1",8616534,8716500,1,"1_1_0",56,0.034,"exon","ENSG00000142599,","-","SRR1567915.2177049,","1__8616534__8716500",1
"chr1:8674620|8684439","chr1",8674620,8684439,4,"2_1_2",23,0.258,"exon","ENSG00000142599,","-","SRR1567913.4176035,SRR1562287.268738,SRR1562287.2405370,SRR1567914.11355272,","1__8674620__8684439",4
"chr1:8921423|8925541","chr1",8921423,8925541,1,"1_1_0",10800,0,"exon","ENSG00000074800,","-","SRR1562287.6816032,","1__8921423__8925541",1
"chr1:8922946|8927309","chr1",8922946,8927309,1,"1_1_0",5853,0,"exon","ENSG00000074800,","-","SRR1567913.11807849,","1__8922946__8927309",1
"chr1:8925344|8934976","chr1",8925344,8934976,1,"1_1_0",5458,0,"exon","ENSG00000074800,","-","SRR1567913.3799394,","1__8925344__8934976",1
"chr1:9800716|9801314","chr1",9800716,9801314,1,"1_1_0",195,0.01,"intron","ENSG00000171603,","-","SRR1567913.1471161,","1__9800716__9801314",1
"chr1:9811531|9815367","chr1",9811531,9815367,1,"1_1_0",322,0.006,"exon","ENSG00000171603,","-","SRR1567915.4806132,","1__9811531__9815367",1
"chr1:9833330|9850225","chr1",9833330,9850225,1,"1_1_0",138,0.014,"intron","ENSG00000171603,","-","SRR1567913.727055,","1__9833330__9850225",1
"chr1:9991949|9992956","chr1",9991949,9992956,1,"1_1_0",536,0.004,"exon","ENSG00000162441,","-","SRR1567915.8587061,","1__9991949__9992956",1
"chr1:9991949|9994918","chr1",9991949,9994918,45,"20_22_4",505,0.151,"exon","ENSG00000162441,","-","SRR1562287.1140212,SRR1562287.2669704,SRR1562287.3324293,SRR1562287.4290852,SRR1562287.5094663,SRR1562287.6461611,SRR1562287.10480059,SRR1562287.14914013,SRR1567913.1349473,SRR1567913.1588917,SRR1567913.5978472,SRR1567914.384098,SRR1567914.3268608,SRR1567914.3686310,SRR1567914.3779890,SRR1567914.4894703,SRR1567914.6212327,SRR1567914.9602053,SRR1567914.11932484,SRR1567915.490906,SRR1567915.1158579,SRR1567915.8498825,SRR1562287.1769461,SRR1562287.7375647,SRR1562287.9839163,SRR1567913.1104464,SRR1567913.3372709,SRR1567913.4365996,SRR1567913.7880407,SRR1567913.9995911,SRR1567913.11010912,SRR1567913.11968582,SRR1567914.564456,SRR1567914.931195,SRR1567914.1497508,SRR1567914.3183505,SRR1567914.3949765,SRR1567914.10787282,SRR1567914.11518931,SRR1567914.13589951,SRR1567915.3543237,SRR1567915.4873805,SRR1567915.6260215,SRR1567915.9065852,SRR1567915.12735102,","1__9991949__9994918",45
"chr1:9991949|9995685","chr1",9991949,9995685,7,"5_5_0",533,0.026,"exon","ENSG00000162441,","-","SRR1562287.7604199,SRR1562287.10342704,SRR1567913.672273,SRR1567913.8921077,SRR1567914.9178188,SRR1562287.6838201,SRR1567915.712908,","1__9991949__9995685",7
"chr1:9994820|9996685","chr1",9994820,9996685,3,"3_3_0",581,0.01,"exon","ENSG00000162441,","-","SRR1567914.4986900,SRR1567914.9465963,SRR1567915.818317,","1__9994820__9996685",3
"chr1:10032076|10041228","chr1",10032076,10041228,5,"4_4_0",130,0.071,"exon","ENSG00000173614,","+","SRR1567913.11101909,SRR1567914.6701541,SRR1567915.12563381,SRR1562287.9229729,SRR1567914.6262851,","1__10032076__10041228",5
"chr1:10032076|10044088","chr1",10032076,10044088,1,"1_1_0",106,0.019,"exon","ENSG00000173614,","+","SRR1567914.7128809,","1__10032076__10044088",1
"chr1:10155519|10165802","chr1",10155519,10165802,6,"5_2_0",167,0.067,"exon","ENSG00000130939,","+","SRR1562287.9819021,SRR1567915.9161722,SRR1562287.15203250,SRR1567913.1551494,SRR1567913.6578432,SRR1567913.7931167,","1__10155519__10165802",6
"chr1:10155519|10205097","chr1",10155519,10205097,1,"1_1_0",163,0.012,"exon","ENSG00000130939,","+","SRR1567913.3754746,","1__10155519__10205097",1
"chr1:10161166|10190871","chr1",10161166,10190871,1,"1_1_0",184,0.011,"exon","ENSG00000130939,","+","SRR1567913.7199619,","1__10161166__10190871",1
"chr1:10177517|10179671","chr1",10177517,10179671,2,"1_2_0",175,0.022,"exon","ENSG00000130939,","+","SRR1562287.9394421,SRR1562287.8988411,","1__10177517__10179671",2
"chr1:10177517|10190871","chr1",10177517,10190871,2,"2_1_0",154,0.025,"exon","ENSG00000130939,","+","SRR1567914.699862,SRR1567914.3062858,","1__10177517__10190871",2
"chr1:10177517|10195244","chr1",10177517,10195244,2,"2_1_0",215,0.018,"exon","ENSG00000130939,","+","SRR1567914.9737490,SRR1562287.14746390,","1__10177517__10195244",2
"chr1:10186852|10189506","chr1",10186852,10189506,1,"1_1_0",154,0.013,"exon","ENSG00000130939,","+","SRR1567914.4842651,","1__10186852__10189506",1
"chr1:10186852|10195244","chr1",10186852,10195244,1,"1_1_0",189,0.01,"exon","ENSG00000130939,","+","SRR1567914.743922,","1__10186852__10195244",1
"chr1:10204998|10211619","chr1",10204998,10211619,2,"1_2_0",180,0.022,"exon","ENSG00000130939,","+","SRR1567915.12459214,SRR1562287.11350127,","1__10204998__10211619",2
"chr1:10209242|10211619","chr1",10209242,10211619,2,"2_2_0",165,0.024,"exon","ENSG00000130939,","+","SRR1562287.7308747,SRR1567913.6367700,","1__10209242__10211619",2
"chr1:10316305|10328321","chr1",10316305,10328321,1,"1_1_0",236,0.008,"exon","ENSG00000054523,","+","SRR1567915.1668020,","1__10316305__10328321",1
"chr1:10316305|10342591","chr1",10316305,10342591,1,"1_1_0",240,0.008,"exon","ENSG00000054523,","+","SRR1562287.14909688,","1__10316305__10342591",1
"chr1:10318551|10328321","chr1",10318551,10328321,1,"1_1_0",244,0.008,"exon","ENSG00000054523,","+","SRR1567914.6257524,","1__10318551__10328321",1
"chr1:10327438|10328321","chr1",10327438,10328321,4,"3_4_0",218,0.035,"exon","ENSG00000054523,","+","SRR1567913.8016713,SRR1567915.5190328,SRR1567915.8041353,SRR1567913.10255133,","1__10327438__10328321",4
"chr1:10351140|10352180","chr1",10351140,10352180,1,"1_1_0",224,0.009,"exon","ENSG00000054523,","+","SRR1567915.5106234,","1__10351140__10352180",1
"chr1:10352105|10394696","chr1",10352105,10394696,1,"0_1_1",197,0.01,"exon","ENSG00000054523,","+","SRR1562287.674896,","1__10352105__10394696",1
"chr1:10380101|10384953","chr1",10380101,10384953,1,"1_1_0",125,0.016,"exon","ENSG00000054523,","+","SRR1567915.5233548,","1__10380101__10384953",1
"chr1:10407819|10408791","chr1",10407819,10408791,1,"1_1_0",101,0.019,"exon","ENSG00000054523,","+","SRR1562287.251691,","1__10407819__10408791",1
"chr1:10420987|10435431","chr1",10420987,10435431,1,"1_1_0",101,0.019,"exon","ENSG00000054523,","+","SRR1567914.11812784,","1__10420987__10435431",1
"chr1:10423341|10425706","chr1",10423341,10425706,1,"0_1_1",140,0.014,"exon","ENSG00000054523,","+","SRR1567915.12464405,","1__10423341__10425706",1
"chr1:10431199|10435431","chr1",10431199,10435431,1,"1_1_0",83,0.024,"exon","ENSG00000054523,","+","SRR1567913.2086269,","1__10431199__10435431",1
"chr1:10468128|10478982","chr1",10468128,10478982,2,"1_1_1",1126,0.004,"exon","ENSG00000142657,","+","SRR1562287.4788292,SRR1562287.5920544,","1__10468128__10478982",2
