"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr1:6593340|6601987","chr1",6593340,6601987,2,"1_2_0",17,0.19,"exon","ENSG00000162408,","-","SRR1636985.1466581,SRR1636986.5111090,","1__6593340__6601987",2
"chr1:6659107|6659512","chr1",6659107,6659512,5,"2_5_0",18,0.357,"exon","ENSG00000162413,","-","SRR1636986.20413325,SRR1636985.5188046,SRR1636985.3401801,SRR1636985.7097280,SRR1636986.4992124,","1__6659107__6659512",5
"chr1:6727769|6741097","chr1",6727769,6741097,7,"3_5_0",12,0.538,"exon","ENSG00000007923,","-","SRR1636985.9109915,SRR1636985.298156,SRR1636985.2718329,SRR1636986.196342,SRR1636986.10186604,SRR1636985.7521170,SRR1636986.13427917,","1__6727769__6741097",7
"chr1:6867043|6885270","chr1",6867043,6885270,9,"7_6_0",7,0.72,"exon","ENSG00000171735,","+","SRR1636985.6652741,SRR1636985.12644733,SRR1636986.18017820,SRR1636985.5227561,SRR1636985.12644733,SRR1636985.13188261,SRR1636986.1391539,SRR1636986.4513221,SRR1636986.17310098,","1__6867043__6885270",9
"chr1:6867043|6948959","chr1",6867043,6948959,2,"2_2_0",1,0.8,"intron","ENSG00000171735,","+","SRR1636985.9069012,SRR1636986.16841291,","1__6867043__6948959",2
"chr1:6867688|6869181","chr1",6867688,6869181,1,"1_1_0",0,1,"intron","ENSG00000171735,","+","SRR1636986.11095008,","1__6867688__6869181",1
"chr1:6879380|6885270","chr1",6879380,6885270,1,"1_1_0",9,0.182,"intron","ENSG00000171735,","+","SRR1636985.4700887,","1__6879380__6885270",1
"chr1:6880241|6885270","chr1",6880241,6885270,6,"2_3_2",22,0.353,"exon","ENSG00000171735,","+","SRR1636985.2756479,SRR1636985.5656443,SRR1636986.9084804,SRR1636986.13093184,SRR1636986.9084804,SRR1636986.13093184,","1__6880241__6885270",6
"chr1:6880241|6948959","chr1",6880241,6948959,1,"1_1_0",16,0.111,"intron","ENSG00000171735,","+","SRR1636986.9119654,","1__6880241__6948959",1
"chr1:6931817|6948959","chr1",6931817,6948959,1,"1_1_0",2,0.5,"intron","ENSG00000171735,","+","SRR1636985.6107511,","1__6931817__6948959",1
"chr1:7837220|7838229","chr1",7837220,7838229,41,"20_9_10",4,0.953,"exon","ENSG00000049245,","+","SRR1636985.1536716,SRR1636985.2177854,SRR1636985.2398728,SRR1636985.3317467,SRR1636985.11478313,SRR1636985.12377705,SRR1636985.13190294,SRR1636986.10995541,SRR1636986.13090810,SRR1636986.13505317,SRR1636986.17951300,SRR1636985.1536716,SRR1636985.2177854,SRR1636985.4431863,SRR1636986.596744,SRR1636986.5020416,SRR1636986.5498958,SRR1636986.9931878,SRR1636986.10551644,SRR1636986.20104421,SRR1636985.3216374,SRR1636985.3565683,SRR1636985.9127750,SRR1636986.519862,SRR1636986.2339094,SRR1636986.2835711,SRR1636986.4669695,SRR1636986.6067967,SRR1636986.17884274,SRR1636986.22735588,SRR1636985.3216374,SRR1636985.4131496,SRR1636985.7455320,SRR1636985.8221598,SRR1636986.2445808,SRR1636986.5109970,SRR1636986.10770899,SRR1636986.14149238,SRR1636986.18225659,SRR1636986.19649911,SRR1636986.21684294,","1__7837220__7838229",41
"chr1:7854017|7863908","chr1",7854017,7863908,1,"0_1_1",2,0.5,"exon","ENSG00000049246,","+","SRR1636985.4987100,","1__7854017__7863908",1
"chr1:7895822|7897209","chr1",7895822,7897209,5,"4_2_0",1,0.909,"exon","ENSG00000049246,","+","SRR1636986.18922963,SRR1636986.7165726,SRR1636986.22368855,SRR1636985.3624478,SRR1636985.5081273,","1__7895822__7897209",5
"chr1:8037712|8045195","chr1",8037712,8045195,2,"2_1_0",5,0.444,"exon","ENSG00000116288,","+","SRR1636986.14592829,SRR1636986.22824022,","1__8037712__8045195",2
"chr1:8555123|8557589","chr1",8555123,8557589,2,"2_2_0",26,0.133,"exon","ENSG00000142599,","-","SRR1636985.1383511,SRR1636986.20594715,","1__8555123__8557589",2
"chr1:8555123|8568734","chr1",8555123,8568734,5,"4_1_3",14,0.417,"exon","ENSG00000142599,","-","SRR1636986.1247150,SRR1636986.8829126,SRR1636986.19847555,SRR1636986.19107162,SRR1636985.7148319,","1__8555123__8568734",5
"chr1:8555123|8601377","chr1",8555123,8601377,5,"3_5_0",30,0.25,"exon","ENSG00000142599,","-","SRR1636986.4856619,SRR1636986.21366835,SRR1636986.21718643,SRR1636986.22323283,SRR1636986.14362016,","1__8555123__8601377",5
"chr1:8555123|8617582","chr1",8555123,8617582,3,"2_1_0",11,0.353,"exon","ENSG00000142599,","-","SRR1636986.14079094,SRR1636985.3725168,SRR1636986.23160036,","1__8555123__8617582",3
"chr1:8555123|8674745","chr1",8555123,8674745,4,"3_2_0",9,0.471,"exon","ENSG00000142599,","-","SRR1636986.17935592,SRR1636985.11011823,SRR1636985.11439246,SRR1636986.266882,","1__8555123__8674745",4
"chr1:8568686|8617582","chr1",8568686,8617582,1,"0_1_1",18,0.1,"exon","ENSG00000142599,","-","SRR1636986.10840067,","1__8568686__8617582",1
"chr1:8568686|8672160","chr1",8568686,8672160,1,"1_0_1",16,0.111,"intron","ENSG00000142599,","-","SRR1636985.9498792,","1__8568686__8672160",1
"chr1:8601273|8617582","chr1",8601273,8617582,3,"2_2_0",17,0.261,"exon","ENSG00000142599,","-","SRR1636985.3728989,SRR1636985.6913999,SRR1636986.10430517,","1__8601273__8617582",3
"chr1:8601273|8674745","chr1",8601273,8674745,9,"7_6_1",15,0.545,"exon","ENSG00000142599,","-","SRR1636985.2343878,SRR1636985.13236764,SRR1636986.20148844,SRR1636986.2073173,SRR1636986.17179897,SRR1636985.7724521,SRR1636986.851859,SRR1636986.4727095,SRR1636986.18551898,","1__8601273__8674745",9
"chr1:8601273|8716500","chr1",8601273,8716500,2,"1_1_0",13,0.235,"exon","ENSG00000142599,","-","SRR1636986.16920992,SRR1636986.16920992,","1__8601273__8716500",2
"chr1:8616534|8674745","chr1",8616534,8674745,2,"2_2_0",27,0.129,"exon","ENSG00000142599,","-","SRR1636985.1047105,SRR1636985.11195401,","1__8616534__8674745",2
"chr1:8674620|8684439","chr1",8674620,8684439,5,"4_2_1",9,0.526,"exon","ENSG00000142599,","-","SRR1636985.2162995,SRR1636986.3432157,SRR1636985.2038439,SRR1636985.2038439,SRR1636986.10022670,","1__8674620__8684439",5
"chr1:8674620|8716500","chr1",8674620,8716500,3,"3_2_0",7,0.462,"exon","ENSG00000142599,","-","SRR1636985.9559153,SRR1636985.954855,SRR1636986.6642199,","1__8674620__8716500",3
"chr1:8674620|8852647","chr1",8674620,8852647,1,"1_1_0",6,0.25,"exon","ENSG00000142599,","-","SRR1636986.12833871,","1__8674620__8852647",1
"chr1:8852463|8852647","chr1",8852463,8852647,1,"1_1_0",1,0.667,"exon","ENSG00000142599,","-","SRR1636985.12239029,","1__8852463__8852647",1
"chr1:8852463|8866883","chr1",8852463,8866883,1,"1_1_0",1,0.667,"intron","ENSG00000142599,","-","SRR1636985.1661475,","1__8852463__8866883",1
"chr1:8922946|8923402","chr1",8922946,8923402,1,"1_1_0",216,0.009,"exon","ENSG00000074800,","-","SRR1636985.11616642,","1__8922946__8923402",1
"chr1:8925344|8925541","chr1",8925344,8925541,1,"1_1_0",169,0.012,"exon","ENSG00000074800,","-","SRR1636985.4226123,","1__8925344__8925541",1
"chr1:8926933|8927113","chr1",8926933,8927113,1,"1_1_0",106,0.019,"intron","ENSG00000074800,","+","SRR1636986.3318427,","1__8926933__8927113",1
"chr1:9129563|9145225","chr1",9129563,9145225,1,"1_1_0",2,0.5,"exon","ENSG00000142583,","-","SRR1636986.2612146,","1__9129563__9145225",1
"chr1:9790463|9790763","chr1",9790463,9790763,2,"2_1_0",26,0.133,"exon","ENSG00000171603,","-","SRR1636986.13340722,SRR1636986.19757671,","1__9790463__9790763",2
"chr1:9790463|9811720","chr1",9790463,9811720,2,"2_2_0",30,0.118,"exon","ENSG00000171603,","-","SRR1636986.10673757,SRR1636986.11056010,","1__9790463__9811720",2
"chr1:9800716|9801314","chr1",9800716,9801314,8,"5_6_0",14,0.533,"intron","ENSG00000171603,","-","SRR1636986.7477104,SRR1636986.17447369,SRR1636986.16891382,SRR1636986.9109062,SRR1636986.13296545,SRR1636986.15959520,SRR1636985.7653717,SRR1636985.11735019,","1__9800716__9801314",8
"chr1:9815172|9833452","chr1",9815172,9833452,1,"1_1_0",12,0.143,"exon","ENSG00000171603,","-","SRR1636985.8609965,","1__9815172__9833452",1
"chr1:9931245|9938047","chr1",9931245,9938047,1,"1_1_0",6,0.25,"exon","ENSG00000178585,","-","SRR1636986.7013615,","1__9931245__9938047",1
"chr1:9991949|9992956","chr1",9991949,9992956,4,"2_1_0",61,0.116,"exon","ENSG00000162441,","-","SRR1636986.19661543,SRR1636986.19661543,SRR1636985.534083,SRR1636986.10773245,","1__9991949__9992956",4
