"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr1:1666129|1671143","chr1",1666129,1671143,8,"6_7_0",36,0.308,"exon","ENSG00000215790,","-","SRR2048277.969319,SRR2048277.1345050,SRR2048277.7382058,SRR2048277.9633192,SRR2048278.7472434,SRR2048278.13486137,SRR2048278.15044285,SRR2048277.12000809,","1__1666129__1671143",8
"chr1:1693330|1696885","chr1",1693330,1696885,1,"1_1_0",25,0.074,"exon","ENSG00000008130,","-","SRR2048278.8291069,","1__1693330__1696885",1
"chr1:1737914|1749314","chr1",1737914,1749314,1,"1_0_1",237,0.008,"exon","ENSG00000078369,","-","SRR2048278.3405664,","1__1737914__1749314",1
"chr1:1737914|1784736","chr1",1737914,1784736,1,"1_1_0",56,0.034,"intron","ENSG00000078369,","-","SRR2048278.8478419,","1__1737914__1784736",1
"chr1:1747195|1756938","chr1",1747195,1756938,5,"2_4_0",209,0.046,"exon","ENSG00000078369,","-","SRR2048277.14576368,SRR2048277.10908004,SRR2048278.11921561,SRR2048278.15280166,SRR2048278.15569200,","1__1747195__1756938",5
"chr1:1747195|1770677","chr1",1747195,1770677,10,"8_5_3",130,0.133,"exon","ENSG00000078369,","-","SRR2048277.875040,SRR2048277.3960493,SRR2048277.8776017,SRR2048277.13453109,SRR2048277.14673591,SRR2048278.16178737,SRR2048277.4674779,SRR2048277.8421774,SRR2048277.11488289,SRR2048277.12652614,","1__1747195__1770677",10
"chr1:1749276|1770677","chr1",1749276,1770677,2,"0_1_2",232,0.017,"exon","ENSG00000078369,","-","SRR2048277.988790,SRR2048278.1582764,","1__1749276__1770677",2
"chr1:1756836|1770677","chr1",1756836,1770677,4,"3_1_1",185,0.041,"exon","ENSG00000078369,","-","SRR2048277.16317431,SRR2048277.1518747,SRR2048277.7738255,SRR2048278.3477434,","1__1756836__1770677",4
"chr1:1986880|1991030","chr1",1986880,1991030,2,"2_1_1",29,0.121,"exon","ENSG00000067606,","+","SRR2048277.16022597,SRR2048278.3526446,","1__1986880__1991030",2
"chr1:2234417|2236024","chr1",2234417,2236024,1,"1_1_0",119,0.017,"exon","ENSG00000157933,","+","SRR2048278.3767978,","1__2234417__2236024",1
"chr1:2234417|2238395","chr1",2234417,2238395,1,"1_1_0",144,0.014,"exon","ENSG00000157933,","+","SRR2048277.15653045,","1__2234417__2238395",1
"chr1:2235279|2235541","chr1",2235279,2235541,1,"1_1_0",109,0.018,"exon","ENSG00000157933,","+","SRR2048277.9683578,","1__2235279__2235541",1
"chr1:3656797|3662750","chr1",3656797,3662750,5,"4_3_1",127,0.073,"exon","ENSG00000227372,","-","SRR2048277.3368722,SRR2048278.16194907,SRR2048278.17535257,SRR2048278.66320,SRR2048278.6462092,","1__3656797__3662750",5
"chr1:3697715|3701767","chr1",3697715,3701767,1,"1_1_0",194,0.01,"exon","ENSG00000130764,","-","SRR2048278.2266797,","1__3697715__3701767",1
"chr1:3699225|3703874","chr1",3699225,3703874,1,"1_1_0",81,0.024,"exon","ENSG00000130764,","-","SRR2048278.4595451,","1__3699225__3703874",1
"chr1:5933312|5940299","chr1",5933312,5940299,2,"2_1_0",12,0.25,"exon","ENSG00000131697,","-","SRR2048277.15714284,SRR2048277.6415039,","1__5933312__5940299",2
"chr1:5933312|6046387","chr1",5933312,6046387,1,"1_1_0",14,0.125,"exon","ENSG00000131697,","-","SRR2048277.15423156,","1__5933312__6046387",1
"chr1:5964677|5967282","chr1",5964677,5967282,1,"1_1_0",35,0.054,"exon","ENSG00000131697,","-","SRR2048277.16529424,","1__5964677__5967282",1
"chr1:5987709|5993389","chr1",5987709,5993389,4,"4_3_0",29,0.216,"exon","ENSG00000131697,","-","SRR2048277.5787415,SRR2048277.6258254,SRR2048278.5505879,SRR2048278.11196928,","1__5987709__5993389",4
"chr1:5987709|6012896","chr1",5987709,6012896,2,"1_2_0",35,0.103,"exon","ENSG00000131697,","-","SRR2048278.2641166,SRR2048278.13446473,","1__5987709__6012896",2
"chr1:5987709|6046387","chr1",5987709,6046387,3,"2_3_0",23,0.207,"exon","ENSG00000131697,","-","SRR2048278.15467990,SRR2048278.16098592,SRR2048277.11269268,","1__5987709__6046387",3
"chr1:5993207|6012896","chr1",5993207,6012896,1,"1_0_1",36,0.053,"exon","ENSG00000131697,","-","SRR2048277.12929644,","1__5993207__6012896",1
"chr1:6007164|6022009","chr1",6007164,6022009,3,"1_2_0",18,0.25,"exon","ENSG00000131697,","-","SRR2048277.4312059,SRR2048278.11015566,SRR2048278.17971814,","1__6007164__6022009",3
"chr1:6007164|6046292","chr1",6007164,6046292,1,"1_0_1",32,0.059,"exon","ENSG00000131697,","-","SRR2048278.7770333,","1__6007164__6046292",1
"chr1:6021854|6046387","chr1",6021854,6046387,2,"1_2_0",11,0.267,"exon","ENSG00000131697,","-","SRR2048277.5722742,SRR2048277.13248072,","1__6021854__6046387",2
"chr1:6027359|6038473","chr1",6027359,6038473,2,"1_1_0",43,0.085,"exon","ENSG00000131697,","-","SRR2048277.5233345,SRR2048277.15885199,","1__6027359__6038473",2
"chr1:6027359|6046387","chr1",6027359,6046387,3,"1_1_2",33,0.154,"exon","ENSG00000131697,","-","SRR2048278.3135842,SRR2048278.3175585,SRR2048278.13854085,","1__6027359__6046387",3
"chr1:6291962|6293703","chr1",6291962,6293703,3,"2_1_0",277,0.021,"exon","ENSG00000116237,","-","SRR2048278.3445993,SRR2048278.3968911,SRR2048278.13562551,","1__6291962__6293703",3
"chr1:6393537|6399649","chr1",6393537,6399649,1,"1_1_0",29,0.065,"exon","ENSG00000097021,","-","SRR2048278.17833232,","1__6393537__6399649",1
"chr1:6589054|6592139","chr1",6589054,6592139,1,"1_1_0",501,0.004,"exon","ENSG00000162408,","-","SRR2048278.15013221,","1__6589054__6592139",1
"chr1:6659107|6659512","chr1",6659107,6659512,1,"1_1_0",26,0.071,"exon","ENSG00000162413,","-","SRR2048277.14337635,","1__6659107__6659512",1
"chr1:6679863|6680397","chr1",6679863,6680397,1,"1_1_0",40,0.048,"exon","ENSG00000116273,","+","SRR2048278.3550689,","1__6679863__6680397",1
"chr1:6727769|6741097","chr1",6727769,6741097,3,"2_1_1",184,0.032,"exon","ENSG00000007923,","-","SRR2048277.10222775,SRR2048277.7439086,SRR2048278.10136614,","1__6727769__6741097",3
"chr1:6867043|6885270","chr1",6867043,6885270,5,"4_3_1",61,0.141,"exon","ENSG00000171735,","+","SRR2048277.12642141,SRR2048278.4249772,SRR2048278.15543990,SRR2048277.12503214,SRR2048278.8623693,","1__6867043__6885270",5
"chr1:6880241|6885270","chr1",6880241,6885270,9,"3_4_1",77,0.189,"exon","ENSG00000171735,","+","SRR2048277.4201684,SRR2048277.8467874,SRR2048277.13936583,SRR2048278.5947628,SRR2048278.12240089,SRR2048278.15921728,SRR2048277.16755267,SRR2048278.5362269,SRR2048278.14609250,","1__6880241__6885270",9
"chr1:6880241|6948959","chr1",6880241,6948959,3,"3_1_2",27,0.182,"intron","ENSG00000171735,","+","SRR2048277.3525418,SRR2048277.11453707,SRR2048277.14914649,","1__6880241__6948959",3
"chr1:8037712|8045195","chr1",8037712,8045195,1,"1_1_0",120,0.016,"exon","ENSG00000116288,","+","SRR2048277.3731030,","1__8037712__8045195",1
"chr1:8555123|8568734","chr1",8555123,8568734,1,"1_1_0",40,0.048,"exon","ENSG00000142599,","-","SRR2048278.11113737,","1__8555123__8568734",1
"chr1:8555123|8601377","chr1",8555123,8601377,2,"1_2_0",66,0.057,"exon","ENSG00000142599,","-","SRR2048278.249132,SRR2048277.7627606,","1__8555123__8601377",2
"chr1:8555123|8617582","chr1",8555123,8617582,4,"3_4_0",38,0.174,"exon","ENSG00000142599,","-","SRR2048278.3657100,SRR2048278.10785536,SRR2048278.13913395,SRR2048277.11835206,","1__8555123__8617582",4
"chr1:8555123|8674745","chr1",8555123,8674745,6,"6_4_0",40,0.231,"exon","ENSG00000142599,","-","SRR2048278.10189421,SRR2048278.12409351,SRR2048278.14516642,SRR2048278.15691907,SRR2048277.14513456,SRR2048278.12335744,","1__8555123__8674745",6
"chr1:8568686|8674745","chr1",8568686,8674745,4,"4_4_0",45,0.151,"exon","ENSG00000142599,","-","SRR2048277.3946703,SRR2048278.9579340,SRR2048278.13256591,SRR2048278.14091291,","1__8568686__8674745",4
"chr1:8601273|8617582","chr1",8601273,8617582,12,"3_7_0",47,0.338,"exon","ENSG00000142599,","-","SRR2048278.606186,SRR2048278.2495536,SRR2048278.15613566,SRR2048278.17025221,SRR2048277.482669,SRR2048277.6985804,SRR2048277.12520665,SRR2048277.15013757,SRR2048278.769332,SRR2048278.2204117,SRR2048278.10136278,SRR2048278.16074928,","1__8601273__8617582",12
"chr1:8601273|8674745","chr1",8601273,8674745,13,"9_7_0",49,0.347,"exon","ENSG00000142599,","-","SRR2048277.3471070,SRR2048277.4011702,SRR2048277.4452383,SRR2048277.8304846,SRR2048278.1776538,SRR2048278.10329475,SRR2048278.12554463,SRR2048278.15415112,SRR2048278.16524858,SRR2048278.17940734,SRR2048277.13923804,SRR2048278.6863869,SRR2048278.14798204,","1__8601273__8674745",13
"chr1:8616534|8617582","chr1",8616534,8617582,3,"1_2_0",78,0.071,"exon","ENSG00000142599,","-","SRR2048278.3223100,SRR2048278.8243570,SRR2048277.8025439,","1__8616534__8617582",3
"chr1:8616534|8674745","chr1",8616534,8674745,2,"1_2_0",80,0.048,"exon","ENSG00000142599,","-","SRR2048277.13093211,SRR2048278.1508932,","1__8616534__8674745",2
"chr1:8674620|8684439","chr1",8674620,8684439,5,"3_2_1",31,0.244,"exon","ENSG00000142599,","-","SRR2048278.15944216,SRR2048278.2452068,SRR2048278.9001629,SRR2048278.12241995,SRR2048278.15823081,","1__8674620__8684439",5
"chr1:8716032|8716500","chr1",8716032,8716500,8,"3_6_0",37,0.302,"exon","ENSG00000142599,","-","SRR2048277.11183484,SRR2048277.11535876,SRR2048277.13414355,SRR2048277.16106069,SRR2048277.6266033,SRR2048277.7442218,SRR2048277.9698901,SRR2048277.13135541,","1__8716032__8716500",8
"chr1:8922946|8923402","chr1",8922946,8923402,1,"1_0_1",762,0.003,"exon","ENSG00000074800,","-","SRR2048277.8895988,","1__8922946__8923402",1
"chr1:8923950|8925541","chr1",8923950,8925541,1,"1_1_0",1472,0.001,"exon","ENSG00000074800,","-","SRR2048277.13913717,","1__8923950__8925541",1
"chr1:9809519|9809971","chr1",9809519,9809971,2,"1_2_0",112,0.034,"exon","ENSG00000171603,","-","SRR2048277.4729576,SRR2048277.653658,","1__9809519__9809971",2
"chr1:9991949|9992956","chr1",9991949,9992956,2,"1_1_0",76,0.05,"exon","ENSG00000162441,","-","SRR2048278.9667614,SRR2048278.13632009,","1__9991949__9992956",2
"chr1:9991949|9994918","chr1",9991949,9994918,25,"13_10_5",73,0.407,"exon","ENSG00000162441,","-","SRR2048277.234781,SRR2048277.2372369,SRR2048277.16230847,SRR2048278.459160,SRR2048278.985364,SRR2048278.1054111,SRR2048278.2490231,SRR2048278.2650581,SRR2048278.4734766,SRR2048278.6189608,SRR2048278.6975969,SRR2048278.12035398,SRR2048278.13175904,SRR2048278.13595650,SRR2048277.4671833,SRR2048277.11429316,SRR2048278.807836,SRR2048278.2108930,SRR2048278.3776558,SRR2048278.3796371,SRR2048278.5228166,SRR2048278.10228515,SRR2048278.10927951,SRR2048278.16768974,SRR2048278.18021256,","1__9991949__9994918",25
"chr1:9991949|9995685","chr1",9991949,9995685,3,"3_3_0",48,0.111,"exon","ENSG00000162441,","-","SRR2048277.16198259,SRR2048278.12590917,SRR2048278.16762184,","1__9991949__9995685",3
"chr1:10032076|10035833","chr1",10032076,10035833,2,"2_1_0",13,0.235,"exon","ENSG00000173614,","+","SRR2048277.8199421,SRR2048278.6042263,","1__10032076__10035833",2
"chr1:10032076|10041228","chr1",10032076,10041228,4,"2_4_0",19,0.296,"exon","ENSG00000173614,","+","SRR2048278.521507,SRR2048278.9780718,SRR2048277.13937322,SRR2048278.745218,","1__10032076__10041228",4
"chr1:10155519|10165802","chr1",10155519,10165802,6,"3_5_1",71,0.145,"exon","ENSG00000130939,","+","SRR2048277.11812980,SRR2048277.13613223,SRR2048277.14161166,SRR2048278.3157284,SRR2048278.3301707,SRR2048278.15880354,","1__10155519__10165802",6
"chr1:10155519|10211619","chr1",10155519,10211619,1,"1_1_0",82,0.024,"exon","ENSG00000130939,","+","SRR2048278.512794,","1__10155519__10211619",1
"chr1:10163006|10179671","chr1",10163006,10179671,2,"2_1_0",76,0.05,"exon","ENSG00000130939,","+","SRR2048277.985613,SRR2048278.13639827,","1__10163006__10179671",2
"chr1:10182020|10205097","chr1",10182020,10205097,1,"1_1_0",84,0.023,"exon","ENSG00000130939,","+","SRR2048277.9497455,","1__10182020__10205097",1
"chr1:10204998|10207148","chr1",10204998,10207148,1,"1_1_0",111,0.018,"exon","ENSG00000130939,","+","SRR2048277.2456960,","1__10204998__10207148",1
"chr1:10209242|10221344","chr1",10209242,10221344,4,"3_4_0",89,0.082,"exon","ENSG00000130939,","+","SRR2048277.5543789,SRR2048278.2479947,SRR2048278.7446501,SRR2048277.7525521,","1__10209242__10221344",4
"chr1:10211384|10221344","chr1",10211384,10221344,1,"1_1_0",90,0.022,"exon","ENSG00000130939,","+","SRR2048278.1324723,","1__10211384__10221344",1
"chr1:10318551|10328321","chr1",10318551,10328321,1,"1_1_0",100,0.02,"exon","ENSG00000054523,","+","SRR2048278.3787013,","1__10318551__10328321",1
"chr1:10327438|10328321","chr1",10327438,10328321,1,"1_1_0",80,0.024,"exon","ENSG00000054523,","+","SRR2048278.6069027,","1__10327438__10328321",1
"chr1:10331560|10335561","chr1",10331560,10335561,1,"1_1_0",164,0.012,"exon","ENSG00000054523,","+","SRR2048278.8948134,","1__10331560__10335561",1
"chr1:10331560|10336457","chr1",10331560,10336457,1,"1_1_0",140,0.014,"exon","ENSG00000054523,","+","SRR2048277.3573909,","1__10331560__10336457",1
"chr1:10335486|10338186","chr1",10335486,10338186,1,"1_1_0",101,0.019,"exon","ENSG00000054523,","+","SRR2048277.15349744,","1__10335486__10338186",1
"chr1:10335486|10342591","chr1",10335486,10342591,1,"1_1_0",100,0.02,"exon","ENSG00000054523,","+","SRR2048278.8860671,","1__10335486__10342591",1
"chr1:10351140|10381915","chr1",10351140,10381915,1,"1_1_0",115,0.017,"exon","ENSG00000054523,","+","SRR2048277.5456800,","1__10351140__10381915",1
"chr1:10381767|10412794","chr1",10381767,10412794,1,"1_1_0",64,0.03,"exon","ENSG00000054523,","+","SRR2048277.12311455,","1__10381767__10412794",1
"chr1:10407819|10408791","chr1",10407819,10408791,2,"2_1_0",53,0.07,"exon","ENSG00000054523,","+","SRR2048277.15690312,SRR2048278.2104392,","1__10407819__10408791",2
"chr1:10420987|10425706","chr1",10420987,10425706,3,"2_2_0",62,0.088,"exon","ENSG00000054523,","+","SRR2048277.9824923,SRR2048277.13675940,SRR2048278.7419139,","1__10420987__10425706",3
"chr1:10428525|10431320","chr1",10428525,10431320,1,"1_1_0",38,0.05,"exon","ENSG00000054523,","+","SRR2048278.3964885,","1__10428525__10431320",1
"chr1:10463128|10464336","chr1",10463128,10464336,4,"3_3_0",73,0.099,"exon","ENSG00000142657,","+","SRR2048278.4189147,SRR2048278.5716127,SRR2048278.11163193,SRR2048278.17788333,","1__10463128__10464336",4
"chr1:10500404|10502498","chr1",10500404,10502498,1,"1_1_0",43,0.044,"exon","ENSG00000251503,","+","SRR2048277.2139316,","1__10500404__10502498",1
"chr1:10527247|10529395","chr1",10527247,10529395,1,"1_1_0",296,0.007,"exon","ENSG00000160049,","-","SRR2048277.5684580,","1__10527247__10529395",1
"chr1:11076901|11078930","chr1",11076901,11078930,1,"1_1_0",113,0.017,"exon","ENSG00000120948,","+","SRR2048277.12363808,","1__11076901__11078930",1
"chr1:11083320|11085265","chr1",11083320,11085265,1,"1_1_0",64,0.03,"exon","ENSG00000120948,","+","SRR2048278.4208274,","1__11083320__11085265",1
"chr1:11130957|11137005","chr1",11130957,11137005,6,"1_4_0",204,0.056,"exon","ENSG00000171824,","-","SRR2048278.2600225,SRR2048278.5152591,SRR2048277.213524,SRR2048278.8942850,SRR2048278.9269867,SRR2048278.17445175,","1__11130957__11137005",6
"chr1:11133991|11137005","chr1",11133991,11137005,3,"2_2_0",165,0.035,"exon","ENSG00000171824,","-","SRR2048278.355421,SRR2048278.573157,SRR2048278.6017619,","1__11133991__11137005",3
"chr1:11169347|11175525","chr1",11169347,11175525,1,"1_1_0",138,0.014,"exon","ENSG00000198793,","-","SRR2048278.11841379,","1__11169347__11175525",1
"chr1:11181152|11182183","chr1",11181152,11182183,1,"1_1_0",146,0.014,"intron","ENSG00000198793,","-","SRR2048277.9303270,","1__11181152__11182183",1
"chr1:11181303|11182183","chr1",11181303,11182183,4,"2_4_0",197,0.039,"exon","ENSG00000198793,","-","SRR2048277.7888351,SRR2048278.10924138,SRR2048277.3912975,SRR2048278.3897102,","1__11181303__11182183",4
"chr1:11184555|11193254","chr1",11184555,11193254,4,"4_4_0",204,0.038,"exon","ENSG00000198793,","-","SRR2048277.2895964,SRR2048277.7416971,SRR2048278.3392790,SRR2048278.11335140,","1__11184555__11193254",4
"chr1:11288725|11294322","chr1",11288725,11294322,2,"1_1_0",147,0.026,"exon","ENSG00000198793,","-","SRR2048278.12137815,SRR2048278.12280100,","1__11288725__11294322",2
"chr1:11288725|11303357","chr1",11288725,11303357,1,"1_1_0",198,0.01,"exon","ENSG00000198793,","-","SRR2048278.8257774,","1__11288725__11303357",1
"chr1:11292493|11319480","chr1",11292493,11319480,1,"1_1_0",155,0.013,"exon","ENSG00000198793,","-","SRR2048278.18472914,","1__11292493__11319480",1
"chr1:12049222|12052747","chr1",12049222,12052747,1,"1_1_0",213,0.009,"exon","ENSG00000116688,","+","SRR2048278.17937765,","1__12049222__12052747",1
"chr1:12049222|12074532","chr1",12049222,12074532,1,"1_1_0",144,0.014,"intergenic_region","n/a","+","SRR2048277.11588897,","1__12049222__12074532",1
"chr1:12061458|12062160","chr1",12061458,12062160,3,"2_2_0",121,0.047,"exon","ENSG00000116688,","+","SRR2048278.7911268,SRR2048277.10764232,SRR2048277.14939187,","1__12061458__12062160",3
"chr1:12335882|12338095","chr1",12335882,12338095,2,"1_2_0",91,0.042,"exon","ENSG00000048707,","+","SRR2048277.1581747,SRR2048277.16596364,","1__12335882__12338095",2
"chr1:12378129|12383837","chr1",12378129,12383837,1,"1_1_0",73,0.027,"exon","ENSG00000048707,","+","SRR2048277.2042910,","1__12378129__12383837",1
"chr1:12405431|12520451","chr1",12405431,12520451,1,"1_1_0",70,0.028,"exon","ENSG00000048707,","+","SRR2048277.10842584,","1__12405431__12520451",1
"chr1:12460238|12520451","chr1",12460238,12520451,1,"1_1_0",46,0.042,"exon","ENSG00000048707,","+","SRR2048277.7685045,","1__12460238__12520451",1
"chr1:12516054|12520451","chr1",12516054,12520451,1,"1_1_0",37,0.051,"exon","ENSG00000048707,","+","SRR2048278.6933037,","1__12516054__12520451",1
"chr1:13933668|13937011","chr1",13933668,13937011,1,"1_1_0",54,0.036,"exon","ENSG00000162493,","+","SRR2048278.4505858,","1__13933668__13937011",1
"chr1:14042036|14068652","chr1",14042036,14068652,3,"1_1_2",15,0.286,"exon","ENSG00000116731,","+","SRR2048277.13035222,SRR2048278.10677428,SRR2048278.11627473,","1__14042036__14068652",3
"chr1:14057495|14068652","chr1",14057495,14068652,21,"13_17_1",26,0.618,"exon","ENSG00000116731,","+","SRR2048277.1009986,SRR2048277.1472740,SRR2048277.3690258,SRR2048277.5898585,SRR2048277.8010330,SRR2048277.11054894,SRR2048277.13439231,SRR2048277.16229347,SRR2048278.5253411,SRR2048278.5929044,SRR2048278.7189433,SRR2048278.7415859,SRR2048278.9246269,SRR2048278.13893932,SRR2048278.14246850,SRR2048277.3440126,SRR2048278.307073,SRR2048278.2338801,SRR2048278.7568693,SRR2048278.9954246,SRR2048278.10976850,","1__14057495__14068652",21
"chr1:14057495|14075982","chr1",14057495,14075982,9,"6_6_2",25,0.419,"exon","ENSG00000116731,","+","SRR2048277.1025482,SRR2048277.8953304,SRR2048277.10697406,SRR2048277.13259823,SRR2048277.16456103,SRR2048278.7906031,SRR2048277.3996723,SRR2048277.4794854,SRR2048277.16439558,","1__14057495__14075982",9
"chr1:14068500|14075982","chr1",14068500,14075982,1,"1_1_0",42,0.045,"exon","ENSG00000116731,","+","SRR2048277.13163432,","1__14068500__14075982",1
"chr1:14095613|14099683","chr1",14095613,14099683,3,"1_3_1",22,0.214,"exon","ENSG00000116731,","+","SRR2048278.1444094,SRR2048278.15290851,SRR2048277.9181388,","1__14095613__14099683",3
"chr1:14104913|14109326","chr1",14104913,14109326,2,"2_1_0",29,0.121,"exon","ENSG00000116731,","+","SRR2048278.15638212,SRR2048278.16172875,","1__14104913__14109326",2
"chr1:15420676|15421429","chr1",15420676,15421429,1,"1_1_0",0,1,"exon","ENSG00000189337,","+","SRR2048277.2765784,","1__15420676__15421429",1
"chr1:15860732|15863309","chr1",15860732,15863309,1,"1_1_0",61,0.032,"exon","ENSG00000116138,","+","SRR2048278.3771573,","1__15860732__15863309",1
"chr1:15860732|15871078","chr1",15860732,15871078,2,"1_1_0",57,0.066,"exon","ENSG00000116138,","+","SRR2048278.9322504,SRR2048278.13074155,","1__15860732__15871078",2
"chr1:15862970|15863309","chr1",15862970,15863309,1,"1_1_0",78,0.025,"exon","ENSG00000116138,","+","SRR2048278.15928201,","1__15862970__15863309",1
"chr1:15893594|15894730","chr1",15893594,15894730,1,"1_1_0",37,0.051,"exon","ENSG00000116138,","+","SRR2048277.16691707,","1__15893594__15894730",1
"chr1:15953164|15987654","chr1",15953164,15987654,1,"1_1_0",117,0.017,"exon","ENSG00000197312,","+","SRR2048277.13702721,","1__15953164__15987654",1
"chr1:15964802|15965825","chr1",15964802,15965825,1,"1_1_0",45,0.043,"intron","ENSG00000197312,","+","SRR2048278.3561606,","1__15964802__15965825",1
"chr1:15964802|15970145","chr1",15964802,15970145,4,"3_3_0",76,0.095,"exon","ENSG00000197312,","+","SRR2048278.14552004,SRR2048278.17305374,SRR2048277.10407640,SRR2048278.2894928,","1__15964802__15970145",4
"chr1:16044388|16047883","chr1",16044388,16047883,3,"1_0_2",47,0.113,"exon","ENSG00000116786,","+","SRR2048277.3141046,SRR2048277.16259407,SRR2048277.140992,","1__16044388__16047883",3
"chr1:16194374|16203173","chr1",16194374,16203173,3,"3_1_0",169,0.034,"intron","ENSG00000065526,","+","SRR2048277.12376015,SRR2048277.7650246,SRR2048278.13952289,","1__16194374__16203173",3
"chr1:16199311|16203173","chr1",16199311,16203173,41,"18_22_0",258,0.241,"exon","ENSG00000065526,","+","SRR2048277.768557,SRR2048277.2592150,SRR2048277.2929138,SRR2048277.5339933,SRR2048277.8398475,SRR2048277.12429125,SRR2048277.12805154,SRR2048277.16042257,SRR2048277.16470673,SRR2048277.16480900,SRR2048278.159850,SRR2048278.2337805,SRR2048278.3175002,SRR2048278.3466853,SRR2048278.8388132,SRR2048278.9868018,SRR2048278.15302000,SRR2048278.18405025,SRR2048277.519630,SRR2048277.3511310,SRR2048277.3935212,SRR2048277.4848045,SRR2048277.4857834,SRR2048277.4989557,SRR2048277.7229778,SRR2048277.8675334,SRR2048277.16711529,SRR2048278.2090599,SRR2048278.2130269,SRR2048278.3689335,SRR2048278.5127333,SRR2048278.5774327,SRR2048278.7329294,SRR2048278.9601685,SRR2048278.12954891,SRR2048278.14116038,SRR2048278.14523189,SRR2048278.15236081,SRR2048278.15735189,SRR2048278.16512502,SRR2048278.17892221,","1__16199311__16203173",41
"chr1:16199311|16235976","chr1",16199311,16235976,1,"1_1_0",191,0.01,"exon","ENSG00000065526,","+","SRR2048277.15475030,","1__16199311__16235976",1
"chr1:16202697|16248844","chr1",16202697,16248844,1,"1_1_0",382,0.005,"exon","ENSG00000065526,","+","SRR2048278.1020505,","1__16202697__16248844",1
"chr1:16237596|16242774","chr1",16237596,16242774,3,"2_2_0",76,0.073,"exon","ENSG00000065526,","+","SRR2048278.629026,SRR2048277.7746710,SRR2048278.11163958,","1__16237596__16242774",3
"chr1:16263658|16264501","chr1",16263658,16264501,1,"1_1_0",65,0.03,"exon","ENSG00000065526,","+","SRR2048277.5698341,","1__16263658__16264501",1
"chr1:16632298|16641930","chr1",16632298,16641930,2,"2_1_0",49,0.075,"exon","ENSG00000037637,","-","SRR2048277.12127034,SRR2048278.10564216,","1__16632298__16641930",2
