"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr1:6727769|6741097","chr1",6727769,6741097,1,"1_1_0",105,0.019,"exon","ENSG00000007923,","-","SRR1637089.13869033,","1__6727769__6741097",1
"chr1:6867043|6885270","chr1",6867043,6885270,4,"3_3_0",205,0.038,"exon","ENSG00000171735,","+","SRR1637089.27496402,SRR1637089.31081002,SRR1637089.4272590,SRR1637089.34422325,","1__6867043__6885270",4
"chr1:6879380|6913249","chr1",6879380,6913249,2,"1_1_0",12,0.25,"intron","ENSG00000171735,","+","SRR1637089.17273764,SRR1637089.39650979,","1__6879380__6913249",2
"chr1:6880241|6913249","chr1",6880241,6913249,1,"1_1_0",79,0.025,"exon","ENSG00000171735,","+","SRR1637090.21314295,","1__6880241__6913249",1
"chr1:6880241|6948959","chr1",6880241,6948959,6,"3_3_3",76,0.136,"intron","ENSG00000171735,","+","SRR1637089.27149054,SRR1637089.29066253,SRR1637089.31432707,SRR1637089.9756910,SRR1637089.29665997,SRR1637089.32948925,","1__6880241__6948959",6
"chr1:7837220|7838229","chr1",7837220,7838229,26,"11_5_9",270,0.161,"exon","ENSG00000049245,","+","SRR1637089.1092524,SRR1637089.4313438,SRR1637089.7599919,SRR1637089.9423897,SRR1637089.9683723,SRR1637089.12576270,SRR1637089.18646375,SRR1637089.20817808,SRR1637089.21604656,SRR1637089.21666862,SRR1637089.43212881,SRR1637090.1628939,SRR1637090.11336222,SRR1637090.31064984,SRR1637090.31146276,SRR1637089.12168592,SRR1637089.20597837,SRR1637089.28412523,SRR1637089.29306584,SRR1637089.38550024,SRR1637089.40167120,SRR1637090.831574,SRR1637090.2136753,SRR1637090.17514112,SRR1637090.28873192,SRR1637090.30639454,","1__7837220__7838229",26
"chr1:7858585|7863908","chr1",7858585,7863908,1,"1_1_0",50,0.038,"exon","ENSG00000049246,","+","SRR1637090.9433389,","1__7858585__7863908",1
"chr1:7879345|7903080","chr1",7879345,7903080,1,"1_1_0",37,0.051,"exon","ENSG00000049246,","+","SRR1637090.4568990,","1__7879345__7903080",1
"chr1:7895822|7897209","chr1",7895822,7897209,1,"1_1_0",16,0.111,"exon","ENSG00000049246,","+","SRR1637089.35616960,","1__7895822__7897209",1
"chr1:8482787|8601377","chr1",8482787,8601377,1,"1_1_0",47,0.041,"exon","ENSG00000142599,","-","SRR1637089.32696208,","1__8482787__8601377",1
"chr1:8525985|8674745","chr1",8525985,8674745,3,"2_2_0",21,0.222,"exon","ENSG00000142599,","-","SRR1637089.13784344,SRR1637090.1589627,SRR1637090.4093446,","1__8525985__8674745",3
"chr1:8568686|8716500","chr1",8568686,8716500,2,"1_1_1",11,0.267,"exon","ENSG00000142599,","-","SRR1637089.40120069,SRR1637089.14214092,","1__8568686__8716500",2
"chr1:8601273|8617582","chr1",8601273,8617582,8,"4_5_0",17,0.485,"exon","ENSG00000142599,","-","SRR1637089.8732786,SRR1637089.37888062,SRR1637090.13496534,SRR1637089.4408084,SRR1637089.28953726,SRR1637089.36821021,SRR1637090.8809951,SRR1637090.18546697,","1__8601273__8617582",8
"chr1:8601273|8674745","chr1",8601273,8674745,12,"8_8_0",29,0.453,"exon","ENSG00000142599,","-","SRR1637089.19291370,SRR1637089.27117296,SRR1637089.34519778,SRR1637090.4793209,SRR1637090.6624065,SRR1637090.8498318,SRR1637090.15121538,SRR1637090.16311405,SRR1637090.30647025,SRR1637090.34345674,SRR1637090.34705771,SRR1637090.35653097,","1__8601273__8674745",12
"chr1:8616534|8674745","chr1",8616534,8674745,4,"3_3_0",53,0.131,"exon","ENSG00000142599,","-","SRR1637089.36946180,SRR1637090.28070733,SRR1637089.11647047,SRR1637090.18758553,","1__8616534__8674745",4
"chr1:8684369|8716500","chr1",8684369,8716500,4,"1_2_0",11,0.421,"exon","ENSG00000142599,","-","SRR1637090.30442000,SRR1637090.4181555,SRR1637090.6756382,SRR1637090.24274359,","1__8684369__8716500",4
"chr1:8716032|8716500","chr1",8716032,8716500,1,"1_1_0",30,0.062,"exon","ENSG00000142599,","-","SRR1637089.28923750,","1__8716032__8716500",1
"chr1:9809822|9833452","chr1",9809822,9833452,1,"1_1_0",150,0.013,"exon","ENSG00000171603,","-","SRR1637089.22948344,","1__9809822__9833452",1
"chr1:9991949|9994918","chr1",9991949,9994918,5,"3_2_2",163,0.058,"exon","ENSG00000162441,","-","SRR1637089.5808497,SRR1637089.10290639,SRR1637089.11047860,SRR1637089.20251653,SRR1637089.41743608,","1__9991949__9994918",5
"chr1:9991949|9995685","chr1",9991949,9995685,2,"2_2_0",217,0.018,"exon","ENSG00000162441,","-","SRR1637089.3621574,SRR1637089.14651180,","1__9991949__9995685",2
"chr1:9995550|9996685","chr1",9995550,9996685,1,"1_1_0",304,0.007,"exon","ENSG00000162441,","-","SRR1637089.38483357,","1__9995550__9996685",1
"chr1:10032076|10041228","chr1",10032076,10041228,9,"4_5_0",42,0.3,"exon","ENSG00000173614,","+","SRR1637089.6914257,SRR1637089.34066038,SRR1637089.35900283,SRR1637089.32589364,SRR1637089.35619254,SRR1637089.40594910,SRR1637090.5749689,SRR1637090.7816911,SRR1637090.26362013,","1__10032076__10041228",9
"chr1:10155519|10165802","chr1",10155519,10165802,11,"7_8_0",81,0.214,"exon","ENSG00000130939,","+","SRR1637089.7257185,SRR1637089.8776490,SRR1637089.17664930,SRR1637089.24169743,SRR1637089.26167011,SRR1637089.34016252,SRR1637089.42344556,SRR1637090.5471063,SRR1637089.11180808,SRR1637089.12694164,SRR1637089.30893047,","1__10155519__10165802",11
"chr1:10155519|10179671","chr1",10155519,10179671,1,"1_1_0",98,0.02,"exon","ENSG00000130939,","+","SRR1637089.35045408,","1__10155519__10179671",1
"chr1:10177425|10205097","chr1",10177425,10205097,1,"1_1_0",80,0.024,"intron","ENSG00000130939,","+","SRR1637089.14850243,","1__10177425__10205097",1
"chr1:10190558|10190871","chr1",10190558,10190871,1,"1_1_0",31,0.061,"exon","ENSG00000130939,","+","SRR1637089.22137056,","1__10190558__10190871",1
"chr1:10204998|10221344","chr1",10204998,10221344,1,"1_1_0",125,0.016,"exon","ENSG00000130939,","+","SRR1637089.40010499,","1__10204998__10221344",1
"chr1:10209242|10211619","chr1",10209242,10211619,1,"1_1_0",263,0.008,"exon","ENSG00000130939,","+","SRR1637090.13454060,","1__10209242__10211619",1
"chr1:10335486|10342591","chr1",10335486,10342591,2,"1_1_0",180,0.022,"exon","ENSG00000054523,","+","SRR1637090.18521192,SRR1637090.22143025,","1__10335486__10342591",2
"chr1:10351140|10357304","chr1",10351140,10357304,3,"1_1_0",487,0.012,"exon","ENSG00000054523,","+","SRR1637090.9593515,SRR1637090.12128349,SRR1637090.32113824,","1__10351140__10357304",3
"chr1:10380101|10384953","chr1",10380101,10384953,1,"1_1_0",26,0.071,"exon","ENSG00000054523,","+","SRR1637089.21817229,","1__10380101__10384953",1
"chr1:10402108|10406011","chr1",10402108,10406011,1,"1_1_0",22,0.083,"exon","ENSG00000054523,","+","SRR1637089.14850954,","1__10402108__10406011",1
"chr1:10463128|10473308","chr1",10463128,10473308,1,"1_1_0",309,0.006,"exon","ENSG00000142657,","+","SRR1637089.7054597,","1__10463128__10473308",1
"chr1:11076901|11077064","chr1",11076901,11077064,1,"1_1_0",174,0.011,"exon","ENSG00000120948,","+","SRR1637089.12345353,","1__11076901__11077064",1
"chr1:11169347|11175525","chr1",11169347,11175525,1,"1_1_0",73,0.027,"exon","ENSG00000198793,","-","SRR1637089.14677031,","1__11169347__11175525",1
"chr1:11187750|11188183","chr1",11187750,11188183,1,"1_1_0",104,0.019,"exon","ENSG00000198793,","-","SRR1637089.41646063,","1__11187750__11188183",1
"chr1:11288725|11317222","chr1",11288725,11317222,1,"1_1_0",64,0.03,"exon","ENSG00000198793,","-","SRR1637089.20488024,","1__11288725__11317222",1
"chr1:11293455|11308151","chr1",11293455,11308151,1,"1_1_0",88,0.022,"exon","ENSG00000198793,","-","SRR1637090.20527406,","1__11293455__11308151",1
"chr1:12061458|12062160","chr1",12061458,12062160,3,"1_3_0",192,0.03,"exon","ENSG00000116688,","+","SRR1637089.10451273,SRR1637089.14382655,SRR1637089.36256459,","1__12061458__12062160",3
"chr1:12317992|12383837","chr1",12317992,12383837,1,"1_1_0",32,0.059,"exon","ENSG00000048707,","+","SRR1637089.25050366,","1__12317992__12383837",1
"chr1:12335882|12338095","chr1",12335882,12338095,2,"2_2_0",64,0.059,"exon","ENSG00000048707,","+","SRR1637089.23781341,SRR1637089.43310568,","1__12335882__12338095",2
"chr1:12359259|12368698","chr1",12359259,12368698,3,"2_3_0",14,0.3,"exon","ENSG00000048707,","+","SRR1637089.7794528,SRR1637089.15547477,SRR1637089.12138760,","1__12359259__12368698",3
"chr1:12389886|12393423","chr1",12389886,12393423,1,"1_1_0",25,0.074,"exon","ENSG00000048707,","+","SRR1637089.40196497,","1__12389886__12393423",1
"chr1:14099573|14109326","chr1",14099573,14109326,4,"1_1_0",27,0.229,"exon","ENSG00000116731,","+","SRR1637090.2788285,SRR1637090.12689665,SRR1637090.17819011,SRR1637090.27318439,","1__14099573__14109326",4
"chr1:15855583|15874923","chr1",15855583,15874923,1,"1_1_0",7,0.222,"exon","ENSG00000116138,","+","SRR1637089.33499887,","1__15855583__15874923",1
"chr1:15860732|15863309","chr1",15860732,15863309,3,"3_2_0",33,0.154,"exon","ENSG00000116138,","+","SRR1637089.38338783,SRR1637089.39036706,SRR1637090.8080559,","1__15860732__15863309",3
"chr1:15860732|15873366","chr1",15860732,15873366,1,"1_1_0",48,0.04,"exon","ENSG00000116138,","+","SRR1637089.26717428,","1__15860732__15873366",1
"chr1:15904180|15906637","chr1",15904180,15906637,1,"1_1_0",230,0.009,"exon","ENSG00000116771,","-","SRR1637089.39845278,","1__15904180__15906637",1
"chr1:15964802|15970145","chr1",15964802,15970145,2,"1_2_0",20,0.167,"exon","ENSG00000197312,","+","SRR1637089.24811598,SRR1637089.32195807,","1__15964802__15970145",2
"chr1:16116601|16123438","chr1",16116601,16123438,1,"1_1_0",14,0.125,"intergenic_region","n/a","-","SRR1637090.20205801,","1__16116601__16123438",1
"chr1:16199311|16203173","chr1",16199311,16203173,2,"2_1_0",11,0.267,"exon","ENSG00000065526,","+","SRR1637089.14113105,SRR1637089.24865559,","1__16199311__16203173",2
"chr1:16235816|16242774","chr1",16235816,16242774,2,"2_2_0",17,0.19,"exon","ENSG00000065526,","+","SRR1637089.2359433,SRR1637089.33061715,","1__16235816__16242774",2
"chr1:16242623|16248844","chr1",16242623,16248844,1,"1_1_0",76,0.026,"exon","ENSG00000065526,","+","SRR1637089.30189740,","1__16242623__16248844",1
"chr1:16263658|16264501","chr1",16263658,16264501,1,"1_1_0",6,0.25,"exon","ENSG00000065526,","+","SRR1637089.39760750,","1__16263658__16264501",1
"chr1:16263982|16264520","chr1",16263982,16264520,1,"1_1_0",34,0.056,"intron","ENSG00000065526,","+","SRR1637089.40304783,","1__16263982__16264520",1
"chr1:16464348|16464925","chr1",16464348,16464925,4,"1_3_0",167,0.046,"exon","ENSG00000142627,","-","SRR1637089.31840984,SRR1637089.4860019,SRR1637090.7882332,SRR1637090.26260332,","1__16464348__16464925",4
"chr1:16528277|16529069","chr1",16528277,16529069,2,"1_1_1",45,0.082,"exon","ENSG00000142632,","-","SRR1637089.21868935,SRR1637089.16108533,","1__16528277__16529069",2
"chr1:16632298|16641930","chr1",16632298,16641930,2,"1_2_0",43,0.085,"exon","ENSG00000037637,","-","SRR1637089.24742710,SRR1637090.2246748,","1__16632298__16641930",2
"chr1:16891302|16893846","chr1",16891302,16893846,40,"14_4_0",31,0.721,"exon","ENSG00000219481,","-","SRR1637090.8153310,SRR1637089.406641,SRR1637089.3470660,SRR1637089.4649389,SRR1637089.6410728,SRR1637089.6417783,SRR1637089.10513832,SRR1637089.10750222,SRR1637089.11140348,SRR1637089.14425131,SRR1637089.15082448,SRR1637089.16427538,SRR1637089.17691141,SRR1637089.19131245,SRR1637089.19317625,SRR1637089.26069721,SRR1637089.26942477,SRR1637089.29989423,SRR1637089.30171712,SRR1637089.33125749,SRR1637089.33473558,SRR1637089.37705679,SRR1637089.38799204,SRR1637089.39908090,SRR1637089.40610481,SRR1637089.41444185,SRR1637089.41692021,SRR1637089.42448871,SRR1637089.42690813,SRR1637090.2777465,SRR1637090.7219368,SRR1637090.8604902,SRR1637090.9561990,SRR1637090.9581722,SRR1637090.11277421,SRR1637090.12529607,SRR1637090.17000490,SRR1637090.18807625,SRR1637090.24529116,SRR1637090.32059383,","1__16891302__16893846",40
"chr1:17907048|17914974","chr1",17907048,17914974,3,"3_1_2",20,0.231,"exon","ENSG00000074964,","+","SRR1637089.25697463,SRR1637089.27379277,SRR1637089.30821535,","1__17907048__17914974",3
"chr1:19488321|19501527","chr1",19488321,19501527,1,"1_1_0",82,0.024,"exon","ENSG00000127481,","-","SRR1637089.39663276,","1__19488321__19501527",1
"chr1:19510305|19514034","chr1",19510305,19514034,1,"1_1_0",65,0.03,"exon","ENSG00000127481,","-","SRR1637090.30247678,","1__19510305__19514034",1
"chr1:19513034|19514034","chr1",19513034,19514034,2,"1_1_0",78,0.049,"exon","ENSG00000127481,","-","SRR1637089.12245998,SRR1637089.38413333,","1__19513034__19514034",2
"chr1:19523635|19528309","chr1",19523635,19528309,1,"1_1_0",169,0.012,"exon","ENSG00000127481,","-","SRR1637090.22738552,","1__19523635__19528309",1
"chr1:20216878|20234369","chr1",20216878,20234369,2,"2_1_0",32,0.111,"exon","ENSG00000169914,","+","SRR1637090.30466466,SRR1637089.24428192,","1__20216878__20234369",2
"chr1:20220861|20234153","chr1",20220861,20234153,1,"1_1_0",35,0.054,"exon","ENSG00000169914,","+","SRR1637089.10622517,","1__20220861__20234153",1
"chr1:21009146|21012619","chr1",21009146,21012619,1,"1_1_0",1,0.667,"exon","ENSG00000117245,","-","SRR1637089.16129407,","1__21009146__21012619",1
"chr1:21071237|21100103","chr1",21071237,21100103,11,"7_7_0",420,0.05,"exon","ENSG00000127483,","-","SRR1637089.2384834,SRR1637089.2384835,SRR1637089.7725021,SRR1637089.10796947,SRR1637089.30481293,SRR1637089.33413620,SRR1637089.40335641,SRR1637089.11143271,SRR1637089.18551001,SRR1637089.21790249,SRR1637089.30667568,","1__21071237__21100103",11
"chr1:21071237|21106872","chr1",21071237,21106872,1,"1_0_1",383,0.005,"exon","ENSG00000127483,","-","SRR1637089.24707440,","1__21071237__21106872",1
"chr1:21071237|21107033","chr1",21071237,21107033,9,"6_5_0",218,0.076,"exon","ENSG00000127483,","-","SRR1637089.39826,SRR1637089.19695383,SRR1637089.26116362,SRR1637089.33172658,SRR1637089.4707025,SRR1637089.30040840,SRR1637089.32635400,SRR1637090.2254113,SRR1637090.3441519,","1__21071237__21107033",9
"chr1:21076216|21100103","chr1",21076216,21100103,5,"2_4_0",351,0.028,"exon","ENSG00000127483,","-","SRR1637089.8963339,SRR1637089.34113703,SRR1637089.5188385,SRR1637089.8106330,SRR1637089.32061795,","1__21076216__21100103",5
"chr1:21083659|21100103","chr1",21083659,21100103,6,"4_4_0",386,0.03,"exon","ENSG00000127483,","-","SRR1637089.2276600,SRR1637089.3162573,SRR1637089.7313813,SRR1637089.24092151,SRR1637089.32502131,SRR1637089.32722556,","1__21083659__21100103",6
"chr1:21083659|21106404","chr1",21083659,21106404,2,"1_1_0",296,0.013,"exon","ENSG00000127483,","-","SRR1637090.1249415,SRR1637090.25267049,","1__21083659__21106404",2
"chr1:21083659|21107033","chr1",21083659,21107033,3,"2_2_0",184,0.032,"exon","ENSG00000127483,","-","SRR1637089.36561244,SRR1637089.7666384,SRR1637089.31337158,","1__21083659__21107033",3
"chr1:21097423|21100103","chr1",21097423,21100103,7,"3_6_0",392,0.034,"exon","ENSG00000127483,","-","SRR1637089.6213409,SRR1637089.11922675,SRR1637089.36117377,SRR1637090.27233465,SRR1637089.9694636,SRR1637089.27755982,SRR1637089.44079716,","1__21097423__21100103",7
"chr1:21167349|21231464","chr1",21167349,21231464,1,"1_1_0",321,0.006,"exon","ENSG00000075151,","-","SRR1637089.14367372,","1__21167349__21231464",1
"chr1:21183896|21188825","chr1",21183896,21188825,1,"1_1_0",92,0.021,"exon","ENSG00000075151,","-","SRR1637089.36748328,","1__21183896__21188825",1
"chr1:21205816|21231464","chr1",21205816,21231464,1,"1_1_0",257,0.008,"exon","ENSG00000075151,","-","SRR1637089.1240203,","1__21205816__21231464",1
"chr1:21212694|21212864","chr1",21212694,21212864,1,"1_1_0",201,0.01,"exon","ENSG00000075151,","-","SRR1637089.2483015,","1__21212694__21212864",1
"chr1:21219112|21377487","chr1",21219112,21377487,1,"1_1_0",159,0.012,"exon","ENSG00000075151,","-","SRR1637089.39194179,","1__21219112__21377487",1
"chr1:21220010|21231464","chr1",21220010,21231464,1,"1_1_0",283,0.007,"exon","ENSG00000075151,","-","SRR1637089.5946141,","1__21220010__21231464",1
"chr1:21231376|21268823","chr1",21231376,21268823,4,"2_3_1",205,0.038,"exon","ENSG00000075151,","-","SRR1637090.29276348,SRR1637090.29698575,SRR1637089.6135088,SRR1637089.14759221,","1__21231376__21268823",4
"chr1:21295967|21306941","chr1",21295967,21306941,1,"1_1_0",184,0.011,"exon","ENSG00000075151,","-","SRR1637089.36163077,","1__21295967__21306941",1
"chr1:21295967|21307720","chr1",21295967,21307720,15,"10_6_2",226,0.117,"exon","ENSG00000075151,","-","SRR1637089.5188977,SRR1637089.5394871,SRR1637089.12164384,SRR1637089.13347763,SRR1637089.37175518,SRR1637089.37511048,SRR1637089.44540607,SRR1637090.7248609,SRR1637090.8879154,SRR1637090.12337225,SRR1637090.28397887,SRR1637089.20975148,SRR1637089.43111330,SRR1637090.8427895,SRR1637090.22906508,","1__21295967__21307720",15
