"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr1:1417925|1455686","chr1",1417925,1455686,1,"0_1_1",63,0.031,"intergenic_region","n/a","+","SRR3479243.14923977,","1__1417925__1455686",1
"chr1:1496712|1500296","chr1",1496712,1500296,4,"4_3_0",356,0.022,"intron","ENSG00000160075,","-","SRR3479243.9312902,SRR3479243.19890334,SRR3479243.21107041,SRR3479243.21283158,","1__1496712__1500296",4
"chr1:1586823|1650889","chr1",1586823,1650889,1,"1_1_0",69,0.028,"intergenic_region","n/a","-","SRR3479243.2652082,","1__1586823__1650889",1
"chr1:1623888|1671143","chr1",1623888,1671143,4,"4_2_0",9,0.471,"intergenic_region","n/a","-","SRR3479243.6756189,SRR3479243.30110607,SRR3479243.27633216,SRR3479243.28202255,","1__1623888__1671143",4
"chr1:1647785|1650894","chr1",1647785,1650894,1,"1_1_0",110,0.018,"exon","ENSG00000268575,ENSG00000008128,","-","SRR3479243.27572276,","1__1647785__1650894",1
"chr1:1666129|1671143","chr1",1666129,1671143,1,"1_1_0",4,0.333,"exon","ENSG00000215790,","-","SRR3479243.27658895,","1__1666129__1671143",1
"chr1:1720492|1722035","chr1",1720492,1722035,2,"2_2_0",627,0.006,"exon","ENSG00000078369,","-","SRR3479243.725364,SRR3479243.26320828,","1__1720492__1722035",2
"chr1:1737914|1756921","chr1",1737914,1756921,1,"1_0_1",434,0.005,"exon","ENSG00000078369,","-","SRR3479243.15846669,","1__1737914__1756921",1
"chr1:1747195|1770677","chr1",1747195,1770677,3,"2_0_3",564,0.011,"exon","ENSG00000078369,","-","SRR3479243.10126085,SRR3479243.14755524,SRR3479243.11172087,","1__1747195__1770677",3
"chr1:1756836|1770677","chr1",1756836,1770677,1,"1_0_1",469,0.004,"exon","ENSG00000078369,","-","SRR3479243.1815738,","1__1756836__1770677",1
"chr1:2066701|2087531","chr1",2066701,2087531,1,"1_1_0",54,0.036,"exon","ENSG00000067606,","+","SRR3479243.28986059,","1__2066701__2087531",1
"chr1:2087434|2116137","chr1",2087434,2116137,1,"1_1_0",58,0.033,"exon","ENSG00000067606,","+","SRR3479243.16768161,","1__2087434__2116137",1
"chr1:2234417|2236024","chr1",2234417,2236024,2,"2_2_0",115,0.034,"exon","ENSG00000157933,","+","SRR3479243.11165052,SRR3479243.22089485,","1__2234417__2236024",2
"chr1:2327223|2333781","chr1",2327223,2333781,1,"1_1_0",208,0.01,"exon","ENSG00000157916,","+","SRR3479243.21244426,","1__2327223__2333781",1
"chr1:2336479|2336661","chr1",2336479,2336661,1,"1_1_0",125,0.016,"exon","ENSG00000157916,ENSG00000157911,","-","SRR3479243.21502804,","1__2336479__2336661",1
"chr1:3653490|3659475","chr1",3653490,3659475,1,"1_1_0",21,0.087,"exon","ENSG00000227372,","-","SRR3479243.27891636,","1__3653490__3659475",1
"chr1:3653490|3662750","chr1",3653490,3662750,1,"1_1_0",112,0.018,"exon","ENSG00000227372,","-","SRR3479243.7879556,","1__3653490__3662750",1
"chr1:3656797|3662745","chr1",3656797,3662745,1,"1_1_0",123,0.016,"exon","ENSG00000227372,","-","SRR3479243.3542436,","1__3656797__3662745",1
"chr1:3656797|3662750","chr1",3656797,3662750,2,"2_2_0",123,0.031,"exon","ENSG00000227372,","-","SRR3479243.4175319,SRR3479243.13754214,","1__3656797__3662750",2
"chr1:3659368|3662750","chr1",3659368,3662750,1,"1_1_0",130,0.015,"exon","ENSG00000227372,","-","SRR3479243.16559346,","1__3659368__3662750",1
"chr1:3697202|3701767","chr1",3697202,3701767,1,"1_1_0",77,0.025,"exon","ENSG00000130764,","-","SRR3479243.440224,","1__3697202__3701767",1
"chr1:3697715|3701767","chr1",3697715,3701767,1,"1_1_0",312,0.006,"exon","ENSG00000130764,","-","SRR3479243.30724304,","1__3697715__3701767",1
"chr1:3698076|3701767","chr1",3698076,3701767,1,"1_1_0",140,0.014,"exon","ENSG00000130764,","-","SRR3479243.28412061,","1__3698076__3701767",1
"chr1:3739738|3750599","chr1",3739738,3750599,1,"0_1_1",29,0.065,"exon","ENSG00000116198,","-","SRR3479243.5706241,","1__3739738__3750599",1
"chr1:3761471|3761915","chr1",3761471,3761915,1,"0_1_1",67,0.029,"exon","ENSG00000116198,","-","SRR3479243.23643186,","1__3761471__3761915",1
"chr1:3782376|3789136","chr1",3782376,3789136,1,"1_1_0",41,0.047,"exon","ENSG00000169598,","+","SRR3479243.378966,","1__3782376__3789136",1
"chr1:5933312|5940299","chr1",5933312,5940299,2,"0_1_2",7,0.364,"exon","ENSG00000131697,","-","SRR3479243.26088485,SRR3479243.13223716,","1__5933312__5940299",2
"chr1:5964677|6046387","chr1",5964677,6046387,2,"2_2_0",7,0.364,"exon","ENSG00000131697,","-","SRR3479243.13406420,SRR3479243.27454927,","1__5964677__6046387",2
"chr1:5987709|5993389","chr1",5987709,5993389,2,"1_1_0",17,0.19,"exon","ENSG00000131697,","-","SRR3479243.2731,SRR3479243.5260830,","1__5987709__5993389",2
"chr1:5987709|6012896","chr1",5987709,6012896,1,"1_1_0",10,0.167,"exon","ENSG00000131697,","-","SRR3479243.8101263,","1__5987709__6012896",1
"chr1:6007164|6038473","chr1",6007164,6038473,1,"1_1_0",19,0.095,"exon","ENSG00000131697,","-","SRR3479243.6190637,","1__6007164__6038473",1
"chr1:6021854|6046387","chr1",6021854,6046387,3,"2_3_0",8,0.429,"exon","ENSG00000131697,","-","SRR3479243.4161049,SRR3479243.14807233,SRR3479243.25131832,","1__6021854__6046387",3
"chr1:6027359|6046387","chr1",6027359,6046387,2,"1_2_1",14,0.222,"exon","ENSG00000131697,","-","SRR3479243.27656230,SRR3479243.30318248,","1__6027359__6046387",2
"chr1:6586756|6592139","chr1",6586756,6592139,1,"1_0_1",284,0.007,"exon","ENSG00000162408,","-","SRR3479243.5565530,","1__6586756__6592139",1
"chr1:6592028|6592820","chr1",6592028,6592820,1,"1_1_0",245,0.008,"exon","ENSG00000162408,","-","SRR3479243.562699,","1__6592028__6592820",1
"chr1:6655545|6659512","chr1",6655545,6659512,2,"0_2_1",36,0.1,"exon","ENSG00000162413,","-","SRR3479243.1520927,SRR3479243.3871175,","1__6655545__6659512",2
"chr1:6659107|6659512","chr1",6659107,6659512,1,"1_1_0",30,0.062,"exon","ENSG00000162413,","-","SRR3479243.6672132,","1__6659107__6659512",1
"chr1:6727769|6741097","chr1",6727769,6741097,3,"1_1_1",159,0.036,"exon","ENSG00000007923,","-","SRR3479243.731269,SRR3479243.26245627,SRR3479243.18306310,","1__6727769__6741097",3
"chr1:6867043|6885270","chr1",6867043,6885270,9,"5_7_3",284,0.06,"exon","ENSG00000171735,","+","SRR3479243.599754,SRR3479243.2821657,SRR3479243.2884252,SRR3479243.9541263,SRR3479243.10666322,SRR3479243.20731460,SRR3479243.23844157,SRR3479243.30319184,SRR3479243.3081647,","1__6867043__6885270",9
"chr1:6880241|6885270","chr1",6880241,6885270,1,"1_1_0",362,0.005,"exon","ENSG00000171735,","+","SRR3479243.5304332,","1__6880241__6885270",1
"chr1:6880241|6913249","chr1",6880241,6913249,1,"1_1_0",157,0.013,"exon","ENSG00000171735,","+","SRR3479243.17149210,","1__6880241__6913249",1
"chr1:6880241|6931900","chr1",6880241,6931900,1,"1_0_1",257,0.008,"exon","ENSG00000171735,","+","SRR3479243.2419470,","1__6880241__6931900",1
"chr1:6931817|6959079","chr1",6931817,6959079,1,"1_1_0",278,0.007,"intron","ENSG00000171735,","+","SRR3479243.23159085,","1__6931817__6959079",1
"chr1:7721786|7737793","chr1",7721786,7737793,1,"1_1_0",1,0.667,"exon","ENSG00000171735,","+","SRR3479243.9305994,","1__7721786__7737793",1
"chr1:7837220|7838229","chr1",7837220,7838229,17,"16_5_10",213,0.138,"exon","ENSG00000049245,","+","SRR3479243.3776603,SRR3479243.4906299,SRR3479243.6761194,SRR3479243.7060524,SRR3479243.13374474,SRR3479243.15315810,SRR3479243.17845126,SRR3479243.18111453,SRR3479243.19542234,SRR3479243.20238478,SRR3479243.22561765,SRR3479243.22578001,SRR3479243.23668231,SRR3479243.28619002,SRR3479243.9693938,SRR3479243.20999981,SRR3479243.28160305,","1__7837220__7838229",17
"chr1:8056381|8060788","chr1",8056381,8060788,1,"1_1_0",0,1,"intergenic_region","n/a","+","SRR3479243.3653658,","1__8056381__8060788",1
"chr1:8482787|8674745","chr1",8482787,8674745,2,"0_2_2",54,0.069,"exon","ENSG00000142599,","-","SRR3479243.11428811,SRR3479243.30788981,","1__8482787__8674745",2
"chr1:8525985|8674745","chr1",8525985,8674745,6,"6_5_1",44,0.214,"exon","ENSG00000142599,","-","SRR3479243.959359,SRR3479243.3328553,SRR3479243.8004780,SRR3479243.12288144,SRR3479243.25461721,SRR3479243.25722219,","1__8525985__8674745",6
"chr1:8555123|8617582","chr1",8555123,8617582,9,"0_1_6",43,0.295,"exon","ENSG00000142599,","-","SRR3479243.9182139,SRR3479243.10208413,SRR3479243.13251224,SRR3479243.14079256,SRR3479243.15930084,SRR3479243.16194169,SRR3479243.17842910,SRR3479243.25469645,SRR3479243.27408759,","1__8555123__8617582",9
"chr1:8555123|8674745","chr1",8555123,8674745,7,"5_6_2",34,0.292,"exon","ENSG00000142599,","-","SRR3479243.10692449,SRR3479243.13833609,SRR3479243.14837516,SRR3479243.25888397,SRR3479243.26833243,SRR3479243.29175853,SRR3479243.10131588,","1__8555123__8674745",7
"chr1:8568686|8617582","chr1",8568686,8617582,8,"2_4_5",52,0.235,"exon","ENSG00000142599,","-","SRR3479243.16096464,SRR3479243.19245613,SRR3479243.19982041,SRR3479243.26543233,SRR3479243.9338989,SRR3479243.15155308,SRR3479243.20624372,SRR3479243.25643133,","1__8568686__8617582",8
"chr1:8568686|8674745","chr1",8568686,8674745,2,"1_2_1",43,0.085,"exon","ENSG00000142599,","-","SRR3479243.5878771,SRR3479243.25048125,","1__8568686__8674745",2
"chr1:8601273|8617582","chr1",8601273,8617582,18,"6_8_5",51,0.414,"exon","ENSG00000142599,","-","SRR3479243.997583,SRR3479243.4162583,SRR3479243.7701142,SRR3479243.8446803,SRR3479243.14897839,SRR3479243.15666347,SRR3479243.18158721,SRR3479243.23692632,SRR3479243.454267,SRR3479243.4563553,SRR3479243.7476628,SRR3479243.11462045,SRR3479243.20205395,SRR3479243.20225745,SRR3479243.23293083,SRR3479243.23425400,SRR3479243.24221476,SRR3479243.28347178,","1__8601273__8617582",18
"chr1:8601273|8674745","chr1",8601273,8674745,28,"10_9_3",44,0.56,"exon","ENSG00000142599,","-","SRR3479243.1292402,SRR3479243.1431540,SRR3479243.3172085,SRR3479243.5204274,SRR3479243.5804906,SRR3479243.7346077,SRR3479243.7482781,SRR3479243.8034361,SRR3479243.12020535,SRR3479243.14390810,SRR3479243.14911956,SRR3479243.15490536,SRR3479243.16739140,SRR3479243.19841156,SRR3479243.20013564,SRR3479243.20141317,SRR3479243.20303419,SRR3479243.20937876,SRR3479243.21548205,SRR3479243.22298975,SRR3479243.23306285,SRR3479243.23327960,SRR3479243.28297005,SRR3479243.28515965,SRR3479243.30537347,SRR3479243.24925340,SRR3479243.25066038,SRR3479243.30381467,","1__8601273__8674745",28
"chr1:8601273|8716500","chr1",8601273,8716500,1,"1_1_0",52,0.037,"exon","ENSG00000142599,","-","SRR3479243.26013526,","1__8601273__8716500",1
"chr1:8616534|8674745","chr1",8616534,8674745,3,"3_3_0",52,0.103,"exon","ENSG00000142599,","-","SRR3479243.6289086,SRR3479243.23250087,SRR3479243.24406178,","1__8616534__8674745",3
"chr1:8616534|8716500","chr1",8616534,8716500,1,"1_1_0",61,0.032,"exon","ENSG00000142599,","-","SRR3479243.4827113,","1__8616534__8716500",1
"chr1:8674620|8684439","chr1",8674620,8684439,3,"3_2_1",30,0.167,"exon","ENSG00000142599,","-","SRR3479243.6754308,SRR3479243.14588372,SRR3479243.23405804,","1__8674620__8684439",3
"chr1:8684369|8762766","chr1",8684369,8762766,1,"0_1_1",5,0.286,"intron","ENSG00000142599,","-","SRR3479243.24532490,","1__8684369__8762766",1
"chr1:8716032|8716500","chr1",8716032,8716500,20,"12_13_0",59,0.404,"exon","ENSG00000142599,","-","SRR3479243.1101603,SRR3479243.1744887,SRR3479243.7134559,SRR3479243.7531778,SRR3479243.10403476,SRR3479243.10412471,SRR3479243.12282138,SRR3479243.22759805,SRR3479243.26323655,SRR3479243.27944531,SRR3479243.3156662,SRR3479243.3928500,SRR3479243.4526494,SRR3479243.9689634,SRR3479243.11152805,SRR3479243.13824543,SRR3479243.15791934,SRR3479243.18389064,SRR3479243.27438487,SRR3479243.30274366,","1__8716032__8716500",20
"chr1:8716083|8716390","chr1",8716083,8716390,1,"1_0_1",143,0.014,"exon","ENSG00000142599,","-","SRR3479243.25818821,","1__8716083__8716390",1
"chr1:8850147|8852647","chr1",8850147,8852647,1,"0_1_1",3,0.4,"intron","ENSG00000142599,","-","SRR3479243.15352031,","1__8850147__8852647",1
"chr1:8921283|8925402","chr1",8921283,8925402,1,"1_0_1",4359,0,"exon","ENSG00000074800,","-","SRR3479243.22795818,","1__8921283__8925402",1
"chr1:9982244|9996685","chr1",9982244,9996685,1,"1_1_0",86,0.023,"exon","ENSG00000162441,","-","SRR3479243.29680709,","1__9982244__9996685",1
"chr1:9991949|9994918","chr1",9991949,9994918,8,"4_5_5",58,0.216,"exon","ENSG00000162441,","-","SRR3479243.2252139,SRR3479243.7860650,SRR3479243.10060087,SRR3479243.12546469,SRR3479243.25915281,SRR3479243.26226060,SRR3479243.17552525,SRR3479243.21326278,","1__9991949__9994918",8
"chr1:9991949|9995685","chr1",9991949,9995685,3,"2_3_1",74,0.075,"exon","ENSG00000162441,","-","SRR3479243.6899847,SRR3479243.15495728,SRR3479243.28156563,","1__9991949__9995685",3
"chr1:9995550|9996685","chr1",9995550,9996685,1,"1_1_0",137,0.014,"exon","ENSG00000162441,","-","SRR3479243.6603926,","1__9995550__9996685",1
"chr1:10032076|10041228","chr1",10032076,10041228,2,"1_1_0",46,0.08,"exon","ENSG00000173614,","+","SRR3479243.11780155,SRR3479243.27982383,","1__10032076__10041228",2
"chr1:10093687|10197263","chr1",10093687,10197263,1,"0_1_1",322,0.006,"exon","ENSG00000130939,","+","SRR3479243.1822229,","1__10093687__10197263",1
"chr1:10132086|10165802","chr1",10132086,10165802,1,"1_1_0",292,0.007,"exon","ENSG00000130939,","+","SRR3479243.13826337,","1__10132086__10165802",1
"chr1:10155519|10165802","chr1",10155519,10165802,6,"2_2_0",77,0.135,"exon","ENSG00000130939,","+","SRR3479243.15991357,SRR3479243.17523205,SRR3479243.21743295,SRR3479243.23497882,SRR3479243.26894846,SRR3479243.27501431,","1__10155519__10165802",6
"chr1:10155519|10182134","chr1",10155519,10182134,1,"1_1_0",287,0.007,"exon","ENSG00000130939,","+","SRR3479243.12759623,","1__10155519__10182134",1
"chr1:10161166|10179671","chr1",10161166,10179671,1,"1_0_1",178,0.011,"exon","ENSG00000130939,","+","SRR3479243.17016911,","1__10161166__10179671",1
"chr1:10177517|10179671","chr1",10177517,10179671,1,"0_1_1",147,0.013,"exon","ENSG00000130939,","+","SRR3479243.6656902,","1__10177517__10179671",1
"chr1:10195046|10197263","chr1",10195046,10197263,1,"1_1_0",119,0.017,"exon","ENSG00000130939,","+","SRR3479243.4179992,","1__10195046__10197263",1
"chr1:10207021|10221344","chr1",10207021,10221344,2,"2_2_0",260,0.015,"exon","ENSG00000130939,","+","SRR3479243.20548716,SRR3479243.26080090,","1__10207021__10221344",2
"chr1:10209242|10211619","chr1",10209242,10211619,2,"2_2_0",140,0.028,"exon","ENSG00000130939,","+","SRR3479243.1126859,SRR3479243.23044559,","1__10209242__10211619",2
"chr1:10209242|10221344","chr1",10209242,10221344,3,"2_2_1",173,0.034,"exon","ENSG00000130939,","+","SRR3479243.25685,SRR3479243.30370246,SRR3479243.10831867,","1__10209242__10221344",3
"chr1:10292308|10318730","chr1",10292308,10318730,1,"1_1_0",40,0.048,"exon","ENSG00000054523,","+","SRR3479243.20671134,","1__10292308__10318730",1
"chr1:10331560|10335561","chr1",10331560,10335561,1,"0_1_1",74,0.026,"exon","ENSG00000054523,","+","SRR3479243.8334202,","1__10331560__10335561",1
"chr1:10351140|10357304","chr1",10351140,10357304,1,"1_0_1",165,0.012,"exon","ENSG00000054523,","+","SRR3479243.8405767,","1__10351140__10357304",1
"chr1:10380101|10384953","chr1",10380101,10384953,2,"2_2_0",112,0.034,"exon","ENSG00000054523,","+","SRR3479243.18274219,SRR3479243.29822102,","1__10380101__10384953",2
"chr1:10380101|10403345","chr1",10380101,10403345,2,"1_0_1",65,0.058,"exon","ENSG00000054523,","+","SRR3479243.22396186,SRR3479243.27680888,","1__10380101__10403345",2
"chr1:10383942|10394696","chr1",10383942,10394696,1,"1_1_0",46,0.042,"exon","ENSG00000054523,","+","SRR3479243.7916945,","1__10383942__10394696",1
"chr1:10463128|10464336","chr1",10463128,10464336,2,"1_2_0",122,0.032,"exon","ENSG00000142657,","+","SRR3479243.662212,SRR3479243.19109271,","1__10463128__10464336",2
"chr1:10471475|10473308","chr1",10471475,10473308,2,"1_2_0",126,0.031,"exon","ENSG00000142657,","+","SRR3479243.492693,SRR3479243.2051533,","1__10471475__10473308",2
"chr1:10493899|10502498","chr1",10493899,10502498,1,"1_1_0",24,0.077,"exon","ENSG00000251503,","+","SRR3479243.21879710,","1__10493899__10502498",1
"chr1:10527247|10529395","chr1",10527247,10529395,1,"1_1_0",525,0.004,"exon","ENSG00000160049,","-","SRR3479243.30313627,","1__10527247__10529395",1
"chr1:11130957|11137005","chr1",11130957,11137005,2,"0_1_2",330,0.012,"exon","ENSG00000171824,","-","SRR3479243.17873851,SRR3479243.10303121,","1__11130957__11137005",2
"chr1:11147505|11148255","chr1",11147505,11148255,1,"1_1_0",451,0.004,"exon","ENSG00000171824,","-","SRR3479243.23357799,","1__11147505__11148255",1
"chr1:11167462|11206848","chr1",11167462,11206848,1,"0_1_1",97,0.02,"exon","ENSG00000198793,","-","SRR3479243.11357910,","1__11167462__11206848",1
"chr1:11181152|11182183","chr1",11181152,11182183,1,"1_1_0",99,0.02,"intron","ENSG00000198793,","-","SRR3479243.15464100,","1__11181152__11182183",1
"chr1:11181152|11193254","chr1",11181152,11193254,1,"1_1_0",54,0.036,"intron","ENSG00000198793,","-","SRR3479243.23391299,","1__11181152__11193254",1
"chr1:11184555|11193254","chr1",11184555,11193254,2,"2_2_0",144,0.027,"exon","ENSG00000198793,","-","SRR3479243.16419664,SRR3479243.24545358,","1__11184555__11193254",2
"chr1:11307682|11308151","chr1",11307682,11308151,1,"1_1_0",136,0.014,"exon","ENSG00000198793,","-","SRR3479243.7541388,","1__11307682__11308151",1
"chr1:12009830|12010577","chr1",12009830,12010577,1,"1_1_0",105,0.019,"exon","ENSG00000083444,","+","SRR3479243.29714752,","1__12009830__12010577",1
"chr1:12016974|12018704","chr1",12016974,12018704,1,"1_1_0",113,0.017,"exon","ENSG00000083444,","+","SRR3479243.10208428,","1__12016974__12018704",1
"chr1:12061458|12069783","chr1",12061458,12069783,2,"1_1_0",148,0.026,"exon","ENSG00000116688,","+","SRR3479243.7931564,SRR3479243.20100919,","1__12061458__12069783",2
"chr1:12313779|12318160","chr1",12313779,12318160,1,"1_1_0",23,0.08,"exon","ENSG00000048707,","+","SRR3479243.2531664,","1__12313779__12318160",1
"chr1:12335882|12338095","chr1",12335882,12338095,4,"4_4_0",53,0.131,"exon","ENSG00000048707,","+","SRR3479243.12107303,SRR3479243.13207477,SRR3479243.21571788,SRR3479243.30535058,","1__12335882__12338095",4
"chr1:12359259|12368698","chr1",12359259,12368698,5,"2_4_0",13,0.435,"exon","ENSG00000048707,","+","SRR3479243.14287307,SRR3479243.24608121,SRR3479243.29960989,SRR3479243.7544918,SRR3479243.26056419,","1__12359259__12368698",5
"chr1:12378129|12382021","chr1",12378129,12382021,1,"1_1_0",40,0.048,"exon","ENSG00000048707,","+","SRR3479243.24448395,","1__12378129__12382021",1
"chr1:12378129|12382803","chr1",12378129,12382803,1,"1_1_0",28,0.067,"exon","ENSG00000048707,","+","SRR3479243.27919333,","1__12378129__12382803",1
"chr1:12382593|12403108","chr1",12382593,12403108,1,"1_1_0",79,0.025,"exon","ENSG00000048707,","+","SRR3479243.811233,","1__12382593__12403108",1
"chr1:12422776|12423303","chr1",12422776,12423303,1,"1_1_0",20,0.091,"exon","ENSG00000048707,","+","SRR3479243.28923234,","1__12422776__12423303",1
"chr1:12460238|12476880","chr1",12460238,12476880,1,"1_1_0",40,0.048,"exon","ENSG00000048707,","+","SRR3479243.11269061,","1__12460238__12476880",1
"chr1:12638746|12639440","chr1",12638746,12639440,2,"2_2_0",96,0.04,"exon","ENSG00000162496,","-","SRR3479243.11576572,SRR3479243.20838818,","1__12638746__12639440",2
"chr1:14057495|14068652","chr1",14057495,14068652,6,"4_6_0",8,0.6,"exon","ENSG00000116731,","+","SRR3479243.4220285,SRR3479243.6535152,SRR3479243.21425932,SRR3479243.22946399,SRR3479243.12836782,SRR3479243.25566813,","1__14057495__14068652",6
"chr1:14057495|14075982","chr1",14057495,14075982,3,"2_2_1",17,0.261,"exon","ENSG00000116731,","+","SRR3479243.4915717,SRR3479243.21766383,SRR3479243.7480747,","1__14057495__14075982",3
"chr1:14057495|14099683","chr1",14057495,14099683,1,"1_1_0",28,0.067,"exon","ENSG00000116731,","+","SRR3479243.23400736,","1__14057495__14099683",1
"chr1:14099573|14109326","chr1",14099573,14109326,2,"1_1_0",30,0.118,"exon","ENSG00000116731,","+","SRR3479243.10878738,SRR3479243.11386274,","1__14099573__14109326",2
"chr1:14104913|14109326","chr1",14104913,14109326,3,"2_3_0",27,0.182,"exon","ENSG00000116731,","+","SRR3479243.18668773,SRR3479243.23324502,SRR3479243.16769657,","1__14104913__14109326",3
"chr1:15086051|15086250","chr1",15086051,15086250,1,"1_1_0",0,1,"intron","ENSG00000189337,","+","SRR3479243.1334420,","1__15086051__15086250",1
"chr1:15107382|15287371","chr1",15107382,15287371,1,"1_1_0",12,0.143,"intron","ENSG00000189337,","+","SRR3479243.24553043,","1__15107382__15287371",1
"chr1:15361245|15370655","chr1",15361245,15370655,1,"1_1_0",40,0.048,"exon","ENSG00000189337,","+","SRR3479243.10525313,","1__15361245__15370655",1
"chr1:15695866|15723945","chr1",15695866,15723945,2,"1_1_0",4,0.5,"exon","ENSG00000142621,","+","SRR3479243.7836322,SRR3479243.27129025,","1__15695866__15723945",2
"chr1:15820387|15821947","chr1",15820387,15821947,2,"1_1_1",86,0.044,"exon","ENSG00000132906,","-","SRR3479243.2980427,SRR3479243.6573094,","1__15820387__15821947",2
"chr1:15860732|15874923","chr1",15860732,15874923,2,"1_1_0",32,0.111,"exon","ENSG00000116138,","+","SRR3479243.3953816,SRR3479243.6604028,","1__15860732__15874923",2
"chr1:15862970|15863309","chr1",15862970,15863309,2,"2_1_0",42,0.087,"exon","ENSG00000116138,","+","SRR3479243.21448919,SRR3479243.25109943,","1__15862970__15863309",2
"chr1:15956820|15970145","chr1",15956820,15970145,1,"1_1_0",39,0.049,"exon","ENSG00000197312,","+","SRR3479243.5839544,","1__15956820__15970145",1
"chr1:15956820|15978390","chr1",15956820,15978390,1,"1_1_0",30,0.062,"exon","ENSG00000197312,","+","SRR3479243.28661900,","1__15956820__15978390",1
"chr1:15976215|15978390","chr1",15976215,15978390,1,"1_1_0",36,0.053,"exon","ENSG00000197312,","+","SRR3479243.10368126,","1__15976215__15978390",1
"chr1:16044388|16047883","chr1",16044388,16047883,3,"2_0_3",81,0.069,"exon","ENSG00000116786,","+","SRR3479243.3388287,SRR3479243.25677444,SRR3479243.1063605,","1__16044388__16047883",3
"chr1:16199311|16200890","chr1",16199311,16200890,1,"1_1_0",186,0.011,"exon","ENSG00000065526,","+","SRR3479243.29855359,","1__16199311__16200890",1
