"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr1:1735858|1756938","chr1",1735858,1756938,3,"1_2_0",1251,0.005,"exon","ENSG00000078369,","-","SRR444975.123369821,SRR444975.180047081,SRR444975.39312382,","1__1735858__1756938",3
"chr1:1735858|1770677","chr1",1735858,1770677,1,"1_1_0",905,0.002,"exon","ENSG00000078369,","-","SRR444975.145880585,","1__1735858__1770677",1
"chr1:1747195|1756938","chr1",1747195,1756938,7,"5_5_0",1304,0.011,"exon","ENSG00000078369,","-","SRR444975.105830551,SRR444975.141778530,SRR444975.156465720,SRR444975.202770808,SRR444975.95473130,SRR444975.114715534,SRR444975.1714470,","1__1747195__1756938",7
"chr1:1747195|1770677","chr1",1747195,1770677,6,"4_0_4",958,0.012,"exon","ENSG00000078369,","-","SRR444975.2755764,SRR444975.12200220,SRR444975.50452543,SRR444975.93652513,SRR444975.99413333,SRR444975.146988704,","1__1747195__1770677",6
"chr1:2234417|2234839","chr1",2234417,2234839,1,"1_1_0",80,0.024,"exon","ENSG00000157933,","+","SRR444975.166342390,","1__2234417__2234839",1
"chr1:2234417|2236024","chr1",2234417,2236024,2,"2_1_0",85,0.045,"exon","ENSG00000157933,","+","SRR444975.51572436,SRR444975.53523401,","1__2234417__2236024",2
"chr1:2441496|2452754","chr1",2441496,2452754,1,"1_1_0",66,0.029,"exon","ENSG00000157881,","-","SRR444975.182965425,","1__2441496__2452754",1
"chr1:3545582|3545726","chr1",3545582,3545726,1,"1_1_0",372,0.005,"exon","ENSG00000158109,","-","SRR444975.57440849,","1__3545582__3545726",1
"chr1:5925282|5926502","chr1",5925282,5926502,2,"2_1_0",46,0.08,"exon","ENSG00000131697,","+","SRR444975.99112267,SRR444975.203308968,","1__5925282__5926502",2
"chr1:5933312|5940299","chr1",5933312,5940299,1,"1_1_0",22,0.083,"exon","ENSG00000131697,","-","SRR444975.61701293,","1__5933312__5940299",1
"chr1:5964677|6046387","chr1",5964677,6046387,2,"1_2_0",19,0.174,"exon","ENSG00000131697,","-","SRR444975.158792524,SRR444975.183381508,","1__5964677__6046387",2
"chr1:6021854|6046387","chr1",6021854,6046387,2,"2_2_0",25,0.138,"exon","ENSG00000131697,","-","SRR444975.205473825,SRR444975.190414686,","1__6021854__6046387",2
"chr1:6282406|6283287","chr1",6282406,6283287,1,"1_1_0",186,0.011,"exon","ENSG00000116237,","-","SRR444975.11140413,","1__6282406__6283287",1
"chr1:6291962|6293703","chr1",6291962,6293703,2,"1_1_0",759,0.005,"exon","ENSG00000116237,","-","SRR444975.107309707,SRR444975.107309707,","1__6291962__6293703",2
"chr1:6609631|6610675","chr1",6609631,6610675,1,"1_1_0",75,0.026,"exon","ENSG00000162408,","-","SRR444975.193316900,","1__6609631__6610675",1
"chr1:6659107|6659512","chr1",6659107,6659512,3,"2_2_0",163,0.036,"exon","ENSG00000162413,","-","SRR444975.85856653,SRR444975.165623669,SRR444975.156996757,","1__6659107__6659512",3
"chr1:6679863|6680397","chr1",6679863,6680397,1,"1_1_0",97,0.02,"exon","ENSG00000116273,","+","SRR444975.108994901,","1__6679863__6680397",1
"chr1:6867043|6885270","chr1",6867043,6885270,1,"1_1_0",225,0.009,"exon","ENSG00000171735,","+","SRR444975.38387135,","1__6867043__6885270",1
"chr1:6867043|6948959","chr1",6867043,6948959,1,"1_1_0",4,0.333,"intron","ENSG00000171735,","+","SRR444975.193662793,","1__6867043__6948959",1
"chr1:7837220|7838229","chr1",7837220,7838229,52,"18_6_14",798,0.115,"exon","ENSG00000049245,","+","SRR444975.2069007,SRR444975.2783478,SRR444975.52874993,SRR444975.73707032,SRR444975.80137186,SRR444975.96532231,SRR444975.100851919,SRR444975.155268963,SRR444975.185168236,SRR444975.201592195,SRR444975.27494159,SRR444975.41037708,SRR444975.48959031,SRR444975.49437849,SRR444975.96532231,SRR444975.98402993,SRR444975.100851919,SRR444975.155268963,SRR444975.164686678,SRR444975.182474567,SRR444975.182646468,SRR444975.185168236,SRR444975.192305039,SRR444975.198807187,SRR444975.46600667,SRR444975.75649132,SRR444975.76614752,SRR444975.92087603,SRR444975.101333791,SRR444975.103389595,SRR444975.145648028,SRR444975.163652763,SRR444975.188070064,SRR444975.197876843,SRR444975.198674289,SRR444975.199213070,SRR444975.199316471,SRR444975.43406080,SRR444975.76614752,SRR444975.83651104,SRR444975.94370957,SRR444975.101333791,SRR444975.106747801,SRR444975.122270739,SRR444975.136400718,SRR444975.140249950,SRR444975.145648028,SRR444975.157620491,SRR444975.181077656,SRR444975.188070064,SRR444975.197876843,SRR444975.199213070,","1__7837220__7838229",52
"chr1:8037712|8045195","chr1",8037712,8045195,1,"1_1_0",240,0.008,"exon","ENSG00000116288,","+","SRR444975.168287385,","1__8037712__8045195",1
"chr1:8555123|8617582","chr1",8555123,8617582,6,"1_3_0",32,0.273,"exon","ENSG00000142599,","-","SRR444975.150367216,SRR444975.79280386,SRR444975.95991663,SRR444975.193289708,SRR444975.85137036,SRR444975.193289708,","1__8555123__8617582",6
"chr1:8555123|8674745","chr1",8555123,8674745,1,"1_1_0",21,0.087,"exon","ENSG00000142599,","-","SRR444975.139818683,","1__8555123__8674745",1
"chr1:8601273|8617582","chr1",8601273,8617582,2,"1_2_0",36,0.1,"exon","ENSG00000142599,","-","SRR444975.97788163,SRR444975.66167498,","1__8601273__8617582",2
"chr1:8601273|8674745","chr1",8601273,8674745,2,"2_1_0",25,0.138,"exon","ENSG00000142599,","-","SRR444975.33669731,SRR444975.169954652,","1__8601273__8674745",2
"chr1:8674620|8716500","chr1",8674620,8716500,1,"1_1_0",30,0.062,"exon","ENSG00000142599,","-","SRR444975.22967293,","1__8674620__8716500",1
"chr1:8716032|8716500","chr1",8716032,8716500,5,"3_3_0",23,0.303,"exon","ENSG00000142599,","-","SRR444975.133262642,SRR444975.74035290,SRR444975.112520261,SRR444975.182432739,SRR444975.195334896,","1__8716032__8716500",5
"chr1:9751525|9753629","chr1",9751525,9753629,1,"1_1_0",60,0.032,"intron","ENSG00000171608,","+","SRR444975.46787565,","1__9751525__9753629",1
"chr1:9751525|9787679","chr1",9751525,9787679,1,"1_1_0",156,0.013,"exon","ENSG00000171608,","+","SRR444975.116228267,","1__9751525__9787679",1
"chr1:9786967|9787830","chr1",9786967,9787830,1,"1_1_0",106,0.019,"exon","ENSG00000171608,","+","SRR444975.17275958,","1__9786967__9787830",1
"chr1:9800716|9801314","chr1",9800716,9801314,1,"1_1_0",171,0.012,"intron","ENSG00000171603,","-","SRR444975.88388838,","1__9800716__9801314",1
"chr1:9991949|9994918","chr1",9991949,9994918,12,"8_7_0",142,0.145,"exon","ENSG00000162441,","-","SRR444975.118870662,SRR444975.163454821,SRR444975.165317987,SRR444975.18099565,SRR444975.19239964,SRR444975.56875449,SRR444975.186547970,SRR444975.188813097,SRR444975.63494590,SRR444975.91264677,SRR444975.63494590,SRR444975.156423304,","1__9991949__9994918",12
"chr1:9991949|9995685","chr1",9991949,9995685,2,"1_2_0",183,0.021,"exon","ENSG00000162441,","-","SRR444975.31917520,SRR444975.169688755,","1__9991949__9995685",2
"chr1:9994820|9996685","chr1",9994820,9996685,1,"1_1_0",252,0.008,"exon","ENSG00000162441,","-","SRR444975.123190320,","1__9994820__9996685",1
"chr1:10093636|10166074","chr1",10093636,10166074,1,"1_1_0",80,0.024,"intron","ENSG00000130939,","+","SRR444975.195090721,","1__10093636__10166074",1
"chr1:10177517|10195244","chr1",10177517,10195244,1,"1_1_0",97,0.02,"exon","ENSG00000130939,","+","SRR444975.40602750,","1__10177517__10195244",1
"chr1:10195046|10197263","chr1",10195046,10197263,1,"1_1_0",93,0.021,"exon","ENSG00000130939,","+","SRR444975.125317208,","1__10195046__10197263",1
"chr1:10321963|10328321","chr1",10321963,10328321,3,"2_2_0",163,0.036,"exon","ENSG00000054523,","+","SRR444975.62484164,SRR444975.110577935,SRR444975.169737997,","1__10321963__10328321",3
"chr1:10327438|10328321","chr1",10327438,10328321,2,"2_1_0",187,0.021,"exon","ENSG00000054523,","+","SRR444975.145072705,SRR444975.70183022,","1__10327438__10328321",2
"chr1:10420987|10425706","chr1",10420987,10425706,1,"1_1_0",23,0.08,"exon","ENSG00000054523,","+","SRR444975.158513375,","1__10420987__10425706",1
"chr1:10500404|10502498","chr1",10500404,10502498,2,"2_2_0",193,0.02,"exon","ENSG00000251503,","+","SRR444975.182275966,SRR444975.139014926,","1__10500404__10502498",2
"chr1:10584463|10683178","chr1",10584463,10683178,1,"1_1_0",64,0.03,"intron","ENSG00000142655,","+","SRR444975.36316072,","1__10584463__10683178",1
"chr1:11133991|11134383","chr1",11133991,11134383,1,"1_1_0",45,0.043,"exon","ENSG00000171824,","-","SRR444975.84915985,","1__11133991__11134383",1
"chr1:11133991|11137005","chr1",11133991,11137005,6,"2_2_1",63,0.16,"exon","ENSG00000171824,","-","SRR444975.160899270,SRR444975.6121896,SRR444975.24640454,SRR444975.61396836,SRR444975.170560617,SRR444975.61396836,","1__11133991__11137005",6
"chr1:11137387|11137708","chr1",11137387,11137708,4,"2_1_1",30,0.211,"exon","ENSG00000171824,","-","SRR444975.102610638,SRR444975.193037546,SRR444975.97569348,SRR444975.204277247,","1__11137387__11137708",4
"chr1:11142936|11147504","chr1",11142936,11147504,2,"1_1_0",3,0.571,"intron","ENSG00000171824,","-","SRR444975.62806919,SRR444975.62806919,","1__11142936__11147504",2
"chr1:11167462|11184654","chr1",11167462,11184654,1,"1_1_0",75,0.026,"exon","ENSG00000198793,","-","SRR444975.9070568,","1__11167462__11184654",1
"chr1:11193137|11206848","chr1",11193137,11206848,1,"1_1_0",65,0.03,"exon","ENSG00000198793,","-","SRR444975.35758222,","1__11193137__11206848",1
"chr1:11264618|11269515","chr1",11264618,11269515,1,"1_1_0",76,0.026,"exon","ENSG00000198793,","-","SRR444975.185041404,","1__11264618__11269515",1
"chr1:11968416|11968680","chr1",11968416,11968680,1,"1_1_0",183,0.011,"intergenic_region","n/a","-","SRR444975.47497500,","1__11968416__11968680",1
"chr1:12034891|12035047","chr1",12034891,12035047,2,"2_2_0",858,0.005,"exon","ENSG00000083444,","-","SRR444975.55516919,SRR444975.200768833,","1__12034891__12035047",2
"chr1:12042027|12042647","chr1",12042027,12042647,3,"1_1_0",139,0.041,"exon","ENSG00000116688,","+","SRR444975.30581114,SRR444975.102853916,SRR444975.19025311,","1__12042027__12042647",3
"chr1:12056213|12057478","chr1",12056213,12057478,1,"1_1_0",447,0.004,"exon","ENSG00000116688,","+","SRR444975.75944386,","1__12056213__12057478",1
"chr1:12061458|12062160","chr1",12061458,12062160,4,"2_3_0",470,0.017,"exon","ENSG00000116688,","+","SRR444975.122115919,SRR444975.107322846,SRR444975.51531714,SRR444975.107322846,","1__12061458__12062160",4
"chr1:12335882|12338095","chr1",12335882,12338095,4,"3_3_0",48,0.143,"exon","ENSG00000048707,","+","SRR444975.84722811,SRR444975.182718693,SRR444975.83314328,SRR444975.13772520,","1__12335882__12338095",4
"chr1:12382593|12389975","chr1",12382593,12389975,2,"2_2_0",46,0.08,"exon","ENSG00000048707,","+","SRR444975.8640885,SRR444975.106198428,","1__12382593__12389975",2
"chr1:12460238|12476880","chr1",12460238,12476880,2,"1_1_0",84,0.045,"exon","ENSG00000048707,","+","SRR444975.29413022,SRR444975.202532599,","1__12460238__12476880",2
"chr1:14057495|14068652","chr1",14057495,14068652,5,"5_3_0",15,0.4,"exon","ENSG00000116731,","+","SRR444975.37387523,SRR444975.38479370,SRR444975.155984660,SRR444975.182241344,SRR444975.117525567,","1__14057495__14068652",5
"chr1:14057495|14075982","chr1",14057495,14075982,2,"2_1_0",36,0.1,"exon","ENSG00000116731,","+","SRR444975.5888961,SRR444975.51464977,","1__14057495__14075982",2
"chr1:14099573|14109326","chr1",14099573,14109326,7,"5_7_0",56,0.2,"exon","ENSG00000116731,","+","SRR444975.44994329,SRR444975.57456595,SRR444975.64530753,SRR444975.114757968,SRR444975.121974264,SRR444975.98412852,SRR444975.130055441,","1__14099573__14109326",7
"chr1:14104913|14109326","chr1",14104913,14109326,10,"6_3_0",51,0.282,"exon","ENSG00000116731,","+","SRR444975.42847296,SRR444975.99135133,SRR444975.186909203,SRR444975.186909203,SRR444975.8491790,SRR444975.47919416,SRR444975.49614390,SRR444975.8491790,SRR444975.39363519,SRR444975.148321336,","1__14104913__14109326",10
"chr1:15860732|15874923","chr1",15860732,15874923,2,"1_1_0",37,0.098,"exon","ENSG00000116138,","+","SRR444975.107250315,SRR444975.187452294,","1__15860732__15874923",2
"chr1:15862970|15863309","chr1",15862970,15863309,4,"2_3_0",33,0.195,"exon","ENSG00000116138,","+","SRR444975.149452982,SRR444975.12310726,SRR444975.149452982,SRR444975.185598493,","1__15862970__15863309",4
"chr1:15862970|15890854","chr1",15862970,15890854,1,"1_1_0",28,0.067,"exon","ENSG00000116138,","+","SRR444975.98946204,","1__15862970__15890854",1
"chr1:15964802|15978390","chr1",15964802,15978390,1,"1_1_0",58,0.033,"exon","ENSG00000197312,","+","SRR444975.177767650,","1__15964802__15978390",1
"chr1:16044388|16047883","chr1",16044388,16047883,8,"5_1_3",207,0.072,"exon","ENSG00000116786,","+","SRR444975.41583096,SRR444975.143418126,SRR444975.39433818,SRR444975.72337111,SRR444975.164912971,SRR444975.145512641,SRR444975.153353168,SRR444975.156265209,","1__16044388__16047883",8
"chr1:16046229|16047883","chr1",16046229,16047883,2,"2_1_0",288,0.014,"exon","ENSG00000116786,","+","SRR444975.176895966,SRR444975.181417555,","1__16046229__16047883",2
"chr1:16111091|16111248","chr1",16111091,16111248,1,"1_0_1",296,0.007,"exon","ENSG00000162458,","-","SRR444975.133840106,","1__16111091__16111248",1
"chr1:16263658|16264501","chr1",16263658,16264501,1,"1_1_0",8,0.2,"exon","ENSG00000065526,","+","SRR444975.135633867,","1__16263658__16264501",1
"chr1:16464348|16464925","chr1",16464348,16464925,5,"3_3_0",234,0.041,"exon","ENSG00000142627,","-","SRR444975.38917415,SRR444975.2466904,SRR444975.104990378,SRR444975.66280959,SRR444975.104990378,","1__16464348__16464925",5
"chr1:16528277|16529069","chr1",16528277,16529069,2,"1_1_0",37,0.098,"exon","ENSG00000142632,","-","SRR444975.42199226,SRR444975.175195423,","1__16528277__16529069",2
"chr1:16557756|16557972","chr1",16557756,16557972,1,"1_1_0",33,0.057,"intergenic_region","n/a","+","SRR444975.60585615,","1__16557756__16557972",1
"chr1:16817113|16817421","chr1",16817113,16817421,1,"1_1_0",10,0.167,"exon","ENSG00000080947,","-","SRR444975.29972526,","1__16817113__16817421",1
"chr1:16891302|16893766","chr1",16891302,16893766,1,"1_1_0",301,0.007,"exon","ENSG00000219481,","-","SRR444975.129223817,","1__16891302__16893766",1
"chr1:17349103|17350569","chr1",17349103,17350569,1,"1_1_0",888,0.002,"exon","ENSG00000117118,","-","SRR444975.51026255,","1__17349103__17350569",1
"chr1:17907048|17914974","chr1",17907048,17914974,2,"2_0_2",52,0.071,"exon","ENSG00000074964,","+","SRR444975.69602755,SRR444975.162446698,","1__17907048__17914974",2
"chr1:17913955|17914974","chr1",17913955,17914974,2,"1_0_1",82,0.047,"exon","ENSG00000074964,","+","SRR444975.167845562,SRR444975.167845562,","1__17913955__17914974",2
"chr1:17928622|17934472","chr1",17928622,17934472,1,"1_1_0",82,0.024,"exon","ENSG00000074964,","+","SRR444975.183945133,","1__17928622__17934472",1
"chr1:19495929|19501527","chr1",19495929,19501527,2,"1_2_0",181,0.022,"exon","ENSG00000127481,","-","SRR444975.72053609,SRR444975.140924839,","1__19495929__19501527",2
"chr1:19495929|19519034","chr1",19495929,19519034,1,"1_1_0",190,0.01,"exon","ENSG00000127481,","-","SRR444975.62375501,","1__19495929__19519034",1
"chr1:19503086|19514034","chr1",19503086,19514034,6,"3_3_0",139,0.079,"exon","ENSG00000127481,","-","SRR444975.109114971,SRR444975.75466115,SRR444975.155832153,SRR444975.59002510,SRR444975.142936841,SRR444975.176778692,","1__19503086__19514034",6
"chr1:19511691|19513092","chr1",19511691,19513092,1,"1_1_0",217,0.009,"exon","ENSG00000127481,","+","SRR444975.130267795,","1__19511691__19513092",1
"chr1:19524503|19525089","chr1",19524503,19525089,1,"1_1_0",224,0.009,"exon","ENSG00000127481,","+","SRR444975.155791800,","1__19524503__19525089",1
"chr1:19563636|19570509","chr1",19563636,19570509,1,"1_1_0",109,0.018,"exon","ENSG00000127463,","-","SRR444975.168990751,","1__19563636__19570509",1
"chr1:20063865|20073753","chr1",20063865,20073753,1,"1_1_0",200,0.01,"exon","ENSG00000162542,","-","SRR444975.135457214,","1__20063865__20073753",1
"chr1:20063865|20082259","chr1",20063865,20082259,1,"1_1_0",160,0.012,"exon","ENSG00000162542,","-","SRR444975.152606506,","1__20063865__20082259",1
"chr1:20082127|20113610","chr1",20082127,20113610,1,"1_1_0",200,0.01,"exon","ENSG00000162542,","-","SRR444975.117193326,","1__20082127__20113610",1
"chr1:20216878|20234153","chr1",20216878,20234153,1,"1_1_0",25,0.074,"exon","ENSG00000169914,","+","SRR444975.62469016,","1__20216878__20234153",1
"chr1:21071237|21076375","chr1",21071237,21076375,1,"1_1_0",686,0.003,"exon","ENSG00000127483,","-","SRR444975.121503378,","1__21071237__21076375",1
"chr1:21071237|21107033","chr1",21071237,21107033,2,"2_1_0",455,0.009,"exon","ENSG00000127483,","-","SRR444975.179781216,SRR444975.176480189,","1__21071237__21107033",2
"chr1:21074037|21076375","chr1",21074037,21076375,1,"1_1_0",1044,0.002,"exon","ENSG00000127483,","-","SRR444975.154743913,","1__21074037__21076375",1
"chr1:21076216|21100103","chr1",21076216,21100103,4,"2_3_0",949,0.008,"exon","ENSG00000127483,","-","SRR444975.199302360,SRR444975.147660998,SRR444975.4525430,SRR444975.15098165,","1__21076216__21100103",4
"chr1:21083659|21097566","chr1",21083659,21097566,1,"1_1_0",880,0.002,"exon","ENSG00000127483,","-","SRR444975.96705578,","1__21083659__21097566",1
"chr1:21083659|21100103","chr1",21083659,21100103,14,"9_9_0",838,0.032,"exon","ENSG00000127483,","-","SRR444975.105416808,SRR444975.147699285,SRR444975.164073081,SRR444975.45896799,SRR444975.53502720,SRR444975.57499062,SRR444975.192661081,SRR444975.20186831,SRR444975.62244099,SRR444975.65312775,SRR444975.183065282,SRR444975.104268012,SRR444975.183065282,SRR444975.186899131,","1__21083659__21100103",14
"chr1:21083659|21103243","chr1",21083659,21103243,2,"1_2_0",1051,0.004,"exon","ENSG00000127483,","-","SRR444975.180840955,SRR444975.139756141,","1__21083659__21103243",2
"chr1:21083659|21106404","chr1",21083659,21106404,2,"1_2_0",742,0.005,"exon","ENSG00000127483,","-","SRR444975.105723671,SRR444975.81167902,","1__21083659__21106404",2
"chr1:21083659|21107033","chr1",21083659,21107033,2,"2_2_0",482,0.008,"exon","ENSG00000127483,","-","SRR444975.37292807,SRR444975.9355538,","1__21083659__21107033",2
"chr1:21091870|21100103","chr1",21091870,21100103,1,"1_1_0",951,0.002,"exon","ENSG00000127483,","-","SRR444975.81314071,","1__21091870__21100103",1
"chr1:21094077|21097448","chr1",21094077,21097448,1,"1_0_1",1339,0.001,"exon","ENSG00000127483,","-","SRR444975.74358527,","1__21094077__21097448",1
"chr1:21094077|21103243","chr1",21094077,21103243,1,"1_1_0",1235,0.002,"exon","ENSG00000127483,","-","SRR444975.46417104,","1__21094077__21103243",1
"chr1:21097423|21100103","chr1",21097423,21100103,10,"7_6_0",1030,0.019,"exon","ENSG00000127483,","-","SRR444975.65846548,SRR444975.133523956,SRR444975.33336876,SRR444975.63881472,SRR444975.26489908,SRR444975.32878436,SRR444975.119780909,SRR444975.156257754,SRR444975.156032949,SRR444975.196596932,","1__21097423__21100103",10
"chr1:21097423|21106404","chr1",21097423,21106404,1,"1_1_0",934,0.002,"exon","ENSG00000127483,","-","SRR444975.136470487,","1__21097423__21106404",1
"chr1:21101129|21102498","chr1",21101129,21102498,1,"1_1_0",153,0.013,"exon","ENSG00000127483,","-","SRR444975.71955106,","1__21101129__21102498",1
"chr1:21167349|21212864","chr1",21167349,21212864,1,"1_1_0",165,0.012,"exon","ENSG00000075151,","-","SRR444975.110211639,","1__21167349__21212864",1
"chr1:21220010|21231464","chr1",21220010,21231464,3,"2_2_0",230,0.025,"exon","ENSG00000075151,","-","SRR444975.97496614,SRR444975.130096957,SRR444975.150064206,","1__21220010__21231464",3
"chr1:21231376|21268823","chr1",21231376,21268823,2,"1_1_1",211,0.019,"exon","ENSG00000075151,","-","SRR444975.54406985,SRR444975.65283126,","1__21231376__21268823",2
"chr1:21267984|21307720","chr1",21267984,21307720,1,"1_1_0",174,0.011,"exon","ENSG00000075151,","-","SRR444975.156042552,","1__21267984__21307720",1
"chr1:21295967|21307720","chr1",21295967,21307720,8,"5_4_0",148,0.098,"exon","ENSG00000075151,","-","SRR444975.29387179,SRR444975.57098173,SRR444975.146396361,SRR444975.49530950,SRR444975.57098173,SRR444975.80707499,SRR444975.187324520,SRR444975.102426538,","1__21295967__21307720",8
"chr1:21295967|21329301","chr1",21295967,21329301,7,"6_4_0",155,0.083,"exon","ENSG00000075151,","-","SRR444975.61043273,SRR444975.67951730,SRR444975.187361033,SRR444975.27200490,SRR444975.161665758,SRR444975.50885693,SRR444975.165780263,","1__21295967__21329301",7
"chr1:21327692|21329301","chr1",21327692,21329301,3,"2_1_0",107,0.053,"exon","ENSG00000075151,","-","SRR444975.121122167,SRR444975.49781348,SRR444975.57908686,","1__21327692__21329301",3
"chr1:21329206|21415706","chr1",21329206,21415706,1,"1_1_0",161,0.012,"exon","ENSG00000075151,","-","SRR444975.42061236,","1__21329206__21415706",1
"chr1:21329206|21437876","chr1",21329206,21437876,4,"2_2_1",96,0.077,"exon","ENSG00000075151,","-","SRR444975.152194106,SRR444975.37354368,SRR444975.23434694,SRR444975.104198250,","1__21329206__21437876",4
"chr1:21377359|21386287","chr1",21377359,21386287,1,"1_1_0",87,0.022,"intron","ENSG00000075151,","-","SRR444975.190262426,","1__21377359__21386287",1
"chr1:21377359|21415706","chr1",21377359,21415706,2,"2_1_0",156,0.025,"exon","ENSG00000075151,","-","SRR444975.135090520,SRR444975.119110292,","1__21377359__21415706",2
"chr1:21415631|21437876","chr1",21415631,21437876,9,"3_3_2",87,0.171,"exon","ENSG00000075151,","-","SRR444975.198426193,SRR444975.16062299,SRR444975.48926523,SRR444975.176189139,SRR444975.29298895,SRR444975.141287959,SRR444975.7720195,SRR444975.29298895,SRR444975.46164284,","1__21415631__21437876",9
"chr1:21415631|21450048","chr1",21415631,21450048,2,"2_1_0",83,0.046,"intron","ENSG00000075151,","-","SRR444975.22338540,SRR444975.192311052,","1__21415631__21450048",2
"chr1:21431610|21437876","chr1",21431610,21437876,1,"1_1_0",4,0.333,"intron","ENSG00000075151,","-","SRR444975.29435485,","1__21431610__21437876",1
"chr1:21573714|21585332","chr1",21573714,21585332,1,"1_1_0",623,0.003,"exon","ENSG00000117298,","-","SRR444975.182950811,","1__21573714__21585332",1
"chr1:21599192|21599404","chr1",21599192,21599404,7,"3_4_0",663,0.021,"exon","ENSG00000117298,","-","SRR444975.57404542,SRR444975.55480676,SRR444975.132265349,SRR444975.204070679,SRR444975.27949327,SRR444975.132265349,SRR444975.204070679,","1__21599192__21599404",7
"chr1:21599192|21605825","chr1",21599192,21605825,2,"2_1_0",618,0.006,"exon","ENSG00000117298,","-","SRR444975.89270817,SRR444975.80876337,","1__21599192__21605825",2
"chr1:21599192|21616649","chr1",21599192,21616649,12,"5_6_1",549,0.042,"exon","ENSG00000117298,","-","SRR444975.149051967,SRR444975.8530605,SRR444975.28730090,SRR444975.99547565,SRR444975.102715528,SRR444975.107722768,SRR444975.18200076,SRR444975.26580883,SRR444975.107722768,SRR444975.121387942,SRR444975.145520932,SRR444975.151749274,","1__21599192__21616649",12
"chr1:21636140|21647453","chr1",21636140,21647453,2,"0_1_1",2,0.667,"intron","ENSG00000117298,","-","SRR444975.121330602,SRR444975.121330602,","1__21636140__21647453",2
"chr1:22041882|22048257","chr1",22041882,22048257,3,"2_3_0",23,0.207,"exon","ENSG00000090686,","-","SRR444975.141364078,SRR444975.25675136,SRR444975.152047344,","1__22041882__22048257",3
