"sample","index","chr","start","end","count","cell"
"ERR196180","1__36297028__36354211","1",36297028,36354211,1,"HELA"
"ERR196180","17__36294032__36358168","17",36294032,36358168,2,"HELA"
"ERR196180","1__36297028__36389899","1",36297028,36389899,1,"HELA"
"ERR196180","19__36912076__36963908","19",36912076,36963908,1,"HELA"
"ERR196180","17__37408897__37459892","17",37408897,37459892,1,"HELA"
"ERR196180","17__38028523__38068750","17",38028523,38068750,1,"HELA"
"ERR196180","14__39649707__39736265","14",39649707,39736265,1,"HELA"
"ERR196180","17__40462525__40500557","17",40462525,40500557,1,"HELA"
"ERR196180","19__40534167__40587821","19",40534167,40587821,1,"HELA"
"ERR196180","17__41196312__41276132","17",41196312,41276132,1,"HELA"
"ERR196180","15__41267988__41319934","15",41267988,41319934,4,"HELA"
"ERR196180","1__41453044__41536393","1",41453044,41536393,1,"HELA"
"ERR196180","15__41772412__41814448","15",41772412,41814448,1,"HELA"
"ERR196180","17__42875816__42925620","17",42875816,42925620,1,"HELA"
"ERR196180","15__42930898__43028978","15",42930898,43028978,1,"HELA"
"ERR196180","15__42976314__43045445","15",42976314,43045445,1,"HELA"
"ERR196180","15__43044172__43045445","15",43044172,43045445,1,"HELA"
"ERR196180","15__43036542__43086999","15",43036542,43086999,1,"HELA"
"ERR196180","18__43427574__43479531","18",43427574,43479531,1,"HELA"
"ERR196180","18__43435538__43497784","18",43435538,43497784,1,"HELA"
"ERR196180","1__43892109__43919660","1",43892109,43919660,1,"HELA"
"ERR196180","12__48436681__48490210","12",48436681,48490210,1,"HELA"
"ERR196180","19__49303444__49348873","19",49303444,49348873,1,"HELA"
"ERR196180","12__49419965__49436113","12",49419965,49436113,1,"HELA"
"ERR196180","19__49502576__49552368","19",49502576,49552368,1,"HELA"
"ERR196180","12__50344524__50400419","12",50344524,50400419,1,"HELA"
"ERR196180","12__50347938__50400419","12",50347938,50400419,1,"HELA"
"ERR196180","12__50355279__50400419","12",50355279,50400419,1,"HELA"
"ERR196180","12__51089631__51142450","12",51089631,51142450,1,"HELA"
"ERR196180","12__51318534__51390755","12",51318534,51390755,1,"HELA"
"ERR196180","15__51772739__51829956","15",51772739,51829956,1,"HELA"
"ERR196180","15__52613556__52628753","15",52613556,52628753,1,"HELA"
"ERR196180","15__52839432__52893362","15",52839432,52893362,1,"HELA"
"ERR196180","1__55532032__55573103","1",55532032,55573103,1,"HELA"
"ERR196180","16__56385296__56435755","16",56385296,56435755,2,"HELA"
"ERR196180","16__56390015__56442028","16",56390015,56442028,1,"HELA"
"ERR196180","12__56503014__56558515","12",56503014,56558515,1,"HELA"
"ERR196180","12__56982924__57037371","12",56982924,57037371,2,"HELA"
"ERR196180","17__57043055__57106084","17",57043055,57106084,1,"HELA"
"ERR196180","12__57449426__57499122","12",57449426,57499122,1,"HELA"
"ERR196180","12__57449426__57500363","12",57449426,57500363,1,"HELA"
"ERR196180","12__57630812__57693964","12",57630812,57693964,1,"HELA"
"ERR196180","16__57762302__57813362","16",57762302,57813362,1,"HELA"
"ERR196180","17__58520520__58577848","17",58520520,58577848,2,"HELA"
"ERR196180","16__58546005__58619410","16",58546005,58619410,1,"HELA"
"ERR196180","11__61040671__61091609","11",61040671,61091609,1,"HELA"
"ERR196180","11__61511004__61570398","11",61511004,61570398,1,"HELA"
"ERR196180","17__61781701__61829467","17",61781701,61829467,1,"HELA"
"ERR196180","17__61888436__61950699","17",61888436,61950699,1,"HELA"
"ERR196180","15__62205510__62256150","15",62205510,62256150,1,"HELA"
"ERR196180","11__62381730__62407203","11",62381730,62407203,1,"HELA"
"ERR196180","11__62384459__62437275","11",62384459,62437275,1,"HELA"
"ERR196180","11__62398073__62437275","11",62398073,62437275,1,"HELA"
"ERR196180","17__62461569__62496444","17",62461569,62496444,1,"HELA"
"ERR196180","11__62549585__62621440","11",62549585,62621440,1,"HELA"
"ERR196180","11__62569649__62621440","11",62569649,62621440,1,"HELA"
"ERR196180","11__62568801__62623217","11",62568801,62623217,1,"HELA"
"ERR196180","1__62913012__62960138","1",62913012,62960138,1,"HELA"
"ERR196180","15__63932351__63972975","15",63932351,63972975,1,"HELA"
"ERR196180","11__64856155__64894841","11",64856155,64894841,1,"HELA"
"ERR196180","11__64894751__64899822","11",64894751,64899822,1,"HELA"
"ERR196180","17__65134047__65186471","17",65134047,65186471,1,"HELA"
"ERR196180","17__65141859__65190158","17",65141859,65190158,1,"HELA"
"ERR196180","1__65270674__65307280","1",65270674,65307280,1,"HELA"
"ERR196180","11__65270108__65312102","11",65270108,65312102,2,"HELA"
"ERR196180","11__65270108__65316569","11",65270108,65316569,1,"HELA"
"ERR196180","11__65270108__65318945","11",65270108,65318945,5,"HELA"
"ERR196180","11__65270108__65319628","11",65270108,65319628,1,"HELA"
"ERR196180","11__65270108__65319877","11",65270108,65319877,2,"HELA"
"ERR196180","11__65270108__65320453","11",65270108,65320453,2,"HELA"
"ERR196180","11__65270108__65320727","11",65270108,65320727,1,"HELA"
"ERR196180","11__65270108__65321001","11",65270108,65321001,1,"HELA"
"ERR196180","11__65270108__65321851","11",65270108,65321851,6,"HELA"
"ERR196180","11__65270108__65326253","11",65270108,65326253,2,"HELA"
"ERR196180","11__65270108__65353062","11",65270108,65353062,2,"HELA"
"ERR196180","15__65944008__65994849","15",65944008,65994849,1,"HELA"
"ERR196180","16__66511463__66575856","16",66511463,66575856,1,"HELA"
"ERR196180","11__66563752__66614003","11",66563752,66614003,1,"HELA"
"ERR196180","16__67208524__67265722","16",67208524,67265722,1,"HELA"
"ERR196180","16__67428322__67478609","16",67428322,67478609,1,"HELA"
"ERR196180","16__68217143__68266732","16",68217143,68266732,1,"HELA"
"ERR196180","16__68217143__68267328","16",68217143,68267328,1,"HELA"
"ERR196180","15__68434284__68486450","15",68434284,68486450,2,"HELA"
"ERR196180","16__69725652__69776504","16",69725652,69776504,1,"HELA"
"ERR196180","16__69730263__69786274","16",69730263,69786274,1,"HELA"
"ERR196180","10__70139181__70192267","10",70139181,70192267,1,"HELA"
"ERR196180","16__70286297__70296427","16",70286297,70296427,1,"HELA"
"ERR196180","12__70739960__70748773","12",70739960,70748773,1,"HELA"
"ERR196180","17__71165367__71199285","17",71165367,71199285,1,"HELA"
"ERR196180","11__71944699__71952333","11",71944699,71952333,1,"HELA"
"ERR196180","17__73234012__73234843","17",73234012,73234843,1,"HELA"
"ERR196180","16__74385938__74394789","16",74385938,74394789,1,"HELA"
"ERR196180","17__74385613__74396002","17",74385613,74396002,1,"HELA"
"ERR196180","16__74907471__74950157","16",74907471,74950157,1,"HELA"
"ERR196180","10__75519776__75574263","10",75519776,75574263,1,"HELA"
"ERR196180","13__75886874__75936743","13",75886874,75936743,1,"HELA"
"ERR196180","13__76055406__76104402","13",76055406,76104402,1,"HELA"
"ERR196180","13__77635304__77640223","13",77635304,77640223,1,"HELA"
"ERR196180","1__78148947__78187610","1",78148947,78187610,1,"HELA"
"ERR196180","17__78336902__78397432","17",78336902,78397432,1,"HELA"
"ERR196180","1__78408585__78412261","1",78408585,78412261,1,"HELA"
"ERR196180","17__79430637__79479386","17",79430637,79479386,1,"HELA"
"ERR196180","16__84108202__84158333","16",84108202,84158333,1,"HELA"
"ERR196180","15__85045806__85098301","15",85045806,85098301,1,"HELA"
"ERR196180","11__85368608__85374645","11",85368608,85374645,1,"HELA"
"ERR196180","16__88740012__88799140","16",88740012,88799140,1,"HELA"
"ERR196180","16__88747502__88799140","16",88747502,88799140,4,"HELA"
"ERR196180","14__89042184__89082198","14",89042184,89082198,1,"HELA"
"ERR196180","16__89795643__89845258","16",89795643,89845258,1,"HELA"
"ERR196180","16__89804384__89849326","16",89804384,89849326,1,"HELA"
"ERR196180","10__94211441__94264654","10",94211441,94264654,1,"HELA"
"ERR196180","13__99498774__99532926","13",99498774,99532926,1,"HELA"
"ERR196180","13__101320833__101322823","13",101320833,101322823,1,"HELA"
"ERR196180","12__101748610__101796724","12",101748610,101796724,1,"HELA"
"ERR196180","14__102504797__102550901","14",102504797,102550901,1,"HELA"
"ERR196180","14__103396261__103442386","14",103396261,103442386,1,"HELA"
"ERR196180","10__104123013__104216050","10",104123013,104216050,1,"HELA"
"ERR196180","12__104331473__104383355","12",104331473,104383355,1,"HELA"
"ERR196180","1__109792641__109823111","1",109792641,109823111,1,"HELA"
"ERR196180","1__109806700__109823111","1",109806700,109823111,1,"HELA"
"ERR196180","12__110765358__110815422","12",110765358,110815422,1,"HELA"
"ERR196180","12__111757816__111801516","12",111757816,111801516,1,"HELA"
"ERR196180","12__111885787__111926584","12",111885787,111926584,1,"HELA"
"ERR196180","12__112610475__112666615","12",112610475,112666615,1,"HELA"
"ERR196180","10__112628648__112677971","10",112628648,112677971,1,"HELA"
"ERR196180","1__113541552__113542118","1",113541552,113542118,1,"HELA"
"ERR196180","12__113723694__113757130","12",113723694,113757130,1,"HELA"
"ERR196180","11__118526315__118528748","11",118526315,118528748,2,"HELA"
"ERR196180","12__120532899__120585076","12",120532899,120585076,1,"HELA"
"ERR196180","12__120565014__120611630","12",120565014,120611630,1,"HELA"
"ERR196180","12__123738194__123794130","12",123738194,123794130,1,"HELA"
"ERR196180","12__133198484__133248908","12",133198484,133248908,1,"HELA"
"ERR196180","12__133302254__133359079","12",133302254,133359079,2,"HELA"
"ERR196180","12__133345495__133359079","12",133345495,133359079,1,"HELA"
"ERR196180","12__133351727__133359079","12",133351727,133359079,1,"HELA"
"ERR196180","11__134024470__134074866","11",134024470,134074866,1,"HELA"
"ERR196180","11__134028224__134079100","11",134028224,134079100,1,"HELA"
"ERR196180","10__135098960__135113617","10",135098960,135113617,1,"HELA"
"ERR196180","1__145561096__145597054","1",145561096,145597054,1,"HELA"
"ERR196180","1__149812259__149858232","1",149812259,149858232,1,"HELA"
"ERR196180","1__149856010__149905591","1",149856010,149905591,1,"HELA"
"ERR196180","1__150129105__150204264","1",150129105,150204264,1,"HELA"
"ERR196180","1__150315785__150325704","1",150315785,150325704,1,"HELA"
"ERR196180","1__155158300__155210508","1",155158300,155210508,1,"HELA"
"ERR196180","1__155236520__155289719","1",155236520,155289719,1,"HELA"
"ERR196180","1__155583850__155631214","1",155583850,155631214,1,"HELA"
"ERR196180","1__156268415__156303434","1",156268415,156303434,1,"HELA"
"ERR196180","1__156902645__156918290","1",156902645,156918290,1,"HELA"
"ERR196180","1__161093931__161145885","1",161093931,161145885,1,"HELA"
"ERR196180","1__167368423__167381541","1",167368423,167381541,1,"HELA"
"ERR196180","1__167343345__167396582","1",167343345,167396582,1,"HELA"
"ERR196180","1__173900352__173953757","1",173900352,173953757,1,"HELA"
"ERR196180","1__173915614__173962210","1",173915614,173962210,1,"HELA"
"ERR196180","1__204337558__204429789","1",204337558,204429789,1,"HELA"
"ERR196180","1__225548383__225609979","1",225548383,225609979,1,"HELA"
"ERR196180","1__235600637__235647831","1",235600637,235647831,1,"HELA"
"ERR196180","1__236711312__236760276","1",236711312,236760276,1,"HELA"
"ERR196180","1__236721537__236761279","1",236721537,236761279,1,"HELA"
"ERR196183","17__411908__436151","17",411908,436151,1,"HELA"
"ERR196183","16__675899__775293","16",675899,775293,1,"HELA"
"ERR196183","12__993815__1020618","12",993815,1020618,1,"HELA"
"ERR196183","1__1270658__1326245","1",1270658,1326245,1,"HELA"
"ERR196183","16__1933197__2012467","16",1933197,2012467,1,"HELA"
"ERR196183","17__5286890__5336484","17",5286890,5336484,1,"HELA"
"ERR196183","12__6562613__6571488","12",6562613,6571488,1,"HELA"
"ERR196183","12__6648127__6687303","12",6648127,6687303,1,"HELA"
"ERR196183","18__6912059__6966296","18",6912059,6966296,1,"HELA"
"ERR196183","18__6941743__6982589","18",6941743,6982589,1,"HELA"
"ERR196183","18__6948402__6982589","18",6948402,6982589,1,"HELA"
"ERR196183","18__6912059__6999996","18",6912059,6999996,2,"HELA"
"ERR196183","18__6919495__6999996","18",6919495,6999996,1,"HELA"
"ERR196183","18__6928850__6999996","18",6928850,6999996,2,"HELA"
"ERR196183","18__6941743__6999996","18",6941743,6999996,2,"HELA"
"ERR196183","17__8076297__8132764","17",8076297,8132764,1,"HELA"
"ERR196183","17__8110889__8141947","17",8110889,8141947,1,"HELA"
"ERR196183","11__8633584__8664673","11",8633584,8664673,2,"HELA"
"ERR196183","17__10544602__10590159","17",10544602,10590159,1,"HELA"
"ERR196183","18__10670244__10731519","18",10670244,10731519,1,"HELA"
"ERR196183","18__10677744__10731519","18",10677744,10731519,2,"HELA"
"ERR196183","10__12162786__12165227","10",12162786,12165227,1,"HELA"
"ERR196183","19__12757322__12805536","19",12757322,12805536,1,"HELA"
"ERR196183","18__13008455__13040955","18",13008455,13040955,2,"HELA"
"ERR196183","17__17088137__17165420","17",17088137,17165420,2,"HELA"
"ERR196183","19__17091307__17166812","19",17091307,17166812,1,"HELA"
"ERR196183","16__18819100__18872098","16",18819100,18872098,1,"HELA"
"ERR196183","1__21069171__21107033","1",21069171,21107033,1,"HELA"
"ERR196183","13__21351468__21382720","13",21351468,21382720,1,"HELA"
"ERR196183","12__21615674__21624182","12",21615674,21624182,1,"HELA"
"ERR196183","14__21876471__21936911","14",21876471,21936911,1,"HELA"
"ERR196183","17__26912337__26962627","17",26912337,26962627,1,"HELA"
"ERR196183","17__27849298__27905389","17",27849298,27905389,1,"HELA"
"ERR196183","10__29771762__29819597","10",29771762,29819597,1,"HELA"
"ERR196183","10__32556644__32575770","10",32556644,32575770,1,"HELA"
"ERR196183","17__34147028__34182414","17",34147028,34182414,1,"HELA"
"ERR196183","15__34591770__34680153","15",34591770,34680153,1,"HELA"
"ERR196183","19__34941170__34960798","19",34941170,34960798,1,"HELA"
"ERR196183","15__37183222__37242601","15",37183222,37242601,1,"HELA"
"ERR196183","19__39867345__39919055","19",39867345,39919055,2,"HELA"
"ERR196183","17__41249261__41276132","17",41249261,41276132,2,"HELA"
"ERR196183","15__41267988__41319934","15",41267988,41319934,3,"HELA"
"ERR196183","15__41594573__41680720","15",41594573,41680720,1,"HELA"
"ERR196183","15__41624892__41680720","15",41624892,41680720,1,"HELA"
"ERR196183","15__42433332__42483365","15",42433332,42483365,2,"HELA"
"ERR196183","17__42875816__42931003","17",42875816,42931003,1,"HELA"
"ERR196183","17__43248331__43298281","17",43248331,43298281,1,"HELA"
"ERR196183","15__44843629__44892830","15",44843629,44892830,1,"HELA"
"ERR196183","1__45228018__45266824","1",45228018,45266824,1,"HELA"
"ERR196183","1__45249257__45270451","1",45249257,45270451,1,"HELA"
"ERR196183","12__46312914__46345510","12",46312914,46345510,1,"HELA"
"ERR196183","11__47711628__47754222","11",47711628,47754222,1,"HELA"
"ERR196183","12__48436681__48490210","12",48436681,48490210,1,"HELA"
"ERR196183","12__48458848__48490210","12",48458848,48490210,1,"HELA"
"ERR196183","19__48982380__49004661","19",48982380,49004661,1,"HELA"
"ERR196183","12__49082241__49172040","12",49082241,49172040,1,"HELA"
"ERR196183","19__49251268__49303357","19",49251268,49303357,1,"HELA"
"ERR196183","12__49443465__49525178","12",49443465,49525178,1,"HELA"
"ERR196183","12__50349182__50400419","12",50349182,50400419,2,"HELA"
"ERR196183","15__50534146__50581865","15",50534146,50581865,1,"HELA"
"ERR196183","12__51461456__51510203","12",51461456,51510203,1,"HELA"
"ERR196183","1__51736823__51822518","1",51736823,51822518,1,"HELA"
"ERR196183","13__52980166__52991276","13",52980166,52991276,1,"HELA"
"ERR196183","12__53687057__53708633","12",53687057,53708633,2,"HELA"
"ERR196183","1__55571819__55619953","1",55571819,55619953,1,"HELA"
"ERR196183","14__55609302__55658396","14",55609302,55658396,2,"HELA"
"ERR196183","19__55853162__55898408","19",55853162,55898408,1,"HELA"
"ERR196183","12__56555636__56580024","12",56555636,56580024,1,"HELA"
"ERR196183","12__56596288__56637176","12",56596288,56637176,1,"HELA"
"ERR196183","12__56596288__56667038","12",56596288,56667038,1,"HELA"
"ERR196183","12__56631591__56667038","12",56631591,56667038,1,"HELA"
"ERR196183","12__56630366__56680429","12",56630366,56680429,1,"HELA"
"ERR196183","12__56646286__56680429","12",56646286,56680429,1,"HELA"
"ERR196183","12__56713648__56748647","12",56713648,56748647,1,"HELA"
"ERR196183","12__57493550__57500122","12",57493550,57500122,1,"HELA"
"ERR196183","12__57870147__57928937","12",57870147,57928937,1,"HELA"
"ERR196183","17__58285420__58343452","17",58285420,58343452,1,"HELA"
"ERR196183","17__58520520__58571978","17",58520520,58571978,2,"HELA"
"ERR196183","16__58546005__58585176","16",58546005,58585176,1,"HELA"
"ERR196183","16__58559893__58619410","16",58559893,58619410,1,"HELA"
"ERR196183","15__58902496__58957396","15",58902496,58957396,1,"HELA"
"ERR196183","15__59415716__59510286","15",59415716,59510286,1,"HELA"
