"Chr","Start","End","Chimeric.out.junction","index","count"
"chr1",566592,566755,1,"1__566592__566755",1
"chr1",569276,569475,1,"1__569276__569475",1
"chr6",532469,576882,1,"6__532469__576882",1
"chr8",640898,642612,1,"8__640898__642612",1
"chr6",647501,657250,1,"6__647501__657250",1
"chr1",682075,684761,1,"1__682075__684761",1
"chr1",741179,745550,1,"1__741179__745550",1
"chr11",755879,760253,1,"11__755879__760253",1
"chr16",792250,792543,1,"16__792250__792543",1
"chr7",808496,825534,1,"7__808496__825534",1
"chr10",866740,890995,1,"10__866740__890995",1
"chr10",882343,890995,2,"10__882343__890995",2
"chr5",896780,901546,1,"5__896780__901546",1
"chr4",905461,907456,2,"4__905461__907456",2
"chr10",882343,931700,1,"10__882343__931700",1
"chr10",909683,931700,5,"10__909683__931700",5
"chr10",930387,931700,3,"10__930387__931700",3
"chr12",938228,939110,3,"12__938228__939110",3
"chr16",929570,961079,1,"16__929570__961079",1
"chr17",986760,1003975,1,"17__986760__1003975",1
"chr16",1004357,1004666,1,"16__1004357__1004666",1
"chr7",1037282,1037398,1,"7__1037282__1037398",1
"chr10",1125951,1126416,4,"10__1125951__1126416",4
"chr12",1136914,1137738,7,"12__1136914__1137738",7
"chr10",1130343,1151207,1,"10__1130343__1151207",1
"chr10",1149539,1170964,1,"10__1149539__1170964",1
"chr12",1192330,1192746,1,"12__1192330__1192746",1
"chr19",1218416,1219412,2,"19__1218416__1219412",2
"chr4",1221987,1235307,1,"4__1221987__1235307",1
"chr12",1213916,1250953,1,"12__1213916__1250953",1
"chr17",1264386,1265302,1,"17__1264386__1265302",1
"chr17",1257505,1268352,2,"17__1257505__1268352",2
"chr19",1270866,1272050,1,"19__1270866__1272050",1
"chr19",1271328,1272050,2,"19__1271328__1272050",2
"chr17",1268153,1273035,1,"17__1268153__1273035",1
"chr6",1287400,1287506,1,"6__1287400__1287506",1
"chr12",1289706,1299218,1,"12__1289706__1299218",1
"chr17",1340084,1340449,1,"17__1340084__1340449",1
"chr17",1383821,1384179,1,"17__1383821__1384179",1
"chr19",1430221,1432689,1,"19__1430221__1432689",1
"chr20",1433138,1435777,1,"20__1433138__1435777",1
"chr16",1447179,1453345,1,"16__1447179__1453345",1
"chr17",1451590,1456443,1,"17__1451590__1456443",1
"chrY",1458384,1458509,6,"Y__1458384__1458509",6
"chr6_cox_hap2",1497638,1497852,1,"6_cox_hap2__1497638__1497852",1
"chrX",1508384,1508509,1,"X__1508384__1508509",1
"chr16",1509108,1515339,1,"16__1509108__1515339",1
"chr7",1520471,1521124,1,"7__1520471__1521124",1
"chrX",1533636,1537184,1,"X__1533636__1537184",1
"chr12",1480999,1553916,1,"12__1480999__1553916",1
"chr17",1576375,1587876,1,"17__1576375__1587876",1
"chr17",1610633,1610753,1,"17__1610633__1610753",1
"chr16",1675974,1682366,1,"16__1675974__1682366",1
"chr16",1675974,1691188,1,"16__1675974__1691188",1
"chr17",1703151,1704318,1,"17__1703151__1704318",1
"chrX",1712337,1714425,1,"X__1712337__1714425",1
"chr1",1716818,1717078,1,"1__1716818__1717078",1
"chr1",1735858,1737977,1,"1__1735858__1737977",1
"chr17",1746097,1747980,4,"17__1746097__1747980",4
"chr1",1735858,1749314,1,"1__1735858__1749314",1
"chr12",1740464,1755463,1,"12__1740464__1755463",1
"chr12",1754960,1756341,1,"12__1754960__1756341",1
"chr17",1746097,1756483,2,"17__1746097__1756483",2
"chr1",1747195,1756938,2,"1__1747195__1756938",2
"chr12",1754960,1760956,1,"12__1754960__1760956",1
"chr1",1747195,1770677,1,"1__1747195__1770677",1
"chr17",1778955,1787238,1,"17__1778955__1787238",1
"chr17",1782287,1787238,1,"17__1782287__1787238",1
"chr6_dbb_hap3",1867338,1871370,1,"6_dbb_hap3__1867338__1871370",1
"chr7",1878520,1878648,1,"7__1878520__1878648",1
"chr7",1879220,1879402,1,"7__1879220__1879402",1
"chr8",1876593,1900993,1,"8__1876593__1900993",1
"chr4",1902979,1905914,3,"4__1902979__1905914",3
"chr4",1902353,1906105,2,"4__1902353__1906105",2
"chr6_qbl_hap6",1910242,1912150,1,"6_qbl_hap6__1910242__1912150",1
"chr4",1902353,1920350,2,"4__1902353__1920350",2
"chr4",1905943,1920350,2,"4__1905943__1920350",2
"chr4",1930494,1930777,1,"4__1930494__1930777",1
"chr4",1902353,1932497,2,"4__1902353__1932497",2
"chr4",1902353,1936989,4,"4__1902353__1936989",4
"chr4",1932353,1941505,1,"4__1932353__1941505",1
"chr4",1976590,1978406,3,"4__1976590__1978406",3
"chr17",1985104,1989195,3,"17__1985104__1989195",3
"chr6_ssto_hap7",2011495,2015261,1,"6_ssto_hap7__2011495__2015261",1
"chr7",1937836,2041756,1,"7__1937836__2041756",1
"chr6_cox_hap2",2058407,2059734,1,"6_cox_hap2__2058407__2059734",1
"chrY",2111064,2111271,1,"Y__2111064__2111271",1
"chr19",2137726,2138713,2,"19__2137726__2138713",2
"chr4",2129840,2181192,1,"4__2129840__2181192",1
"chr17",2185941,2187029,1,"17__2185941__2187029",1
"chr19",2180712,2191239,1,"19__2180712__2191239",1
"chr9",2191266,2192802,1,"9__2191266__2192802",1
"chr6_cox_hap2",2204183,2204382,1,"6_cox_hap2__2204183__2204382",1
"chr4",2194931,2214853,1,"4__2194931__2214853",1
"chr16",2218454,2218706,1,"16__2218454__2218706",1
"chr12",2224390,2229596,3,"12__2224390__2229596",3
"chr1",2234417,2234839,1,"1__2234417__2234839",1
"chr1",2234417,2236024,1,"1__2234417__2236024",1
"chrX",2263112,2263956,1,"X__2263112__2263956",1
"chr7",2257597,2270362,1,"7__2257597__2270362",1
"chr7",2269619,2270362,3,"7__2269619__2270362",3
"chr7",2269619,2270399,1,"7__2269619__2270399",1
"chrY",2134781,2293345,1,"Y__2134781__2293345",1
"chrY",2213818,2293345,1,"Y__2213818__2293345",1
"chrY",2260395,2293345,1,"Y__2260395__2293345",1
"chr11",2356435,2356534,1,"11__2356435__2356534",1
"chrY",2361949,2362136,1,"Y__2361949__2362136",1
"chr7",2403267,2404164,1,"7__2403267__2404164",1
"chr7",2404007,2404164,1,"7__2404007__2404164",1
"chr4",2492064,2498848,1,"4__2492064__2498848",1
"chr16",2506953,2507209,1,"16__2506953__2507209",1
"chr12",2558142,2566872,2,"12__2558142__2566872",2
"chr17",2568666,2579900,1,"17__2568666__2579900",1
"chr17",2601190,2601884,1,"17__2601190__2601884",1
"chr16",2607704,2616454,1,"16__2607704__2616454",1
"chr12",2595270,2622150,1,"12__2595270__2622150",1
"chr4",2597811,2628304,1,"4__2597811__2628304",1
"chr4",2626989,2628304,2,"4__2626989__2628304",2
"chr4",2626989,2632896,1,"4__2626989__2632896",1
"chr4",2626989,2641586,2,"4__2626989__2641586",2
"chr7",2638099,2644625,1,"7__2638099__2644625",1
"chrX",2662540,2662664,1,"X__2662540__2662664",1
"chr18",2666156,2674144,2,"18__2666156__2674144",2
"chr16",2683740,2692490,4,"16__2683740__2692490",4
"chr4",2659530,2692697,1,"4__2659530__2692697",1
"chr18",2732386,2732490,1,"18__2732386__2732490",1
"chr18",2724897,2752550,1,"18__2724897__2752550",1
"chr6",2762609,2762744,2,"6__2762609__2762744",2
"chr19",2761458,2763755,1,"19__2761458__2763755",1
"chr12",2774876,2775826,2,"12__2774876__2775826",2
"chr9",2777873,2783594,1,"9__2777873__2783594",1
"chr16",2812548,2814289,1,"16__2812548__2814289",1
"chrY",2821950,2829687,4,"Y__2821950__2829687",4
"chr9",2828675,2838517,1,"9__2828675__2838517",1
"chr9",2837180,2838517,1,"9__2837180__2838517",1
"chr18",2884962,2892484,2,"18__2884962__2892484",2
"chr18",2890559,2892484,11,"18__2890559__2892484",11
"chr4",2883625,2896458,1,"4__2883625__2896458",1
"chr20",2866936,2903931,1,"20__2866936__2903931",1
"chr12",2929252,2930958,2,"12__2929252__2930958",2
"chr20",2928628,2945848,1,"20__2928628__2945848",1
"chr20",2944918,2945848,3,"20__2944918__2945848",3
"chr20",3005154,3005260,1,"20__3005154__3005260",1
"chr6_qbl_hap6",3002578,3008853,1,"6_qbl_hap6__3002578__3008853",1
"chr6",3006702,3017219,1,"6__3006702__3017219",1
"chr19",3053573,3053777,2,"19__3053573__3053777",2
"chr6",3076998,3085642,1,"6__3076998__3085642",1
"chr4",3088666,3101121,1,"4__3088666__3101121",1
"chr4",3088666,3109150,10,"4__3088666__3109150",10
"chr4",3088666,3117990,2,"4__3088666__3117990",2
"chr12",3129042,3129154,1,"12__3129042__3129154",1
"chr12",3103904,3131183,1,"12__3103904__3131183",1
"chr4",3088666,3162119,1,"4__3088666__3162119",1
"chr10",3160974,3162236,2,"10__3160974__3162236",2
"chr3",3178944,3182332,2,"3__3178944__3182332",2
"chr4",3188324,3190820,1,"4__3188324__3190820",1
"chr3",3209318,3216953,1,"3__3209318__3216953",1
"chr20",3235865,3240674,1,"20__3235865__3240674",1
"chr20",3259558,3275275,1,"20__3259558__3275275",1
"chr20",3274785,3275275,1,"20__3274785__3275275",1
"chr9",3330482,3346755,2,"9__3330482__3346755",2
"chr11",3381655,3399130,1,"11__3381655__3399130",1
"chr19",3425104,3435205,2,"19__3425104__3435205",2
"chr5",3492244,3492345,1,"5__3492244__3492345",1
"chr1",3545582,3545726,1,"1__3545582__3545726",1
"chr16",3556331,3558468,1,"16__3556331__3558468",1
"chr2",3606994,3607319,1,"2__3606994__3607319",1
"chr19",3623686,3624160,1,"19__3623686__3624160",1
"chr19",3651824,3661999,1,"19__3651824__3661999",1
"chr19",3660964,3661999,2,"19__3660964__3661999",2
"chr11",3712577,3714605,1,"11__3712577__3714605",1
"chr11",3723693,3727857,2,"11__3723693__3727857",2
"chr17",3745810,3746445,1,"17__3745810__3746445",1
"chr11",3752621,3756554,1,"11__3752621__3756554",1
"chr11",3752621,3765879,1,"11__3752621__3765879",1
"chr11",3752621,3774638,1,"11__3752621__3774638",1
"chr11",3765739,3774638,1,"11__3765739__3774638",1
"chr11",3792978,3794969,1,"11__3792978__3794969",1
"chr11",3765739,3797251,1,"11__3765739__3797251",1
"chr11",3784132,3797251,1,"11__3784132__3797251",1
"chr11",3789811,3797251,1,"11__3789811__3797251",1
"chr11",3794862,3797251,2,"11__3794862__3797251",2
"chr16",3801727,3808973,1,"16__3801727__3808973",1
"chr3",3819409,3830758,2,"3__3819409__3830758",2
"chr20",3888573,3893281,1,"20__3888573__3893281",1
"chr20",3891224,3893281,1,"20__3891224__3893281",1
"chr20",3888573,3899443,1,"20__3888573__3899443",1
"chr16",3900298,3901010,3,"16__3900298__3901010",3
"chr17",3924423,3928412,1,"17__3924423__3928412",1
"chr17",3935420,3954337,1,"17__3935420__3954337",1
"chr17",3955265,3968123,1,"17__3955265__3968123",1
"chr17",3969741,3976050,1,"17__3969741__3976050",1
"chr9",4013834,4013989,1,"9__4013834__4013989",1
"chr16",4029117,4033441,2,"16__4029117__4033441",2
"chr16",4032571,4033441,2,"16__4032571__4033441",2
"chr9",4057501,4057819,1,"9__4057501__4057819",1
"chr17",4077204,4083172,1,"17__4077204__4083172",1
"chr19",4101017,4101278,1,"19__4101017__4101278",1
"chr19",4117508,4117611,1,"19__4117508__4117611",1
"chr9",4117768,4118881,3,"9__4117768__4118881",3
"chr17",4109616,4120413,2,"17__4109616__4120413",2
"chr11",4123223,4130933,1,"11__4123223__4130933",1
"chr11",4123223,4133292,1,"11__4123223__4133292",1
"chr11",4132831,4133292,1,"11__4132831__4133292",1
"chr17",4186093,4192703,1,"17__4186093__4192703",1
"chr17",4186093,4200109,2,"17__4186093__4200109",2
"chr17",4186093,4210418,4,"17__4186093__4210418",4
"chr4",4239554,4248070,1,"4__4239554__4248070",1
"chr4",4281174,4283624,1,"4__4281174__4283624",1
"chr9",4286038,4286435,1,"9__4286038__4286435",1
"chr9",4286038,4286523,13,"9__4286038__4286523",13
"chr7",4291453,4291566,1,"7__4291453__4291566",1
"chr16",4382216,4383520,6,"16__4382216__4383520",6
"chr19",4405909,4409756,1,"19__4405909__4409756",1
"chr19",4430546,4432204,2,"19__4430546__4432204",2
"chr4",4458918,4473433,2,"4__4458918__4473433",2
"chr16",4484385,4505781,1,"16__4484385__4505781",1
"chr16",4500401,4505781,1,"16__4500401__4505781",1
"chr16",4516154,4519466,2,"16__4516154__4519466",2
"chr6_dbb_hap3",4568356,4568481,2,"6_dbb_hap3__4568356__4568481",2
"chr12",4626227,4628046,2,"12__4626227__4628046",2
"chr16",4731551,4733933,1,"16__4731551__4733933",1
"chr9",4823548,4827033,5,"9__4823548__4827033",5
"chr9",4823548,4833228,1,"9__4823548__4833228",1
"chr9",4823531,4849550,1,"9__4823531__4849550",1
"chr19",4859602,4860036,1,"19__4859602__4860036",1
"chr20",4864288,4880358,1,"20__4864288__4880358",1
"chr16",4867599,4882913,1,"16__4867599__4882913",1
"chr16",4872876,4882913,1,"16__4872876__4882913",1
"chr6",4891947,4892613,15,"6__4891947__4892613",15
"chr17",4927549,4927651,1,"17__4927549__4927651",1
"chr19",4929234,4932968,2,"19__4929234__4932968",2
"chr19",4941540,4951008,1,"19__4941540__4951008",1
"chr19",4950623,4951008,1,"19__4950623__4951008",1
"chr19",5016268,5041262,3,"19__5016268__5041262",3
"chr9",5021963,5044520,1,"9__5021963__5044520",1
"chr19",5032877,5047680,1,"19__5032877__5047680",1
"chr6",5071277,5075798,1,"6__5071277__5075798",1
"chr19",5047487,5082515,1,"19__5047487__5082515",1
"chr19",5071021,5082515,1,"19__5071021__5082515",1
"chr7",5087664,5097410,1,"7__5087664__5097410",1
"chr20",5155829,5159602,1,"20__5155829__5159602",1
"chr5",5182157,5191903,2,"5__5182157__5191903",2
"chr5",5182157,5200382,5,"5__5182157__5200382",5
"chr5",5182157,5222997,7,"5__5182157__5222997",7
"chr17",5250085,5266311,1,"17__5250085__5266311",1
"chr17",5264503,5266311,2,"17__5264503__5266311",2
"chr17",5250085,5268533,1,"17__5250085__5268533",1
"chr17",5257654,5271763,1,"17__5257654__5271763",1
"chr17",5264503,5276749,1,"17__5264503__5276749",1
"chr17",5292122,5302970,1,"17__5292122__5302970",1
"chr17",5307419,5321561,1,"17__5307419__5321561",1
"chr6",5368783,5369415,1,"6__5368783__5369415",1
"chr18",5378500,5378688,2,"18__5378500__5378688",2
"chr7",5410006,5410995,1,"7__5410006__5410995",1
"chr6",5396866,5431405,1,"6__5396866__5431405",1
"chr6",5404775,5545573,1,"6__5404775__5545573",1
"chr19",5604594,5604947,10,"19__5604594__5604947",10
"chr7",5642888,5645015,1,"7__5642888__5645015",1
"chr19",5653126,5654467,1,"19__5653126__5654467",1
"chr7",5660960,5661156,1,"7__5660960__5661156",1
"chr4",5633520,5667376,1,"4__5633520__5667376",1
"chr4",5664834,5667376,3,"4__5664834__5667376",3
"chr7",5680787,5680967,1,"7__5680787__5680967",1
"chr9",5732388,5738538,1,"9__5732388__5738538",1
"chr9",5732391,5747505,1,"9__5732391__5747505",1
"chr10",5751493,5754881,1,"10__5751493__5754881",1
"chr10",5762507,5766496,1,"10__5762507__5766496",1
"chr9",5787061,5787593,1,"9__5787061__5787593",1
"chr10",5789856,5789948,1,"10__5789856__5789948",1
"chr10",5815805,5828013,1,"10__5815805__5828013",1
"chr10",5815805,5842668,2,"10__5815805__5842668",2
"chr10",5827105,5842668,2,"10__5827105__5842668",2
"chr10",5836848,5842668,2,"10__5836848__5842668",2
"chr16",5843845,5844007,1,"16__5843845__5844007",1
"chr10",5807950,5853919,1,"10__5807950__5853919",1
"chr7",5939915,5940563,4,"7__5939915__5940563",4
"chr7",5939915,5941335,1,"7__5939915__5941335",1
"chr20",5939174,5944005,2,"20__5939174__5944005",2
"chr7",5941288,5949747,2,"7__5941288__5949747",2
"chr9",5968019,5969436,1,"9__5968019__5969436",1
"chr9",5968019,5988545,1,"9__5968019__5988545",1
"chr1",5964677,6046387,1,"1__5964677__6046387",1
"chr1",6021854,6046387,2,"1__6021854__6046387",2
"chr7",6085702,6089676,1,"7__6085702__6089676",1
"chr7",6150756,6155154,1,"7__6150756__6155154",1
"chr7",6203368,6203525,1,"7__6203368__6203525",1
"chr11",6245689,6245820,1,"11__6245689__6245820",1
"chr10",6264961,6265103,1,"10__6264961__6265103",1
"chr19",6230581,6270770,5,"19__6230581__6270770",5
"chr7",6426843,6431672,1,"7__6426843__6431672",1
"chr7",6452442,6456552,1,"7__6452442__6456552",1
"chr7",6470111,6474651,1,"7__6470111__6474651",1
"chr7",6465619,6476164,1,"7__6465619__6476164",1
"chr9",6475391,6482099,1,"9__6475391__6482099",1
"chr9",6477622,6482099,1,"9__6477622__6482099",1
"chr9",6477622,6486925,1,"9__6477622__6486925",1
"chr12",6499278,6500540,1,"12__6499278__6500540",1
"chr9",6475391,6500709,1,"9__6475391__6500709",1
"chr7",6505751,6505876,5,"7__6505751__6505876",5
"chr7",6505702,6505954,1,"7__6505702__6505954",1
"chr7",6509227,6513915,1,"7__6509227__6513915",1
"chr8",6582391,6605349,1,"8__6582391__6605349",1
"chr5",6604251,6605521,1,"5__6604251__6605521",1
"chr1",6609631,6610675,1,"1__6609631__6610675",1
"chr12",6619445,6619698,1,"12__6619445__6619698",1
"chr12",6619599,6619708,1,"12__6619599__6619708",1
"chr7",6628326,6628503,1,"7__6628326__6628503",1
"chr12",6657591,6657991,5,"12__6657591__6657991",5
"chr1",6659107,6659512,2,"1__6659107__6659512",2
"chr12",6659018,6659911,1,"12__6659018__6659911",1
"chr5",6651955,6663079,1,"5__6651955__6663079",1
"chr1",6679863,6680397,1,"1__6679863__6680397",1
"chr12",6692398,6696642,1,"12__6692398__6696642",1
"chr19",6742978,6743847,1,"19__6742978__6743847",1
"chr19",6751339,6751453,1,"19__6751339__6751453",1
"chr3",6850451,6850566,1,"3__6850451__6850566",1
"chr12",6857356,6857580,1,"12__6857356__6857580",1
"chr7",6854395,6859572,1,"7__6854395__6859572",1
"chr4",6843794,6860233,1,"4__6843794__6860233",1
"chr7",6854395,6861995,2,"7__6854395__6861995",2
"chr9",6880012,6893232,1,"9__6880012__6893232",1
"chr4",6925100,6925838,2,"4__6925100__6925838",2
"chr12",6991360,6993083,1,"12__6991360__6993083",1
"chr4",6998052,7006651,1,"4__6998052__7006651",1
"chr9",6984166,7015929,2,"9__6984166__7015929",2
"chr4",6995911,7016284,1,"4__6995911__7016284",1
"chr9",6984166,7049200,1,"9__6984166__7049200",1
"chr17",7123802,7123976,1,"17__7123802__7123976",1
"chrY",7149814,7172146,1,"Y__7149814__7172146",1
"chr6",7176888,7189555,14,"6__7176888__7189555",14
"chr17",7225184,7226185,2,"17__7225184__7226185",2
"chr6",7297329,7298234,1,"6__7297329__7298234",1
"chr6",7303783,7310262,2,"6__7303783__7310262",2
"chr17",7402358,7402810,1,"17__7402358__7402810",1
"chr17",7406440,7415663,1,"17__7406440__7415663",1
"chr17",7416836,7417033,1,"17__7416836__7417033",1
"chr17",7478049,7478165,1,"17__7478049__7478165",1
"chr19",7509090,7509340,1,"19__7509090__7509340",1
"chr19",7585128,7585295,1,"19__7585128__7585295",1
"chr11",7614363,7631653,1,"11__7614363__7631653",1
"chr18",7755321,7755918,1,"18__7755321__7755918",1
"chr10",7811179,7822270,1,"10__7811179__7822270",1
"chr1",7837220,7838229,21,"1__7837220__7838229",21
"chr17",7839556,7840580,2,"17__7839556__7840580",2
"chr7",7826419,7841374,1,"7__7826419__7841374",1
"chr10",7839010,7844817,4,"10__7839010__7844817",4
"chr17",7846709,7847956,1,"17__7846709__7847956",1
"chr17",7849046,7849304,4,"17__7849046__7849304",4
"chr4",7857193,7873807,1,"4__7857193__7873807",1
"chr4",7870349,7873807,20,"4__7870349__7873807",20
"chr7",7917074,7917188,1,"7__7917074__7917188",1
"chr7",7916912,7923977,2,"7__7916912__7923977",2
"chr20",7976673,7990962,2,"20__7976673__7990962",2
"chr1",8037712,8045195,1,"1__8037712__8045195",1
"chr1",8072612,8072715,1,"1__8072612__8072715",1
"chr18",8076453,8088849,2,"18__8076453__8088849",2
"chr7",8043538,8099878,2,"7__8043538__8099878",2
"chr18",8076453,8114825,2,"18__8076453__8114825",2
"chr17",8141349,8141947,1,"17__8141349__8141947",1
"chr18",8076453,8143777,1,"18__8076453__8143777",1
"chr18",8113484,8143777,2,"18__8113484__8143777",2
"chr2",8177153,8200535,1,"2__8177153__8200535",1
"chr17",8283114,8285633,1,"17__8283114__8285633",1
"chr20",8399968,8403111,1,"20__8399968__8403111",1
"chr19",8533658,8539128,1,"19__8533658__8539128",1
"chr19",8604616,8604944,2,"19__8604616__8604944",2
"chr19",8604616,8611091,1,"19__8604616__8611091",1
"chr1",8601273,8617582,1,"1__8601273__8617582",1
"chr18",8614926,8638414,1,"18__8614926__8638414",1
"chr18",8624936,8638414,1,"18__8624936__8638414",1
"chr18",8633187,8638414,1,"18__8633187__8638414",1
"chr11",8707484,8707666,1,"11__8707484__8707666",1
"chr1",8684369,8716500,1,"1__8684369__8716500",1
"chr18",8714137,8720494,1,"18__8714137__8720494",1
"chr18",8718422,8720494,3,"18__8718422__8720494",3
"chr16",8729025,8738582,1,"16__8729025__8738582",1
"chr17",8855575,8855707,1,"17__8855575__8855707",1
"chr1",8922946,8924151,1,"1__8922946__8924151",1
"chr16",8952207,8953192,1,"16__8952207__8953192",1
"chr3",8932073,8954056,1,"3__8932073__8954056",1
"chr3",8932073,8983488,2,"3__8932073__8983488",2
"chr3",8977555,8983488,8,"3__8977555__8983488",8
"chr3",8977555,8990254,2,"3__8977555__8990254",2
"chr16",8997125,8998422,1,"16__8997125__8998422",1
"chr16",9009111,9011013,1,"16__9009111__9011013",1
"chr16",9014216,9024254,1,"16__9014216__9024254",1
"chr5",9039335,9039460,2,"5__9039335__9039460",2
"chr12",9096001,9096506,1,"12__9096001__9096506",1
"chr2",9028148,9098771,1,"2__9028148__9098771",1
"chr2",9048751,9098771,1,"2__9048751__9098771",1
"chr2",9083316,9098771,1,"2__9083316__9098771",1
"chr18",9117836,9119588,1,"18__9117836__9119588",1
"chr11",9166542,9171756,1,"11__9166542__9171756",1
"chr11",9173905,9182367,1,"11__9173905__9182367",1
"chr5",9190379,9197415,1,"5__9190379__9197415",1
"chr18",9182380,9221997,12,"18__9182380__9221997",12
"chr18",9195549,9221997,2,"18__9195549__9221997",2
"chr5",9224786,9227079,2,"5__9224786__9227079",2
"chr11",9191403,9229179,1,"11__9191403__9229179",1
"chr11",9199679,9229179,1,"11__9199679__9229179",1
"chr11",9225207,9229179,3,"11__9225207__9229179",3
"chr5",9379935,9423350,4,"5__9379935__9423350",4
"chr11",9430033,9435958,1,"11__9430033__9435958",1
"chr2",9419446,9437574,2,"2__9419446__9437574",2
"chr5",9292105,9437964,1,"5__9292105__9437964",1
"chr5",9379935,9437964,1,"5__9379935__9437964",1
"chr5",9421789,9437964,2,"5__9421789__9437964",2
"chr11",9430033,9438695,1,"11__9430033__9438695",1
"chr9",9442110,9442238,1,"9__9442110__9442238",1
"chr9",9442117,9442238,1,"9__9442117__9442238",1
"chr11",9435802,9442245,2,"11__9435802__9442245",2
"chr11",9441958,9442245,1,"11__9441958__9442245",1
"chr9",9442117,9442268,5,"9__9442117__9442268",5
"chr11",9444553,9446809,2,"11__9444553__9446809",2
"chr19",9448472,9449995,1,"19__9448472__9449995",1
"chr19",9449170,9451860,1,"19__9449170__9451860",1
"chr11",9450087,9452550,1,"11__9450087__9452550",1
"chr11",9451221,9455393,1,"11__9451221__9455393",1
"chr2",9458653,9468040,1,"2__9458653__9468040",1
"chr2",9496176,9499018,1,"2__9496176__9499018",1
"chr3",9495423,9506356,1,"3__9495423__9506356",1
"chr18",9524592,9525849,2,"18__9524592__9525849",2
"chr5",9437868,9540310,1,"5__9437868__9540310",1
"chr18",9547450,9547685,1,"18__9547450__9547685",1
"chr2",9554307,9560229,1,"2__9554307__9560229",1
"chr18",9570155,9577189,3,"18__9570155__9577189",3
"chr2",9568894,9580795,1,"2__9568894__9580795",1
"chr18",9583115,9595100,2,"18__9583115__9595100",2
"chr18",9593766,9595100,2,"18__9593766__9595100",2
"chr18",9583115,9595151,2,"18__9583115__9595151",2
"chr11",9606805,9608403,1,"11__9606805__9608403",1
"chr2",9724737,9724823,1,"2__9724737__9724823",1
"chr2",9725064,9725202,1,"2__9725064__9725202",1
"chr2",9728294,9731644,1,"2__9728294__9731644",1
"chr3",9731648,9743748,1,"3__9731648__9743748",1
"chr11",9735013,9750998,2,"11__9735013__9750998",2
"chr19",9763629,9771550,2,"19__9763629__9771550",2
"chr19",9767223,9771550,1,"19__9767223__9771550",1
"chr1",9751525,9787679,1,"1__9751525__9787679",1
"chr3",9792629,9793633,2,"3__9792629__9793633",2
"chr18",9722739,9815219,1,"18__9722739__9815219",1
"chr18",9775275,9815219,1,"18__9775275__9815219",1
"chr5",9824356,9824556,1,"5__9824356__9824556",1
"chr18",9931807,9937063,1,"18__9931807__9937063",1
