"Chr","Start","End","Chimeric.out.junction","index","count"
"chr4",25848916,25849486,1,"4__25848916__25849486",1
"chr6",26056054,26056299,1,"6__26056054__26056299",1
"chr17",26449629,26459835,1,"17__26449629__26459835",1
"chr6",26597267,26598850,1,"6__26597267__26598850",1
"chr12",26748398,26755639,1,"12__26748398__26755639",1
"chr12",26774056,26777289,1,"12__26774056__26777289",1
"chr12",26748398,26784992,1,"12__26748398__26784992",1
"chr21",26865755,26884857,1,"21__26865755__26884857",1
"chr17",26918716,26920084,3,"17__26918716__26920084",3
"chr17",26948006,26950984,1,"17__26948006__26950984",1
"chr11",27068650,27088209,1,"11__27068650__27088209",1
"chr12",27148170,27152609,1,"12__27148170__27152609",1
"chr12",27143383,27156323,2,"12__27143383__27156323",2
"chr12",27199091,27219159,1,"12__27199091__27219159",1
"chr1",27267948,27268309,2,"1__27267948__27268309",2
"chr1",27269151,27269556,7,"1__27269151__27269556",7
"chr17",27613010,27614734,9,"17__27613010__27614734",9
"chr13",27649328,27690733,1,"13__27649328__27690733",1
"chr6",27919385,27925926,1,"6__27919385__27925926",1
"chr11",28056934,28058211,1,"11__28056934__28058211",1
"chr11",28098554,28113060,2,"11__28098554__28113060",2
"chr3",28293203,28304871,1,"3__28293203__28304871",1
"chr3",28304782,28336020,1,"3__28304782__28336020",1
"chr3",28304782,28339841,1,"3__28304782__28339841",1
"chr22",28490068,28559587,1,"22__28490068__28559587",1
"chr22",28692186,28693840,2,"22__28692186__28693840",2
"chr1",28835564,28835867,1,"1__28835564__28835867",1
"chr22",28910554,28915308,1,"22__28910554__28915308",1
"chr22",28910745,28915308,7,"22__28910745__28915308",7
"chr22",28911615,28915308,2,"22__28911615__28915308",2
"chr22",29025540,29025818,1,"22__29025540__29025818",1
"chr2",29073194,29075365,1,"2__29073194__29075365",1
"chr17",29130919,29131126,1,"17__29130919__29131126",1
"chr2",29169316,29170027,1,"2__29169316__29170027",1
"chr2",29169948,29171060,1,"2__29169948__29171060",1
"chr18",29674032,29678528,1,"18__29674032__29678528",1
"chr7",29709510,29712010,1,"7__29709510__29712010",1
"chr14",30093358,30105700,2,"14__30093358__30105700",2
"chr13",30104675,30110339,2,"13__30104675__30110339",2
"chr13",30104675,30127997,1,"13__30104675__30127997",1
"chr10",30397716,30399760,1,"10__30397716__30399760",1
"chr7",30363258,30402072,1,"7__30363258__30402072",1
"chr7",30395344,30405911,1,"7__30395344__30405911",1
"chr8",30469816,30492640,1,"8__30469816__30492640",1
"chr7",30638412,30643188,1,"7__30638412__30643188",1
"chr7",30661009,30662078,1,"7__30661009__30662078",1
"chr16",30732299,30732508,1,"16__30732299__30732508",1
"chr15",30766559,30773110,3,"15__30766559__30773110",3
"chr15",30766559,30776889,1,"15__30766559__30776889",1
"chr14",31388172,31398517,1,"14__31388172__31398517",1
"chr13",31789188,31803431,1,"13__31789188__31803431",1
"chr6",31828216,31830541,1,"6__31828216__31830541",1
"chr22",32025229,32025538,1,"22__32025229__32025538",1
"chr14",32172323,32173344,1,"14__32172323__32173344",1
"chr3",32180079,32181858,1,"3__32180079__32181858",1
"chr20",32264911,32267780,1,"20__32264911__32267780",1
"chr20",32267561,32268222,2,"20__32267561__32268222",2
"chr10",32306071,32310215,1,"10__32306071__32310215",1
"chr10",32308786,32310215,1,"10__32308786__32310215",1
"chr5",32390381,32404202,1,"5__32390381__32404202",1
"chr3",32522709,32524609,1,"3__32522709__32524609",1
"chr3",32586368,32587457,1,"3__32586368__32587457",1
"chr2",32602656,32631625,1,"2__32602656__32631625",1
"chr2",32602656,32641231,1,"2__32602656__32641231",1
"chr2",32639837,32641231,2,"2__32639837__32641231",2
"chr2",32666397,32670736,1,"2__32666397__32670736",1
"chr2",32602656,32679010,1,"2__32602656__32679010",1
"chr2",32664576,32679022,1,"2__32664576__32679022",1
"chr20",32684463,32686439,4,"20__32684463__32686439",4
"chr2",32692593,32692807,1,"2__32692593__32692807",1
"chr2",32698180,32702651,2,"2__32698180__32702651",2
"chr2",32707588,32716625,1,"2__32707588__32716625",1
"chr7",32678886,32718742,1,"7__32678886__32718742",1
"chr2",32703703,32725176,1,"2__32703703__32725176",1
"chr2",32713655,32725176,2,"2__32713655__32725176",2
"chr2",32768308,32770927,1,"2__32768308__32770927",1
"chr2",32800223,32819127,1,"2__32800223__32819127",1
"chr2",32822818,32836649,1,"2__32822818__32836649",1
"chr7",32852369,32860353,2,"7__32852369__32860353",2
"chr7",32852369,32862833,1,"7__32852369__32862833",1
"chr7",32852369,32878278,1,"7__32852369__32878278",1
"chr19",33106564,33116872,1,"19__33106564__33116872",1
"chr19",33113328,33116872,1,"19__33113328__33116872",1
"chr9",33115989,33120604,1,"9__33115989__33120604",1
"chr11",33118381,33127610,1,"11__33118381__33127610",1
"chr11",33127113,33127610,1,"11__33127113__33127610",1
"chr9",33130274,33135422,1,"9__33130274__33135422",1
"chr1",33251963,33256855,1,"1__33251963__33256855",1
"chr1",33263017,33263444,1,"1__33263017__33263444",1
"chr1",33272083,33276658,1,"1__33272083__33276658",1
"chr1",33276192,33276658,5,"1__33276192__33276658",5
"chr5",33442271,33442650,1,"5__33442271__33442650",1
"chr3",33562397,33563217,1,"3__33562397__33563217",1
"chr19",33592401,33597805,1,"19__33592401__33597805",1
"chr7",33677372,33682530,1,"7__33677372__33682530",1
"chr21",33750754,33756773,2,"21__33750754__33756773",2
"chr21",33755731,33757993,1,"21__33755731__33757993",1
"chr1",33741701,33760906,1,"1__33741701__33760906",1
"chr1",33760538,33760906,1,"1__33760538__33760906",1
"chr18",33828885,33840138,1,"18__33828885__33840138",1
"chr9",33886879,33900269,2,"9__33886879__33900269",2
"chr7",33976901,34014396,1,"7__33976901__34014396",1
"chr7",34006091,34014396,1,"7__34006091__34014396",1
"chr9",34096714,34107563,2,"9__34096714__34107563",2
"chr9",34106432,34107563,1,"9__34106432__34107563",1
"chr5",34175927,34179202,1,"5__34175927__34179202",1
"chr20",34515702,34519366,1,"20__34515702__34519366",1
"chr21",34793787,34805178,1,"21__34793787__34805178",1
"chr21",34878755,34879867,1,"21__34878755__34879867",1
"chr19",34881964,34882709,1,"19__34881964__34882709",1
"chr7",35006506,35013217,2,"7__35006506__35013217",2
"chr7",35050080,35058208,3,"7__35050080__35058208",3
"chr15",35155068,35163123,1,"15__35155068__35163123",1
"chr15",35192823,35196706,2,"15__35192823__35196706",2
"chr15",35207239,35219339,1,"15__35207239__35219339",1
"chr15",35219236,35231014,2,"15__35219236__35231014",2
"chr7",35242605,35244218,1,"7__35242605__35244218",1
"chr7",35280491,35289815,1,"7__35280491__35289815",1
"chr17",35310186,35311207,1,"17__35310186__35311207",1
"chr17",35343916,35348156,1,"17__35343916__35348156",1
"chr21",35497641,35515007,1,"21__35497641__35515007",1
"chr1",35649908,35650112,1,"1__35649908__35650112",1
"chr20",35652493,35654848,1,"20__35652493__35654848",1
"chr20",35701960,35702372,1,"20__35701960__35702372",1
"chr9",35836322,35836510,1,"9__35836322__35836510",1
"chr1",36297028,36301594,2,"1__36297028__36301594",2
"chr1",36623037,36623271,1,"1__36623037__36623271",1
"chr2",36606500,36623930,1,"2__36606500__36623930",1
"chr2",36623757,36669878,1,"2__36623757__36669878",1
"chr2",36623757,36691798,1,"2__36623757__36691798",1
"chr1",36872981,36881625,1,"1__36872981__36881625",1
"chr1",36921798,36923582,1,"1__36921798__36923582",1
"chr18",36907730,36968491,1,"18__36907730__36968491",1
"chr5",37221426,37224842,1,"5__37221426__37224842",1
"chr5",37226406,37239971,1,"5__37226406__37239971",1
"chr5",37238959,37239971,1,"5__37238959__37239971",1
"chr5",37238959,37247847,1,"5__37238959__37247847",1
"chr5",37243115,37247847,1,"5__37243115__37247847",1
"chr2",37285594,37289193,1,"2__37285594__37289193",1
"chr2",37329066,37331275,1,"2__37329066__37331275",1
"chr8",37330596,37333530,4,"8__37330596__37333530",4
"chr18",37341759,37342340,1,"18__37341759__37342340",1
"chr8",37374321,37386705,3,"8__37374321__37386705",3
"chr2",37449523,37456179,1,"2__37449523__37456179",1
"chr19",37492233,37492585,1,"19__37492233__37492585",1
"chr8",37623044,37623873,2,"8__37623044__37623873",2
"chr8",37692692,37695457,1,"8__37692692__37695457",1
"chr17",37700502,37707395,1,"17__37700502__37707395",1
"chr17",37707291,37721167,1,"17__37707291__37721167",1
"chr21",37741286,37744829,1,"21__37741286__37744829",1
"chr21",37763849,37771903,1,"21__37763849__37771903",1
"chr21",37759896,37775149,2,"21__37759896__37775149",2
"chr21",37763849,37775149,2,"21__37763849__37775149",2
"chr21",37775056,37783902,2,"21__37775056__37783902",2
"chr17",38445660,38447920,1,"17__38445660__38447920",1
"chr17",38562636,38563194,2,"17__38562636__38563194",2
"chr19",38571896,38579491,1,"19__38571896__38579491",1
"chr19",38597177,38610522,1,"19__38597177__38610522",1
"chr19",38609946,38610522,5,"19__38609946__38610522",5
"chr15",38591574,38617010,1,"15__38591574__38617010",1
"chr15",38591574,38632096,1,"15__38591574__38632096",1
"chr19",38631824,38633350,6,"19__38631824__38633350",6
"chr19",38673159,38673380,1,"19__38673159__38673380",1
"chr4",38699951,38701435,1,"4__38699951__38701435",1
"chr2",38958877,38960773,1,"2__38958877__38960773",1
"chr12",39223181,39242464,1,"12__39223181__39242464",1
"chr13",39263624,39265307,1,"13__39263624__39265307",1
"chr12",39223181,39268313,1,"12__39223181__39268313",1
"chr12",39154649,39300147,1,"12__39154649__39300147",1
"chr14",39648295,39648666,4,"14__39648295__39648666",4
"chr7",39726230,39736458,1,"7__39726230__39736458",1
"chr4",39843568,39851272,1,"4__39843568__39851272",1
"chr4",39875909,39878773,1,"4__39875909__39878773",1
"chr4",39871014,39891984,1,"4__39871014__39891984",1
"chr4",39874606,39891984,1,"4__39874606__39891984",1
"chr17",39973122,39974779,1,"17__39973122__39974779",1
"chr9",40293026,40308763,1,"9__40293026__40308763",1
"chr3",40351362,40353660,2,"3__40351362__40353660",2
"chr1",40654727,40668286,2,"1__40654727__40668286",2
"chr1",40733458,40737707,1,"1__40733458__40737707",1
"chrX",40954481,40954806,1,"X__40954481__40954806",1
"chr19",40964062,40964452,1,"19__40964062__40964452",1
"chr13",41323274,41334510,1,"13__41323274__41334510",1
"chr8",41455811,41456823,1,"8__41455811__41456823",1
"chr22",41525894,41527637,1,"22__41525894__41527637",1
"chr22",41521868,41536261,1,"22__41521868__41536261",1
"chr22",41564453,41569788,1,"22__41564453__41569788",1
"chr15",41624113,41625702,1,"15__41624113__41625702",1
"chr22",41738533,41739580,3,"22__41738533__41739580",3
"chr15",41745099,41758450,1,"15__41745099__41758450",1
"chr3",41746549,41759353,1,"3__41746549__41759353",1
"chr15",41763370,41769713,2,"15__41763370__41769713",2
"chr15",41767723,41769713,1,"15__41767723__41769713",1
"chr3",41756729,41795980,3,"3__41756729__41795980",3
"chr5",41800096,41803265,1,"5__41800096__41803265",1
"chr5",41840553,41862852,1,"5__41840553__41862852",1
"chr22",41913301,41916280,1,"22__41913301__41916280",1
"chr3",42127991,42128892,1,"3__42127991__42128892",1
"chr3",42128596,42128892,1,"3__42128596__42128892",1
"chr1",42164849,42166666,1,"1__42164849__42166666",1
"chr22",42262835,42264796,1,"22__42262835__42264796",1
"chr18",42287851,42289245,1,"18__42287851__42289245",1
"chr12",42418091,42420457,1,"12__42418091__42420457",1
"chr12",42521848,42523653,2,"12__42521848__42523653",2
"chr18",42529846,42533305,1,"18__42529846__42533305",1
"chr19",42596133,42596680,1,"19__42596133__42596680",1
"chr12",42604157,42604482,7,"12__42604157__42604482",7
"chr12",42711142,42717906,1,"12__42711142__42717906",1
"chr15",42930898,42944790,1,"15__42930898__42944790",1
"chr15",42954992,42961535,1,"15__42954992__42961535",1
"chr6",42992723,42993879,2,"6__42992723__42993879",2
"chr8",43013718,43027529,1,"8__43013718__43027529",1
"chr1",43239234,43241150,2,"1__43239234__43241150",2
"chr10",43312047,43319232,1,"10__43312047__43319232",1
"chr6",43495372,43496666,2,"6__43495372__43496666",2
"chr6",43495372,43501744,1,"6__43495372__43501744",1
"chr6",43501644,43519190,3,"6__43501644__43519190",3
"chr6",43521110,43523701,1,"6__43521110__43523701",1
"chr3",43740768,43744079,1,"3__43740768__43744079",1
"chr12",43886308,43925998,1,"12__43886308__43925998",1
"chr12",43910455,43925998,1,"12__43910455__43925998",1
"chr2",43969880,43973102,1,"2__43969880__43973102",1
"chr6",44371546,44376369,1,"6__44371546__44376369",1
"chrX",44383248,44386611,15,"X__44383248__44386611",15
"chrX",44383248,44401347,1,"X__44383248__44401347",1
"chr17",44845678,44846165,2,"17__44845678__44846165",2
"chr1",45504608,45509067,1,"1__45504608__45509067",1
"chr1",45553553,45553909,4,"1__45553553__45553909",4
"chr14",45587231,45599993,9,"14__45587231__45599993",9
"chr19",45684620,45690998,2,"19__45684620__45690998",2
"chr2",45826588,45832580,1,"2__45826588__45832580",1
"chr1",46105882,46108171,1,"1__46105882__46108171",1
"chr1",46120215,46120991,1,"1__46120215__46120991",1
"chr21",46275125,46281186,4,"21__46275125__46281186",4
"chrX",46736940,46739228,1,"X__46736940__46739228",1
"chr11",47044890,47045239,1,"11__47044890__47045239",1
"chr6",47251674,47254331,8,"6__47251674__47254331",8
"chrX",47269675,47273090,1,"X__47269675__47273090",1
"chr20",47342827,47364417,1,"20__47342827__47364417",1
"chr19",47421745,47425613,1,"19__47421745__47425613",1
"chr19",47421745,47440665,2,"19__47421745__47440665",2
"chr11",47444125,47444524,1,"11__47444125__47444524",1
"chr6",47494364,47495264,1,"6__47494364__47495264",1
"chr6",47494364,47522502,1,"6__47494364__47522502",1
"chr11",47524519,47528449,1,"11__47524519__47528449",1
"chr6",47501338,47549801,1,"6__47501338__47549801",1
"chr6",47541800,47549801,1,"6__47541800__47549801",1
"chr6",47544260,47577040,1,"6__47544260__47577040",1
"chr6",47575663,47580272,1,"6__47575663__47580272",1
"chr20",47570093,47580435,5,"20__47570093__47580435",5
"chr20",47570093,47592736,1,"20__47570093__47592736",1
"chr21",47690315,47697631,1,"21__47690315__47697631",1
"chr19",47767860,47768203,4,"19__47767860__47768203",4
"chr20",47872345,47877114,1,"20__47872345__47877114",1
"chr20",47886479,47888287,2,"20__47886479__47888287",2
"chr15",47863358,47893093,1,"15__47863358__47893093",1
"chr7",48004162,48018413,1,"7__48004162__48018413",1
"chr4",48035010,48039358,2,"4__48035010__48039358",2
"chr3",48208254,48208621,1,"3__48208254__48208621",1
"chr17",48211370,48211522,1,"17__48211370__48211522",1
