"Chr","Start","End","Chimeric.out.junction","index","count"
"chr17",1437393,1451681,1,"17__1437393__1451681",1
"chr17",1437393,1456443,1,"17__1437393__1456443",1
"chr17",1451590,1456443,4,"17__1451590__1456443",4
"chrY",1458384,1458509,2,"Y__1458384__1458509",2
"chr17",1421176,1461853,1,"17__1421176__1461853",1
"chr17",1437393,1461853,9,"17__1437393__1461853",9
"chr17",1444860,1461853,1,"17__1444860__1461853",1
"chr17",1451590,1461853,1,"17__1451590__1461853",1
"chr1",1444585,1464711,1,"1__1444585__1464711",1
"chr5",1488506,1501718,1,"5__1488506__1501718",1
"chr5",1494815,1501718,2,"5__1494815__1501718",2
"chrX",1508384,1508509,7,"X__1508384__1508509",7
"chr16",1509108,1515339,1,"16__1509108__1515339",1
"chr12",1345935,1517413,2,"12__1345935__1517413",2
"chr17",1540003,1540356,2,"17__1540003__1540356",2
"chr17",1582341,1582394,1,"17__1582341__1582394",1
"chr2",1637729,1643194,1,"2__1637729__1643194",1
"chr2",1647140,1653447,3,"2__1647140__1653447",3
"chr2",1653413,1653506,1,"2__1653413__1653506",1
"chr4",1656705,1670632,3,"4__1656705__1670632",3
"chr16",1675977,1691188,1,"16__1675977__1691188",1
"chr1",1693330,1696885,1,"1__1693330__1696885",1
"chr1",1693391,1696885,2,"1__1693391__1696885",2
"chr4",1696501,1698078,1,"4__1696501__1698078",1
"chr4",1695414,1701797,1,"4__1695414__1701797",1
"chr4",1696501,1705427,3,"4__1696501__1705427",3
"chr16",1735440,1741986,1,"16__1735440__1741986",1
"chr17",1746097,1747980,24,"17__1746097__1747980",24
"chr17",1746097,1748360,1,"17__1746097__1748360",1
"chr16",1733510,1748844,1,"16__1733510__1748844",1
"chr1",1735858,1749314,1,"1__1735858__1749314",1
"chr16",1750094,1750221,1,"16__1750094__1750221",1
"chr17",1746097,1756483,23,"17__1746097__1756483",23
"chr1",1747195,1756938,2,"1__1747195__1756938",2
"chr1",1756836,1770677,1,"1__1756836__1770677",1
"chr17",1778955,1787238,2,"17__1778955__1787238",2
"chr4",1815027,1815100,1,"4__1815027__1815100",1
"chr5",1814453,1816168,2,"5__1814453__1816168",2
"chr8",1824737,1857636,1,"8__1824737__1857636",1
"chr12",1863424,1863680,2,"12__1863424__1863680",2
"chr1",1811226,1890648,1,"1__1811226__1890648",1
"chr4",1902353,1906105,2,"4__1902353__1906105",2
"chr16",1891821,1912117,1,"16__1891821__1912117",1
"chr6_ssto_hap7",1909894,1913046,1,"6_ssto_hap7__1909894__1913046",1
"chr4",1919868,1920350,2,"4__1919868__1920350",2
"chr4",1902353,1932497,2,"4__1902353__1932497",2
"chr6_mcf_hap5",1934891,1936342,2,"6_mcf_hap5__1934891__1936342",2
"chr4",1902353,1936989,7,"4__1902353__1936989",7
"chr4",1902353,1941505,3,"4__1902353__1941505",3
"chr6_mann_hap4",1943309,1944279,1,"6_mann_hap4__1943309__1944279",1
"chr4",1902353,1944292,2,"4__1902353__1944292",2
"chr6_qbl_hap6",1946767,1946849,1,"6_qbl_hap6__1946767__1946849",1
"chr6_dbb_hap3",1947498,1947578,1,"6_dbb_hap3__1947498__1947578",1
"chr6_ssto_hap7",1951051,1951523,1,"6_ssto_hap7__1951051__1951523",1
"chr4",1902353,1952930,3,"4__1902353__1952930",3
"chr6",1930337,1961200,1,"6__1930337__1961200",1
"chr4",1931427,1962878,1,"4__1931427__1962878",1
"chr4",1984979,1985195,1,"4__1984979__1985195",1
"chr1",1986880,1991030,1,"1__1986880__1991030",1
"chr7",1976323,2020176,1,"7__1976323__2020176",1
"chr9",2028987,2039900,1,"9__2028987__2039900",1
"chr7",1937836,2054277,1,"7__1937836__2054277",1
"chr19",2076810,2085327,1,"19__2076810__2085327",1
"chr20",2097312,2098061,2,"20__2097312__2098061",2
"chr5",2099332,2099389,1,"5__2099332__2099389",1
"chr6",2116005,2117790,1,"6__2116005__2117790",1
"chr9",2058291,2123937,1,"9__2058291__2123937",1
"chr16",2120457,2124390,3,"16__2120457__2124390",3
"chr6",2116005,2124965,1,"6__2116005__2124965",1
"chr16",2125800,2130378,1,"16__2125800__2130378",1
"chr6_cox_hap2",2129386,2132537,2,"6_cox_hap2__2129386__2132537",2
"chr19",2108686,2138713,2,"19__2108686__2138713",2
"chr19",2137010,2138713,2,"19__2137010__2138713",2
"chr1",2137579,2141658,1,"1__2137579__2141658",1
"chrY",2134781,2159644,1,"Y__2134781__2159644",1
"chrX",2158595,2161271,1,"X__2158595__2161271",1
"chr19",2180712,2194576,2,"19__2180712__2194576",2
"chr19",2189731,2194576,1,"19__2189731__2194576",1
"chr19",2191029,2194576,1,"19__2191029__2194576",1
"chr17",2186919,2196271,1,"17__2186919__2196271",1
"chr17",1964312,2202727,1,"17__1964312__2202727",1
"chr6_cox_hap2",2203928,2204286,1,"6_cox_hap2__2203928__2204286",1
"chr17",2218851,2226639,1,"17__2218851__2226639",1
"chr17",2232637,2235653,1,"17__2232637__2235653",1
"chr1",2234417,2236024,2,"1__2234417__2236024",2
"chr1",2234417,2238395,12,"1__2234417__2238395",12
"chr7",2239897,2240192,1,"7__2239897__2240192",1
"chr7",2108829,2259091,1,"7__2108829__2259091",1
"chr7",2252847,2259091,1,"7__2252847__2259091",1
"chr7",2252847,2259150,1,"7__2252847__2259150",1
"chr7",2269619,2270362,1,"7__2269619__2270362",1
"chr16",2282850,2285144,1,"16__2282850__2285144",1
"chrY",2111064,2293345,1,"Y__2111064__2293345",1
"chrY",2276786,2293345,1,"Y__2276786__2293345",1
"chr17",2297337,2298748,4,"17__2297337__2298748",4
"chr7",2302865,2317940,2,"7__2302865__2317940",2
"chr1",2327223,2332374,1,"1__2327223__2332374",1
"chr1",2327223,2335028,1,"1__2327223__2335028",1
"chr19",2429816,2429920,2,"19__2429816__2429920",2
"chr20",2446354,2448404,1,"20__2446354__2448404",1
"chr7",2477439,2478965,1,"7__2477439__2478965",1
"chr7",2477439,2483381,1,"7__2477439__2483381",1
"chr16",2489354,2493801,1,"16__2489354__2493801",1
"chr17",2566075,2577390,1,"17__2566075__2577390",1
"chr17",2579799,2583614,1,"17__2579799__2583614",1
"chr18",2585112,2590161,1,"18__2585112__2590161",1
"chr11",2591858,2594216,1,"11__2591858__2594216",1
"chr16",2607704,2616454,2,"16__2607704__2616454",2
"chr16",2631296,2633586,1,"16__2631296__2633586",1
"chr4",2659530,2665015,1,"4__2659530__2665015",1
"chr4",2664565,2674099,1,"4__2664565__2674099",1
"chr18",2666156,2688745,2,"18__2666156__2688745",2
"chr9",2652944,2691165,1,"9__2652944__2691165",1
"chr16",2683740,2692490,2,"16__2683740__2692490",2
"chr4",2659530,2692697,1,"4__2659530__2692697",1
"chr16",2683740,2694080,1,"16__2683740__2694080",1
"chr4",2695313,2702271,1,"4__2695313__2702271",1
"chr4",2701407,2702271,1,"4__2701407__2702271",1
"chr6_mcf_hap5",2619416,2703769,2,"6_mcf_hap5__2619416__2703769",2
"chr18",2718156,2718432,1,"18__2718156__2718432",1
"chr18",2732263,2740819,2,"18__2732263__2740819",2
"chr18",2732263,2747645,1,"18__2732263__2747645",1
"chr18",2762103,2770106,1,"18__2762103__2770106",1
"chr6",2770359,2770476,1,"6__2770359__2770476",1
"chr6",2785375,2785509,1,"6__2785375__2785509",1
"chr18",2762103,2796519,1,"18__2762103__2796519",1
"chr16",2807473,2810500,2,"16__2807473__2810500",2
"chr16",2807782,2810500,1,"16__2807782__2810500",1
"chr9",2804239,2812362,1,"9__2804239__2812362",1
"chr7",2819777,2820379,3,"7__2819777__2820379",3
"chr6",2836090,2836484,2,"6__2836090__2836484",2
"chr9",2820018,2838517,1,"9__2820018__2838517",1
"chr6_ssto_hap7",2829635,2839116,1,"6_ssto_hap7__2829635__2839116",1
"chr12",2906304,2912406,1,"12__2906304__2912406",1
"chr7",2918054,2918171,1,"7__2918054__2918171",1
"chr12",2929252,2930958,2,"12__2929252__2930958",2
"chr20",2928628,2945848,1,"20__2928628__2945848",1
"chr20",2944918,2945848,2,"20__2944918__2945848",2
"chr6_ssto_hap7",2947259,2948209,3,"6_ssto_hap7__2947259__2948209",3
"chr20",2928628,2955887,1,"20__2928628__2955887",1
"chr4",2954002,2956290,1,"4__2954002__2956290",1
"chr12",2975559,2977920,1,"12__2975559__2977920",1
"chr11",2991033,2993473,1,"11__2991033__2993473",1
"chr11",2972489,3000467,4,"11__2972489__3000467",4
"chr11",2991033,3000467,1,"11__2991033__3000467",1
"chr11",2972489,3010427,1,"11__2972489__3010427",1
"chr11",2985910,3010427,1,"11__2985910__3010427",1
"chr12",3029929,3031568,1,"12__3029929__3031568",1
"chr6",3076998,3089891,1,"6__3076998__3089891",1
"chr4",3088666,3109150,7,"4__3088666__3109150",7
"chr6",3104459,3111189,1,"6__3104459__3111189",1
"chr19",3110147,3115070,1,"19__3110147__3115070",1
"chr6",3123891,3137727,1,"6__3123891__3137727",1
"chr4",3088666,3138053,1,"4__3088666__3138053",1
"chr10",3160974,3162236,1,"10__3160974__3162236",1
"chr3",3178944,3182332,4,"3__3178944__3182332",4
"chr3",3178944,3186394,17,"3__3178944__3186394",17
"chr3",3182194,3186394,3,"3__3182194__3186394",3
"chr4",3188324,3190820,3,"4__3188324__3190820",3
"chr3",3170698,3190917,1,"3__3170698__3190917",1
"chr18",3164276,3193956,1,"18__3164276__3193956",1
"chr4",3188324,3205875,2,"4__3188324__3205875",2
"chr3",3214460,3216953,1,"3__3214460__3216953",1
"chr20",3258208,3258309,2,"20__3258208__3258309",2
"chr6",3391202,3393081,1,"6__3391202__3393081",1
"chr7",3412790,3412873,1,"7__3412790__3412873",1
"chr19",3425104,3435205,1,"19__3425104__3435205",1
"chr19",3425104,3449137,2,"19__3425104__3449137",2
"chr19",3425104,3456633,2,"19__3425104__3456633",2
"chr17",3483751,3494410,1,"17__3483751__3494410",1
"chr19",3515894,3517787,3,"19__3515894__3517787",3
"chr17",3511721,3533640,2,"17__3511721__3533640",2
"chr16",3554720,3556415,2,"16__3554720__3556415",2
"chr16",3554720,3558468,1,"16__3554720__3558468",1
"chr16",3556331,3562478,1,"16__3556331__3562478",1
"chr16",3554720,3573299,1,"16__3554720__3573299",1
"chr2",3607038,3607319,1,"2__3607038__3607319",1
"chr19",3623686,3624160,1,"19__3623686__3624160",1
"chr2",3627183,3627307,1,"2__3627183__3627307",1
"chr19",3656403,3661999,1,"19__3656403__3661999",1
"chr19",3660964,3661999,4,"19__3660964__3661999",4
"chr19",3647336,3667351,1,"19__3647336__3667351",1
"chr7",3645273,3681737,1,"7__3645273__3681737",1
"chr7",3658712,3681737,4,"7__3658712__3681737",4
"chr7",3678636,3681737,1,"7__3678636__3681737",1
"chr1",3698076,3700702,1,"1__3698076__3700702",1
"chr1",3697202,3701767,1,"1__3697202__3701767",1
"chr1",3698076,3701767,1,"1__3698076__3701767",1
"chr17",3717616,3719564,1,"17__3717616__3719564",1
"chr6",3737313,3739395,2,"6__3737313__3739395",2
"chr11",3735048,3744569,1,"11__3735048__3744569",1
"chr11",3740642,3752808,1,"11__3740642__3752808",1
"chr11",3744387,3752808,1,"11__3744387__3752808",1
"chr11",3752621,3752808,8,"11__3752621__3752808",8
"chr11",3752621,3756554,1,"11__3752621__3756554",1
"chr20",3765517,3765570,6,"20__3765517__3765570",6
"chr20",3765517,3765579,1,"20__3765517__3765579",1
"chr20",3765525,3765581,1,"20__3765525__3765581",1
"chr11",3752621,3774638,1,"11__3752621__3774638",1
"chr11",3756421,3774638,1,"11__3756421__3774638",1
"chr11",3789811,3789974,1,"11__3789811__3789974",1
"chr11",3793005,3794969,1,"11__3793005__3794969",1
"chr11",3789811,3797251,4,"11__3789811__3797251",4
"chr11",3794862,3797251,1,"11__3794862__3797251",1
"chr16",3789579,3801807,1,"16__3789579__3801807",1
"chr16",3794895,3808973,1,"16__3794895__3808973",1
"chr16",3841982,3843627,1,"16__3841982__3843627",1
"chr7",3658712,3861215,1,"7__3658712__3861215",1
"chr20",3888573,3891477,1,"20__3888573__3891477",1
"chr16",3900298,3901010,4,"16__3900298__3901010",4
"chr17",3916743,3923063,1,"17__3916743__3923063",1
"chr9",3879427,3937189,2,"9__3879427__3937189",2
"chr17",3935420,3976050,1,"17__3935420__3976050",1
"chr19",3977271,3977333,3,"19__3977271__3977333",3
"chr19",3977438,3978132,1,"19__3977438__3978132",1
"chr19",3977935,3978170,1,"19__3977935__3978170",1
"chr17",4005611,4020460,1,"17__4005611__4020460",1
"chr17",4015903,4020460,1,"17__4015903__4020460",1
"chr16",4029117,4033441,3,"16__4029117__4033441",3
"chr16",4038995,4043511,1,"16__4038995__4043511",1
"chr6",4062916,4062994,1,"6__4062916__4062994",1
"chr6",4062912,4063011,1,"6__4062912__4063011",1
"chr11",4076756,4095909,1,"11__4076756__4095909",1
"chr17",4092677,4098766,1,"17__4092677__4098766",1
"chr19",4110507,4117627,1,"19__4110507__4117627",1
"chr9",3932360,4118602,1,"9__3932360__4118602",1
"chr9",4117768,4118881,6,"9__4117768__4118881",6
"chr7",4116630,4119216,1,"7__4116630__4119216",1
"chr9",4117768,4125941,1,"9__4117768__4125941",1
"chr11",4153516,4154888,1,"11__4153516__4154888",1
"chr7",4050598,4172055,1,"7__4050598__4172055",1
"chr17",4186093,4192703,1,"17__4186093__4192703",1
"chr17",4186093,4200104,4,"17__4186093__4200104",4
"chr17",4186093,4200109,17,"17__4186093__4200109",17
"chr17",4192525,4200109,5,"17__4192525__4200109",5
"chr17",4186093,4210418,5,"17__4186093__4210418",5
"chr4",4239554,4248070,1,"4__4239554__4248070",1
"chr7",4215407,4285437,1,"7__4215407__4285437",1
"chr9",4286038,4286435,3,"9__4286038__4286435",3
"chr9",4286038,4286523,26,"9__4286038__4286523",26
"chr9",4286038,4310528,1,"9__4286038__4310528",1
"chr16",4311780,4312702,4,"16__4311780__4312702",4
"chr16",4382216,4383520,3,"16__4382216__4383520",3
"chr3",4403723,4403938,1,"3__4403723__4403938",1
"chr19",4405909,4409756,2,"19__4405909__4409756",2
"chr3",4403723,4418073,1,"3__4403723__4418073",1
"chr3",4452549,4461830,1,"3__4452549__4461830",1
"chr4",4459150,4473433,1,"4__4459150__4473433",1
"chr16",4500401,4505781,2,"16__4500401__4505781",2
"chr16",4516154,4519466,2,"16__4516154__4519466",2
"chr12",4626227,4628046,1,"12__4626227__4628046",1
"chr9",4646487,4662036,1,"9__4646487__4662036",1
"chr9",4676462,4676749,1,"9__4676462__4676749",1
"chr19",4679847,4685783,2,"19__4679847__4685783",2
"chr19",4702039,4702728,1,"19__4702039__4702728",1
"chr16",4700366,4707364,2,"16__4700366__4707364",2
"chr16",4727464,4730098,2,"16__4727464__4730098",2
"chr17",4799298,4800108,1,"17__4799298__4800108",1
"chr7",4820806,4821385,1,"7__4820806__4821385",1
"chr9",4823548,4827033,6,"9__4823548__4827033",6
"chr9",4823548,4833228,7,"9__4823548__4833228",7
"chr9",4823548,4841357,1,"9__4823548__4841357",1
"chr3",4808214,4859926,1,"3__4808214__4859926",1
"chr16",4861171,4862249,2,"16__4861171__4862249",2
"chr6_ssto_hap7",4880184,4880829,1,"6_ssto_hap7__4880184__4880829",1
"chr6",4892442,4892558,1,"6__4892442__4892558",1
"chr6",4891947,4892613,21,"6__4891947__4892613",21
"chr6",4903893,4904037,1,"6__4903893__4904037",1
"chr17",4927549,4927651,1,"17__4927549__4927651",1
"chr6",4935749,4937971,3,"6__4935749__4937971",3
"chr19",4950623,4951008,2,"19__4950623__4951008",2
"chr6",5000043,5002479,1,"6__5000043__5002479",1
"chr7",5023302,5028808,1,"7__5023302__5028808",1
"chr19",5039847,5041262,2,"19__5039847__5041262",2
"chr19",5047487,5047680,1,"19__5047487__5047680",1
"chr19",5047487,5071070,1,"19__5047487__5071070",1
"chr19",5047487,5082515,1,"19__5047487__5082515",1
"chr20",5086834,5090091,3,"20__5086834__5090091",3
"chr7",5087664,5097410,1,"7__5087664__5097410",1
"chr3",5212188,5216099,1,"3__5212188__5216099",1
"chr17",5185584,5235447,1,"17__5185584__5235447",1
"chr17",5235244,5235447,1,"17__5235244__5235447",1
"chr3",5233955,5236966,1,"3__5233955__5236966",1
"chr17",5241314,5250220,1,"17__5241314__5250220",1
"chr3",5233955,5252901,1,"3__5233955__5252901",1
"chr3",5233955,5257588,1,"3__5233955__5257588",1
"chr17",5257654,5266311,1,"17__5257654__5266311",1
"chr17",5257654,5268533,2,"17__5257654__5268533",2
"chr17",5250085,5276749,1,"17__5250085__5276749",1
"chr17",5276609,5280600,1,"17__5276609__5280600",1
"chr17",5353523,5354254,1,"17__5353523__5354254",1
"chr17",5356900,5357300,1,"17__5356900__5357300",1
"chr11",5322849,5368140,1,"11__5322849__5368140",1
"chr11",5367003,5368140,3,"11__5367003__5368140",3
"chr7",5363845,5372680,1,"7__5363845__5372680",1
"chr17",5379188,5379256,1,"17__5379188__5379256",1
"chr17",5378030,5388533,1,"17__5378030__5388533",1
"chr7",5413686,5417655,1,"7__5413686__5417655",1
"chr6",5404775,5431405,2,"6__5404775__5431405",2
"chr7",5413686,5434226,1,"7__5413686__5434226",1
"chr5",5436531,5448010,1,"5__5436531__5448010",1
"chr5",5440002,5454751,1,"5__5440002__5454751",1
"chr5",5447954,5469101,1,"5__5447954__5469101",1
"chr5",5470089,5470211,1,"5__5470089__5470211",1
"chr5",5470194,5470263,1,"5__5470194__5470263",1
"chr5",5466447,5476192,2,"5__5466447__5476192",2
"chr6",5404775,5545573,1,"6__5404775__5545573",1
"chr20",5545663,5550885,1,"20__5545663__5550885",1
"chr20",5564927,5585086,1,"20__5564927__5585086",1
"chr19",5604594,5604947,10,"19__5604594__5604947",10
"chr7",5642888,5645015,1,"7__5642888__5645015",1
"chr19",5653126,5657358,1,"19__5653126__5657358",1
"chr6",5675982,5676183,1,"6__5675982__5676183",1
"chr7",5680785,5692141,6,"7__5680785__5692141",6
"chr12",5708650,5724463,2,"12__5708650__5724463",2
"chr19",5722605,5737216,1,"19__5722605__5737216",1
"chr9",5732388,5738538,1,"9__5732388__5738538",1
"chr10",5741488,5756170,1,"10__5741488__5756170",1
"chr10",5751493,5756170,1,"10__5751493__5756170",1
"chr7",5778907,5781446,2,"7__5778907__5781446",2
"chr10",5772879,5784327,1,"10__5772879__5784327",1
"chr10",5754357,5798701,1,"10__5754357__5798701",1
"chr10",5762507,5803434,2,"10__5762507__5803434",2
"chr11",5817704,5825099,1,"11__5817704__5825099",1
"chr10",5815805,5842668,14,"10__5815805__5842668",14
"chr10",5827105,5842668,7,"10__5827105__5842668",7
"chr10",5836848,5842668,9,"10__5836848__5842668",9
"chr10",5825287,5854355,1,"10__5825287__5854355",1
"chr12",5841686,5856348,1,"12__5841686__5856348",1
"chr12",5848483,5860136,1,"12__5848483__5860136",1
"chr12",5744318,5898251,1,"12__5744318__5898251",1
"chr7",5949666,5952585,3,"7__5949666__5952585",3
"chr20",5939174,5953842,1,"20__5939174__5953842",1
"chr10",5948000,5960441,1,"10__5948000__5960441",1
"chr7",5963018,5963593,1,"7__5963018__5963593",1
