"Chr","Start","End","Chimeric.out.junction","index","count"
"chr17",982570,1003975,1,"17__982570__1003975",1
"chr17",986760,1003975,1,"17__986760__1003975",1
"chr16",983991,1004666,1,"16__983991__1004666",1
"chr16",1004357,1004666,2,"16__1004357__1004666",2
"chr12",999619,1006847,1,"12__999619__1006847",1
"chr12",1034616,1042242,1,"12__1034616__1042242",1
"chr10",1044943,1053068,1,"10__1044943__1053068",1
"chr5",1063959,1065593,1,"5__1063959__1065593",1
"chr10",1118056,1126416,3,"10__1118056__1126416",3
"chr12",1136914,1137738,9,"12__1136914__1137738",9
"chr10",1130343,1142186,2,"10__1130343__1142186",2
"chr10",1130343,1151207,3,"10__1130343__1151207",3
"chr10",1139392,1151207,1,"10__1139392__1151207",1
"chr10",1149539,1151207,1,"10__1149539__1151207",1
"chr19",1147308,1154401,1,"19__1147308__1154401",1
"chr1",1158624,1159348,13,"1__1158624__1159348",13
"chr10",1130343,1170964,1,"10__1130343__1170964",1
"chr1",1192372,1192690,2,"1__1192372__1192690",2
"chr12",1136914,1192746,1,"12__1136914__1192746",1
"chr1",1191425,1203372,1,"1__1191425__1203372",1
"chr1",1192372,1203372,2,"1__1192372__1203372",2
"chr2",1133308,1206365,1,"2__1133308__1206365",1
"chr2",1204789,1206365,1,"2__1204789__1206365",1
"chr19",1207099,1207194,1,"19__1207099__1207194",1
"chr12",1136914,1213990,1,"12__1136914__1213990",1
"chr4",1219148,1235307,8,"4__1219148__1235307",8
"chr12",1136914,1250953,2,"12__1136914__1250953",2
"chr12",1213916,1250953,3,"12__1213916__1250953",3
"chr12",1219358,1250953,1,"12__1219358__1250953",1
"chr12",1221396,1250953,1,"12__1221396__1250953",1
"chr4",1259128,1259695,1,"4__1259128__1259695",1
"chr17",1264386,1265302,1,"17__1264386__1265302",1
"chr17",1268153,1268352,1,"17__1268153__1268352",1
"chr19",1270927,1272050,3,"19__1270927__1272050",3
"chr5",1278756,1282739,1,"5__1278756__1282739",1
"chr6_qbl_hap6",1295633,1296708,1,"6_qbl_hap6__1295633__1296708",1
"chr12",1136914,1299218,1,"12__1136914__1299218",1
"chr12",1225032,1299218,1,"12__1225032__1299218",1
"chr12",1289706,1299218,1,"12__1289706__1299218",1
"chr1",1309410,1309546,1,"1__1309410__1309546",1
"chr11",1309854,1311639,1,"11__1309854__1311639",1
"chr11",1307232,1317024,1,"11__1307232__1317024",1
"chr4",1305767,1321491,1,"4__1305767__1321491",1
"chr1",1322615,1326245,1,"1__1322615__1326245",1
"chr1",1322615,1334051,1,"1__1322615__1334051",1
"chr12",1136914,1346070,1,"12__1136914__1346070",1
"chr4",1341878,1349033,1,"4__1341878__1349033",1
"chr4",1343312,1349033,1,"4__1343312__1349033",1
"chr6_mcf_hap5",1384567,1385642,1,"6_mcf_hap5__1384567__1385642",1
"chr6",1395503,1395672,1,"6__1395503__1395672",1
"chr12",1399018,1399178,1,"12__1399018__1399178",1
"chrX",1401571,1409402,1,"X__1401571__1409402",1
"chr19",1417499,1432689,1,"19__1417499__1432689",1
"chr17",1438735,1442206,1,"17__1438735__1442206",1
"chr16",1447179,1453345,1,"16__1447179__1453345",1
"chrY",1455575,1460993,1,"Y__1455575__1460993",1
"chr17",1437393,1461853,4,"17__1437393__1461853",4
"chr17",1451590,1461853,1,"17__1451590__1461853",1
"chr1",1451392,1463242,1,"1__1451392__1463242",1
"chr11",1462018,1472649,1,"11__1462018__1472649",1
"chr1",1499985,1500296,1,"1__1499985__1500296",1
"chr5",1488506,1501718,1,"5__1488506__1501718",1
"chrX",1508384,1508509,1,"X__1508384__1508509",1
"chr7",1526261,1529318,1,"7__1526261__1529318",1
"chr6_ssto_hap7",1532540,1552240,1,"6_ssto_hap7__1532540__1552240",1
"chr17",1558644,1560028,1,"17__1558644__1560028",1
"chr17",1559833,1561648,1,"17__1559833__1561648",1
"chr5",1585099,1593399,1,"5__1585099__1593399",1
"chr12",1606866,1611747,1,"12__1606866__1611747",1
"chr5",1611784,1612187,1,"5__1611784__1612187",1
"chr16",1637199,1638025,1,"16__1637199__1638025",1
"chr4",1656705,1670632,3,"4__1656705__1670632",3
"chr16",1675974,1682366,2,"16__1675974__1682366",2
"chr16",1675974,1691188,3,"16__1675974__1691188",3
"chr4",1696501,1701797,1,"4__1696501__1701797",1
"chr4",1725148,1730514,1,"4__1725148__1730514",1
"chr2",1677415,1738225,1,"2__1677415__1738225",1
"chr6",1726650,1742820,1,"6__1726650__1742820",1
"chr17",1746097,1747980,4,"17__1746097__1747980",4
"chr12",1740464,1755463,1,"12__1740464__1755463",1
"chr17",1746097,1756483,9,"17__1746097__1756483",9
"chr1",1747195,1756938,1,"1__1747195__1756938",1
"chr1",1747195,1770677,4,"1__1747195__1770677",4
"chr17",1746097,1775820,1,"17__1746097__1775820",1
"chr17",1780506,1780606,1,"17__1780506__1780606",1
"chr17",1746097,1780608,1,"17__1746097__1780608",1
"chr19",1818557,1818810,1,"19__1818557__1818810",1
"chr8",1791519,1824900,1,"8__1791519__1824900",1
"chr8",1791519,1844615,1,"8__1791519__1844615",1
"chr8",1824737,1857636,4,"8__1824737__1857636",4
"chr16",1859239,1859834,2,"16__1859239__1859834",2
"chr12",1812052,1863680,1,"12__1812052__1863680",1
"chr12",1872870,1873005,1,"12__1872870__1873005",1
"chr16",1866894,1873038,1,"16__1866894__1873038",1
"chr12",1812052,1882127,1,"12__1812052__1882127",1
"chr1",1770629,1888223,1,"1__1770629__1888223",1
"chr12",1887020,1893239,2,"12__1887020__1893239",2
"chrX",1885910,1893779,1,"X__1885910__1893779",1
"chr4",1902353,1906105,7,"4__1902353__1906105",7
"chr6_qbl_hap6",1911678,1912150,3,"6_qbl_hap6__1911678__1912150",3
"chr4",1902353,1920350,3,"4__1902353__1920350",3
"chr4",1905943,1920350,1,"4__1905943__1920350",1
"chr4",1918598,1920350,2,"4__1918598__1920350",2
"chr4",1919868,1920350,1,"4__1919868__1920350",1
"chr4",1902353,1932497,3,"4__1902353__1932497",3
"chr4",1932351,1936930,1,"4__1932351__1936930",1
"chr4",1902353,1936989,7,"4__1902353__1936989",7
"chr17",1936799,1940250,1,"17__1936799__1940250",1
"chr4",1902353,1941505,12,"4__1902353__1941505",12
"chr4",1902353,1944292,1,"4__1902353__1944292",1
"chr6_ssto_hap7",1951051,1951523,2,"6_ssto_hap7__1951051__1951523",2
"chr6",1947734,1952363,1,"6__1947734__1952363",1
"chr4",1902353,1952930,2,"4__1902353__1952930",2
"chr4",1959660,1961467,1,"4__1959660__1961467",1
"chr4",1952799,1962878,1,"4__1952799__1962878",1
"chr7",1937836,1976533,1,"7__1937836__1976533",1
"chr4",1987503,1993442,1,"4__1987503__1993442",1
"chr8",1998869,2000431,2,"8__1998869__2000431",2
"chr7",1997264,2041756,1,"7__1997264__2041756",1
"chr6_mcf_hap5",2053282,2053405,1,"6_mcf_hap5__2053282__2053405",1
"chr20",2097312,2098061,1,"20__2097312__2098061",1
"chr16",2106197,2108874,1,"16__2106197__2108874",1
"chrY",2079531,2111271,1,"Y__2079531__2111271",1
"chrY",2088833,2111271,1,"Y__2088833__2111271",1
"chr6",2116005,2117790,2,"6__2116005__2117790",2
"chr16",2120457,2124390,1,"16__2120457__2124390",1
"chr16",2125800,2130378,1,"16__2125800__2130378",1
"chrX",2129531,2130869,1,"X__2129531__2130869",1
"chr16",2129036,2131799,1,"16__2129036__2131799",1
"chr17",2185941,2187029,1,"17__2185941__2187029",1
"chr9",2181571,2192802,1,"9__2181571__2192802",1
"chr19",2180712,2194576,1,"19__2180712__2194576",1
"chr17",2202780,2202870,1,"17__2202780__2202870",1
"chr17",2185941,2203958,1,"17__2185941__2203958",1
"chr19",2213538,2214595,1,"19__2213538__2214595",1
"chr4",2158515,2214853,1,"4__2158515__2214853",1
"chr12",2224390,2229596,2,"12__2224390__2229596",2
"chr4",2158515,2230970,1,"4__2158515__2230970",1
"chr4",2230574,2230970,1,"4__2230574__2230970",1
"chr4",2230826,2230970,1,"4__2230826__2230970",1
"chr1",2234417,2236024,1,"1__2234417__2236024",1
"chr17",2236384,2236973,1,"17__2236384__2236973",1
"chr4",2233672,2241949,1,"4__2233672__2241949",1
"chr7",2252847,2257678,1,"7__2252847__2257678",1
"chr7",2252847,2259091,5,"7__2252847__2259091",5
"chr7",2188787,2262389,1,"7__2188787__2262389",1
"chr7",2252847,2262389,2,"7__2252847__2262389",2
"chr19",2273019,2273120,1,"19__2273019__2273120",1
"chr7",2279053,2279311,1,"7__2279053__2279311",1
"chrY",2276786,2293345,1,"Y__2276786__2293345",1
"chr16",2294589,2296863,1,"16__2294589__2296863",1
"chr16",2312279,2314761,1,"16__2312279__2314761",1
"chr7",2303933,2314864,1,"7__2303933__2314864",1
"chr17",2323205,2323377,1,"17__2323205__2323377",1
"chr8",2193801,2330991,1,"8__2193801__2330991",1
"chr16",2369582,2369841,2,"16__2369582__2369841",2
"chr7",2403267,2404164,1,"7__2403267__2404164",1
"chr7",2409224,2411456,1,"7__2409224__2411456",1
"chr19",2430739,2430906,1,"19__2430739__2430906",1
"chr19",2433986,2434477,1,"19__2433986__2434477",1
"chr19",2434999,2435124,2,"19__2434999__2435124",2
"chr19",2438161,2438529,1,"19__2438161__2438529",1
"chr19",2438161,2444538,1,"19__2438161__2444538",1
"chr1",2441496,2447156,1,"1__2441496__2447156",1
"chr7",2477439,2483381,3,"7__2477439__2483381",3
"chr6_mcf_hap5",2498110,2498433,1,"6_mcf_hap5__2498110__2498433",1
"chr16",2498856,2499916,1,"16__2498856__2499916",1
"chr4",2492064,2502465,3,"4__2492064__2502465",3
"chr16",2498856,2505565,1,"16__2498856__2505565",1
"chr18",2533461,2535188,1,"18__2533461__2535188",1
"chr17",2586798,2586927,1,"17__2586798__2586927",1
"chr4",2597811,2598056,1,"4__2597811__2598056",1
"chr16",2607704,2616454,3,"16__2607704__2616454",3
"chr16",2611481,2616454,1,"16__2611481__2616454",1
"chr16",2616357,2621785,1,"16__2616357__2621785",1
"chr4",2626989,2628304,1,"4__2626989__2628304",1
"chr16",2607704,2636894,1,"16__2607704__2636894",1
"chr20",2641365,2641475,1,"20__2641365__2641475",1
"chrX",2637702,2644414,1,"X__2637702__2644414",1
"chr4",2661285,2661781,1,"4__2661285__2661781",1
"chr4",2659530,2665015,1,"4__2659530__2665015",1
"chr16",2666601,2668579,1,"16__2666601__2668579",1
"chr4",2659530,2674099,3,"4__2659530__2674099",3
"chr16",2683740,2692490,3,"16__2683740__2692490",3
"chr4",2698090,2702271,1,"4__2698090__2702271",1
"chr4",2701407,2702271,2,"4__2701407__2702271",2
"chr4",2659530,2717831,2,"4__2659530__2717831",2
"chr18",2718156,2718432,1,"18__2718156__2718432",1
"chr18",2718156,2752550,1,"18__2718156__2752550",1
"chr18",2724897,2752550,1,"18__2724897__2752550",1
"chr19",2761458,2763755,1,"19__2761458__2763755",1
"chr18",2738395,2763787,1,"18__2738395__2763787",1
"chr19",2762504,2769089,1,"19__2762504__2769089",1
"chr18",2771531,2784619,1,"18__2771531__2784619",1
"chr6",2779497,2784637,1,"6__2779497__2784637",1
"chr18",2784681,2800734,1,"18__2784681__2800734",1
"chr6_qbl_hap6",2802779,2803006,1,"6_qbl_hap6__2802779__2803006",1
"chr9",2804257,2812362,1,"9__2804257__2812362",1
"chr6_ssto_hap7",2829407,2829658,1,"6_ssto_hap7__2829407__2829658",1
"chr9",2820018,2838517,1,"9__2820018__2838517",1
"chr9",2828675,2838517,1,"9__2828675__2838517",1
"chr9",2833357,2838517,1,"9__2833357__2838517",1
"chr18",2890559,2892484,3,"18__2890559__2892484",3
"chr18",2890559,2897490,1,"18__2890559__2897490",1
"chr12",2904321,2907037,1,"12__2904321__2907037",1
"chr12",2906948,2907037,1,"12__2906948__2907037",1
"chr12",2908277,2909288,1,"12__2908277__2909288",1
"chr12",2906043,2922057,1,"12__2906043__2922057",1
"chr19",2936522,2939405,2,"19__2936522__2939405",2
"chr20",2928628,2945848,1,"20__2928628__2945848",1
"chr20",2944918,2945848,4,"20__2944918__2945848",4
"chr6_ssto_hap7",2947259,2948209,1,"6_ssto_hap7__2947259__2948209",1
"chr4",2954002,2958538,3,"4__2954002__2958538",3
"chr4",2958397,2959467,1,"4__2958397__2959467",1
"chr20",2967411,2988066,1,"20__2967411__2988066",1
"chr11",2991033,2993473,3,"11__2991033__2993473",3
"chr11",2970457,2993509,1,"11__2970457__2993509",1
"chr4",2986240,2994019,1,"4__2986240__2994019",1
"chr11",2970457,3000467,1,"11__2970457__3000467",1
"chr11",2972489,3000467,15,"11__2972489__3000467",15
"chr11",2991033,3000467,1,"11__2991033__3000467",1
"chr11",2991033,3010427,1,"11__2991033__3010427",1
"chr6",3006702,3012908,2,"6__3006702__3012908",2
"chr6",3006702,3017219,1,"6__3006702__3017219",1
"chr20",3027038,3027335,1,"20__3027038__3027335",1
"chr4",2986240,3031136,1,"4__2986240__3031136",1
"chr12",3018695,3031568,1,"12__3018695__3031568",1
"chr12",3018695,3047451,1,"12__3018695__3047451",1
"chr6_apd_hap1",3062306,3062484,1,"6_apd_hap1__3062306__3062484",1
"chr6",3076998,3078169,4,"6__3076998__3078169",4
"chr6_dbb_hap3",3070900,3083273,1,"6_dbb_hap3__3070900__3083273",1
"chr6",3085493,3089891,1,"6__3085493__3089891",1
"chr1",3093929,3103038,1,"1__3093929__3103038",1
"chr4",3088666,3105610,1,"4__3088666__3105610",1
"chr4",3088666,3109150,18,"4__3088666__3109150",18
"chr4",3101001,3109150,1,"4__3101001__3109150",1
"chr4",3105551,3109150,1,"4__3105551__3109150",1
"chr4",3088666,3117990,3,"4__3088666__3117990",3
"chr10",3123891,3124084,1,"10__3123891__3124084",1
"chr4",3088666,3127356,2,"4__3088666__3127356",2
"chr6",3127476,3129432,1,"6__3127476__3129432",1
"chr18",3112296,3131494,1,"18__3112296__3131494",1
"chr4",3127276,3136267,1,"4__3127276__3136267",1
"chr10",3160974,3162236,1,"10__3160974__3162236",1
"chr4",3088666,3174124,1,"4__3088666__3174124",1
"chr10",3167289,3178030,1,"10__3167289__3178030",1
"chr20",3175919,3180682,1,"20__3175919__3180682",1
"chr20",3175476,3181007,1,"20__3175476__3181007",1
"chr3",3170698,3186394,1,"3__3170698__3186394",1
"chr3",3178944,3186394,1,"3__3178944__3186394",1
"chr3",3182194,3186394,1,"3__3182194__3186394",1
"chr4",3188324,3190820,1,"4__3188324__3190820",1
"chr10",3201106,3202522,1,"10__3201106__3202522",1
"chr19",3196181,3207249,1,"19__3196181__3207249",1
"chr4",3263059,3265788,1,"4__3263059__3265788",1
"chr18",3255837,3278015,1,"18__3255837__3278015",1
"chr2",3217920,3285108,1,"2__3217920__3285108",1
"chr6",3284086,3298452,1,"6__3284086__3298452",1
"chr20",3285087,3303343,1,"20__3285087__3303343",1
"chr20",3277508,3306931,1,"20__3277508__3306931",1
"chr6_cox_hap2",3294908,3307226,1,"6_cox_hap2__3294908__3307226",1
"chr4",3317797,3344780,3,"4__3317797__3344780",3
"chr16",3351907,3352006,1,"16__3351907__3352006",1
"chr2",3341788,3358404,1,"2__3341788__3358404",1
"chr2",3341788,3360102,1,"2__3341788__3360102",1
"chr1",3394478,3394590,1,"1__3394478__3394590",1
"chr11",3381655,3394886,1,"11__3381655__3394886",1
"chr9",3301546,3395596,1,"9__3301546__3395596",1
"chr2",3391391,3405664,1,"2__3391391__3405664",1
"chr6",3410422,3416089,3,"6__3410422__3416089",3
"chr16",3440010,3447744,1,"16__3440010__3447744",1
"chr7",3392427,3458283,1,"7__3392427__3458283",1
"chr6_mcf_hap5",3476402,3476510,1,"6_mcf_hap5__3476402__3476510",1
"chr7",3458195,3479888,1,"7__3458195__3479888",1
"chr16",3554720,3556415,1,"16__3554720__3556415",1
"chr16",3554720,3562478,1,"16__3554720__3562478",1
"chr16",3562383,3562642,1,"16__3562383__3562642",1
"chr20",3564545,3565527,1,"20__3564545__3565527",1
"chr16",3576457,3580675,1,"16__3576457__3580675",1
"chr16",3554720,3586318,1,"16__3554720__3586318",1
"chr1",3598897,3599744,1,"1__3598897__3599744",1
"chr17",3608375,3608939,2,"17__3608375__3608939",2
"chr19",3613099,3613206,1,"19__3613099__3613206",1
"chr6_cox_hap2",3623446,3623665,1,"6_cox_hap2__3623446__3623665",1
"chr19",3623686,3624160,1,"19__3623686__3624160",1
"chr17",3606350,3627066,1,"17__3606350__3627066",1
"chr19",3660964,3661999,6,"19__3660964__3661999",6
"chr1",3653490,3662750,1,"1__3653490__3662750",1
"chr19",3660964,3667351,1,"19__3660964__3667351",1
"chr7",3658712,3681737,4,"7__3658712__3681737",4
"chr1",3698076,3701767,1,"1__3698076__3701767",1
"chr1",3698076,3703874,1,"1__3698076__3703874",1
"chr11",3704430,3716836,1,"11__3704430__3716836",1
"chr17",3717616,3719564,1,"17__3717616__3719564",1
"chr17",3729091,3729438,1,"17__3729091__3729438",1
"chr16",3724340,3729791,1,"16__3724340__3729791",1
"chr11",3723693,3742055,1,"11__3723693__3742055",1
"chr17",3743394,3743495,1,"17__3743394__3743495",1
"chr19",3759559,3760299,1,"19__3759559__3760299",1
"chr4",3766307,3766423,1,"4__3766307__3766423",1
"chr1",3761471,3768985,1,"1__3761471__3768985",1
"chr1",3784538,3789136,1,"1__3784538__3789136",1
"chr1",3784538,3800364,1,"1__3784538__3800364",1
"chr16",3799628,3808973,1,"16__3799628__3808973",1
"chr16",3799628,3819354,1,"16__3799628__3819354",1
"chr16",3794895,3820987,1,"16__3794895__3820987",1
"chr3",3819409,3830758,3,"3__3819409__3830758",3
"chr7",3658712,3861215,1,"7__3658712__3861215",1
"chr16",3900298,3901010,6,"16__3900298__3901010",6
"chr16",3900298,3906767,2,"16__3900298__3906767",2
"chr12",3935324,3939184,1,"12__3935324__3939184",1
"chr17",3955265,3968123,1,"17__3955265__3968123",1
"chr17",3967655,3968123,3,"17__3967655__3968123",3
"chr17",3962465,3976050,1,"17__3962465__3976050",1
"chr17",3969741,3976050,1,"17__3969741__3976050",1
"chr19",3977254,3977480,1,"19__3977254__3977480",1
"chr19",3977817,3979350,1,"19__3977817__3979350",1
"chr19",3982339,3982912,1,"19__3982339__3982912",1
"chr19",3983705,3983800,1,"19__3983705__3983800",1
"chr17",3988964,3989949,1,"17__3988964__3989949",1
"chr19",4024034,4029034,1,"19__4024034__4029034",1
"chr16",4029117,4033441,2,"16__4029117__4033441",2
"chr6",4042721,4044257,1,"6__4042721__4044257",1
"chr11",4045118,4076812,1,"11__4045118__4076812",1
"chr17",4086693,4088341,1,"17__4086693__4088341",1
"chr4",4088385,4089066,1,"4__4088385__4089066",1
"chr4",4088385,4089120,5,"4__4088385__4089120",5
"chr17",4094482,4096155,1,"17__4094482__4096155",1
"chr17",4109616,4113242,1,"17__4109616__4113242",1
"chr17",4109616,4120413,1,"17__4109616__4120413",1
"chr17",4109616,4139185,1,"17__4109616__4139185",1
"chr11",4130874,4148063,1,"11__4130874__4148063",1
"chr11",4123223,4156500,1,"11__4123223__4156500",1
"chr16",4163959,4164955,1,"16__4163959__4164955",1
"chr17",4172915,4173167,1,"17__4172915__4173167",1
"chr17",4186093,4192703,3,"17__4186093__4192703",3
"chr17",4186093,4200109,7,"17__4186093__4200109",7
"chr17",4192525,4200109,1,"17__4192525__4200109",1
"chr17",4186093,4207040,1,"17__4186093__4207040",1
"chr17",4186093,4210418,1,"17__4186093__4210418",1
"chr17",4200012,4210418,1,"17__4200012__4210418",1
"chr4",4239554,4248070,1,"4__4239554__4248070",1
"chr4",4273132,4276496,1,"4__4273132__4276496",1
"chr4",4281174,4281476,1,"4__4281174__4281476",1
"chr4",4281174,4283624,1,"4__4281174__4283624",1
"chr9",4286038,4286523,2,"9__4286038__4286523",2
"chr16",4311780,4312702,2,"16__4311780__4312702",2
"chr4",4307865,4317697,1,"4__4307865__4317697",1
"chr4",4317363,4317697,1,"4__4317363__4317697",1
"chr16",4382216,4383520,1,"16__4382216__4383520",1
"chr6_qbl_hap6",4395975,4396518,1,"6_qbl_hap6__4395975__4396518",1
"chr19",4405909,4409756,6,"19__4405909__4409756",6
"chr19",4405909,4418129,2,"19__4405909__4418129",2
"chr19",4430546,4432204,4,"19__4430546__4432204",4
"chr19",4423332,4433536,1,"19__4423332__4433536",1
"chr19",4430546,4433536,1,"19__4430546__4433536",1
"chr17",4451253,4452737,1,"17__4451253__4452737",1
"chr4",4458918,4473433,1,"4__4458918__4473433",1
"chr19",4488673,4491832,1,"19__4488673__4491832",1
"chr19",4488673,4494472,1,"19__4488673__4494472",1
"chr16",4491376,4505781,1,"16__4491376__4505781",1
"chr17",4585797,4586247,1,"17__4585797__4586247",1
"chr6_cox_hap2",4612763,4612886,1,"6_cox_hap2__4612763__4612886",1
"chr12",4626227,4628046,1,"12__4626227__4628046",1
"chr12",4651050,4658002,1,"12__4651050__4658002",1
"chr16",4659539,4659953,1,"16__4659539__4659953",1
"chr19",4694673,4705982,1,"19__4694673__4705982",1
"chr16",4700366,4707364,1,"16__4700366__4707364",1
"chr12",4677121,4708954,1,"12__4677121__4708954",1
"chr16",4721392,4723745,1,"16__4721392__4723745",1
"chr4",4762273,4766180,1,"4__4762273__4766180",1
"chr3",4693807,4777038,1,"3__4693807__4777038",1
"chr7",4780469,4780654,1,"7__4780469__4780654",1
"chr9",4823548,4827033,1,"9__4823548__4827033",1
"chr9",4823548,4833228,3,"9__4823548__4833228",3
"chr16",4835808,4836106,1,"16__4835808__4836106",1
"chr9",4823548,4841357,1,"9__4823548__4841357",1
"chr3",4852949,4859926,1,"3__4852949__4859926",1
"chr9",4860125,4860901,4,"9__4860125__4860901",4
"chr16",4861171,4867698,1,"16__4861171__4867698",1
"chr12",4848329,4874712,1,"12__4848329__4874712",1
"chr20",4880201,4882444,1,"20__4880201__4882444",1
"chr6",4891947,4892613,48,"6__4891947__4892613",48
"chr16",4881980,4896211,1,"16__4881980__4896211",1
"chr17",4925605,4925730,1,"17__4925605__4925730",1
"chr16",4918834,4930247,1,"16__4918834__4930247",1
"chr19",4941540,4941943,1,"19__4941540__4941943",1
"chr19",4944148,4944466,1,"19__4944148__4944466",1
"chr7",5015932,5036429,1,"7__5015932__5036429",1
