"chr","start","end","count","index"
"chr5",882508,882598,1,"5__882509__882598"
"chr7",872141,883157,3,"7__872142__883157"
"chr10",866739,889008,1,"10__866740__889008"
"chr10",875324,890995,2,"10__875325__890995"
"chr5",891324,891390,2,"5__891325__891390"
"chr19",892015,892099,1,"19__892016__892099"
"chr5",893950,894077,1,"5__893951__894077"
"chr5",893966,894139,1,"5__893967__894139"
"chr5",894060,894139,1,"5__894061__894139"
"chr6_mann_hap4",875294,894788,1,"6_mann_hap4__875295__894788"
"chr7",897464,901101,1,"7__897465__901101"
"chr5",896779,901546,2,"5__896780__901546"
"chr7",888054,905704,1,"7__888055__905704"
"chr7",895994,905704,2,"7__895995__905704"
"chr4",905460,907456,1,"4__905461__907456"
"chr7",894556,909153,1,"7__894557__909153"
"chr7",905588,909153,2,"7__905589__909153"
"chr5",896779,912111,1,"5__896780__912111"
"chr16",918444,918623,1,"16__918445__918623"
"chr16",918943,931505,2,"16__918944__931505"
"chr10",860576,931700,1,"10__860577__931700"
"chr10",888871,931700,1,"10__888872__931700"
"chr10",909682,931700,5,"10__909683__931700"
"chr10",930386,931700,10,"10__930387__931700"
"chr12",936207,936428,1,"12__936208__936428"
"chr10",882342,936769,1,"10__882343__936769"
"chr12",938227,939110,1,"12__938228__939110"
"chr12",936207,939326,2,"12__936208__939326"
"chr4",941729,941834,1,"4__941730__941834"
"chr1",943573,943659,1,"1__943574__943659"
"chr7",959604,966280,2,"7__959605__966280"
"chr7",959604,975141,1,"7__959605__975141"
"chr12",977031,980514,1,"12__977032__980514"
"chr11",977094,981299,2,"11__977095__981299"
"chr2",980814,981389,1,"2__980815__981389"
"chr11",985434,988689,1,"11__985435__988689"
"chr12",993922,994005,1,"12__993923__994005"
"chr17",953289,1003975,2,"17__953290__1003975"
"chr17",986759,1003975,2,"17__986760__1003975"
"chr16",960930,1004666,2,"16__960931__1004666"
"chr16",981641,1004666,1,"16__981642__1004666"
"chr16",983990,1004666,1,"16__983991__1004666"
"chr16",1004356,1004666,8,"16__1004357__1004666"
"chr5",1008330,1008388,1,"5__1008331__1008388"
"chr5",1011006,1011107,1,"5__1011007__1011107"
"chr12",1018945,1019066,1,"12__1018946__1019066"
"chr19",1030023,1030277,1,"19__1030024__1030277"
"chr1",1035018,1035172,1,"1__1035019__1035172"
"chr5",1040427,1040509,2,"5__1040428__1040509"
"chr7",1040105,1049779,2,"7__1040106__1049779"
"chr7",1049585,1049936,2,"7__1049586__1049936"
"chr7",1049585,1049941,1,"7__1049586__1049941"
"chr19",1051940,1052125,1,"19__1051941__1052125"
"chr10",1044942,1053068,1,"10__1044943__1053068"
"chr10",1046616,1053068,1,"10__1046617__1053068"
"chr10",1051757,1053068,1,"10__1051758__1053068"
"chr7",1064975,1065094,1,"7__1064976__1065094"
"chr5",1060458,1065593,2,"5__1060459__1065593"
"chr19",1088603,1088680,1,"19__1088604__1088680"
"chr7",1110875,1111033,1,"7__1110876__1111033"
"chr20",1115763,1115949,2,"20__1115764__1115949"
"chr20",1119591,1119745,1,"20__1119592__1119745"
"chr10",1118055,1126416,15,"10__1118056__1126416"
"chr10",1125950,1126416,7,"10__1125951__1126416"
"chr10",1118055,1132297,3,"10__1118056__1132297"
"chr12",1107489,1137738,1,"12__1107490__1137738"
"chr12",1136913,1137738,16,"12__1136914__1137738"
"chr6_apd_hap1",1136976,1138139,1,"6_apd_hap1__1136977__1138139"
"chr10",1118055,1142186,4,"10__1118056__1142186"
"chr10",1130342,1142186,14,"10__1130343__1142186"
"chr10",1118055,1151207,2,"10__1118056__1151207"
"chr10",1130342,1151207,12,"10__1130343__1151207"
"chr10",1139391,1151207,1,"10__1139392__1151207"
"chr10",1149538,1151207,2,"10__1149539__1151207"
"chr10",1149541,1151207,1,"10__1149542__1151207"
"chr19",1095257,1154401,1,"19__1095258__1154401"
"chr1",1158623,1159348,10,"1__1158624__1159348"
"chr10",1139391,1170964,2,"10__1139392__1170964"
"chr10",1170157,1170964,1,"10__1170158__1170964"
"chr6_mann_hap4",1189367,1190531,1,"6_mann_hap4__1189368__1190531"
"chr1",1192371,1192690,9,"1__1192372__1192690"
"chr12",1192329,1192746,2,"12__1192330__1192746"
"chr6",1192808,1194512,4,"6__1192809__1194512"
"chr1",1197549,1198766,3,"1__1197550__1198766"
"chr1",1191424,1203372,1,"1__1191425__1203372"
"chr1",1198725,1203372,2,"1__1198726__1203372"
"chr1",1207094,1207228,1,"1__1207095__1207228"
"chr4",1218555,1218607,2,"4__1218556__1218607"
"chr4",1218819,1218951,1,"4__1218820__1218951"
"chr19",1218415,1219412,2,"19__1218416__1219412"
"chr4",1206155,1222078,1,"4__1206156__1222078"
"chr19",1218415,1223171,2,"19__1218416__1223171"
"chr12",1136913,1225199,1,"12__1136914__1225199"
"chr12",1219357,1225199,1,"12__1219358__1225199"
"chr6_apd_hap1",1224671,1229404,1,"6_apd_hap1__1224672__1229404"
"chr4",1229325,1229511,1,"4__1229326__1229511"
"chr4",1230504,1230574,1,"4__1230505__1230574"
"chr4",1219147,1235307,6,"4__1219148__1235307"
"chr4",1221986,1235307,2,"4__1221987__1235307"
"chr4",1231970,1235307,2,"4__1231971__1235307"
"chr1",1248841,1248972,2,"1__1248842__1248972"
"chr12",1213915,1250953,1,"12__1213916__1250953"
"chr17",1264385,1265302,2,"17__1264386__1265302"
"chr17",1268152,1268352,1,"17__1268153__1268352"
"chr1",1271988,1272116,1,"1__1271989__1272116"
"chr17",1268152,1273035,1,"17__1268153__1273035"
"chr1",1273337,1273431,1,"1__1273338__1273431"
"chr5",1278755,1282739,5,"5__1278756__1282739"
"chr6_mcf_hap5",1293810,1293948,1,"6_mcf_hap5__1293811__1293948"
"chr12",1289705,1299218,3,"12__1289706__1299218"
"chr6_mann_hap4",1301277,1302353,1,"6_mann_hap4__1301278__1302353"
"chr11",1307231,1311639,1,"11__1307232__1311639"
"chr10",1279635,1313264,1,"10__1279636__1313264"
"chr11",1307231,1317024,4,"11__1307232__1317024"
"chr4",1305766,1321491,3,"4__1305767__1321491"
"chrY",1321699,1321777,1,"Y__1321700__1321777"
"chr1",1322614,1326245,3,"1__1322615__1326245"
"chr17",1339913,1340449,2,"17__1339914__1340449"
"chr4",1341877,1348635,1,"4__1341878__1348635"
"chr4",1341877,1349033,4,"4__1341878__1349033"
"chr4",1341877,1360219,1,"4__1341878__1360219"
"chr4",1343311,1360219,2,"4__1343312__1360219"
"chr16",1364020,1370518,4,"16__1364021__1370518"
"chr16",1370174,1370518,2,"16__1370175__1370518"
"chr19",1356322,1373159,2,"19__1356323__1373159"
"chr17",1383820,1384179,1,"17__1383821__1384179"
"chr12",1399017,1399178,1,"12__1399018__1399178"
"chr1",1413167,1413463,1,"1__1413168__1413463"
"chr16",1420251,1420331,1,"16__1420252__1420331"
"chr16",1414213,1421612,2,"16__1414214__1421612"
"chr16",1416018,1421612,2,"16__1416019__1421612"
"chrY",1433995,1436983,1,"Y__1433996__1436983"
"chr17",1437392,1442246,1,"17__1437393__1442246"
"chr19",1443120,1443311,1,"19__1443121__1443311"
"chr17",1437392,1444934,1,"17__1437393__1444934"
"chr6_dbb_hap3",1446196,1446278,1,"6_dbb_hap3__1446197__1446278"
"chrY",1447214,1447705,1,"Y__1447215__1447705"
"chrY",1450306,1450367,1,"Y__1450307__1450367"
"chr6_qbl_hap6",1451025,1451094,1,"6_qbl_hap6__1451026__1451094"
"chr16",1447178,1453345,2,"16__1447179__1453345"
"chrY",1458383,1458509,2,"Y__1458384__1458509"
"chr17",1437392,1461853,6,"17__1437393__1461853"
"chr17",1451589,1461853,2,"17__1451590__1461853"
"chr5",1463854,1466919,1,"5__1463855__1466919"
"chr11",1457269,1467137,2,"11__1457270__1467137"
"chr5",1461304,1474800,1,"5__1461305__1474800"
"chr11",1471816,1477917,2,"11__1471817__1477917"
"chr1",1479258,1479342,1,"1__1479259__1479342"
"chr12",1399017,1481143,1,"12__1399018__1481143"
"chr5",1461954,1483601,1,"5__1461955__1483601"
"chr1",1496711,1500296,1,"1__1496712__1500296"
"chr5",1488505,1501718,3,"5__1488506__1501718"
"chr5",1494814,1501718,1,"5__1494815__1501718"
"chrX",1508383,1508509,1,"X__1508384__1508509"
"chr7",1511206,1513996,1,"7__1511207__1513996"
"chr6_cox_hap2",1501175,1515824,2,"6_cox_hap2__1501176__1515824"
"chr12",1515288,1517413,2,"12__1515289__1517413"
"chr7",1515583,1519320,1,"7__1515584__1519320"
"chr7",1526260,1529318,2,"7__1526261__1529318"
"chr7",1538092,1538374,1,"7__1538093__1538374"
"chr16",1549231,1553003,1,"16__1549232__1553003"
"chr12",1480998,1553916,3,"12__1480999__1553916"
"chr17",1554941,1555031,2,"17__1554942__1555031"
"chr12",1553727,1557544,1,"12__1553728__1557544"
"chr16",1555410,1557717,1,"16__1555411__1557717"
"chrX",1551161,1558037,2,"X__1551162__1558037"
"chr17",1559941,1559995,3,"17__1559942__1559995"
"chr17",1559941,1560028,1,"17__1559942__1560028"
"chr8",1574905,1581212,1,"8__1574906__1581212"
"chr17",1582945,1583024,1,"17__1582946__1583024"
"chr5",1584917,1585020,1,"5__1584918__1585020"
"chr19",1587501,1587655,1,"19__1587502__1587655"
"chr19",1589581,1589761,1,"19__1589582__1589761"
"chr19",1590375,1590506,1,"19__1590376__1590506"
"chr1",1601102,1601590,1,"1__1601103__1601590"
"chr12",1604114,1604730,2,"12__1604115__1604730"
"chr11",1627641,1627832,1,"11__1627642__1627832"
"chr19",1625574,1632404,1,"19__1625575__1632404"
"chr19",1646353,1650286,2,"19__1646354__1650286"
"chr16",1607935,1657298,1,"16__1607936__1657298"
"chr16",1652370,1660854,1,"16__1652371__1660854"
"chr5",1665944,1666008,1,"5__1665945__1666008"
"chr1",1601536,1666274,2,"1__1601537__1666274"
"chr4",1656704,1670632,3,"4__1656705__1670632"
"chr4",1670393,1670632,1,"4__1670394__1670632"
"chr1",1693329,1696885,1,"1__1693330__1696885"
"chr2",1695699,1696906,1,"2__1695700__1696906"
"chr4",1696500,1698078,2,"4__1696501__1698078"
"chr16",1700981,1701149,1,"16__1700982__1701149"
"chr16",1701191,1701251,1,"16__1701192__1701251"
"chr4",1696500,1701797,1,"4__1696501__1701797"
"chr16",1701916,1701980,1,"16__1701917__1701980"
"chr17",1703150,1704318,1,"17__1703151__1704318"
"chr4",1696500,1705427,3,"4__1696501__1705427"
"chrX",1712336,1714425,1,"X__1712337__1714425"
"chr4",1736999,1737561,1,"4__1737000__1737561"
"chr4",1732613,1742713,1,"4__1732614__1742713"
"chr17",1746096,1747980,12,"17__1746097__1747980"
"chr1",1737913,1749314,1,"1__1737914__1749314"
"chr16",1748853,1749731,1,"16__1748854__1749731"
"chr20",1753059,1755311,1,"20__1753060__1755311"
"chr17",1746096,1756483,20,"17__1746097__1756483"
"chr1",1747194,1756938,4,"1__1747195__1756938"
"chr1",1735857,1770677,2,"1__1735858__1770677"
"chr1",1747194,1770677,5,"1__1747195__1770677"
"chr1",1749275,1770677,2,"1__1749276__1770677"
"chr1",1756835,1770677,3,"1__1756836__1770677"
"chr8",1773456,1773583,1,"8__1773457__1773583"
"chr17",1778954,1782701,1,"17__1778955__1782701"
"chr17",1775727,1783985,1,"17__1775728__1783985"
"chr1",1737913,1784736,1,"1__1737914__1784736"
"chr17",1746096,1798389,1,"17__1746097__1798389"
"chr1",1784008,1811341,1,"1__1784009__1811341"
"chr8",1821325,1821449,1,"8__1821326__1821449"
"chr8",1806125,1833873,2,"8__1806126__1833873"
"chr6_mann_hap4",1834768,1834871,1,"6_mann_hap4__1834769__1834871"
"chr4",1843073,1850936,1,"4__1843074__1850936"
"chr8",1824736,1857636,1,"8__1824737__1857636"
"chr8",1851446,1857636,1,"8__1851447__1857636"
"chr16",1859238,1859834,2,"16__1859239__1859834"
"chr12",1863423,1863680,4,"12__1863424__1863680"
"chr6_qbl_hap6",1864166,1864786,1,"6_qbl_hap6__1864167__1864786"
"chr6_dbb_hap3",1878001,1878170,1,"6_dbb_hap3__1878002__1878170"
"chr6_ssto_hap7",1877944,1878178,2,"6_ssto_hap7__1877945__1878178"
"chr8",1791518,1882108,1,"8__1791519__1882108"
"chr12",1863423,1882127,1,"12__1863424__1882127"
"chr8",1892213,1892283,1,"8__1892214__1892283"
"chr12",1887019,1893239,2,"12__1887020__1893239"
"chr12",1895181,1895249,1,"12__1895182__1895249"
"chr4",1902352,1906105,9,"4__1902353__1906105"
"chr6_ssto_hap7",1906834,1910011,1,"6_ssto_hap7__1906835__1910011"
"chr4",1902352,1920350,8,"4__1902353__1920350"
"chr4",1905942,1920350,1,"4__1905943__1920350"
"chr4",1918597,1920350,3,"4__1918598__1920350"
"chr4",1919867,1920350,3,"4__1919868__1920350"
"chr6_mann_hap4",1922316,1925804,1,"6_mann_hap4__1922317__1925804"
"chr6_mann_hap4",1924627,1925804,1,"6_mann_hap4__1924628__1925804"
"chr4",1902352,1932497,11,"4__1902353__1932497"
"chr4",1902352,1936989,11,"4__1902353__1936989"
"chr4",1893892,1941505,1,"4__1893893__1941505"
"chr4",1902352,1941505,15,"4__1902353__1941505"
"chr6_mann_hap4",1943308,1944279,1,"6_mann_hap4__1943309__1944279"
"chr19",1944463,1944544,1,"19__1944464__1944544"
"chr6_ssto_hap7",1951050,1951523,1,"6_ssto_hap7__1951051__1951523"
"chr4",1902352,1952930,3,"4__1902353__1952930"
"chr6_mcf_hap5",1956099,1959587,1,"6_mcf_hap5__1956100__1959587"
"chr4",1959710,1961218,1,"4__1959711__1961218"
"chr7",1937835,1976533,2,"7__1937836__1976533"
"chr19",1979909,1980016,1,"19__1979910__1980016"
"chr11",1983391,1983468,1,"11__1983392__1983468"
"chr6_qbl_hap6",1984267,1984648,2,"6_qbl_hap6__1984268__1984648"
"chr1",1986879,1991030,2,"1__1986880__1991030"
"chr7",1937835,1997354,4,"7__1937836__1997354"
"chr7",1976322,1997354,2,"7__1976323__1997354"
"chr7",1937835,2020176,1,"7__1937836__2020176"
"chr6_mcf_hap5",2009134,2020936,1,"6_mcf_hap5__2009135__2020936"
"chr6_mann_hap4",2023760,2023843,1,"6_mann_hap4__2023761__2023843"
"chr6_ssto_hap7",2023643,2024024,2,"6_ssto_hap7__2023644__2024024"
"chr9",2028986,2039900,1,"9__2028987__2039900"
"chr7",1997263,2041756,2,"7__1997264__2041756"
"chr7",2020087,2041756,1,"7__2020088__2041756"
"chr6_mcf_hap5",2057549,2057632,1,"6_mcf_hap5__2057550__2057632"
"chr6_cox_hap2",2060234,2062337,1,"6_cox_hap2__2060235__2062337"
"chr17",2075951,2076153,1,"17__2075952__2076153"
"chr8",2017396,2077220,1,"8__2017397__2077220"
"chr4",2074694,2097660,1,"4__2074695__2097660"
"chr16",2100400,2100487,1,"16__2100401__2100487"
"chr1",2100956,2106752,1,"1__2100957__2106752"
"chr7",2108828,2108973,1,"7__2108829__2108973"
"chr16",2120456,2124390,1,"16__2120457__2124390"
"chr6",2116004,2124965,4,"6__2116005__2124965"
"chr20",2127393,2127469,2,"20__2127394__2127469"
"chr16",2125799,2130378,3,"16__2125800__2130378"
"chrX",2129530,2130869,1,"X__2129531__2130869"
"chr19",2131323,2131431,1,"19__2131324__2131431"
"chr19",2132764,2132925,1,"19__2132765__2132925"
"chr4",2129839,2133017,1,"4__2129840__2133017"
"chr19",2137009,2138713,1,"19__2137010__2138713"
"chr19",2137725,2138713,1,"19__2137726__2138713"
"chrY",2134780,2159644,4,"Y__2134781__2159644"
"chrX",2161063,2161271,1,"X__2161064__2161271"
"chr7",2177165,2177232,1,"7__2177166__2177232"
"chr19",2180711,2194576,2,"19__2180712__2194576"
"chr19",2185853,2194576,2,"19__2185854__2194576"
"chr19",2189730,2194576,2,"19__2189731__2194576"
"chr17",2185940,2196271,2,"17__2185941__2196271"
"chr17",2185940,2203958,1,"17__2185941__2203958"
"chr19",2213537,2214595,1,"19__2213538__2214595"
"chr4",2172405,2214853,1,"4__2172406__2214853"
"chr4",2194930,2214853,2,"4__2194931__2214853"
"chr17",2218969,2226639,1,"17__2218970__2226639"
"chr12",2224389,2229596,1,"12__2224390__2229596"
"chr4",2158514,2230970,1,"4__2158515__2230970"
"chr1",2235278,2235541,1,"1__2235279__2235541"
"chr1",2234416,2236024,1,"1__2234417__2236024"
"chr1",2236557,2236643,1,"1__2236558__2236643"
"chr1",2234416,2238395,1,"1__2234417__2238395"
"chr4",2256842,2256927,1,"4__2256843__2256927"
"chr16",2258255,2258311,1,"16__2258256__2258311"
"chr7",2252846,2259091,1,"7__2252847__2259091"
"chr7",2252846,2265185,1,"7__2252847__2265185"
"chr7",2262209,2270362,2,"7__2262210__2270362"
"chr7",2269618,2270362,8,"7__2269619__2270362"
"chr7",2269618,2270399,1,"7__2269619__2270399"
"chr6",2263834,2273651,1,"6__2263835__2273651"
"chr16",2284685,2284769,1,"16__2284686__2284769"
"chr16",2292497,2292625,1,"16__2292498__2292625"
"chr4",2294111,2294164,1,"4__2294112__2294164"
"chr16",2303304,2304064,1,"16__2303305__2304064"
"chr16",2312278,2313288,2,"16__2312279__2313288"
"chr16",2312278,2314761,1,"16__2312279__2314761"
"chrX",2314887,2315123,1,"X__2314888__2315123"
"chr7",2314746,2317940,1,"7__2314747__2317940"
"chr17",2317688,2319248,2,"17__2317689__2319248"
