"chr","start","end","count","index"
"chr12",438000,443588,1,"12__438001__443588"
"chr12",459786,461490,2,"12__459787__461490"
"chr12",459786,463400,3,"12__459787__463400"
"chr12",459786,465703,1,"12__459787__465703"
"chr8",478894,481576,3,"8__478895__481576"
"chr10",454865,486936,1,"10__454866__486936"
"chr12",493196,501005,2,"12__493197__501005"
"chr4",499506,502759,1,"4__499507__502759"
"chr17",503184,505136,1,"17__503185__505136"
"chr4",501193,509974,1,"4__501194__509974"
"chr19",513589,513781,1,"19__513590__513781"
"chr10",459852,518489,1,"10__459853__518489"
"chr17",526772,530556,2,"17__526773__530556"
"chr10",518378,532470,2,"10__518379__532470"
"chr10",530720,532470,2,"10__530721__532470"
"chr17",455111,534868,1,"17__455112__534868"
"chr16",532524,539000,2,"16__532525__539000"
"chr12",537934,547720,2,"12__537935__547720"
"chr16",583945,586142,1,"16__583946__586142"
"chr8",585667,590834,1,"8__585668__590834"
"chr11",581491,592674,1,"11__581492__592674"
"chr9",593608,594080,3,"9__593609__594080"
"chr11",587258,597570,2,"11__587259__597570"
"chr11",596922,598502,1,"11__596923__598502"
"chr17",556530,602620,1,"17__556531__602620"
"chr19",607963,610405,1,"19__607964__610405"
"chr5",619104,620376,22,"5__619105__620376"
"chr8",618597,624047,2,"8__618598__624047"
"chr5",619104,624694,2,"5__619105__624694"
"chr6",629834,637861,1,"6__629835__637861"
"chr8",640969,642612,1,"8__640970__642612"
"chr5",635486,644540,1,"5__635487__644540"
"chr5",624585,648031,1,"5__624586__648031"
"chr18",598499,650007,1,"18__598500__650007"
"chr5",619104,653306,1,"5__619105__653306"
"chr5",635486,653306,1,"5__635487__653306"
"chr5",614584,655699,1,"5__614585__655699"
"chr5",619104,655699,1,"5__619105__655699"
"chr17_ctg5_hap1",626463,668715,2,"17_ctg5_hap1__626464__668715"
"chr18",670484,670558,1,"18__670485__670558"
"chr5",675228,675564,1,"5__675229__675564"
"chr18",683245,694334,1,"18__683246__694334"
"chr17_ctg5_hap1",668633,705913,2,"17_ctg5_hap1__668634__705913"
"chr17_ctg5_hap1",693693,724155,1,"17_ctg5_hap1__693694__724155"
"chr17",725596,727005,1,"17__725597__727005"
"chr17",706921,729318,1,"17__706922__729318"
"chr17",722678,732340,1,"17__722679__732340"
"chr17_ctg5_hap1",693693,740072,1,"17_ctg5_hap1__693694__740072"
"chr7",716865,751164,4,"7__716866__751164"
"chr7",762390,764501,2,"7__762391__764501"
"chr7",782183,782531,1,"7__782184__782531"
"chr16",792249,792543,5,"16__792250__792543"
"chr11",800984,802090,2,"11__800985__802090"
"chr5",814875,825366,1,"5__814876__825366"
"chr11",835105,835212,1,"11__835106__835212"
"chr11",836062,836153,1,"11__836063__836153"
"chr5",814875,837595,1,"5__814876__837595"
"chr1",865534,866469,1,"1__865535__866469"
"chr4",864498,877874,1,"4__864499__877874"
"chr5",882508,882598,1,"5__882509__882598"
"chr6_qbl_hap6",875601,895133,1,"6_qbl_hap6__875602__895133"
"chr7",897464,901101,1,"7__897465__901101"
"chr5",896779,901546,1,"5__896780__901546"
"chr7",888054,905704,1,"7__888055__905704"
"chr4",905460,907456,1,"4__905461__907456"
"chr7",905588,909153,2,"7__905589__909153"
"chr5",896779,912111,1,"5__896780__912111"
"chr16",918943,931505,2,"16__918944__931505"
"chr10",860576,931700,1,"10__860577__931700"
"chr10",888871,931700,1,"10__888872__931700"
"chr10",909682,931700,2,"10__909683__931700"
"chr12",936207,936428,1,"12__936208__936428"
"chr10",882342,936769,1,"10__882343__936769"
"chr12",936207,939326,2,"12__936208__939326"
"chr12",977031,980514,1,"12__977032__980514"
"chr2",980814,981389,1,"2__980815__981389"
"chr11",985434,988689,1,"11__985435__988689"
"chr16",960930,1004666,1,"16__960931__1004666"
"chr16",981641,1004666,1,"16__981642__1004666"
"chr16",983990,1004666,1,"16__983991__1004666"
"chr16",1004356,1004666,8,"16__1004357__1004666"
"chr12",1018945,1019066,1,"12__1018946__1019066"
"chr10",1036959,1037126,1,"10__1036960__1037126"
"chr7",1040105,1049779,2,"7__1040106__1049779"
"chr7",1049585,1049936,2,"7__1049586__1049936"
"chr7",1049585,1049941,1,"7__1049586__1049941"
"chr10",1044942,1053068,1,"10__1044943__1053068"
"chr10",1046616,1053068,1,"10__1046617__1053068"
"chr10",1051757,1053068,2,"10__1051758__1053068"
"chr19",1088603,1088680,1,"19__1088604__1088680"
"chr20",1119591,1119745,1,"20__1119592__1119745"
"chr10",1118055,1126416,12,"10__1118056__1126416"
"chr10",1125950,1126416,4,"10__1125951__1126416"
"chr10",1118055,1132297,1,"10__1118056__1132297"
"chr12",1107489,1137738,1,"12__1107490__1137738"
"chr12",1136913,1137738,8,"12__1136914__1137738"
"chr10",1118055,1142186,1,"10__1118056__1142186"
"chr10",1130342,1142186,4,"10__1130343__1142186"
"chr10",1130342,1151207,4,"10__1130343__1151207"
"chr10",1139391,1151207,1,"10__1139392__1151207"
"chr10",1149541,1151207,1,"10__1149542__1151207"
"chr1",1158623,1159348,8,"1__1158624__1159348"
"chr10",1170157,1170964,1,"10__1170158__1170964"
"chr1",1192371,1192690,3,"1__1192372__1192690"
"chr1",1197549,1198766,1,"1__1197550__1198766"
"chr1",1191424,1203372,1,"1__1191425__1203372"
"chr1",1198725,1203372,1,"1__1198726__1203372"
"chr4",1218819,1218951,1,"4__1218820__1218951"
"chr4",1206155,1222078,1,"4__1206156__1222078"
"chr4",1229325,1229511,1,"4__1229326__1229511"
"chr4",1219147,1235307,3,"4__1219148__1235307"
"chr4",1221986,1235307,2,"4__1221987__1235307"
"chr4",1231970,1235307,2,"4__1231971__1235307"
"chr19",1241659,1242685,1,"19__1241660__1242685"
"chr12",1213915,1250953,1,"12__1213916__1250953"
"chr17",1257504,1265302,1,"17__1257505__1265302"
"chr17",1264385,1265302,2,"17__1264386__1265302"
"chr17",1268152,1268352,1,"17__1268153__1268352"
"chr17",1268152,1273035,1,"17__1268153__1273035"
"chr5",1278755,1282739,4,"5__1278756__1282739"
"chr6_mann_hap4",1283397,1288129,1,"6_mann_hap4__1283398__1288129"
"chr12",1292554,1299168,1,"12__1292555__1299168"
"chr12",1289705,1299218,2,"12__1289706__1299218"
"chr10",1279635,1313264,1,"10__1279636__1313264"
"chr11",1307231,1317024,2,"11__1307232__1317024"
"chr1",1322614,1326245,4,"1__1322615__1326245"
"chr17",1339913,1340449,2,"17__1339914__1340449"
"chr4",1341877,1348635,1,"4__1341878__1348635"
"chr4",1341877,1349033,1,"4__1341878__1349033"
"chr4",1343311,1360219,2,"4__1343312__1360219"
"chr16",1364020,1370518,4,"16__1364021__1370518"
"chr16",1370174,1370518,2,"16__1370175__1370518"
"chr19",1356322,1373159,1,"19__1356323__1373159"
"chr12",1399017,1399178,1,"12__1399018__1399178"
"chr16",1414213,1421612,2,"16__1414214__1421612"
"chr17",1437392,1442246,1,"17__1437393__1442246"
"chr17",1437392,1444934,1,"17__1437393__1444934"
"chr6_dbb_hap3",1446196,1446278,1,"6_dbb_hap3__1446197__1446278"
"chrY",1447214,1447705,1,"Y__1447215__1447705"
"chrY",1458383,1458509,1,"Y__1458384__1458509"
"chr17",1437392,1461853,2,"17__1437393__1461853"
"chr1",1424583,1464711,1,"1__1424584__1464711"
"chr11",1457269,1467137,2,"11__1457270__1467137"
"chr5",1471957,1472109,1,"5__1471958__1472109"
"chr1",1479258,1479342,1,"1__1479259__1479342"
"chr12",1399017,1481143,1,"12__1399018__1481143"
"chr5",1461954,1483601,1,"5__1461955__1483601"
"chr5",1488505,1501718,1,"5__1488506__1501718"
"chrX",1508383,1508509,1,"X__1508384__1508509"
"chr7",1511206,1513996,1,"7__1511207__1513996"
"chr7",1515583,1519320,1,"7__1515584__1519320"
"chr7",1526260,1529318,1,"7__1526261__1529318"
"chr12",1480998,1553916,3,"12__1480999__1553916"
"chr17",1554941,1555031,2,"17__1554942__1555031"
"chr12",1553727,1557544,1,"12__1553728__1557544"
"chrX",1551161,1558037,2,"X__1551162__1558037"
"chr8",1574905,1581212,1,"8__1574906__1581212"
"chr17",1582340,1582394,2,"17__1582341__1582394"
"chr17",1582945,1583024,1,"17__1582946__1583024"
"chr19",1587501,1587655,1,"19__1587502__1587655"
"chr19",1589581,1589761,1,"19__1589582__1589761"
"chr19",1590375,1590506,1,"19__1590376__1590506"
"chr1",1601102,1601590,1,"1__1601103__1601590"
"chr11",1627641,1627832,1,"11__1627642__1627832"
"chr19",1625574,1632404,1,"19__1625575__1632404"
"chr16",1607935,1657298,1,"16__1607936__1657298"
"chr16",1652370,1660854,1,"16__1652371__1660854"
"chr1",1601536,1666274,2,"1__1601537__1666274"
"chr4",1656704,1670632,3,"4__1656705__1670632"
"chr4",1670393,1670632,1,"4__1670394__1670632"
"chr1",1693329,1696885,1,"1__1693330__1696885"
"chr4",1696500,1698078,1,"4__1696501__1698078"
"chr16",1700981,1701149,1,"16__1700982__1701149"
"chr4",1696500,1701797,1,"4__1696501__1701797"
"chr4",1696500,1705427,3,"4__1696501__1705427"
"chr4",1736999,1737561,1,"4__1737000__1737561"
"chr4",1732613,1742713,1,"4__1732614__1742713"
"chr17",1746096,1747980,5,"17__1746097__1747980"
"chr17",1746096,1756483,11,"17__1746097__1756483"
"chr1",1747194,1770677,4,"1__1747195__1770677"
"chr1",1756835,1770677,1,"1__1756836__1770677"
"chr8",1773456,1773583,1,"8__1773457__1773583"
"chr17",1778954,1782701,1,"17__1778955__1782701"
"chr1",1737913,1784736,1,"1__1737914__1784736"
"chr17",1746096,1798389,1,"17__1746097__1798389"
"chr4",1846687,1846852,1,"4__1846688__1846852"
"chr4",1843073,1850936,1,"4__1843074__1850936"
"chr8",1824736,1857636,1,"8__1824737__1857636"
"chr8",1851446,1857636,1,"8__1851447__1857636"
"chr12",1863423,1863680,2,"12__1863424__1863680"
"chr6_qbl_hap6",1877270,1877439,1,"6_qbl_hap6__1877271__1877439"
"chr12",1887019,1893239,2,"12__1887020__1893239"
"chr4",1902352,1906105,5,"4__1902353__1906105"
"chr6_ssto_hap7",1906834,1910011,1,"6_ssto_hap7__1906835__1910011"
"chr6_ssto_hap7",1908834,1910011,1,"6_ssto_hap7__1908835__1910011"
"chr4",1895456,1920350,1,"4__1895457__1920350"
"chr4",1902352,1920350,7,"4__1902353__1920350"
"chr4",1905942,1920350,1,"4__1905943__1920350"
"chr4",1918597,1920350,1,"4__1918598__1920350"
"chr4",1919867,1920350,1,"4__1919868__1920350"
"chr6_mann_hap4",1920436,1920541,1,"6_mann_hap4__1920437__1920541"
"chr4",1902352,1932497,5,"4__1902353__1932497"
"chr4",1902352,1936989,5,"4__1902353__1936989"
"chr4",1893892,1941505,1,"4__1893893__1941505"
"chr4",1902352,1941505,5,"4__1902353__1941505"
"chr6_mann_hap4",1943308,1944279,1,"6_mann_hap4__1943309__1944279"
"chr6_ssto_hap7",1951050,1951523,3,"6_ssto_hap7__1951051__1951523"
"chr4",1902352,1952930,3,"4__1902353__1952930"
"chr6_qbl_hap6",1965748,1965994,1,"6_qbl_hap6__1965749__1965994"
"chr7",1937835,1976533,1,"7__1937836__1976533"
"chr1",1986879,1991030,2,"1__1986880__1991030"
"chr7",1937835,2020176,1,"7__1937836__2020176"
"chr9",2028986,2039900,1,"9__2028987__2039900"
"chr7",2020087,2041756,1,"7__2020088__2041756"
"chr6_cox_hap2",2060234,2062337,1,"6_cox_hap2__2060235__2062337"
"chr12",2067263,2067458,1,"12__2067264__2067458"
"chr8",2017396,2077220,1,"8__2017397__2077220"
"chr4",2074694,2097660,1,"4__2074695__2097660"
"chr1",2087433,2106752,1,"1__2087434__2106752"
"chr7",2108828,2108973,1,"7__2108829__2108973"
"chr6",2116004,2124965,2,"6__2116005__2124965"
"chrX",2129530,2130869,1,"X__2129531__2130869"
"chr4",2129839,2133017,1,"4__2129840__2133017"
"chr19",2137009,2138713,1,"19__2137010__2138713"
"chrX",2161063,2161271,1,"X__2161064__2161271"
"chr19",2189730,2194576,1,"19__2189731__2194576"
"chr17",2185940,2203958,1,"17__2185941__2203958"
"chr19",2213537,2214595,1,"19__2213538__2214595"
"chr4",2172405,2214853,1,"4__2172406__2214853"
"chr17",2218969,2226639,1,"17__2218970__2226639"
"chr12",2224389,2229596,1,"12__2224390__2229596"
"chr4",2158514,2230970,1,"4__2158515__2230970"
"chr1",2235278,2235541,1,"1__2235279__2235541"
"chr1",2234416,2236024,1,"1__2234417__2236024"
"chr1",2234416,2238395,1,"1__2234417__2238395"
"chr4",2256842,2256927,1,"4__2256843__2256927"
"chr7",2252846,2265185,1,"7__2252847__2265185"
"chr7",2269618,2270362,4,"7__2269619__2270362"
"chr7",2269618,2270399,1,"7__2269619__2270399"
"chr6",2263834,2273651,1,"6__2263835__2273651"
"chr16",2292497,2292625,1,"16__2292498__2292625"
"chr16",2303304,2304064,1,"16__2303305__2304064"
"chr16",2312278,2313288,3,"16__2312279__2313288"
"chr16",2312278,2314761,1,"16__2312279__2314761"
"chr7",2303932,2317940,1,"7__2303933__2317940"
"chr7",2314746,2317940,1,"7__2314747__2317940"
"chrX",2326785,2343345,2,"X__2326786__2343345"
"chrX",2342546,2343345,1,"X__2342547__2343345"
"chr16",2367283,2369841,1,"16__2367284__2369841"
"chr16",2369581,2369841,1,"16__2369582__2369841"
"chr17",2341402,2371170,1,"17__2341403__2371170"
"chr17",2367501,2376958,1,"17__2367502__2376958"
"chr6",2397454,2399271,1,"6__2397455__2399271"
"chr7",2419080,2420098,1,"7__2419081__2420098"
"chr19",2427253,2427991,1,"19__2427254__2427991"
"chr1",2443260,2443349,1,"1__2443261__2443349"
"chr1",2441300,2445905,1,"1__2441301__2445905"
"chr19",2456682,2456784,2,"19__2456683__2456784"
"chr20",2473344,2474690,1,"20__2473345__2474690"
"chr6_mcf_hap5",2498109,2498433,1,"6_mcf_hap5__2498110__2498433"
"chr6_mcf_hap5",2498343,2498433,1,"6_mcf_hap5__2498344__2498433"
"chr4",2492063,2498848,1,"4__2492064__2498848"
"chr16",2552012,2552177,2,"16__2552013__2552177"
"chr17",2575948,2579900,1,"17__2575949__2579900"
"chrY",2594300,2606297,1,"Y__2594301__2606297"
"chrY",2582462,2609258,2,"Y__2582463__2609258"
"chr16",2607703,2616454,2,"16__2607704__2616454"
"chr4",2626988,2632896,4,"4__2626989__2632896"
"chr20",2637046,2637195,1,"20__2637047__2637195"
"chr4",2597810,2641586,2,"4__2597811__2641586"
"chr4",2628136,2641586,1,"4__2628137__2641586"
"chr4",2641461,2648559,1,"4__2641462__2648559"
"chr4",2626988,2661397,1,"4__2626989__2661397"
"chr4",2626988,2661781,1,"4__2626989__2661781"
"chr4",2640543,2665015,1,"4__2640544__2665015"
"chr4",2659529,2674099,2,"4__2659530__2674099"
"chr4",2664564,2674099,1,"4__2664565__2674099"
"chr16",2666600,2683837,1,"16__2666601__2683837"
"chr16",2683739,2692490,2,"16__2683740__2692490"
"chr4",2659529,2692697,1,"4__2659530__2692697"
"chr4",2701406,2702271,1,"4__2701407__2702271"
"chr4",2659529,2717831,1,"4__2659530__2717831"
"chr18",2732262,2752550,1,"18__2732263__2752550"
"chr19",2761457,2763755,1,"19__2761458__2763755"
"chr19",2765183,2769089,1,"19__2765184__2769089"
"chr18",2771530,2778237,1,"18__2771531__2778237"
"chr18",2732262,2796519,1,"18__2732263__2796519"
"chr16",2809569,2809662,1,"16__2809570__2809662"
"chr19",2808815,2810096,1,"19__2808816__2810096"
"chr16",2807472,2810500,1,"16__2807473__2810500"
"chr16",2811619,2811856,1,"16__2811620__2811856"
"chr16",2807472,2820466,1,"16__2807473__2820466"
"chr9",2777872,2827151,1,"9__2777873__2827151"
"chr9",2834030,2834119,1,"9__2834031__2834119"
"chr6_ssto_hap7",2835081,2837437,1,"6_ssto_hap7__2835082__2837437"
"chr6",2834107,2840828,2,"6__2834108__2840828"
"chr18",2890558,2892484,3,"18__2890559__2892484"
"chr4",2934077,2934239,1,"4__2934078__2934239"
"chr20",2928627,2945848,1,"20__2928628__2945848"
"chr20",2944917,2945848,1,"20__2944918__2945848"
"chr6_ssto_hap7",2947258,2948209,1,"6_ssto_hap7__2947259__2948209"
"chr4",2948599,2952283,1,"4__2948600__2952283"
"chr4",2951660,2952972,2,"4__2951661__2952972"
"chr4",2954001,2954046,1,"4__2954002__2954046"
"chr4",2951660,2954124,1,"4__2951661__2954124"
"chr4",2951660,2955372,1,"4__2951661__2955372"
"chr6_mann_hap4",2958256,2960293,1,"6_mann_hap4__2958257__2960293"
"chr12",2968149,2968294,1,"12__2968150__2968294"
"chr20",2967410,2969120,1,"20__2967411__2969120"
"chr12",2974076,2974188,1,"12__2974077__2974188"
"chr12",2973485,2975687,1,"12__2973486__2975687"
"chr20",2967410,2980071,1,"20__2967411__2980071"
"chr11",2970456,3000467,1,"11__2970457__3000467"
"chr11",2991032,3000467,4,"11__2991033__3000467"
"chr20",3001954,3003470,1,"20__3001955__3003470"
"chr6",3006701,3019911,1,"6__3006702__3019911"
"chr6",3010258,3019911,1,"6__3010259__3019911"
"chr12",3090430,3090571,1,"12__3090431__3090571"
"chr16",3097415,3100145,1,"16__3097416__3100145"
"chr4",3088665,3109150,9,"4__3088666__3109150"
"chr4",3088665,3117990,1,"4__3088666__3117990"
"chr6_apd_hap1",3121052,3121266,1,"6_apd_hap1__3121053__3121266"
"chr12",3120169,3131183,3,"12__3120170__3131183"
"chr10",3160973,3162236,4,"10__3160974__3162236"
"chr3",3178943,3186394,1,"3__3178944__3186394"
"chr3",3182193,3186394,1,"3__3182194__3186394"
"chr10",3190178,3191945,1,"10__3190179__3191945"
"chr2",3160802,3192035,1,"2__3160803__3192035"
"chr19",3196180,3207249,1,"19__3196181__3207249"
"chr19",3193281,3207467,1,"19__3193282__3207467"
"chr10",3208420,3212398,1,"10__3208421__3212398"
"chr3",3209317,3216953,1,"3__3209318__3216953"
"chr6_cox_hap2",3220247,3224801,1,"6_cox_hap2__3220248__3224801"
"chr6_cox_hap2",3269562,3269814,1,"6_cox_hap2__3269563__3269814"
"chr20",3259557,3275275,2,"20__3259558__3275275"
"chr20",3274784,3278822,1,"20__3274785__3278822"
"chr2",3314915,3316805,1,"2__3314916__3316805"
"chr4",3317796,3344780,1,"4__3317797__3344780"
"chr4",3344663,3344780,1,"4__3344664__3344780"
"chr2",3391390,3405664,3,"2__3391391__3405664"
"chr6",3410421,3416089,3,"6__3410422__3416089"
"chr11",3422988,3426193,1,"11__3422989__3426193"
"chr16",3434458,3434941,2,"16__3434459__3434941"
"chr2",3391390,3447662,1,"2__3391391__3447662"
"chr2",3461391,3469466,1,"2__3461392__3469466"
"chr7",3425152,3479888,2,"7__3425153__3479888"
"chr6_mann_hap4",3496417,3499150,1,"6_mann_hap4__3496418__3499150"
"chr4",3514405,3526778,1,"4__3514406__3526778"
"chr16",3554719,3556415,1,"16__3554720__3556415"
"chr16",3554719,3562478,1,"16__3554720__3562478"
"chr16",3556330,3562478,1,"16__3556331__3562478"
"chr16",3586121,3586994,1,"16__3586122__3586994"
"chr16",3580324,3595998,1,"16__3580325__3595998"
"chr2",3592969,3599898,1,"2__3592970__3599898"
"chr2",3593290,3599898,2,"2__3593291__3599898"
"chr2",3607037,3607319,1,"2__3607038__3607319"
"chr7",3613164,3613376,1,"7__3613165__3613376"
"chr17",3623467,3623550,1,"17__3623468__3623550"
"chr2",3625299,3627850,1,"2__3625300__3627850"
"chr19",3631462,3631763,1,"19__3631463__3631763"
"chr1",3656115,3656223,1,"1__3656116__3656223"
"chr19",3660963,3661999,8,"19__3660964__3661999"
"chr1",3656796,3662745,1,"1__3656797__3662745"
"chr1",3651887,3662750,1,"1__3651888__3662750"
"chr1",3656796,3662750,1,"1__3656797__3662750"
"chr7",3645883,3681737,1,"7__3645884__3681737"
"chr7",3658711,3681737,1,"7__3658712__3681737"
"chr7",3678635,3694105,1,"7__3678636__3694105"
"chr1",3698075,3700675,2,"1__3698076__3700675"
"chr11",3700828,3700888,1,"11__3700829__3700888"
"chr1",3697714,3701767,1,"1__3697715__3701767"
"chr16",3704961,3707868,1,"16__3704962__3707868"
"chr11",3712576,3714605,1,"11__3712577__3714605"
"chr17",3717615,3719564,1,"17__3717616__3719564"
"chr16",3724339,3729791,1,"16__3724340__3729791"
"chrX",3735585,3736541,1,"X__3735586__3736541"
"chrX",3735585,3736744,2,"X__3735586__3736744"
"chr16",3708053,3740986,1,"16__3708054__3740986"
"chr16",3725324,3740986,2,"16__3725325__3740986"
"chr16",3726036,3740986,1,"16__3726037__3740986"
"chr11",3752620,3752808,2,"11__3752621__3752808"
"chr16",3752783,3752917,1,"16__3752784__3752917"
"chr1",3739737,3753909,1,"1__3739738__3753909"
"chr1",3761470,3761915,2,"1__3761471__3761915"
"chr11",3744386,3765879,1,"11__3744387__3765879"
"chr11",3748304,3765879,1,"11__3748305__3765879"
"chr7",3773426,3773762,1,"7__3773427__3773762"
"chr11",3744386,3774638,1,"11__3744387__3774638"
"chr11",3752620,3774638,3,"11__3752621__3774638"
"chr11",3756420,3774638,1,"11__3756421__3774638"
"chr16",3789578,3795355,1,"16__3789579__3795355"
"chr11",3789810,3797251,2,"11__3789811__3797251"
"chr11",3794861,3797251,1,"11__3794862__3797251"
"chr3",3819408,3830758,2,"3__3819409__3830758"
"chr3",3819408,3833137,2,"3__3819409__3833137"
"chr20",3841978,3852119,1,"20__3841979__3852119"
"chr20",3888572,3891477,1,"20__3888573__3891477"
"chr20",3888572,3893281,3,"20__3888573__3893281"
"chr20",3877510,3899443,1,"20__3877511__3899443"
"chr16",3900297,3901010,11,"16__3900298__3901010"
"chr4",3958964,3965654,1,"4__3958965__3965654"
"chr12",3923202,3973123,1,"12__3923203__3973123"
"chr12",3931038,3973123,1,"12__3931039__3973123"
"chr17",3969740,3976050,2,"17__3969741__3976050"
"chr11",3962445,3988912,1,"11__3962446__3988912"
"chr17",3988963,3989949,2,"17__3988964__3989949"
"chr17",4027200,4034545,1,"17__4027201__4034545"
"chr17",4076648,4083172,1,"17__4076649__4083172"
"chr17",4092676,4096155,1,"17__4092677__4096155"
"chr19",4101016,4110653,1,"19__4101017__4110653"
"chr17",4109615,4113242,2,"17__4109616__4113242"
"chr7",4088979,4116821,1,"7__4088980__4116821"
"chr17",4109615,4120413,1,"17__4109616__4120413"
"chr11",4128664,4133292,1,"11__4128665__4133292"
"chr11",4130873,4156500,1,"11__4130874__4156500"
"chr19",4177075,4179283,1,"19__4177076__4179283"
"chr17",4192524,4200109,1,"17__4192525__4200109"
"chr17",4186092,4210418,1,"17__4186093__4210418"
"chr9",4286037,4286523,1,"9__4286038__4286523"
"chr4",4314767,4317697,1,"4__4314768__4317697"
"chr16",4382215,4383520,1,"16__4382216__4383520"
"chr19",4407880,4408059,1,"19__4407881__4408059"
"chr19",4405908,4409756,2,"19__4405909__4409756"
"chr19",4408899,4409756,2,"19__4408900__4409756"
"chr12",4410291,4411692,1,"12__4410292__4411692"
"chr3",4403722,4418073,1,"3__4403723__4418073"
"chr19",4418016,4429603,1,"19__4418017__4429603"
"chr19",4433066,4433536,1,"19__4433067__4433536"
"chr19",4439917,4440227,1,"19__4439918__4440227"
"chr17",4442424,4442508,1,"17__4442425__4442508"
"chr16",4437986,4455568,1,"16__4437987__4455568"
"chr17",4455174,4455921,1,"17__4455175__4455921"
"chr19",4446496,4457676,1,"19__4446497__4457676"
"chr4",4458917,4473433,1,"4__4458918__4473433"
"chr6_dbb_hap3",4500361,4500596,1,"6_dbb_hap3__4500362__4500596"
"chr16",4491375,4505781,2,"16__4491376__4505781"
"chr16",4496886,4505781,1,"16__4496887__4505781"
"chr19",4511522,4512215,1,"19__4511523__4512215"
"chr17",4585796,4586247,1,"17__4585797__4586247"
"chr11",4623412,4623507,1,"11__4623413__4623507"
"chr4",4650703,4651269,4,"4__4650704__4651269"
"chr4",4650703,4655484,1,"4__4650704__4655484"
"chr16",4701963,4702825,1,"16__4701964__4702825"
"chr19",4703897,4704316,1,"19__4703898__4704316"
"chr16",4701963,4707364,1,"16__4701964__4707364"
"chr16",4700365,4715152,1,"16__4700366__4715152"
"chr16",4707246,4721460,1,"16__4707247__4721460"
"chr4",4762272,4766180,1,"4__4762273__4766180"
"chr7",4780468,4780654,3,"7__4780469__4780654"
"chr3",4808213,4810448,2,"3__4808214__4810448"
"chr9",4823547,4827033,5,"9__4823548__4827033"
"chr20",4834634,4834716,1,"20__4834635__4834716"
"chr19",4839365,4839404,1,"19__4839366__4839404"
"chr19",4839365,4839437,1,"19__4839366__4839437"
"chr9",4823547,4844681,1,"9__4823548__4844681"
"chr9",4823547,4849550,1,"9__4823548__4849550"
"chr19",4857760,4857851,1,"19__4857761__4857851"
"chr9",4823547,4860901,1,"9__4823548__4860901"
