"chr","start","end","count","index"
"chrX",200833,216059,1,"X__200834__216059"
"chr10",196036,226068,1,"10__196037__226068"
"chr5",225533,240591,1,"5__225534__240591"
"chr5",233591,240591,1,"5__233592__240591"
"chr16",242161,242224,1,"16__242162__242224"
"chr5",247613,248450,1,"5__247614__248450"
"chr16",242925,249237,1,"16__242926__249237"
"chr16",247967,249237,1,"16__247968__249237"
"chr11",244160,250865,1,"11__244161__250865"
"chr5",251106,251583,2,"5__251107__251583"
"chr5",223596,256570,1,"5__223597__256570"
"chr16",249060,258187,1,"16__249061__258187"
"chr16",256002,258187,1,"16__256003__258187"
"chrY",249338,258428,1,"Y__249339__258428"
"chr2",247537,261130,1,"2__247538__261130"
"chr10",225933,267296,3,"10__225934__267296"
"chr16",249060,270746,1,"16__249061__270746"
"chrY",249389,272254,1,"Y__249390__272254"
"chr5",263815,272887,1,"5__263816__272887"
"chrY",249338,273067,2,"Y__249339__273067"
"chrY",272139,273067,3,"Y__272140__273067"
"chr10",225933,295028,1,"10__225934__295028"
"chr5",270849,306875,1,"5__270850__306875"
"chrX",299338,308428,3,"X__299339__308428"
"chrX",306250,308428,2,"X__306251__308428"
"chr19",311844,313643,1,"19__311845__313643"
"chr5",304291,314711,1,"5__304292__314711"
"chr5",306716,314711,1,"5__306717__314711"
"chr5",311407,314711,3,"5__311408__314711"
"chr10",291840,319439,1,"10__291841__319439"
"chrX",299338,322325,2,"X__299339__322325"
"chrX",299338,323067,1,"X__299339__323067"
"chrX",322139,323067,5,"X__322140__323067"
"chr19",311844,336173,1,"19__311845__336173"
"chr19",325634,336173,2,"19__325635__336173"
"chr19",334399,336173,3,"19__334400__336173"
"chr5",311407,344079,1,"5__311408__344079"
"chr16",347055,348251,1,"16__347056__348251"
"chr5",344007,354026,2,"5__344008__354026"
"chr16",354303,364683,9,"16__354304__364683"
"chr16",359972,364683,2,"16__359973__364683"
"chr16",359972,369976,1,"16__359973__369976"
"chr5",311407,376831,1,"5__311408__376831"
"chr5",344007,376831,1,"5__344008__376831"
"chr5",353844,376831,4,"5__353845__376831"
"chr8",381340,385707,1,"8__381341__385707"
"chr10",355970,395394,1,"10__355971__395394"
"chr16",354303,397106,4,"16__354304__397106"
"chr16",396147,397106,13,"16__396148__397106"
"chr11",399966,400451,1,"11__399967__400451"
"chr11",403617,404323,1,"11__403618__404323"
"chr10",372945,408631,1,"10__372946__408631"
"chr16",420035,420119,1,"16__420036__420119"
"chr17",421179,421699,1,"17__421180__421699"
"chr5",376559,422973,1,"5__376560__422973"
"chr5",376724,422973,3,"5__376725__422973"
"chr5",376724,424092,1,"5__376725__424092"
"chr16",425132,426812,1,"16__425133__426812"
"chr16",425132,427848,1,"16__425133__427848"
"chr5",353844,428121,1,"5__353845__428121"
"chr5",376724,428121,1,"5__376725__428121"
"chr5",413458,428121,2,"5__413459__428121"
"chr5",425756,428121,1,"5__425757__428121"
"chr5",430321,430974,1,"5__430322__430974"
"chr4",429558,432421,1,"4__429559__432421"
"chr12",459786,461490,1,"12__459787__461490"
"chr10",445048,461828,1,"10__445049__461828"
"chr12",459786,465703,2,"12__459787__465703"
"chr10",454865,468973,2,"10__454866__468973"
"chr10",465004,468973,1,"10__465005__468973"
"chr12",459786,475270,2,"12__459787__475270"
"chr11",488961,489239,1,"11__488962__489239"
"chr20",476362,489304,1,"20__476363__489304"
"chr4",501193,510265,1,"4__501194__510265"
"chr12",518533,521144,1,"12__518534__521144"
"chr10",486810,532470,1,"10__486811__532470"
"chr10",518378,532470,1,"10__518379__532470"
"chr16",511403,532736,1,"16__511404__532736"
"chr16",511403,539000,1,"16__511404__539000"
"chr16",521294,539000,1,"16__521295__539000"
"chr16",532524,539000,2,"16__532525__539000"
"chr9",517482,540667,1,"9__517483__540667"
"chr9",523892,540667,2,"9__523893__540667"
"chr12",518533,547720,1,"12__518534__547720"
"chr7",540752,552092,1,"7__540753__552092"
"chr6",532468,556564,1,"6__532469__556564"
"chr7",550445,558705,1,"7__550446__558705"
"chr16",546823,560800,1,"16__546824__560800"
"chr11",563784,563933,1,"11__563785__563933"
"chr17",526772,565135,1,"17__526773__565135"
"chr17",534789,565135,1,"17__534790__565135"
"chr6",532468,576882,2,"6__532469__576882"
"chr6",555226,576882,1,"6__555227__576882"
"chr11",581491,592674,1,"11__581492__592674"
"chr9",540507,594080,1,"9__540508__594080"
"chr11",596922,598502,1,"11__596923__598502"
"chr11",591383,605724,1,"11__591384__605724"
"chr9",593608,611565,1,"9__593609__611565"
"chr9",610114,611565,1,"9__610115__611565"
"chr11",581491,611692,1,"11__581492__611692"
"chr5",614584,620376,2,"5__614585__620376"
"chr5",619104,620376,98,"5__619105__620376"
"chr5",614584,624694,5,"5__614585__624694"
"chr5",619104,624694,14,"5__619105__624694"
"chr7",618892,635941,2,"7__618893__635941"
"chr6",629834,637861,4,"6__629835__637861"
"chr5",614682,640587,1,"5__614683__640587"
"chr5",619104,640621,1,"5__619105__640621"
"chr5",620250,640621,1,"5__620251__640621"
"chr8",640897,642612,2,"8__640898__642612"
"chr8",640969,642612,1,"8__640970__642612"
"chr5",619104,644540,2,"5__619105__644540"
"chr5",633883,644540,5,"5__633884__644540"
"chr5",635486,644540,1,"5__635487__644540"
"chr5",619104,648031,4,"5__619105__648031"
"chr5",620250,648031,1,"5__620251__648031"
"chr5",624585,648031,1,"5__624586__648031"
"chr19",651610,652884,1,"19__651611__652884"
"chr5",614584,653306,1,"5__614585__653306"
"chr5",619104,653306,1,"5__619105__653306"
"chr5",614584,655699,2,"5__614585__655699"
"chr5",619104,655699,4,"5__619105__655699"
"chr5",624585,655699,1,"5__624586__655699"
"chr5",647919,655699,12,"5__647920__655699"
"chr6",629834,657250,1,"6__629835__657250"
"chr5",614584,657833,1,"5__614585__657833"
"chr7",635782,661057,1,"7__635783__661057"
"chr5",614584,663687,1,"5__614585__663687"
"chr5",619104,663687,1,"5__619105__663687"
"chr16",667207,668260,1,"16__667208__668260"
"chr18",670691,671451,1,"18__670692__671451"
"chr9",593608,677009,1,"9__593609__677009"
"chr9",676889,677918,1,"9__676890__677918"
"chr5",677864,678179,2,"5__677865__678179"
"chr11",679687,681089,1,"11__679688__681089"
"chr17",673108,681984,1,"17__673109__681984"
"chr11",674535,688460,2,"11__674536__688460"
"chr11",678693,688460,1,"11__678694__688460"
"chr18",691067,691276,1,"18__691068__691276"
"chr18",692769,693178,1,"18__692770__693178"
"chr6",693526,693663,1,"6__693527__693663"
"chr18",693881,694334,1,"18__693882__694334"
"chr18",693881,697355,1,"18__693882__697355"
"chr16",700538,701103,1,"16__700539__701103"
"chr17_ctg5_hap1",693693,705913,2,"17_ctg5_hap1__693694__705913"
"chr18",688573,706578,1,"18__688574__706578"
"chr18",697239,706578,1,"18__697240__706578"
"chr17",703730,708487,1,"17__703731__708487"
"chr17",706921,708487,1,"17__706922__708487"
"chr7",716865,720363,5,"7__716866__720363"
"chr16",722083,722384,1,"16__722084__722384"
"chr17_ctg5_hap1",693693,724155,1,"17_ctg5_hap1__693694__724155"
"chr17_ctg5_hap1",723024,724155,3,"17_ctg5_hap1__723025__724155"
"chr17",722678,729318,1,"17__722679__729318"
"chr4",724418,731310,1,"4__724419__731310"
"chr17",722678,732340,3,"17__722679__732340"
"chr16",731792,732682,1,"16__731793__732682"
"chr19",726137,734194,1,"19__726138__734194"
"chr16",735256,737739,1,"16__735257__737739"
"chr1",741178,745550,3,"1__741179__745550"
"chr7",716865,751164,36,"7__716866__751164"
"chr18",756556,756835,1,"18__756557__756835"
"chr19",756889,760039,1,"19__756890__760039"
"chr11",755878,760253,3,"11__755879__760253"
"chr18",756556,787987,1,"18__756557__787987"
"chr16",792249,792543,5,"16__792250__792543"
"chr19",800268,800400,1,"19__800269__800400"
"chr7",794225,803611,2,"7__794226__803611"
"chr7",794225,804324,1,"7__794226__804324"
"chr7",810107,814799,3,"7__810108__814799"
"chr11",823526,824436,1,"11__823527__824436"
"chr5",814875,825366,2,"5__814876__825366"
"chr7",803442,829160,1,"7__803443__829160"
"chr5",814875,837595,1,"5__814876__837595"
"chr11",847200,850367,1,"11__847201__850367"
"chr17",850023,851114,4,"17__850024__851114"
"chr5",840609,860798,1,"5__840610__860798"
"chr5",871320,871474,1,"5__871321__871474"
"chr7",871090,872238,1,"7__871091__872238"
"chr7",871656,872238,1,"7__871657__872238"
"chr1",871151,874792,1,"1__871152__874792"
"chr5",859664,881297,1,"5__859665__881297"
"chr7",872141,881767,1,"7__872142__881767"
"chr5",882911,883005,1,"5__882912__883005"
"chr7",872141,883157,4,"7__872142__883157"
"chr7",878434,883157,1,"7__878435__883157"
"chr5",876215,886819,1,"5__876216__886819"
"chr4",887164,891946,1,"4__887165__891946"
"chr1",891302,892653,1,"1__891303__892653"
"chr7",891020,893255,1,"7__891021__893255"
"chr11",883199,893519,1,"11__883200__893519"
"chr5",893681,896909,1,"5__893682__896909"
"chr5",894901,896909,1,"5__894902__896909"
"chr7",894556,897594,2,"7__894557__897594"
"chr4",891820,898567,1,"4__891821__898567"
"chr1",897008,899910,1,"1__897009__899910"
"chr5",893681,900664,1,"5__893682__900664"
"chr5",894901,901546,1,"5__894902__901546"
"chr5",896779,901546,2,"5__896780__901546"
"chr7",895994,905704,1,"7__895995__905704"
"chr4",898424,907456,1,"4__898425__907456"
"chr5",894901,908189,1,"5__894902__908189"
"chr10",882342,909823,1,"10__882343__909823"
"chr10",909682,910210,2,"10__909683__910210"
"chr5",894901,912111,1,"5__894902__912111"
"chr5",900608,912111,1,"5__900609__912111"
"chr5",907244,912111,1,"5__907245__912111"
"chr7",891020,912199,1,"7__891021__912199"
"chr10",909682,916023,1,"10__909683__916023"
"chr5",907244,916088,1,"5__907245__916088"
"chr5",901492,917266,1,"5__901493__917266"
"chr10",888871,931700,2,"10__888872__931700"
"chr10",909682,931700,5,"10__909683__931700"
"chr10",930386,931700,2,"10__930387__931700"
"chr10",930386,936769,1,"10__930387__936769"
"chr12",922807,939326,6,"12__922808__939326"
"chr12",936207,939326,4,"12__936208__939326"
"chr1",943573,944750,1,"1__943574__944750"
"chr16",929569,961079,2,"16__929570__961079"
"chr16",929569,963353,1,"16__929570__963353"
"chr12",968579,971319,1,"12__968580__971319"
"chr12",968410,980514,1,"12__968411__980514"
"chr11",992502,994245,3,"11__992503__994245"
"chr17",953289,1003975,1,"17__953290__1003975"
"chr17",973208,1003975,1,"17__973209__1003975"
"chr16",983990,1004666,1,"16__983991__1004666"
"chr16",984189,1004666,4,"16__984190__1004666"
"chr16",1004356,1004666,9,"16__1004357__1004666"
"chr12",1003727,1006847,1,"12__1003728__1006847"
"chr12",1003727,1017200,1,"12__1003728__1017200"
"chr12",1025509,1025986,1,"12__1025510__1025986"
"chr17",1028517,1028702,1,"17__1028518__1028702"
"chr19",1032390,1032695,5,"19__1032391__1032695"
"chr5",1032266,1038837,1,"5__1032267__1038837"
"chr5",1056719,1059864,2,"5__1056720__1059864"
"chr5",1063958,1065593,3,"5__1063959__1065593"
"chr5",1065397,1073916,1,"5__1065398__1073916"
"chr5",1073747,1079611,1,"5__1073748__1079611"
"chr19",1073504,1081063,1,"19__1073505__1081063"
"chr4",1067386,1084626,1,"4__1067387__1084626"
"chr5",1092120,1092652,1,"5__1092121__1092652"
"chr4",1086637,1093715,1,"4__1086638__1093715"
"chr5",1063958,1094363,1,"5__1063959__1094363"
"chr5",1073747,1094363,1,"5__1073748__1094363"
"chr5",1088420,1094363,3,"5__1088421__1094363"
"chr5",1093647,1094363,2,"5__1093648__1094363"
"chr4",1090552,1102192,1,"4__1090553__1102192"
"chr4",1102130,1105609,16,"4__1102131__1105609"
"chr19",1105184,1106458,1,"19__1105185__1106458"
"chr10",1118055,1126416,7,"10__1118056__1126416"
"chr10",1125950,1126416,1,"10__1125951__1126416"
"chr12",1107489,1137738,3,"12__1107490__1137738"
"chr12",1136913,1137738,20,"12__1136914__1137738"
"chr10",1125950,1139436,1,"10__1125951__1139436"
"chr10",1118055,1142186,4,"10__1118056__1142186"
"chr10",1123846,1142186,1,"10__1123847__1142186"
"chr10",1130342,1142186,10,"10__1130343__1142186"
"chr10",1118055,1151207,2,"10__1118056__1151207"
"chr10",1130342,1151207,2,"10__1130343__1151207"
"chr10",1149538,1151207,3,"10__1149539__1151207"
"chr10",1149541,1151207,4,"10__1149542__1151207"
"chr19",1147307,1154401,8,"19__1147308__1154401"
"chr19",1149367,1154401,1,"19__1149368__1154401"
"chr17",1161853,1162853,5,"17__1161854__1162853"
"chr1",1192371,1192690,3,"1__1192372__1192690"
"chr1",1191424,1198766,2,"1__1191425__1198766"
"chr1",1197549,1198766,1,"1__1197550__1198766"
"chr1",1192371,1203372,4,"1__1192372__1203372"
"chr4",1207265,1208261,1,"4__1207266__1208261"
"chr1",1191424,1208385,1,"1__1191425__1208385"
"chr12",1192329,1225199,1,"12__1192330__1225199"
"chr12",1213915,1225199,3,"12__1213916__1225199"
"chr4",1219147,1235307,5,"4__1219148__1235307"
"chr4",1221986,1235307,3,"4__1221987__1235307"
"chr4",1231970,1235307,1,"4__1231971__1235307"
"chr19",1233424,1235564,1,"19__1233425__1235564"
"chr19",1241659,1242685,1,"19__1241660__1242685"
"chr6_apd_hap1",1242883,1243959,1,"6_apd_hap1__1242884__1243959"
"chr12",1192329,1250953,1,"12__1192330__1250953"
"chr12",1213915,1250953,3,"12__1213916__1250953"
"chr1",1250203,1256473,1,"1__1250204__1256473"
"chr17",1257504,1265302,1,"17__1257505__1265302"
"chr17",1264385,1265302,1,"17__1264386__1265302"
"chr19",1271327,1272050,2,"19__1271328__1272050"
"chr17",1268152,1273035,1,"17__1268153__1273035"
"chr19",1271327,1274439,1,"19__1271328__1274439"
"chr1",1273901,1275883,1,"1__1273902__1275883"
"chr1",1273356,1277185,2,"1__1273357__1277185"
"chr5",1278755,1280453,1,"5__1278756__1280453"
"chr5",1278755,1282739,3,"5__1278756__1282739"
"chr6_qbl_hap6",1295632,1296708,1,"6_qbl_hap6__1295633__1296708"
"chr12",1299024,1301065,1,"12__1299025__1301065"
"chr6",1306159,1309863,1,"6__1306160__1309863"
"chr6",1308817,1309888,1,"6__1308818__1309888"
"chr11",1307231,1317024,2,"11__1307232__1317024"
"chr5",1318039,1318413,1,"5__1318040__1318413"
"chr19",1321454,1323671,1,"19__1321455__1323671"
"chr19",1321454,1323677,1,"19__1321455__1323677"
"chr5",1320730,1324928,1,"5__1320731__1324928"
"chr1",1322614,1326245,13,"1__1322615__1326245"
"chr1",1322614,1334051,1,"1__1322615__1334051"
"chr17",1337192,1337372,1,"17__1337193__1337372"
"chr5",1341999,1344465,1,"5__1342000__1344465"
"chr5",1335171,1344566,1,"5__1335172__1344566"
"chrY",1357411,1357781,1,"Y__1357412__1357781"
"chrY",1351570,1359402,1,"Y__1351571__1359402"
"chrY",1354670,1359402,2,"Y__1354671__1359402"
"chrY",1357411,1359402,1,"Y__1357412__1359402"
"chr4",1341877,1360219,1,"4__1341878__1360219"
"chr19",1357007,1361031,1,"19__1357008__1361031"
"chr19",1360134,1362350,1,"19__1360135__1362350"
"chr16",1364020,1370518,3,"16__1364021__1370518"
"chr16",1364293,1370518,1,"16__1364294__1370518"
"chr19",1356322,1373159,1,"19__1356323__1373159"
"chr16",1364020,1374831,1,"16__1364021__1374831"
"chr17",1380798,1382029,1,"17__1380799__1382029"
"chr12",1345934,1399178,1,"12__1345935__1399178"
"chr12",1372199,1399178,1,"12__1372200__1399178"
"chr12",1399017,1399178,3,"12__1399018__1399178"
"chrX",1407411,1407781,1,"X__1407412__1407781"
"chrX",1401570,1409402,3,"X__1401571__1409402"
"chrX",1404670,1409402,4,"X__1404671__1409402"
"chrX",1407411,1409402,1,"X__1407412__1409402"
"chr16",1414213,1416396,1,"16__1414214__1416396"
"chr16",1416018,1420358,2,"16__1416019__1420358"
"chr16",1419898,1420358,2,"16__1419899__1420358"
"chr16",1414213,1421564,2,"16__1414214__1421564"
"chr16",1416018,1421564,1,"16__1416019__1421564"
"chr16",1416018,1421612,1,"16__1416019__1421612"
"chr19",1418664,1422395,2,"19__1418665__1422395"
"chr19",1417498,1429995,1,"19__1417499__1429995"
"chr19",1417498,1432689,2,"19__1417499__1432689"
"chr19",1438071,1455499,1,"19__1438072__1455499"
"chr17",1442028,1456443,1,"17__1442029__1456443"
"chr17",1451589,1456443,1,"17__1451590__1456443"
"chrY",1458383,1458509,4,"Y__1458384__1458509"
"chr17",1424872,1461853,1,"17__1424873__1461853"
"chr17",1437392,1461853,8,"17__1437393__1461853"
"chr17",1451589,1461853,1,"17__1451590__1461853"
"chr5",1470940,1477601,2,"5__1470941__1477601"
"chr11",1471816,1477917,1,"11__1471817__1477917"
"chr7",1477924,1479721,1,"7__1477925__1479721"
"chr5",1474071,1479790,1,"5__1474072__1479790"
"chr12",1399017,1481143,2,"12__1399018__1481143"
"chrX",1483995,1486983,1,"X__1483996__1486983"
"chr5",1477518,1489973,1,"5__1477519__1489973"
"chr5",1477518,1495029,1,"5__1477519__1495029"
"chr5",1488505,1495029,2,"5__1488506__1495029"
"chr1",1496711,1500296,1,"1__1496712__1500296"
"chr1",1499984,1500296,2,"1__1499985__1500296"
"chr5",1481056,1501718,1,"5__1481057__1501718"
"chr5",1488505,1501718,1,"5__1488506__1501718"
"chr5",1494814,1501718,2,"5__1494815__1501718"
"chr11",1489779,1502115,1,"11__1489780__1502115"
"chrX",1508383,1508509,8,"X__1508384__1508509"
"chr16",1501623,1509188,1,"16__1501624__1509188"
"chr19",1510148,1510916,5,"19__1510149__1510916"
"chr16",1511405,1515339,2,"16__1511406__1515339"
"chr17",1540002,1540356,1,"17__1540003__1540356"
"chr7",1546378,1546452,1,"7__1546379__1546452"
"chr12",1480998,1553916,2,"12__1480999__1553916"
"chr7",1583579,1583623,1,"7__1583580__1583623"
"chr7",1588727,1588819,1,"7__1588728__1588819"
"chr16",1607935,1612117,1,"16__1607936__1612117"
"chr19",1611702,1615927,1,"19__1611703__1615927"
"chr2",1614190,1623589,1,"2__1614191__1623589"
"chr2",1614190,1629197,1,"2__1614191__1629197"
"chr2",1614190,1629800,1,"2__1614191__1629800"
"chr1",1584360,1647917,1,"1__1584361__1647917"
"chr2",1647139,1653447,1,"2__1647140__1653447"
"chr16",1652370,1657298,1,"16__1652371__1657298"
"chrY",1662336,1664425,1,"Y__1662337__1664425"
"chr2",1664652,1668846,1,"2__1664653__1668846"
"chr4",1656704,1670632,4,"4__1656705__1670632"
"chr16",1675973,1682366,1,"16__1675974__1682366"
"chr16",1675973,1687908,1,"16__1675974__1687908"
"chr16",1675973,1691188,5,"16__1675974__1691188"
"chr16",1682212,1691188,2,"16__1682213__1691188"
"chr1",1693015,1693474,1,"1__1693016__1693474"
"chr1",1693390,1696885,1,"1__1693391__1696885"
"chr2",1677414,1696906,1,"2__1677415__1696906"
"chr2",1680698,1696906,1,"2__1680699__1696906"
"chr2",1683964,1696906,1,"2__1683965__1696906"
"chr2",1691403,1696906,2,"2__1691404__1696906"
"chr4",1696500,1701797,1,"4__1696501__1701797"
"chr17",1703150,1704318,1,"17__1703151__1704318"
"chr17",1703150,1708009,1,"17__1703151__1708009"
"chr4",1725147,1730514,1,"4__1725148__1730514"
"chr4",1736999,1741729,1,"4__1737000__1741729"
"chr6",1726649,1742820,1,"6__1726650__1742820"
"chr17",1746096,1747980,14,"17__1746097__1747980"
"chr17",1746108,1748360,1,"17__1746109__1748360"
"chr16",1733509,1748844,2,"16__1733510__1748844"
"chr1",1735857,1749314,1,"1__1735858__1749314"
"chr17",1746096,1756483,13,"17__1746097__1756483"
"chr1",1735857,1756938,3,"1__1735858__1756938"
"chr1",1747194,1756938,4,"1__1747195__1756938"
"chr1",1724683,1770677,1,"1__1724684__1770677"
"chr1",1735857,1770677,4,"1__1735858__1770677"
"chr1",1737913,1770677,2,"1__1737914__1770677"
"chr1",1747194,1770677,8,"1__1747195__1770677"
"chr17",1746096,1775820,1,"17__1746097__1775820"
"chr17",1746096,1779087,1,"17__1746097__1779087"
"chr16",1774557,1779579,1,"16__1774558__1779579"
"chr11",1775032,1782698,1,"11__1775033__1782698"
"chr8",1806125,1814768,1,"8__1806126__1814768"
"chr5",1814452,1816168,2,"5__1814453__1816168"
"chr8",1791518,1817416,1,"8__1791519__1817416"
"chr4",1821082,1821145,1,"4__1821083__1821145"
"chr4",1825385,1825436,1,"4__1825386__1825436"
"chr8",1824736,1830915,1,"8__1824737__1830915"
"chr8",1824736,1833873,8,"8__1824737__1833873"
"chr8",1791518,1846691,1,"8__1791519__1846691"
"chr8",1824736,1846691,1,"8__1824737__1846691"
"chr4",1843073,1850936,1,"4__1843074__1850936"
"chr8",1824736,1857636,3,"8__1824737__1857636"
"chr12",1863423,1863680,2,"12__1863424__1863680"
"chr16",1866893,1873038,4,"16__1866894__1873038"
"chr12",1882007,1890242,1,"12__1882008__1890242"
"chr12",1887019,1893239,1,"12__1887020__1893239"
"chr4",1902352,1902978,1,"4__1902353__1902978"
"chr4",1902352,1906105,9,"4__1902353__1906105"
"chr16",1907735,1912117,1,"16__1907736__1912117"
"chr4",1905942,1920350,1,"4__1905943__1920350"
"chr4",1902352,1932497,4,"4__1902353__1932497"
"chr4",1902352,1936989,7,"4__1902353__1936989"
"chr4",1902352,1941505,5,"4__1902353__1941505"
"chr6_ssto_hap7",1951050,1951523,2,"6_ssto_hap7__1951051__1951523"
"chr4",1902352,1952930,1,"4__1902353__1952930"
"chr6",1960100,1961200,2,"6__1960101__1961200"
"chr7",1937835,1976533,1,"7__1937836__1976533"
"chr4",1902352,1978406,1,"4__1902353__1978406"
"chr19",1978857,1979092,1,"19__1978858__1979092"
"chr7",1976322,1980227,1,"7__1976323__1980227"
"chr6_dbb_hap3",1985569,1985748,1,"6_dbb_hap3__1985570__1985748"
"chr7",1976322,1997354,1,"7__1976323__1997354"
"chr19",1990002,1997462,1,"19__1990003__1997462"
"chrX",1978764,2003509,1,"X__1978765__2003509"
"chr11",2018653,2018705,1,"11__2018654__2018705"
"chr6_ssto_hap7",2023456,2024631,1,"6_ssto_hap7__2023457__2024631"
"chr19",2017181,2028833,1,"19__2017182__2028833"
"chr9",2028986,2039900,1,"9__2028987__2039900"
"chr7",1976322,2041756,1,"7__1976323__2041756"
"chr16",2053170,2053616,1,"16__2053171__2053616"
"chr7",2020087,2054277,1,"7__2020088__2054277"
"chr7",2054136,2054277,1,"7__2054137__2054277"
"chr9",2039465,2058464,1,"9__2039466__2058464"
"chr19",2076809,2078678,1,"19__2076810__2078678"
"chr1",1986879,2080363,1,"1__1986880__2080363"
"chr1",2075648,2080363,1,"1__2075649__2080363"
"chr20",2097311,2098061,3,"20__2097312__2098061"
"chr1",2103493,2105455,1,"1__2103494__2105455"
"chr16",2100400,2105520,1,"16__2100401__2105520"
"chr7",2041699,2108973,1,"7__2041700__2108973"
"chrY",2108594,2111271,1,"Y__2108595__2111271"
"chr1",2111752,2113353,1,"1__2111753__2113353"
"chr16",2115519,2116633,1,"16__2115520__2116633"
"chr6",2116004,2117790,1,"6__2116005__2117790"
"chr9",2115821,2123937,1,"9__2115822__2123937"
"chr6",2116004,2124965,2,"6__2116005__2124965"
"chr16",2125799,2130378,3,"16__2125800__2130378"
"chr19",2127150,2138713,1,"19__2127151__2138713"
"chr19",2137009,2138713,1,"19__2137010__2138713"
"chr19",2137725,2138713,2,"19__2137726__2138713"
"chrY",2134780,2159644,2,"Y__2134781__2159644"
"chrX",2158594,2161271,1,"X__2158595__2161271"
"chr4",2158514,2178061,1,"4__2158515__2178061"
"chr17",2185940,2187029,1,"17__2185941__2187029"
"chr9",2181570,2192802,1,"9__2181571__2192802"
"chr19",2180711,2194576,1,"19__2180712__2194576"
"chr19",2189730,2194576,8,"19__2189731__2194576"
"chr17",2139785,2196271,1,"17__2139786__2196271"
"chr17",2185940,2196271,1,"17__2185941__2196271"
"chrX",2161063,2209644,1,"X__2161064__2209644"
"chrX",2184780,2209644,2,"X__2184781__2209644"
"chrY",2213111,2213956,2,"Y__2213112__2213956"
"chr19",2213537,2214595,1,"19__2213538__2214595"
"chr4",2132959,2214853,1,"4__2132960__2214853"
"chr4",2209713,2214853,1,"4__2209714__2214853"
