"chr","start","end","count","index"
"chr17_ctg5_hap1",750724,752071,1,"17_ctg5_hap1__750725__752071"
"chr19",756889,760039,2,"19__756890__760039"
"chr7",762390,764501,4,"7__762391__764501"
"chr11",774007,775142,1,"11__774008__775142"
"chr16",792249,792543,2,"16__792250__792543"
"chr7",810107,814799,5,"7__810108__814799"
"chr7",819607,825286,1,"7__819608__825286"
"chr7",808475,825534,1,"7__808476__825534"
"chr1",861301,871276,1,"1__861302__871276"
"chr1",871151,874792,3,"1__871152__874792"
"chr1",865534,874840,1,"1__865535__874840"
"chr7",872141,881767,1,"7__872142__881767"
"chr7",872141,883157,1,"7__872142__883157"
"chr11",883147,884169,1,"11__883148__884169"
"chr10",875324,890995,2,"10__875325__890995"
"chr10",882342,890995,10,"10__882343__890995"
"chr1",891302,891595,1,"1__891303__891595"
"chr5",886706,891872,1,"5__886707__891872"
"chr5",870587,891969,1,"5__870588__891969"
"chr1",891302,892653,1,"1__891303__892653"
"chr4",882634,898562,1,"4__882635__898562"
"chr7",888054,905704,3,"7__888055__905704"
"chr5",904262,905839,2,"5__904263__905839"
"chr5",894901,907308,1,"5__894902__907308"
"chr4",905460,907456,1,"4__905461__907456"
"chr5",904262,908576,4,"5__904263__908576"
"chr7",908985,912199,1,"7__908986__912199"
"chr7",893096,914109,1,"7__893097__914109"
"chr5",893681,917266,1,"5__893682__917266"
"chr5",907244,917266,1,"5__907245__917266"
"chr12",911069,922980,1,"12__911070__922980"
"chr10",871004,931700,1,"10__871005__931700"
"chr10",882342,931700,1,"10__882343__931700"
"chr10",888871,931700,1,"10__888872__931700"
"chr10",909682,931700,3,"10__909683__931700"
"chr10",930386,931700,2,"10__930387__931700"
"chr10",882342,937291,1,"10__882343__937291"
"chr12",922807,939326,1,"12__922808__939326"
"chr12",936207,939326,1,"12__936208__939326"
"chr10",909682,949456,2,"10__909683__949456"
"chr1",957580,957842,2,"1__957581__957842"
"chr12",974385,974478,1,"12__974386__974478"
"chr17",970316,975994,2,"17__970317__975994"
"chr11",986784,988689,1,"11__986785__988689"
"chr12",992560,993409,2,"12__992561__993409"
"chr17",953289,1003975,2,"17__953290__1003975"
"chr12",1003727,1006847,2,"12__1003728__1006847"
"chr12",1018335,1018403,1,"12__1018336__1018403"
"chr19",1032390,1032695,3,"19__1032391__1032695"
"chr5",1034349,1035588,1,"5__1034350__1035588"
"chr5",1032266,1038837,2,"5__1032267__1038837"
"chr1",1025732,1041429,1,"1__1025733__1041429"
"chr7",1049585,1049779,1,"7__1049586__1049779"
"chr10",1041868,1053068,1,"10__1041869__1053068"
"chr5",1057585,1065593,1,"5__1057586__1065593"
"chr6",1069392,1069478,2,"6__1069393__1069478"
"chr10",1068502,1072760,2,"10__1068503__1072760"
"chr4",1067386,1090627,4,"4__1067387__1090627"
"chr5",1085346,1094363,2,"5__1085347__1094363"
"chr19",1106553,1106647,1,"19__1106554__1106647"
"chr4",1113473,1116022,1,"4__1113474__1116022"
"chr19",1119009,1120022,1,"19__1119010__1120022"
"chr10",1118055,1123943,1,"10__1118056__1123943"
"chr10",1118055,1126416,8,"10__1118056__1126416"
"chr10",1125950,1126416,8,"10__1125951__1126416"
"chr10",1118055,1132297,3,"10__1118056__1132297"
"chr12",1136913,1137738,26,"12__1136914__1137738"
"chr10",1118055,1142186,7,"10__1118056__1142186"
"chr10",1130342,1142186,8,"10__1130343__1142186"
"chr17",1145231,1145485,1,"17__1145232__1145485"
"chr12",1144725,1149125,2,"12__1144726__1149125"
"chr10",1130342,1151207,2,"10__1130343__1151207"
"chr10",1149538,1151207,1,"10__1149539__1151207"
"chr10",1149541,1151207,3,"10__1149542__1151207"
"chr19",1147307,1154401,5,"19__1147308__1154401"
"chr17",1161853,1162853,1,"17__1161854__1162853"
"chr19",1165698,1166016,1,"19__1165699__1166016"
"chr10",1149538,1170964,1,"10__1149539__1170964"
"chr7",1166892,1177040,1,"7__1166893__1177040"
"chr17",1183607,1196207,1,"17__1183608__1196207"
"chr17",1196817,1196927,2,"17__1196818__1196927"
"chr1",1191424,1198766,1,"1__1191425__1198766"
"chr1",1191424,1203372,7,"1__1191425__1203372"
"chr1",1192371,1203372,2,"1__1192372__1203372"
"chr12",1213915,1219513,1,"12__1213916__1219513"
"chr5",1212417,1221971,1,"5__1212418__1221971"
"chr4",1206700,1222131,1,"4__1206701__1222131"
"chr12",1136913,1225199,1,"12__1136914__1225199"
"chr12",1137504,1225199,1,"12__1137505__1225199"
"chr12",1192329,1225199,1,"12__1192330__1225199"
"chr12",1219357,1225199,2,"12__1219358__1225199"
"chr4",1221986,1235307,2,"4__1221987__1235307"
"chr4",1231970,1235307,1,"4__1231971__1235307"
"chr4",1245967,1246069,1,"4__1245968__1246069"
"chr12",1192329,1250953,1,"12__1192330__1250953"
"chr12",1213915,1250953,2,"12__1213916__1250953"
"chr17",1257504,1265302,1,"17__1257505__1265302"
"chr17",1264385,1265302,5,"17__1264386__1265302"
"chr17",1279214,1279300,1,"17__1279215__1279300"
"chr17",1268152,1282236,1,"17__1268153__1282236"
"chr5",1278755,1282739,2,"5__1278756__1282739"
"chr12",1292495,1292558,1,"12__1292496__1292558"
"chr6_mcf_hap5",1293810,1293948,2,"6_mcf_hap5__1293811__1293948"
"chr6_qbl_hap6",1295632,1296708,1,"6_qbl_hap6__1295633__1296708"
"chr12",1289783,1299104,2,"12__1289784__1299104"
"chr12",1289705,1299218,3,"12__1289706__1299218"
"chr12",1299024,1299218,1,"12__1299025__1299218"
"chr20",1291443,1301079,3,"20__1291444__1301079"
"chr6",1308817,1309888,1,"6__1308818__1309888"
"chr5",1321749,1324928,2,"5__1321750__1324928"
"chr1",1322614,1326245,4,"1__1322615__1326245"
"chr6_qbl_hap6",1329998,1330124,1,"6_qbl_hap6__1329999__1330124"
"chr20",1352719,1356247,1,"20__1352720__1356247"
"chr19",1356322,1369645,1,"19__1356323__1369645"
"chr16",1364020,1370518,4,"16__1364021__1370518"
"chr16",1365654,1370518,1,"16__1365655__1370518"
"chr19",1366303,1373159,2,"19__1366304__1373159"
"chrY",1351570,1374420,1,"Y__1351571__1374420"
"chr12",1399017,1399178,1,"12__1399018__1399178"
"chr12",1399017,1404063,1,"12__1399018__1404063"
"chrX",1404670,1409402,2,"X__1404671__1409402"
"chr16",1416018,1417859,2,"16__1416019__1417859"
"chr16",1414213,1420358,4,"16__1414214__1420358"
"chr19",1417498,1421257,1,"19__1417499__1421257"
"chr16",1414213,1421612,1,"16__1414214__1421612"
"chr16",1416018,1421612,1,"16__1416019__1421612"
"chr17",1431809,1431898,1,"17__1431810__1431898"
"chr19",1416455,1432680,1,"19__1416456__1432680"
"chr19",1417498,1432680,1,"19__1417499__1432680"
"chr19",1417498,1432689,1,"19__1417499__1432689"
"chr5",1432578,1443357,4,"5__1432579__1443357"
"chr17",1437392,1451681,3,"17__1437393__1451681"
"chr17",1437392,1456443,1,"17__1437393__1456443"
"chr17",1451589,1456443,6,"17__1451590__1456443"
"chrY",1458383,1458509,2,"Y__1458384__1458509"
"chr17",1421175,1461853,1,"17__1421176__1461853"
"chr17",1424872,1461853,2,"17__1424873__1461853"
"chr17",1437392,1461853,14,"17__1437393__1461853"
"chr17",1444859,1461853,1,"17__1444860__1461853"
"chr17",1451589,1461853,1,"17__1451590__1461853"
"chr1",1444584,1464711,1,"1__1444585__1464711"
"chr5",1488505,1501718,1,"5__1488506__1501718"
"chr5",1494814,1501718,2,"5__1494815__1501718"
"chrX",1508383,1508509,7,"X__1508384__1508509"
"chr19",1510148,1510916,1,"19__1510149__1510916"
"chr16",1509107,1515339,1,"16__1509108__1515339"
"chr6_cox_hap2",1514748,1515824,1,"6_cox_hap2__1514749__1515824"
"chr17",1540002,1540356,3,"17__1540003__1540356"
"chr12",1480998,1553916,1,"12__1480999__1553916"
"chr17",1582340,1582394,1,"17__1582341__1582394"
"chr7",1589465,1589616,1,"7__1589466__1589616"
"chr2",1637728,1643194,1,"2__1637729__1643194"
"chr1",1584360,1647917,1,"1__1584361__1647917"
"chr2",1647139,1653447,3,"2__1647140__1653447"
"chr2",1653412,1653506,1,"2__1653413__1653506"
"chr4",1656704,1670632,5,"4__1656705__1670632"
"chr16",1675973,1682366,1,"16__1675974__1682366"
"chr17",1684508,1690898,1,"17__1684509__1690898"
"chr16",1675976,1691188,2,"16__1675977__1691188"
"chr1",1693329,1696885,1,"1__1693330__1696885"
"chr1",1693390,1696885,2,"1__1693391__1696885"
"chr4",1696500,1698078,1,"4__1696501__1698078"
"chr4",1695413,1701797,1,"4__1695414__1701797"
"chr4",1695413,1705391,2,"4__1695414__1705391"
"chr4",1696500,1705427,7,"4__1696501__1705427"
"chrX",1712723,1712805,1,"X__1712724__1712805"
"chr4",1732613,1737561,1,"4__1732614__1737561"
"chr19",1738953,1740327,1,"19__1738954__1740327"
"chr16",1733509,1741986,2,"16__1733510__1741986"
"chr16",1735439,1741986,1,"16__1735440__1741986"
"chr17",1746096,1747980,24,"17__1746097__1747980"
"chr17",1746096,1748360,1,"17__1746097__1748360"
"chr16",1733509,1748844,1,"16__1733510__1748844"
"chr16",1735439,1748844,1,"16__1735440__1748844"
"chr1",1735857,1749314,2,"1__1735858__1749314"
"chr16",1750093,1750221,1,"16__1750094__1750221"
"chr17",1746096,1756483,23,"17__1746097__1756483"
"chr1",1747194,1756938,4,"1__1747195__1756938"
"chr1",1735857,1770677,1,"1__1735858__1770677"
"chr1",1747194,1770677,6,"1__1747195__1770677"
"chr1",1756835,1770677,2,"1__1756836__1770677"
"chr16",1779138,1779579,1,"16__1779139__1779579"
"chr17",1778954,1787238,2,"17__1778955__1787238"
"chr4",1815026,1815100,1,"4__1815027__1815100"
"chr5",1814452,1816168,2,"5__1814453__1816168"
"chr8",1806125,1824900,1,"8__1806126__1824900"
"chr8",1824736,1833873,1,"8__1824737__1833873"
"chr8",1824736,1844615,1,"8__1824737__1844615"
"chr4",1843073,1847003,1,"4__1843074__1847003"
"chr8",1824736,1857636,6,"8__1824737__1857636"
"chr12",1863423,1863680,2,"12__1863424__1863680"
"chr6_ssto_hap7",1885318,1886770,2,"6_ssto_hap7__1885319__1886770"
"chr1",1811225,1890648,2,"1__1811226__1890648"
"chr4",1902352,1906105,3,"4__1902353__1906105"
"chr16",1891820,1912117,2,"16__1891821__1912117"
"chr6_qbl_hap6",1911677,1912150,1,"6_qbl_hap6__1911678__1912150"
"chr6_ssto_hap7",1909893,1913046,1,"6_ssto_hap7__1909894__1913046"
"chr4",1902352,1920350,1,"4__1902353__1920350"
"chr4",1919867,1920350,3,"4__1919868__1920350"
"chr6",1930336,1930582,1,"6__1930337__1930582"
"chr4",1902352,1932497,3,"4__1902353__1932497"
"chr6_mcf_hap5",1934890,1936342,2,"6_mcf_hap5__1934891__1936342"
"chr4",1893892,1936989,1,"4__1893893__1936989"
"chr4",1902352,1936989,7,"4__1902353__1936989"
"chr4",1902352,1941505,3,"4__1902353__1941505"
"chr6_mann_hap4",1943308,1944279,1,"6_mann_hap4__1943309__1944279"
"chr4",1902352,1944292,2,"4__1902353__1944292"
"chr6_qbl_hap6",1946766,1946849,1,"6_qbl_hap6__1946767__1946849"
"chr6_dbb_hap3",1947497,1947578,1,"6_dbb_hap3__1947498__1947578"
"chr6_dbb_hap3",1949589,1949658,1,"6_dbb_hap3__1949590__1949658"
"chr6_ssto_hap7",1951050,1951523,1,"6_ssto_hap7__1951051__1951523"
"chr6",1930336,1952363,1,"6__1930337__1952363"
"chr4",1902352,1952930,4,"4__1902353__1952930"
"chr4",1952798,1955251,1,"4__1952799__1955251"
"chr6_mcf_hap5",1958410,1959587,1,"6_mcf_hap5__1958411__1959587"
"chr5",1960809,1961035,1,"5__1960810__1961035"
"chr6",1930336,1961200,1,"6__1930337__1961200"
"chr5",1961256,1961310,1,"5__1961257__1961310"
"chr6_mcf_hap5",1959469,1962622,1,"6_mcf_hap5__1959470__1962622"
"chr4",1931426,1962878,1,"4__1931427__1962878"
"chr4",1984978,1985195,1,"4__1984979__1985195"
"chr6_dbb_hap3",1985150,1985313,1,"6_dbb_hap3__1985151__1985313"
"chr1",1986879,1991030,1,"1__1986880__1991030"
"chr7",1976322,2020176,1,"7__1976323__2020176"
"chr9",2028986,2039900,1,"9__2028987__2039900"
"chr19",2076809,2085327,1,"19__2076810__2085327"
"chr6",2094856,2095445,3,"6__2094857__2095445"
"chr20",2097311,2098061,2,"20__2097312__2098061"
"chr5",2099331,2099389,1,"5__2099332__2099389"
"chr7",2041699,2108973,1,"7__2041700__2108973"
"chr19",2114123,2114186,1,"19__2114124__2114186"
"chr6",2116004,2117790,2,"6__2116005__2117790"
"chr9",2058290,2123937,2,"9__2058291__2123937"
"chr16",2120456,2124390,3,"16__2120457__2124390"
"chr6",2116004,2124965,1,"6__2116005__2124965"
"chr16",2125799,2130378,1,"16__2125800__2130378"
"chr6_cox_hap2",2129385,2132537,2,"6_cox_hap2__2129386__2132537"
"chr19",2108685,2138713,2,"19__2108686__2138713"
"chr19",2137009,2138713,4,"19__2137010__2138713"
"chr19",2137725,2138713,1,"19__2137726__2138713"
"chr1",2137578,2141658,1,"1__2137579__2141658"
"chrY",2134780,2159644,1,"Y__2134781__2159644"
"chr4",2157171,2160938,1,"4__2157172__2160938"
"chrX",2158594,2161271,1,"X__2158595__2161271"
"chr19",2180711,2194576,2,"19__2180712__2194576"
"chr19",2189730,2194576,1,"19__2189731__2194576"
"chr19",2191028,2194576,1,"19__2191029__2194576"
"chr17",2186918,2196271,1,"17__2186919__2196271"
"chr6_cox_hap2",2203927,2204286,1,"6_cox_hap2__2203928__2204286"
"chr19",2213537,2214595,1,"19__2213538__2214595"
"chr4",2188515,2214853,1,"4__2188516__2214853"
"chr17",2218850,2226639,1,"17__2218851__2226639"
"chr17",2232636,2235653,2,"17__2232637__2235653"
"chr1",2234416,2236024,2,"1__2234417__2236024"
"chr1",2234416,2238395,12,"1__2234417__2238395"
"chr7",2239896,2240192,1,"7__2239897__2240192"
"chr7",2252846,2259091,2,"7__2252847__2259091"
"chr7",2252846,2259150,1,"7__2252847__2259150"
"chr7",2239896,2262389,1,"7__2239897__2262389"
"chr7",2269618,2270359,1,"7__2269619__2270359"
"chr7",2269618,2270362,3,"7__2269619__2270362"
"chr6",2263834,2273651,2,"6__2263835__2273651"
"chr16",2282849,2285144,2,"16__2282850__2285144"
"chrY",2276785,2293345,1,"Y__2276786__2293345"
"chr17",2297336,2298748,4,"17__2297337__2298748"
"chr7",2302864,2317940,2,"7__2302865__2317940"
"chr19",2324123,2326138,1,"19__2324124__2326138"
"chr1",2327222,2332374,2,"1__2327223__2332374"
"chr1",2324708,2335028,1,"1__2324709__2335028"
"chr1",2327222,2335028,1,"1__2327223__2335028"
"chr1",2336478,2336661,2,"1__2336479__2336661"
"chr17",2367501,2371170,1,"17__2367502__2371170"
"chr7",2403266,2404164,4,"7__2403267__2404164"
"chr6_qbl_hap6",2408498,2420568,1,"6_qbl_hap6__2408499__2420568"
"chr6_qbl_hap6",2426975,2427032,1,"6_qbl_hap6__2426976__2427032"
"chr19",2429815,2429920,2,"19__2429816__2429920"
"chr20",2446353,2448404,2,"20__2446354__2448404"
"chr7",2477438,2478965,1,"7__2477439__2478965"
"chr7",2477438,2483381,1,"7__2477439__2483381"
"chr16",2489353,2493801,1,"16__2489354__2493801"
"chr11",2542708,2550271,1,"11__2542709__2550271"
"chr17",2566074,2577390,1,"17__2566075__2577390"
"chr17",2579798,2583614,2,"17__2579799__2583614"
"chr17",2583457,2583700,1,"17__2583458__2583700"
"chr18",2585111,2590161,1,"18__2585112__2590161"
"chr11",2591857,2594216,1,"11__2591858__2594216"
"chr17",2595054,2611828,1,"17__2595055__2611828"
"chr16",2607703,2616454,6,"16__2607704__2616454"
"chr16",2611480,2616454,2,"16__2611481__2616454"
"chr16",2631295,2633586,1,"16__2631296__2633586"
"chr7",2617875,2641098,1,"7__2617876__2641098"
"chr4",2659529,2661781,1,"4__2659530__2661781"
"chr4",2659529,2665015,1,"4__2659530__2665015"
"chr9",2664968,2670237,1,"9__2664969__2670237"
"chr4",2659529,2674099,1,"4__2659530__2674099"
"chr4",2664564,2674099,1,"4__2664565__2674099"
"chr16",2666600,2683837,1,"16__2666601__2683837"
"chr18",2666155,2688745,2,"18__2666156__2688745"
"chr9",2652943,2691165,2,"9__2652944__2691165"
"chr16",2683739,2692490,2,"16__2683740__2692490"
"chr4",2659529,2692697,1,"4__2659530__2692697"
"chr16",2683739,2694080,1,"16__2683740__2694080"
"chr4",2695312,2702271,2,"4__2695313__2702271"
"chr4",2701406,2702271,2,"4__2701407__2702271"
"chr6_mcf_hap5",2619415,2703769,2,"6_mcf_hap5__2619416__2703769"
"chr4",2705684,2707330,1,"4__2705685__2707330"
"chr18",2718155,2718432,1,"18__2718156__2718432"
"chr18",2732262,2740819,2,"18__2732263__2740819"
"chr18",2732262,2747645,1,"18__2732263__2747645"
"chr18",2724896,2752550,2,"18__2724897__2752550"
"chr18",2732262,2752550,1,"18__2732263__2752550"
"chr18",2762102,2770106,2,"18__2762103__2770106"
"chr6",2770358,2770476,2,"6__2770359__2770476"
"chr6",2772289,2772409,1,"6__2772290__2772409"
"chr6",2768924,2779726,1,"6__2768925__2779726"
"chr6",2785374,2785509,1,"6__2785375__2785509"
"chr18",2762102,2796519,2,"18__2762103__2796519"
"chr19",2802316,2802444,1,"19__2802317__2802444"
"chr16",2806334,2807946,1,"16__2806335__2807946"
"chr16",2807472,2810500,2,"16__2807473__2810500"
"chr16",2807781,2810500,1,"16__2807782__2810500"
"chr9",2804238,2812362,1,"9__2804239__2812362"
"chr9",2777872,2820098,1,"9__2777873__2820098"
"chr7",2819776,2820379,4,"7__2819777__2820379"
"chr9",2782755,2827151,1,"9__2782756__2827151"
"chr19",2832300,2834867,1,"19__2832301__2834867"
"chr6",2836089,2836484,2,"6__2836090__2836484"
"chr9",2820017,2838517,1,"9__2820018__2838517"
