"chr","start","end","count","index"
"chr20",301148,303209,5,"20__301149__303209"
"chr20",303021,303209,3,"20__303022__303209"
"chr9",271626,304704,2,"9__271627__304704"
"chrX",299338,308428,6,"X__299339__308428"
"chrX",306250,308428,2,"X__306251__308428"
"chr10",309143,309598,15,"10__309144__309598"
"chr19",311844,313643,18,"19__311845__313643"
"chr5",272825,314711,1,"5__272826__314711"
"chr5",311407,314711,1,"5__311408__314711"
"chr9",304580,317128,1,"9__304581__317128"
"chrX",299338,322325,3,"X__299339__322325"
"chrX",306250,322325,1,"X__306251__322325"
"chrX",322139,323067,18,"X__322140__323067"
"chr19",308576,327256,1,"19__308577__327256"
"chr19",325634,327989,2,"19__325635__327989"
"chr18",331667,333143,2,"18__331668__333143"
"chr19",325634,336173,5,"19__325635__336173"
"chr19",334399,336173,1,"19__334400__336173"
"chr16",339439,343718,3,"16__339440__343718"
"chr18",346294,348163,1,"18__346295__348163"
"chr16",343487,348251,1,"16__343488__348251"
"chr16",347055,348251,19,"16__347056__348251"
"chr6",345853,348841,1,"6__345854__348841"
"chr5",311407,354026,1,"5__311408__354026"
"chr5",314531,354026,1,"5__314532__354026"
"chr5",353844,354026,2,"5__353845__354026"
"chr18",346294,357522,3,"18__346295__357522"
"chr1_gl000192_random",332344,359937,1,"1_gl000192_random__332345__359937"
"chr16",339439,364683,2,"16__339440__364683"
"chr16",354303,364683,38,"16__354304__364683"
"chr5",306716,368059,1,"5__306717__368059"
"chr20",371930,372223,3,"20__371931__372223"
"chr10",371333,373116,2,"10__371334__373116"
"chr12",369016,373401,1,"12__369017__373401"
"chr10",355970,375541,1,"10__355971__375541"
"chr5",344007,376831,2,"5__344008__376831"
"chr5",353844,376831,9,"5__353845__376831"
"chr10",355970,395394,6,"10__355971__395394"
"chr16",396147,397106,2,"16__396148__397106"
"chr20",398169,398574,3,"20__398170__398574"
"chr8",381340,401453,1,"8__381341__401453"
"chr20",398169,409233,2,"20__398170__409233"
"chr9",382512,418207,1,"9__382513__418207"
"chr9",406929,418207,3,"9__406930__418207"
"chr9",414781,418207,1,"9__414782__418207"
"chr17",421179,421699,1,"17__421180__421699"
"chr19",418922,425231,1,"19__418923__425231"
"chr5",422843,428121,3,"5__422844__428121"
"chr10",412214,430086,4,"10__412215__430086"
"chr19",430683,440932,3,"19__430684__440932"
"chr16",441766,442121,1,"16__441767__442121"
"chr12",438000,443588,4,"12__438001__443588"
"chr16",448989,450294,4,"16__448990__450294"
"chr5",453484,454166,1,"5__453485__454166"
"chr12",459786,463400,2,"12__459787__463400"
"chr12",459786,465703,14,"12__459787__465703"
"chr20",464571,468219,4,"20__464572__468219"
"chr10",454865,468973,4,"10__454866__468973"
"chr10",459852,468973,2,"10__459853__468973"
"chr10",461708,468973,2,"10__461709__468973"
"chr10",465004,468973,3,"10__465005__468973"
"chr16",468107,471128,2,"16__468108__471128"
"chr12",464323,472263,2,"12__464324__472263"
"chr18",480721,481695,3,"18__480722__481695"
"chr10",454865,486936,1,"10__454866__486936"
"chr20",467019,489304,1,"20__467020__489304"
"chr6",486633,491186,1,"6__486634__491186"
"chr11",499828,500654,1,"11__499829__500654"
"chr20",489094,508693,1,"20__489095__508693"
"chr4",501193,510265,1,"4__501194__510265"
"chr10",465004,518489,2,"10__465005__518489"
"chr12",514676,527802,6,"12__514677__527802"
"chr17",526772,530556,9,"17__526773__530556"
"chr10",530720,532470,2,"10__530721__532470"
"chr16",521294,539000,9,"16__521295__539000"
"chr16",532524,539000,1,"16__532525__539000"
"chr12",514676,542488,2,"12__514677__542488"
"chr16",532524,546859,3,"16__532525__546859"
"chr12",539829,547720,1,"12__539830__547720"
"chr19",547279,549185,1,"19__547280__549185"
"chr7",550445,552092,2,"7__550446__552092"
"chr17",505034,559193,1,"17__505035__559193"
"chr17",556530,559193,2,"17__556531__559193"
"chr17",556530,565135,2,"17__556531__565135"
"chr10",518378,566295,1,"10__518379__566295"
"chr10",559380,566295,2,"10__559381__566295"
"chr11",581491,582081,2,"11__581492__582081"
"chr16",583945,586142,4,"16__583946__586142"
"chr11",581491,587464,2,"11__581492__587464"
"chr11",592558,598502,1,"11__592559__598502"
"chr17",556530,613853,1,"17__556531__613853"
"chr5",619104,620376,83,"5__619105__620376"
"chr5",614584,624694,1,"5__614585__624694"
"chr5",619104,624694,29,"5__619105__624694"
"chr6",617710,637861,1,"6__617711__637861"
"chr6",629834,637861,25,"6__629835__637861"
"chr6",632940,637861,3,"6__632941__637861"
"chr5",637651,637866,3,"5__637652__637866"
"chr5",619104,637933,1,"5__619105__637933"
"chr5",635486,637933,3,"5__635487__637933"
"chr5",619104,640621,1,"5__619105__640621"
"chr5",620250,641110,1,"5__620251__641110"
"chr8",640897,642612,6,"8__640898__642612"
"chr5",633883,644540,1,"5__633884__644540"
"chr5",619104,648031,1,"5__619105__648031"
"chr5",635486,648031,4,"5__635487__648031"
"chr19",651610,652884,4,"19__651611__652884"
"chr5",619104,653306,5,"5__619105__653306"
"chr5",619104,655699,6,"5__619105__655699"
"chr5",647919,655699,2,"5__647920__655699"
"chr6",629834,657250,1,"6__629835__657250"
"chr8",640897,666007,6,"8__640898__666007"
"chr4",667091,668068,1,"4__667092__668068"
"chr18",662145,671451,4,"18__662146__671451"
"chr18",670691,672954,3,"18__670692__672954"
"chr5",677864,679556,2,"5__677865__679556"
"chr11",678693,681089,2,"11__678694__681089"
"chr11",679687,681089,4,"11__679688__681089"
"chr17",674564,681984,2,"17__674565__681984"
"chr17",679014,681984,1,"17__679015__681984"
"chr11",678693,688460,1,"11__678694__688460"
"chr11",687910,691598,2,"11__687911__691598"
"chr18",697239,706578,1,"18__697240__706578"
"chr17",706921,708487,1,"17__706922__708487"
"chr16",709085,710714,1,"16__709086__710714"
"chr7",716865,720363,4,"7__716866__720363"
"chr16",721696,722002,1,"16__721697__722002"
"chr16",722253,722825,3,"16__722254__722825"
"chr17_ctg5_hap1",693693,724155,4,"17_ctg5_hap1__693694__724155"
"chr17_ctg5_hap1",723024,724155,6,"17_ctg5_hap1__723025__724155"
"chr19",726137,727694,6,"19__726138__727694"
"chr17",722678,729318,4,"17__722679__729318"
"chr16",731792,732281,1,"16__731793__732281"
"chr17",722678,732340,4,"17__722679__732340"
"chr17_ctg5_hap1",705811,740072,2,"17_ctg5_hap1__705812__740072"
"chr17_ctg5_hap1",723024,740072,2,"17_ctg5_hap1__723025__740072"
"chr9",734747,740934,2,"9__734748__740934"
"chr1",741178,745550,12,"1__741179__745550"
"chr7",716865,751164,60,"7__716866__751164"
"chr18",756556,756835,1,"18__756557__756835"
"chr5",677864,770232,1,"5__677865__770232"
"chr5",677864,774376,1,"5__677865__774376"
"chr16",792249,792543,20,"16__792250__792543"
"chr7",794225,803611,1,"7__794226__803611"
"chr7",803442,804324,3,"7__803443__804324"
"chr19",805491,805902,1,"19__805492__805902"
"chr7",801389,810255,2,"7__801390__810255"
"chr19",810700,811014,1,"19__810701__811014"
"chr7",810107,814799,38,"7__810108__814799"
"chr5",814875,825366,1,"5__814876__825366"
"chr10",836814,839358,1,"10__836815__839358"
"chr5",843714,860798,1,"5__843715__860798"
"chr10",860681,863829,2,"10__860682__863829"
"chr1",865534,874792,1,"1__865535__874792"
"chr1",871151,874792,49,"1__871152__874792"
"chr1",865534,874840,1,"1__865535__874840"
"chr1",871151,874840,7,"1__871152__874840"
"chr6_apd_hap1",874865,875956,1,"6_apd_hap1__874866__875956"
"chr1",871151,876686,1,"1__871152__876686"
"chr4",864498,877874,2,"4__864499__877874"
"chr1",861301,879188,7,"1__861302__879188"
"chr7",872141,881767,1,"7__872142__881767"
"chr7",872141,883157,1,"7__872142__883157"
"chr5",879908,886822,1,"5__879909__886822"
"chr4",884319,890337,3,"4__884320__890337"
"chr10",875324,890995,1,"10__875325__890995"
"chr10",882342,890995,7,"10__882343__890995"
"chr19",879936,891149,1,"19__879937__891149"
"chr7",878434,891680,2,"7__878435__891680"
"chr4",887164,891946,2,"4__887165__891946"
"chr1",891302,892653,4,"1__891303__892653"
"chr7",891020,893222,2,"7__891021__893222"
"chr7",891020,893255,3,"7__891021__893255"
"chr6_mann_hap4",891864,894788,1,"6_mann_hap4__891865__894788"
"chr4",887164,898562,2,"4__887165__898562"
"chr4",884319,898567,1,"4__884320__898567"
"chr4",887164,898567,7,"4__887165__898567"
"chr5",896779,901546,4,"5__896780__901546"
"chr19",900060,902130,1,"19__900061__902130"
"chr17",902018,902824,2,"17__902019__902824"
"chr7",899764,905704,2,"7__899765__905704"
"chr19",906565,906769,2,"19__906566__906769"
"chr4",905460,907456,2,"4__905461__907456"
"chr7",891020,909153,1,"7__891021__909153"
"chr5",907244,912111,5,"5__907245__912111"
"chr7",908985,912199,3,"7__908986__912199"
"chr16",929569,931505,1,"16__929570__931505"
"chr10",909682,931700,14,"10__909683__931700"
"chr12",936207,936428,2,"12__936208__936428"
"chr10",909682,936769,1,"10__909683__936769"
"chr12",922807,939326,4,"12__922808__939326"
"chr12",936207,939326,7,"12__936208__939326"
"chr4",941496,949678,5,"4__941497__949678"
"chr16",929569,961079,8,"16__929570__961079"
"chr19",964247,966868,1,"19__964248__966868"
"chr19",960091,968503,3,"19__960092__968503"
"chr19",966571,968503,2,"19__966572__968503"
"chr11",959436,972255,1,"11__959437__972255"
"chr17",970316,973330,1,"17__970317__973330"
"chr7",959604,975141,2,"7__959605__975141"
"chr12",970178,980514,3,"12__970179__980514"
"chr11",977094,981299,4,"11__977095__981299"
"chr11",992502,994245,4,"11__992503__994245"
"chr17",982569,995090,1,"17__982570__995090"
"chr11",1000431,1000684,5,"11__1000432__1000684"
"chr11",992502,1003804,1,"11__992503__1003804"
"chr11",1000431,1003804,19,"11__1000432__1003804"
"chr17",975853,1003975,1,"17__975854__1003975"
"chr17",986759,1003975,2,"17__986760__1003975"
"chr17",994904,1003975,1,"17__994905__1003975"
"chr16",960930,1004666,18,"16__960931__1004666"
"chr16",981641,1004666,10,"16__981642__1004666"
"chr16",984189,1004666,16,"16__984190__1004666"
"chr16",1002576,1004666,2,"16__1002577__1004666"
"chr16",1004356,1004666,110,"16__1004357__1004666"
"chr12",1003727,1006847,1,"12__1003728__1006847"
"chr6_mcf_hap5",1013004,1014036,1,"6_mcf_hap5__1013005__1014036"
"chr12",1009641,1017200,3,"12__1009642__1017200"
"chr1",1017983,1018367,2,"1__1017984__1018367"
"chr19",1031069,1032695,2,"19__1031070__1032695"
"chr12",1034615,1042242,1,"12__1034616__1042242"
"chr7",1049585,1049779,1,"7__1049586__1049779"
"chr10",1044942,1051847,2,"10__1044943__1051847"
"chr10",1046616,1051847,1,"10__1046617__1051847"
"chr19",1048893,1052285,1,"19__1048894__1052285"
"chr10",1046616,1053068,2,"10__1046617__1053068"
"chr19",1048893,1055350,1,"19__1048894__1055350"
"chr5",1057585,1065593,1,"5__1057586__1065593"
"chr19",1105184,1106458,4,"19__1105185__1106458"
"chr20",1106140,1115949,1,"20__1106141__1115949"
"chr10",1117078,1118233,2,"10__1117079__1118233"
"chr10",1118055,1123943,9,"10__1118056__1123943"
"chr10",1118055,1126416,17,"10__1118056__1126416"
"chr10",1125950,1126416,1,"10__1125951__1126416"
"chr10",1118055,1132297,1,"10__1118056__1132297"
"chr12",1107489,1137738,11,"12__1107490__1137738"
"chr12",1136913,1137738,102,"12__1136914__1137738"
"chr10",1118055,1142186,10,"10__1118056__1142186"
"chr10",1123846,1142186,1,"10__1123847__1142186"
"chr10",1130342,1142186,18,"10__1130343__1142186"
"chr10",1130353,1142186,4,"10__1130354__1142186"
"chr10",1118055,1151207,4,"10__1118056__1151207"
"chr10",1123846,1151207,1,"10__1123847__1151207"
"chr10",1130342,1151207,23,"10__1130343__1151207"
"chr10",1139391,1151207,9,"10__1139392__1151207"
"chr10",1149538,1151207,8,"10__1149539__1151207"
"chr10",1149541,1151207,2,"10__1149542__1151207"
"chr19",1147307,1154401,8,"19__1147308__1154401"
"chr1",1158623,1159348,4,"1__1158624__1159348"
"chr1",1163847,1164326,1,"1__1163848__1164326"
"chr2",1093881,1168869,1,"2__1093882__1168869"
"chr10",1170157,1170964,2,"10__1170158__1170964"
"chr10",1170157,1170975,3,"10__1170158__1170975"
"chr10",1170157,1171013,5,"10__1170158__1171013"
"chr1",1180677,1183221,4,"1__1180678__1183221"
"chr6_dbb_hap3",1190122,1191285,4,"6_dbb_hap3__1190123__1191285"
"chr1",1191424,1192690,1,"1__1191425__1192690"
"chr1",1192371,1192690,21,"1__1192372__1192690"
"chr12",1136913,1192746,4,"12__1136914__1192746"
"chr12",1192329,1192746,1,"12__1192330__1192746"
"chr6_dbb_hap3",1190122,1194568,2,"6_dbb_hap3__1190123__1194568"
"chr1",1191424,1198766,2,"1__1191425__1198766"
"chr1",1192371,1198766,3,"1__1192372__1198766"
"chr1",1191424,1203372,9,"1__1191425__1203372"
"chr1",1192371,1203372,5,"1__1192372__1203372"
"chr2",1133307,1206365,2,"2__1133308__1206365"
"chr2",1204788,1206365,4,"2__1204789__1206365"
"chr19",1216266,1219412,1,"19__1216267__1219412"
"chr19",1218415,1219412,2,"19__1218416__1219412"
"chr19",1218415,1223171,3,"19__1218416__1223171"
"chr12",1213915,1225199,6,"12__1213916__1225199"
"chr12",1219357,1225199,2,"12__1219358__1225199"
"chr1",1217655,1226333,1,"1__1217656__1226333"
"chr19",1218415,1226662,1,"19__1218416__1226662"
"chr4",1219147,1232125,2,"4__1219148__1232125"
"chr4",1206700,1235307,1,"4__1206701__1235307"
"chr4",1219147,1235307,6,"4__1219148__1235307"
"chr4",1221986,1235307,9,"4__1221987__1235307"
"chr4",1231970,1235307,5,"4__1231971__1235307"
"chr19",1233424,1236120,3,"19__1233425__1236120"
"chr6_apd_hap1",1229309,1243959,1,"6_apd_hap1__1229310__1243959"
"chr6_apd_hap1",1242883,1243959,2,"6_apd_hap1__1242884__1243959"
"chr12",1213915,1250953,5,"12__1213916__1250953"
"chr12",1219357,1250953,3,"12__1219358__1250953"
"chr1",1254693,1254900,1,"1__1254694__1254900"
"chr1",1254675,1256473,2,"1__1254676__1256473"
"chr4",1259127,1259695,1,"4__1259128__1259695"
"chr4",1263188,1264083,1,"4__1263189__1264083"
"chr17",1257504,1265302,12,"17__1257505__1265302"
"chr17",1264385,1265302,21,"17__1264386__1265302"
"chr17",1257504,1268352,4,"17__1257505__1268352"
"chr17",1264385,1268352,1,"17__1264386__1268352"
"chr19",1270865,1272050,2,"19__1270866__1272050"
"chr19",1270926,1272050,1,"19__1270927__1272050"
"chr19",1271327,1272050,6,"19__1271328__1272050"
"chr17",1268152,1273035,4,"17__1268153__1273035"
"chr19",1270865,1274439,1,"19__1270866__1274439"
"chr19",1271327,1274439,1,"19__1271328__1274439"
"chr1",1275417,1277185,2,"1__1275418__1277185"
"chr1",1273356,1278138,5,"1__1273357__1278138"
"chr17",1257504,1282236,1,"17__1257505__1282236"
"chr5",1271233,1282739,8,"5__1271234__1282739"
"chr5",1278755,1282739,1,"5__1278756__1282739"
"chr12",1289705,1292587,2,"12__1289706__1292587"
"chr12",1289705,1299218,12,"12__1289706__1299218"
"chr6_mann_hap4",1301277,1302353,4,"6_mann_hap4__1301278__1302353"
"chr6",1306159,1309888,2,"6__1306160__1309888"
"chr11",1307231,1311639,12,"11__1307232__1311639"
"chr11",1309853,1311639,1,"11__1309854__1311639"
"chr11",1307231,1317024,3,"11__1307232__1317024"
"chr11",1309853,1317024,1,"11__1309854__1317024"
"chr2",1243509,1320147,1,"2__1243510__1320147"
"chr2",1251098,1320147,1,"2__1251099__1320147"
"chr2",1282456,1320147,4,"2__1282457__1320147"
"chr1",1322614,1326245,14,"1__1322615__1326245"
"chr5",1331913,1338097,1,"5__1331914__1338097"
"chr17",1339913,1340449,4,"17__1339914__1340449"
"chr20",1352719,1356247,1,"20__1352720__1356247"
"chr16",1364020,1370518,3,"16__1364021__1370518"
"chr19",1356322,1371077,1,"19__1356323__1371077"
"chr19",1369263,1371077,1,"19__1369264__1371077"
"chr17",1383820,1384179,1,"17__1383821__1384179"
"chr6_mcf_hap5",1371325,1385642,8,"6_mcf_hap5__1371326__1385642"
"chr6_mcf_hap5",1384566,1385642,4,"6_mcf_hap5__1384567__1385642"
"chr6_mcf_hap5",1371325,1390298,1,"6_mcf_hap5__1371326__1390298"
"chr19",1386516,1393329,2,"19__1386517__1393329"
"chr12",1372199,1399178,4,"12__1372200__1399178"
"chr16",1414213,1421564,6,"16__1414214__1421564"
"chr19",1417498,1422395,2,"19__1417499__1422395"
"chr1",1424583,1426051,4,"1__1424584__1426051"
"chr19",1417498,1430361,2,"19__1417499__1430361"
"chr19",1417498,1432689,6,"19__1417499__1432689"
"chr20",1426310,1433785,1,"20__1426311__1433785"
"chr17",1437392,1438812,2,"17__1437393__1438812"
"chr17",1437392,1444934,1,"17__1437393__1444934"
"chrY",1447214,1447705,4,"Y__1447215__1447705"
"chr16",1447178,1453345,1,"16__1447179__1453345"
"chr17",1451589,1456443,5,"17__1451590__1456443"
"chr17",1424872,1461853,2,"17__1424873__1461853"
"chr11",1457269,1467137,2,"11__1457270__1467137"
"chrX",1471202,1471611,3,"X__1471203__1471611"
"chr12",1399017,1481143,4,"12__1399018__1481143"
"chr5",1470940,1495029,1,"5__1470941__1495029"
"chr5",1488505,1495029,1,"5__1488506__1495029"
"chrX",1496933,1497705,1,"X__1496934__1497705"
"chrX",1497214,1497705,3,"X__1497215__1497705"
"chr1",1499984,1500296,1,"1__1499985__1500296"
"chr5",1488505,1501718,1,"5__1488506__1501718"
"chr5",1494814,1501718,3,"5__1494815__1501718"
"chr6_qbl_hap6",1495049,1503001,1,"6_qbl_hap6__1495050__1503001"
"chr6_dbb_hap3",1495812,1503764,3,"6_dbb_hap3__1495813__1503764"
"chr16",1503834,1506207,1,"16__1503835__1506207"
"chr19",1510148,1510916,7,"19__1510149__1510916"
"chr16",1509107,1515339,1,"16__1509108__1515339"
"chr6_cox_hap2",1514748,1515824,2,"6_cox_hap2__1514749__1515824"
"chr12",1480998,1517413,2,"12__1480999__1517413"
"chr17",1516488,1520063,2,"17__1516489__1520063"
"chr7",1522181,1523489,1,"7__1522182__1523489"
"chr7",1526260,1529318,1,"7__1526261__1529318"
"chr7",1523377,1533547,1,"7__1523378__1533547"
"chr12",1480998,1553916,7,"12__1480999__1553916"
"chr12",1553727,1553916,1,"12__1553728__1553916"
"chr16",1549231,1555602,2,"16__1549232__1555602"
"chr16",1555410,1557717,8,"16__1555411__1557717"
"chr17",1561546,1562057,2,"17__1561547__1562057"
"chr17",1581811,1584348,3,"17__1581812__1584348"
"chr19",1584538,1585213,5,"19__1584539__1585213"
"chr17",1581811,1585587,3,"17__1581812__1585587"
"chr7",1608759,1608996,4,"7__1608760__1608996"
"chr19",1615283,1615820,1,"19__1615284__1615820"
"chr5",1626900,1630681,1,"5__1626901__1630681"
"chr19",1625574,1632404,2,"19__1625575__1632404"
"chr16",1652370,1657298,3,"16__1652371__1657298"
"chr16",1607935,1660854,1,"16__1607936__1660854"
"chr4",1656704,1670632,9,"4__1656705__1670632"
"chr16",1675973,1682366,12,"16__1675974__1682366"
"chr17",1684508,1690898,1,"17__1684509__1690898"
"chr17",1690103,1690898,2,"17__1690104__1690898"
"chr16",1675973,1691188,7,"16__1675974__1691188"
"chr16",1682212,1691188,4,"16__1682213__1691188"
"chr1",1693329,1696885,4,"1__1693330__1696885"
"chr4",1697928,1701797,2,"4__1697929__1701797"
"chr17",1703150,1704318,3,"17__1703151__1704318"
"chr4",1696500,1705427,5,"4__1696501__1705427"
"chr17",1703150,1708009,4,"17__1703151__1708009"
"chr1",1720491,1720708,1,"1__1720492__1720708"
"chr1",1720491,1722035,5,"1__1720492__1722035"
"chr4",1725147,1725597,1,"4__1725148__1725597"
"chr4",1729434,1730514,2,"4__1729435__1730514"
"chr4",1729434,1733028,3,"4__1729435__1733028"
"chr16",1733509,1735588,5,"16__1733510__1735588"
"chr4",1732613,1737561,19,"4__1732614__1737561"
"chr1",1735857,1737977,1,"1__1735858__1737977"
"chr16",1735439,1741986,2,"16__1735440__1741986"
"chr4",1732613,1742713,3,"4__1732614__1742713"
"chr6",1717788,1742820,11,"6__1717789__1742820"
"chr6",1726649,1742820,10,"6__1726650__1742820"
"chr1",1724683,1747301,3,"1__1724684__1747301"
"chr1",1735857,1747301,2,"1__1735858__1747301"
"chr17",1746096,1747980,10,"17__1746097__1747980"
"chr17",1746096,1748408,2,"17__1746097__1748408"
"chr16",1733509,1748844,2,"16__1733510__1748844"
"chr16",1735439,1749048,2,"16__1735440__1749048"
"chr1",1724683,1749314,3,"1__1724684__1749314"
"chr1",1735857,1749314,17,"1__1735858__1749314"
"chr17",1746096,1756483,32,"17__1746097__1756483"
"chr1",1718760,1756921,2,"1__1718761__1756921"
"chr1",1720544,1756921,1,"1__1720545__1756921"
"chr1",1724683,1756921,3,"1__1724684__1756921"
"chr1",1737913,1756921,6,"1__1737914__1756921"
"chr1",1720491,1756938,2,"1__1720492__1756938"
"chr1",1735857,1756938,2,"1__1735858__1756938"
"chr1",1737913,1756938,2,"1__1737914__1756938"
"chr1",1747194,1756938,24,"1__1747195__1756938"
"chr1",1737913,1770677,1,"1__1737914__1770677"
"chr1",1747194,1770677,12,"1__1747195__1770677"
"chr1",1756835,1770677,4,"1__1756836__1770677"
"chr1",1763670,1770677,1,"1__1763671__1770677"
"chr17",1746096,1775820,2,"17__1746097__1775820"
"chr6_cox_hap2",1769161,1776037,1,"6_cox_hap2__1769162__1776037"
"chr16",1774557,1779579,1,"16__1774558__1779579"
"chr17",1746096,1780608,6,"17__1746097__1780608"
"chr17",1775727,1780608,2,"17__1775728__1780608"
"chr17",1746096,1783985,2,"17__1746097__1783985"
"chr17",1778954,1787238,7,"17__1778955__1787238"
"chr17",1782286,1787238,1,"17__1782287__1787238"
"chr16",1797029,1798721,2,"16__1797030__1798721"
"chr1",1805396,1811341,1,"1__1805397__1811341"
"chr5",1814452,1816168,5,"5__1814453__1816168"
"chr8",1806125,1817416,4,"8__1806126__1817416"
"chr19",1827895,1828630,3,"19__1827896__1828630"
"chr8",1824736,1830915,1,"8__1824737__1830915"
"chr8",1824736,1833873,1,"8__1824737__1833873"
"chr16",1836537,1838052,1,"16__1836538__1838052"
"chr16",1844922,1845772,1,"16__1844923__1845772"
"chr8",1824736,1846691,5,"8__1824737__1846691"
"chr8",1824736,1857636,5,"8__1824737__1857636"
"chr12",1812051,1863680,1,"12__1812052__1863680"
"chr12",1863423,1863680,3,"12__1863424__1863680"
"chr16",1859238,1873038,2,"16__1859239__1873038"
"chr16",1859754,1873038,1,"16__1859755__1873038"
"chr16",1866893,1873038,8,"16__1866894__1873038"
"chr12",1812051,1882127,1,"12__1812052__1882127"
"chr6_ssto_hap7",1882452,1884625,1,"6_ssto_hap7__1882453__1884625"
"chr12",1812051,1890242,1,"12__1812052__1890242"
"chr12",1887019,1893239,3,"12__1887020__1893239"
"chr8",1876592,1900993,2,"8__1876593__1900993"
"chr4",1902352,1902978,7,"4__1902353__1902978"
"chr4",1895456,1906105,2,"4__1895457__1906105"
"chr4",1902352,1906105,29,"4__1902353__1906105"
"chr20",1876084,1908545,1,"20__1876085__1908545"
"chr6_qbl_hap6",1911677,1912150,5,"6_qbl_hap6__1911678__1912150"
"chr4",1913817,1918764,4,"4__1913818__1918764"
"chr4",1893892,1920350,3,"4__1893893__1920350"
"chr4",1905942,1920350,6,"4__1905943__1920350"
"chr4",1918597,1920350,4,"4__1918598__1920350"
"chr4",1919867,1920350,7,"4__1919868__1920350"
"chr6_mann_hap4",1924627,1925804,1,"6_mann_hap4__1924628__1925804"
"chr4",1902352,1932497,5,"4__1902353__1932497"
"chr4",1893892,1936989,1,"4__1893893__1936989"
"chr4",1902352,1936989,12,"4__1902353__1936989"
"chr4",1905942,1936989,1,"4__1905943__1936989"
"chr6",1930336,1937514,6,"6__1930337__1937514"
"chr4",1902352,1941505,1,"4__1902353__1941505"
"chr4",1932352,1941505,1,"4__1932353__1941505"
"chr17",1943048,1943899,2,"17__1943049__1943899"
"chr6_ssto_hap7",1951050,1951523,12,"6_ssto_hap7__1951051__1951523"
