"chr","start","end","count","index"
"chr18",163307,192900,2,"18__163308__192900"
"chr4",183414,195619,3,"4__183415__195619"
"chr18",196704,198132,2,"18__196705__198132"
"chr18",196636,198215,2,"18__196637__198215"
"chr18",192841,199316,2,"18__192842__199316"
"chr18",196636,199316,23,"18__196637__199316"
"chr18",196636,203190,5,"18__196637__203190"
"chr18",178932,204692,1,"18__178933__204692"
"chr18",196636,204692,12,"18__196637__204692"
"chrX",200833,205536,3,"X__200834__205536"
"chr4",194869,205674,1,"4__194870__205674"
"chr4",205447,206570,1,"4__205448__206570"
"chrX",200833,207443,1,"X__200834__207443"
"chrX",200833,208431,4,"X__200834__208431"
"chrX",200833,209885,12,"X__200834__209885"
"chrX",200833,215806,1,"X__200834__215806"
"chrX",200833,216059,37,"X__200834__216059"
"chrX",224026,224547,4,"X__224027__224547"
"chr10",225933,226068,13,"10__225934__226068"
"chr5",223596,226162,3,"5__223597__226162"
"chr11",224077,233215,16,"11__224078__233215"
"chr11",216669,233244,2,"11__216670__233244"
"chr2",229965,234272,1,"2__229966__234272"
"chr4",236021,236580,2,"4__236022__236580"
"chr10",225933,243945,4,"10__225934__243945"
"chr16",242925,249237,2,"16__242926__249237"
"chr5",251106,251583,2,"5__251107__251583"
"chr18",246323,254355,1,"18__246324__254355"
"chr10",225933,255988,8,"10__225934__255988"
"chr16",249060,256146,3,"16__249061__256146"
"chr5",235258,256570,2,"5__235259__256570"
"chr16",249060,258187,5,"16__249061__258187"
"chr16",256002,258187,8,"16__256003__258187"
"chrY",249338,258428,1,"Y__249339__258428"
"chr18",263861,265190,2,"18__263862__265190"
"chr10",225933,267296,25,"10__225934__267296"
"chr16",249060,270746,1,"16__249061__270746"
"chrY",249338,272325,9,"Y__249339__272325"
"chrY",256250,272325,9,"Y__256251__272325"
"chrY",272139,273067,18,"Y__272140__273067"
"chr9",271626,289581,4,"9__271627__289581"
"chr10",225933,295028,4,"10__225934__295028"
"chr7",286380,297052,2,"7__286381__297052"
"chr20",301148,303209,5,"20__301149__303209"
"chr20",303021,303209,3,"20__303022__303209"
"chr16",299547,304680,1,"16__299548__304680"
"chr9",271626,304704,2,"9__271627__304704"
"chrX",299338,308428,8,"X__299339__308428"
"chrX",306250,308428,2,"X__306251__308428"
"chr10",309143,309598,15,"10__309144__309598"
"chr19",311844,313643,18,"19__311845__313643"
"chr5",311407,314711,1,"5__311408__314711"
"chr9",304580,317128,3,"9__304581__317128"
"chrX",299338,322325,6,"X__299339__322325"
"chrX",306250,322325,7,"X__306251__322325"
"chrX",322139,323067,31,"X__322140__323067"
"chr19",308576,327256,1,"19__308577__327256"
"chr18",331667,333143,2,"18__331668__333143"
"chr19",311844,336173,6,"19__311845__336173"
"chr19",325634,336173,5,"19__325635__336173"
"chr19",334399,336173,1,"19__334400__336173"
"chr6_qbl_hap6",335105,336348,1,"6_qbl_hap6__335106__336348"
"chr16",339439,343718,11,"16__339440__343718"
"chr18",346294,348163,1,"18__346295__348163"
"chr16",343487,348251,1,"16__343488__348251"
"chr16",347055,348251,19,"16__347056__348251"
"chr6",345853,348841,1,"6__345854__348841"
"chr5",311407,354026,1,"5__311408__354026"
"chr5",314531,354026,2,"5__314532__354026"
"chr5",353844,354026,2,"5__353845__354026"
"chr18",346294,357522,3,"18__346295__357522"
"chr16",339439,364683,2,"16__339440__364683"
"chr16",354303,364683,48,"16__354304__364683"
"chr16",359972,364683,5,"16__359973__364683"
"chr5",306716,368059,1,"5__306717__368059"
"chr20",371930,372223,3,"20__371931__372223"
"chr10",371333,373116,2,"10__371334__373116"
"chr10",355970,375541,1,"10__355971__375541"
"chr5",344007,376831,2,"5__344008__376831"
"chr5",353844,376831,9,"5__353845__376831"
"chr6_mcf_hap5",379868,380207,1,"6_mcf_hap5__379869__380207"
"chr10",355970,387269,3,"10__355971__387269"
"chr10",355970,395394,6,"10__355971__395394"
"chr16",396147,397106,2,"16__396148__397106"
"chr20",398169,398574,4,"20__398170__398574"
"chr8",381340,401453,1,"8__381341__401453"
"chr8",405448,405587,1,"8__405449__405587"
"chr20",398169,409233,2,"20__398170__409233"
"chr9",382512,418207,1,"9__382513__418207"
"chr9",406929,418207,2,"9__406930__418207"
"chr9",414781,418207,1,"9__414782__418207"
"chr17",421179,421699,1,"17__421180__421699"
"chr19",418922,425231,2,"19__418923__425231"
"chr5",422843,428121,3,"5__422844__428121"
"chr10",412214,430086,4,"10__412215__430086"
"chr19",430683,440932,4,"19__430684__440932"
"chr16",441766,442121,1,"16__441767__442121"
"chr12",438000,443588,4,"12__438001__443588"
"chr8",444493,445038,3,"8__444494__445038"
"chr5",453484,454166,1,"5__453485__454166"
"chr12",459786,463400,6,"12__459787__463400"
"chr12",459786,465703,16,"12__459787__465703"
"chr20",464571,468219,4,"20__464572__468219"
"chr10",454865,468973,4,"10__454866__468973"
"chr10",459852,468973,2,"10__459853__468973"
"chr10",461708,468973,2,"10__461709__468973"
"chr10",465004,468973,3,"10__465005__468973"
"chr16",468107,471128,2,"16__468108__471128"
"chr12",464323,472263,2,"12__464324__472263"
"chr6_cox_hap2",472620,473085,1,"6_cox_hap2__472621__473085"
"chr11",473894,479152,1,"11__473895__479152"
"chr18",480721,481695,3,"18__480722__481695"
"chr10",454865,486936,1,"10__454866__486936"
"chr20",467019,489304,1,"20__467020__489304"
"chr20",472897,489304,3,"20__472898__489304"
"chr20",485761,489304,4,"20__485762__489304"
"chr20",489094,489304,2,"20__489095__489304"
"chr6",486633,491186,2,"6__486634__491186"
"chr11",499828,500654,1,"11__499829__500654"
"chr19",501668,501929,1,"19__501669__501929"
"chr4",499506,502759,1,"4__499507__502759"
"chr17",489509,505136,1,"17__489510__505136"
"chr20",489094,508693,1,"20__489095__508693"
"chr4",501193,510265,1,"4__501194__510265"
"chr10",465004,518489,2,"10__465005__518489"
"chr12",514676,527802,6,"12__514677__527802"
"chr17",526772,530556,13,"17__526773__530556"
"chr10",486810,532470,1,"10__486811__532470"
"chr10",518378,532470,1,"10__518379__532470"
"chr10",530720,532470,1,"10__530721__532470"
"chr19",534435,534701,3,"19__534436__534701"
"chr16",521294,539000,15,"16__521295__539000"
"chr16",532524,539000,1,"16__532525__539000"
"chr16",532524,541268,2,"16__532525__541268"
"chr12",514676,542488,2,"12__514677__542488"
"chr16",532524,546859,1,"16__532525__546859"
"chr12",539829,547720,1,"12__539830__547720"
"chr19",547279,549185,2,"19__547280__549185"
"chr7",550445,552092,2,"7__550446__552092"
"chr6",555226,556564,3,"6__555227__556564"
"chr17",505034,559193,1,"17__505035__559193"
"chr17",556530,559193,13,"17__556531__559193"
"chr6",562783,564929,1,"6__562784__564929"
"chr17",556530,565135,2,"17__556531__565135"
"chr10",518378,566295,1,"10__518379__566295"
"chr10",559380,566295,2,"10__559381__566295"
"chr6",532468,576882,1,"6__532469__576882"
"chr19",580782,581168,7,"19__580783__581168"
"chr11",581491,582081,2,"11__581492__582081"
"chr16",583945,586142,4,"16__583946__586142"
"chr11",581491,587464,2,"11__581492__587464"
"chr11",592558,598502,1,"11__592559__598502"
"chr17",556530,613853,1,"17__556531__613853"
"chr5",619104,620376,131,"5__619105__620376"
"chr5",614584,624694,1,"5__614585__624694"
"chr5",619104,624694,29,"5__619105__624694"
"chr6",617710,637861,1,"6__617711__637861"
"chr6",624177,637861,3,"6__624178__637861"
"chr6",629834,637861,35,"6__629835__637861"
"chr6",632940,637861,3,"6__632941__637861"
"chr5",637651,637866,3,"5__637652__637866"
"chr5",619104,637933,1,"5__619105__637933"
"chr5",635486,637933,3,"5__635487__637933"
"chr5",619104,640621,1,"5__619105__640621"
"chr5",620250,641110,1,"5__620251__641110"
"chr8",640897,642612,8,"8__640898__642612"
"chr5",619104,644540,2,"5__619105__644540"
"chr5",633883,644540,1,"5__633884__644540"
"chr12",644331,645461,2,"12__644332__645461"
"chr5",619104,648031,2,"5__619105__648031"
"chr5",635486,648031,4,"5__635487__648031"
"chr19",648371,652884,2,"19__648372__652884"
"chr19",651610,652884,1,"19__651611__652884"
"chr5",619104,653306,5,"5__619105__653306"
"chr5",624585,653306,6,"5__624586__653306"
"chr5",619104,655699,12,"5__619105__655699"
"chr5",647919,655699,2,"5__647920__655699"
"chr6",629834,657250,1,"6__629835__657250"
"chr8",640897,666007,6,"8__640898__666007"
"chr4",667091,668068,1,"4__667092__668068"
"chr18",662145,671451,4,"18__662146__671451"
"chr18",670691,672954,3,"18__670692__672954"
"chr2",669479,675630,8,"2__669480__675630"
"chr5",677864,679556,2,"5__677865__679556"
"chr11",678693,681089,4,"11__678694__681089"
"chr11",679687,681089,8,"11__679688__681089"
"chr17",674564,681984,2,"17__674565__681984"
"chr17",679014,681984,1,"17__679015__681984"
"chr5",677864,682232,1,"5__677865__682232"
"chr11",653961,688460,6,"11__653962__688460"
"chr11",678693,688460,1,"11__678694__688460"
"chr11",674535,691598,6,"11__674536__691598"
"chr11",687910,691598,2,"11__687911__691598"
"chr18",692769,693175,2,"18__692770__693175"
"chr18",693881,694334,2,"18__693882__694334"
"chr11",698868,700707,4,"11__698869__700707"
"chr18",697239,706578,3,"18__697240__706578"
"chr18",706469,706578,4,"18__706470__706578"
"chr17",706921,708487,1,"17__706922__708487"
"chr16",709085,710714,1,"16__709086__710714"
"chr7",716865,720363,4,"7__716866__720363"
"chr16",721696,722002,1,"16__721697__722002"
"chr16",722253,722825,3,"16__722254__722825"
"chr17_ctg5_hap1",693693,724155,3,"17_ctg5_hap1__693694__724155"
"chr17_ctg5_hap1",705811,724155,5,"17_ctg5_hap1__705812__724155"
"chr17_ctg5_hap1",705876,724155,1,"17_ctg5_hap1__705877__724155"
"chr17_ctg5_hap1",723024,724155,6,"17_ctg5_hap1__723025__724155"
"chr17",722678,727005,3,"17__722679__727005"
"chr16",726970,727388,1,"16__726971__727388"
"chr16",726970,727559,2,"16__726971__727559"
"chr19",726137,727694,6,"19__726138__727694"
"chr17",722678,729318,8,"17__722679__729318"
"chr16",731792,732281,1,"16__731793__732281"
"chr17",722678,732340,4,"17__722679__732340"
"chr19",726137,734194,1,"19__726138__734194"
"chr17_ctg5_hap1",693693,740072,1,"17_ctg5_hap1__693694__740072"
"chr17_ctg5_hap1",723024,740072,3,"17_ctg5_hap1__723025__740072"
"chr9",734747,740934,2,"9__734748__740934"
"chr1",741178,745550,5,"1__741179__745550"
"chr7",716865,751164,62,"7__716866__751164"
"chr18",756556,756835,5,"18__756557__756835"
"chr17_ctg5_hap1",750724,757531,2,"17_ctg5_hap1__750725__757531"
"chr17_ctg5_hap1",762729,762973,3,"17_ctg5_hap1__762730__762973"
"chr11",772426,774113,1,"11__772427__774113"
"chr16",792249,792543,28,"16__792250__792543"
"chr7",794225,803611,1,"7__794226__803611"
"chr7",803442,804324,3,"7__803443__804324"
"chr19",805012,805187,5,"19__805013__805187"
"chr19",805491,805902,1,"19__805492__805902"
"chr7",801389,810255,2,"7__801390__810255"
"chr19",810700,811014,1,"19__810701__811014"
"chr7",810107,814799,43,"7__810108__814799"
"chr4",827241,827344,1,"4__827242__827344"
"chr10",836814,839358,1,"10__836815__839358"
"chr1",850698,853451,2,"1__850699__853451"
"chr5",843714,860798,1,"5__843715__860798"
"chr10",853788,861010,1,"10__853789__861010"
"chr10",860681,863829,2,"10__860682__863829"
"chr10",860681,866785,4,"10__860682__866785"
"chr1",865534,874792,1,"1__865535__874792"
"chr1",871151,874792,63,"1__871152__874792"
"chr1",874419,874792,4,"1__874420__874792"
"chr1",865534,874840,1,"1__865535__874840"
"chr1",871151,874840,9,"1__871152__874840"
"chr6_apd_hap1",874865,875956,1,"6_apd_hap1__874866__875956"
"chr1",871151,876686,1,"1__871152__876686"
"chr1",861301,879188,6,"1__861302__879188"
"chr1",871151,879188,1,"1__871152__879188"
"chr7",872141,881767,2,"7__872142__881767"
"chr7",872141,883157,1,"7__872142__883157"
"chr5",879908,886822,1,"5__879909__886822"
"chr4",884319,890337,3,"4__884320__890337"
"chr10",875324,890995,1,"10__875325__890995"
"chr10",882342,890995,17,"10__882343__890995"
"chr19",879936,891149,1,"19__879937__891149"
"chr7",878434,891680,2,"7__878435__891680"
"chr4",887164,891946,2,"4__887165__891946"
"chr1",891302,892653,4,"1__891303__892653"
"chr7",891020,893222,2,"7__891021__893222"
"chr7",891020,893255,3,"7__891021__893255"
"chr6_mann_hap4",891864,894788,2,"6_mann_hap4__891865__894788"
"chr6_qbl_hap6",882031,895133,2,"6_qbl_hap6__882032__895133"
"chr4",887164,898562,2,"4__887165__898562"
"chr4",884319,898567,2,"4__884320__898567"
"chr4",887164,898567,7,"4__887165__898567"
"chr5",896779,901546,9,"5__896780__901546"
"chr19",900060,902130,1,"19__900061__902130"
"chr17",902018,902824,2,"17__902019__902824"
"chr7",899764,905704,2,"7__899765__905704"
"chr19",906565,906769,2,"19__906566__906769"
"chr4",905460,907456,3,"4__905461__907456"
"chr7",891020,909153,1,"7__891021__909153"
"chr10",909682,910210,15,"10__909683__910210"
"chr5",907244,912111,4,"5__907245__912111"
"chr5",907248,912115,1,"5__907249__912115"
"chr7",897464,912199,2,"7__897465__912199"
"chr7",908985,912199,3,"7__908986__912199"
"chr19",929261,929896,2,"19__929262__929896"
"chr16",929569,931505,1,"16__929570__931505"
"chr10",888871,931700,5,"10__888872__931700"
"chr10",909682,931700,14,"10__909683__931700"
"chr10",930386,931700,10,"10__930387__931700"
"chr12",936207,936428,12,"12__936208__936428"
"chr10",909682,936769,1,"10__909683__936769"
"chr12",922807,939326,4,"12__922808__939326"
"chr12",936207,939326,7,"12__936208__939326"
"chr4",941496,949678,5,"4__941497__949678"
"chr16",929569,961079,11,"16__929570__961079"
"chr19",964247,966868,1,"19__964248__966868"
"chr19",960091,968503,5,"19__960092__968503"
"chr19",966571,968503,2,"19__966572__968503"
"chr11",959436,972255,1,"11__959437__972255"
"chr17",970316,973330,1,"17__970317__973330"
"chr7",959604,975141,2,"7__959605__975141"
"chr12",970178,980514,3,"12__970179__980514"
"chr11",977094,981299,4,"11__977095__981299"
"chr11",992502,994245,7,"11__992503__994245"
"chr17",982569,995090,1,"17__982570__995090"
"chr11",1000431,1000684,5,"11__1000432__1000684"
"chr11",992502,1003804,1,"11__992503__1003804"
"chr11",1000431,1003804,29,"11__1000432__1003804"
"chr17",975853,1003975,1,"17__975854__1003975"
"chr17",986759,1003975,2,"17__986760__1003975"
"chr17",994904,1003975,1,"17__994905__1003975"
"chr16",960930,1004666,22,"16__960931__1004666"
"chr16",981641,1004666,10,"16__981642__1004666"
"chr16",984189,1004666,24,"16__984190__1004666"
"chr16",1002576,1004666,2,"16__1002577__1004666"
"chr16",1004356,1004666,133,"16__1004357__1004666"
"chr12",1003727,1006847,1,"12__1003728__1006847"
"chr12",1009641,1010758,3,"12__1009642__1010758"
"chr6_mcf_hap5",1013004,1014036,1,"6_mcf_hap5__1013005__1014036"
"chr12",1009641,1017200,3,"12__1009642__1017200"
"chr1",1017983,1018367,2,"1__1017984__1018367"
"chr19",1031069,1032695,2,"19__1031070__1032695"
"chr5",1032266,1036499,1,"5__1032267__1036499"
"chr10",1038428,1039335,2,"10__1038429__1039335"
"chr12",1034615,1042242,1,"12__1034616__1042242"
"chr7",1049585,1049779,2,"7__1049586__1049779"
"chr10",1044942,1051847,2,"10__1044943__1051847"
"chr10",1046616,1051847,1,"10__1046617__1051847"
"chr19",1048893,1052285,1,"19__1048894__1052285"
"chr10",1046616,1053068,2,"10__1046617__1053068"
"chr19",1054004,1054877,2,"19__1054005__1054877"
"chr19",1048893,1055350,1,"19__1048894__1055350"
"chr5",1057585,1065593,1,"5__1057586__1065593"
"chr5",1065397,1073916,1,"5__1065398__1073916"
"chr19",1090906,1091906,12,"19__1090907__1091906"
"chr19",1105184,1106458,1,"19__1105185__1106458"
"chr20",1106140,1115949,1,"20__1106141__1115949"
"chr10",1117078,1118233,2,"10__1117079__1118233"
"chr10",1118055,1123943,11,"10__1118056__1123943"
"chr10",1118055,1126416,21,"10__1118056__1126416"
"chr10",1125950,1126416,31,"10__1125951__1126416"
"chr10",1118055,1132297,1,"10__1118056__1132297"
"chr12",1107489,1137738,14,"12__1107490__1137738"
"chr12",1136913,1137738,137,"12__1136914__1137738"
"chr10",1118055,1142186,10,"10__1118056__1142186"
"chr10",1123846,1142186,1,"10__1123847__1142186"
"chr10",1130342,1142186,20,"10__1130343__1142186"
"chr10",1130353,1142186,4,"10__1130354__1142186"
"chr10",1118055,1151207,4,"10__1118056__1151207"
"chr10",1123846,1151207,1,"10__1123847__1151207"
"chr10",1130342,1151207,29,"10__1130343__1151207"
"chr10",1139391,1151207,10,"10__1139392__1151207"
"chr10",1149538,1151207,17,"10__1149539__1151207"
"chr10",1149541,1151207,2,"10__1149542__1151207"
"chr19",1147307,1154401,8,"19__1147308__1154401"
"chr1",1158623,1159348,4,"1__1158624__1159348"
"chr1",1163847,1164326,1,"1__1163848__1164326"
"chr2",1093881,1168869,4,"2__1093882__1168869"
"chr2",1161233,1168869,1,"2__1161234__1168869"
"chr10",1170157,1170964,14,"10__1170158__1170964"
"chr10",1170157,1170975,3,"10__1170158__1170975"
"chr10",1170157,1171013,5,"10__1170158__1171013"
"chr1",1180677,1183221,4,"1__1180678__1183221"
"chr6_dbb_hap3",1190122,1191285,3,"6_dbb_hap3__1190123__1191285"
"chr1",1191424,1192690,1,"1__1191425__1192690"
"chr1",1192371,1192690,44,"1__1192372__1192690"
"chr12",1107489,1192746,2,"12__1107490__1192746"
"chr12",1136913,1192746,4,"12__1136914__1192746"
"chr12",1192329,1192746,1,"12__1192330__1192746"
"chr1",1191424,1198766,2,"1__1191425__1198766"
"chr1",1192371,1198766,3,"1__1192372__1198766"
"chr1",1191424,1203372,11,"1__1191425__1203372"
"chr1",1192371,1203372,12,"1__1192372__1203372"
"chr1",1198725,1203372,2,"1__1198726__1203372"
"chr2",1133307,1206365,2,"2__1133308__1206365"
"chr2",1204788,1206365,4,"2__1204789__1206365"
"chr19",1216266,1219412,1,"19__1216267__1219412"
"chr19",1218415,1219412,2,"19__1218416__1219412"
"chr19",1218415,1223171,3,"19__1218416__1223171"
"chr12",1213915,1225199,6,"12__1213916__1225199"
"chr12",1219357,1225199,3,"12__1219358__1225199"
"chr1",1217655,1226333,1,"1__1217656__1226333"
"chr19",1218415,1226662,1,"19__1218416__1226662"
"chr6_ssto_hap7",1226371,1227536,1,"6_ssto_hap7__1226372__1227536"
"chr6_ssto_hap7",1226371,1230819,2,"6_ssto_hap7__1226372__1230819"
"chr4",1219147,1232125,2,"4__1219148__1232125"
"chr4",1206700,1235307,1,"4__1206701__1235307"
"chr4",1219147,1235307,18,"4__1219148__1235307"
"chr4",1221986,1235307,9,"4__1221987__1235307"
"chr4",1231970,1235307,5,"4__1231971__1235307"
"chr19",1241659,1242685,1,"19__1241660__1242685"
"chr6_apd_hap1",1229309,1243959,1,"6_apd_hap1__1229310__1243959"
"chr12",1213915,1250953,5,"12__1213916__1250953"
"chr12",1219357,1250953,3,"12__1219358__1250953"
"chr1",1254693,1254900,1,"1__1254694__1254900"
"chr1",1254675,1256473,2,"1__1254676__1256473"
"chr4",1259127,1259695,1,"4__1259128__1259695"
"chr4",1263188,1264083,1,"4__1263189__1264083"
"chr17",1257504,1265302,11,"17__1257505__1265302"
"chr17",1264385,1265302,18,"17__1264386__1265302"
"chr17",1264385,1268352,1,"17__1264386__1268352"
"chr17",1268152,1268352,1,"17__1268153__1268352"
"chr2",1204788,1271343,1,"2__1204789__1271343"
"chr19",1271327,1271466,2,"19__1271328__1271466"
"chr19",1270865,1272050,2,"19__1270866__1272050"
"chr19",1270926,1272050,5,"19__1270927__1272050"
"chr19",1271327,1272050,30,"19__1271328__1272050"
"chr17",1268152,1273035,6,"17__1268153__1273035"
"chr19",1270865,1274439,1,"19__1270866__1274439"
"chr19",1271327,1274439,1,"19__1271328__1274439"
"chr1",1275417,1277185,2,"1__1275418__1277185"
"chr1",1273356,1277864,2,"1__1273357__1277864"
"chr1",1273356,1278138,3,"1__1273357__1278138"
"chr17",1257504,1282236,1,"17__1257505__1282236"
"chr5",1271233,1282739,8,"5__1271234__1282739"
"chr5",1278755,1282739,1,"5__1278756__1282739"
"chr6_qbl_hap6",1295632,1296708,2,"6_qbl_hap6__1295633__1296708"
"chr12",1289705,1299218,12,"12__1289706__1299218"
"chr6_mann_hap4",1288034,1302353,5,"6_mann_hap4__1288035__1302353"
"chr6_mann_hap4",1301277,1302353,3,"6_mann_hap4__1301278__1302353"
"chr6_mann_hap4",1288034,1307016,1,"6_mann_hap4__1288035__1307016"
"chr11",1307231,1311639,12,"11__1307232__1311639"
"chr11",1309853,1311639,1,"11__1309854__1311639"
"chr11",1307231,1317024,8,"11__1307232__1317024"
"chr11",1309853,1317024,4,"11__1309854__1317024"
"chr2",1243509,1320147,2,"2__1243510__1320147"
"chr2",1251098,1320147,1,"2__1251099__1320147"
"chr2",1282456,1320147,4,"2__1282457__1320147"
"chr1",1322614,1326245,16,"1__1322615__1326245"
"chr1",1325533,1334051,10,"1__1325534__1334051"
"chr6_ssto_hap7",1333101,1334177,11,"6_ssto_hap7__1333102__1334177"
"chr5",1331913,1338097,1,"5__1331914__1338097"
"chr17",1339913,1340449,3,"17__1339914__1340449"
"chr20",1352719,1356247,1,"20__1352720__1356247"
"chr20",1352719,1358155,1,"20__1352720__1358155"
"chr4",1341877,1360219,6,"4__1341878__1360219"
"chr16",1364020,1370518,12,"16__1364021__1370518"
"chr19",1356322,1371077,1,"19__1356323__1371077"
"chr19",1369263,1371077,1,"19__1369264__1371077"
"chr6",1306159,1371543,1,"6__1306160__1371543"
"chr17",1370535,1372908,1,"17__1370536__1372908"
"chr17",1383820,1384179,15,"17__1383821__1384179"
"chr6_mcf_hap5",1371325,1385642,11,"6_mcf_hap5__1371326__1385642"
"chr19",1386516,1393329,2,"19__1386517__1393329"
"chr12",1372199,1399178,5,"12__1372200__1399178"
"chr12",1399017,1399178,1,"12__1399018__1399178"
"chr12",1399017,1404063,1,"12__1399018__1404063"
"chr16",1414213,1417859,2,"16__1414214__1417859"
"chr19",1417498,1418730,1,"19__1417499__1418730"
"chr19",1417498,1421257,6,"19__1417499__1421257"
"chr16",1414213,1421564,8,"16__1414214__1421564"
"chr19",1417498,1422395,2,"19__1417499__1422395"
"chr1",1424583,1426051,1,"1__1424584__1426051"
"chr19",1417498,1428994,1,"19__1417499__1428994"
"chr19",1417498,1430361,2,"19__1417499__1430361"
"chr19",1417498,1432689,6,"19__1417499__1432689"
"chr19",1421149,1432689,2,"19__1421150__1432689"
"chr20",1426310,1433785,3,"20__1426311__1433785"
"chr17",1437392,1438812,12,"17__1437393__1438812"
"chr17",1437392,1444934,1,"17__1437393__1444934"
"chrY",1446933,1447705,1,"Y__1446934__1447705"
"chrY",1447214,1447705,4,"Y__1447215__1447705"
"chr16",1447178,1453345,9,"16__1447179__1453345"
"chr17",1442162,1456443,2,"17__1442163__1456443"
"chr17",1451589,1456443,9,"17__1451590__1456443"
"chr17",1424872,1461853,2,"17__1424873__1461853"
"chr17",1437392,1461853,3,"17__1437393__1461853"
"chr17",1451589,1461853,2,"17__1451590__1461853"
"chr6_qbl_hap6",1459132,1465469,1,"6_qbl_hap6__1459133__1465469"
"chr11",1457269,1467137,2,"11__1457270__1467137"
"chrX",1471202,1471611,3,"X__1471203__1471611"
"chr12",1399017,1481143,7,"12__1399018__1481143"
"chr5",1470940,1495029,1,"5__1470941__1495029"
"chr5",1488505,1495029,1,"5__1488506__1495029"
"chrX",1497214,1497705,3,"X__1497215__1497705"
"chr1",1499984,1500296,1,"1__1499985__1500296"
"chr5",1488505,1501718,1,"5__1488506__1501718"
"chr5",1494814,1501718,3,"5__1494815__1501718"
"chr6_qbl_hap6",1495049,1503001,4,"6_qbl_hap6__1495050__1503001"
"chr16",1503834,1506207,1,"16__1503835__1506207"
"chr19",1510148,1510916,7,"19__1510149__1510916"
"chr16",1511405,1515339,4,"16__1511406__1515339"
"chr6_cox_hap2",1501175,1515824,2,"6_cox_hap2__1501176__1515824"
"chr6_cox_hap2",1514748,1515824,2,"6_cox_hap2__1514749__1515824"
"chr12",1480998,1517413,2,"12__1480999__1517413"
"chr17",1516488,1520063,7,"17__1516489__1520063"
"chr7",1520470,1521124,2,"7__1520471__1521124"
"chr7",1522181,1523489,1,"7__1522182__1523489"
"chr7",1526260,1529318,1,"7__1526261__1529318"
"chr7",1523377,1533547,1,"7__1523378__1533547"
"chr12",1480998,1553916,7,"12__1480999__1553916"
"chr12",1553727,1553916,1,"12__1553728__1553916"
"chr16",1549231,1555602,2,"16__1549232__1555602"
