"sample","index","chr","start","end","count","cell"
"SRR944646","20__61341091__61341502","20",61341091,61341502,1,"HELA"
"SRR944646","16__87865528__87866102","16",87865528,87866102,1,"HELA"
"SRR944646","16__88453450__88454021","16",88453450,88454021,1,"HELA"
"SRR944646","9__131150100__131152623","9",131150100,131152623,1,"HELA"
"SRR944646","9__131938977__131939164","9",131938977,131939164,1,"HELA"
"SRR944646","9__139006968__139008180","9",139006968,139008180,1,"HELA"
"SRR944646","3__155547491__155547614","3",155547491,155547614,1,"HELA"
"SRR944647","M__655__1490","M",655,1490,2,"HELA"
"SRR944647","M__1172__1490","M",1172,1490,1,"HELA"
"SRR944647","M__1722__2020","M",1722,2020,2,"HELA"
"SRR944647","M__2131__2301","M",2131,2301,1,"HELA"
"SRR944647","M__2110__2691","M",2110,2691,1,"HELA"
"SRR944647","M__2131__2691","M",2131,2691,1,"HELA"
"SRR944647","19__18304718__18307177","19",18304718,18307177,1,"HELA"
"SRR944647","6__35394583__35394772","6",35394583,35394772,1,"HELA"
"SRR944647","16__74485901__74486225","16",74485901,74486225,1,"HELA"
"SRR944647","10__75531346__75531654","10",75531346,75531654,1,"HELA"
"SRR944647","2__96916779__96918641","2",96916779,96918641,1,"HELA"
"SRR944647","1__234742875__234743586","1",234742875,234743586,1,"HELA"
"SRR944648","M__1722__2020","M",1722,2020,2,"HELA"
"SRR944648","M__2473__2691","M",2473,2691,1,"HELA"
"SRR944648","M__2110__3173","M",2110,3173,1,"HELA"
"SRR944648","4__7764442__7764638","4",7764442,7764638,1,"HELA"
"SRR944648","19__58968381__58968816","19",58968381,58968816,1,"HELA"
"SRR1198832","M__1735__1847","M",1735,1847,1,"HEK293T"
"SRR1198832","14__23769552__23769802","14",23769552,23769802,1,"HEK293T"
"SRR1198832","15__29992808__29993038","15",29992808,29993038,1,"HEK293T"
"SRR1198832","1__32381492__32385259","1",32381492,32385259,2,"HEK293T"
"SRR1198832","13__41894803__41910892","13",41894803,41910892,1,"HEK293T"
"SRR1198832","7__87183077__87196292","7",87183077,87196292,4,"HEK293T"
"SRR1198832","11__92495106__92495336","11",92495106,92495336,1,"HEK293T"
"SRR1198832","9__112856392__112856608","9",112856392,112856608,6,"HEK293T"
"SRR1198832","11__115343998__115344106","11",115343998,115344106,4,"HEK293T"
"SRR1198832","3__119242551__119242680","3",119242551,119242680,4,"HEK293T"
"SRR1198832","5__137320946__137324004","5",137320946,137324004,2,"HEK293T"
"SRR1198832","1__244976032__244976980","1",244976032,244976980,3,"HEK293T"
"SRR1198833","7__3479701__3480740","7",3479701,3480740,1,"HEK293T"
"SRR1198833","1__28800066__28807116","1",28800066,28807116,1,"HEK293T"
"SRR1198833","2__55489516__55489563","2",55489516,55489563,1,"HEK293T"
"SRR1198834","16__94670__95694","16",94670,95694,2,"HEK293T"
"SRR1198834","2__152331666__152331725","2",152331666,152331725,1,"HEK293T"
"SRR1198835","7__138831730__138833123","7",138831730,138833123,1,"HEK293T"
"SRR1198836","17__660415__660784","17",660415,660784,1,"HEK293T"
"SRR1198836","9__104190441__104190490","9",104190441,104190490,1,"HEK293T"
"SRR1198837","16__16180681__16184445","16",16180681,16184445,1,"HEK293T"
"SRR1198837","22__36690279__36690337","22",36690279,36690337,1,"HEK293T"
"SRR1198838","X__13763873__13764052","X",13763873,13764052,1,"HEK293T"
"SRR1198838","4__87553975__87556524","4",87553975,87556524,1,"HEK293T"
"SRR1198839","22__50857853__50860708","22",50857853,50860708,1,"HEK293T"
"SRR1198839","1__51326027__51327073","1",51326027,51327073,1,"HEK293T"
"SRR1198839","3__133293883__133305566","3",133293883,133305566,1,"HEK293T"
"SRR1910480","Un_gl000220__109186__110227","Un_gl000220",109186,110227,1,"HEK293"
"SRR1910480","Un_gl000220__110648__110724","Un_gl000220",110648,110724,1,"HEK293"
"SRR1910480","Un_gl000220__117902__117946","Un_gl000220",117902,117946,1,"HEK293"
"SRR1910480","Un_gl000220__109186__117977","Un_gl000220",109186,117977,1,"HEK293"
"SRR1910480","Un_gl000220__117882__117983","Un_gl000220",117882,117983,1,"HEK293"
"SRR1910480","Un_gl000220__117897__117983","Un_gl000220",117897,117983,4,"HEK293"
"SRR1910480","Un_gl000220__117902__117983","Un_gl000220",117902,117983,2,"HEK293"
"SRR1910480","Un_gl000220__118066__118321","Un_gl000220",118066,118321,6,"HEK293"
"SRR1910480","Un_gl000220__117908__118333","Un_gl000220",117908,118333,2,"HEK293"
"SRR1910480","Un_gl000220__118066__118351","Un_gl000220",118066,118351,1,"HEK293"
"SRR1910480","Un_gl000220__118066__118355","Un_gl000220",118066,118355,3,"HEK293"
"SRR1910480","Un_gl000220__118407__118497","Un_gl000220",118407,118497,3,"HEK293"
"SRR1910480","Un_gl000220__109186__153990","Un_gl000220",109186,153990,2,"HEK293"
"SRR1910480","Un_gl000220__110585__154700","Un_gl000220",110585,154700,1,"HEK293"
"SRR1910480","Un_gl000220__110648__154700","Un_gl000220",110648,154700,22,"HEK293"
"SRR1910480","Un_gl000220__117882__161544","Un_gl000220",117882,161544,1,"HEK293"
"SRR1910480","16__263698__265359","16",263698,265359,1,"HEK293"
"SRR1910480","19__335028__335103","19",335028,335103,1,"HEK293"
"SRR1910480","16__570146__570219","16",570146,570219,1,"HEK293"
"SRR1910480","11__572059__572114","11",572059,572114,1,"HEK293"
"SRR1910480","16__587067__587144","16",587067,587144,2,"HEK293"
"SRR1910480","16__738685__738826","16",738685,738826,2,"HEK293"
"SRR1910480","19__906632__906739","19",906632,906739,2,"HEK293"
"SRR1910480","7__1152436__1152671","7",1152436,1152671,4,"HEK293"
"SRR1910480","16__1551339__1551416","16",1551339,1551416,1,"HEK293"
"SRR1910480","16__1560165__1560280","16",1560165,1560280,2,"HEK293"
"SRR1910480","4__1730170__1730559","4",1730170,1730559,1,"HEK293"
"SRR1910480","19__1977094__1977277","19",1977094,1977277,3,"HEK293"
"SRR1910480","16__2015181__2015312","16",2015181,2015312,2,"HEK293"
"SRR1910480","19__2132522__2132584","19",2132522,2132584,1,"HEK293"
"SRR1910480","2__3413340__3413647","2",3413340,3413647,2,"HEK293"
"SRR1910480","19__5100770__5101393","19",5100770,5101393,1,"HEK293"
"SRR1910480","10__5895558__5895710","10",5895558,5895710,1,"HEK293"
"SRR1910480","11__6617951__6618749","11",6617951,6618749,1,"HEK293"
"SRR1910480","1__6659642__6661284","1",6659642,6661284,1,"HEK293"
"SRR1910480","21__9827113__9827424","21",9827113,9827424,3,"HEK293"
"SRR1910480","20__13442158__13442447","20",13442158,13442447,2,"HEK293"
"SRR1910480","19__14580827__14580950","19",14580827,14580950,1,"HEK293"
"SRR1910480","10__14588887__14589723","10",14588887,14589723,1,"HEK293"
"SRR1910480","17__15308780__15308843","17",15308780,15308843,1,"HEK293"
"SRR1910480","1__16260557__16261050","1",16260557,16261050,1,"HEK293"
"SRR1910480","11__17097336__17097416","11",17097336,17097416,4,"HEK293"
"SRR1910480","17__18888896__18889053","17",18888896,18889053,5,"HEK293"
"SRR1910480","19__19105503__19106041","19",19105503,19106041,1,"HEK293"
"SRR1910480","19__19245547__19245680","19",19245547,19245680,3,"HEK293"
"SRR1910480","2__20832173__20832287","2",20832173,20832287,2,"HEK293"
"SRR1910480","22__24427890__24428321","22",24427890,24428321,2,"HEK293"
"SRR1910480","22__24433377__24434303","22",24433377,24434303,1,"HEK293"
"SRR1910480","6__28239674__28239736","6",28239674,28239736,2,"HEK293"
"SRR1910480","1__28835172__28835274","1",28835172,28835274,1,"HEK293"
"SRR1910480","1__28906278__28906334","1",28906278,28906334,2,"HEK293"
"SRR1910480","16__30727923__30728823","16",30727923,30728823,1,"HEK293"
"SRR1910480","16__30772667__30772772","16",30772667,30772772,1,"HEK293"
"SRR1910480","20__33364094__33364196","20",33364094,33364196,2,"HEK293"
"SRR1910480","7__34237919__34238200","7",34237919,34238200,4,"HEK293"
"SRR1910480","1__35259203__35260961","1",35259203,35260961,2,"HEK293"
"SRR1910480","9__35657818__35657905","9",35657818,35657905,5,"HEK293"
"SRR1910480","1__36032648__36032751","1",36032648,36032751,1,"HEK293"
"SRR1910480","2__36605500__36623930","2",36605500,36623930,1,"HEK293"
"SRR1910480","20__37078064__37078149","20",37078064,37078149,3,"HEK293"
"SRR1910480","8__37313166__37313355","8",37313166,37313355,1,"HEK293"
"SRR1910480","13__37421995__37422061","13",37421995,37422061,1,"HEK293"
"SRR1910480","17__38195707__38195819","17",38195707,38195819,3,"HEK293"
"SRR1910480","22__39135347__39135812","22",39135347,39135812,4,"HEK293"
"SRR1910480","19__41774793__41774994","19",41774793,41774994,1,"HEK293"
"SRR1910480","1__42007821__42008266","1",42007821,42008266,1,"HEK293"
"SRR1910480","15__42211490__42211563","15",42211490,42211563,2,"HEK293"
"SRR1910480","22__42332510__42332623","22",42332510,42332623,2,"HEK293"
"SRR1910480","17__42857244__42857360","17",42857244,42857360,1,"HEK293"
"SRR1910480","7__42971309__42971458","7",42971309,42971458,1,"HEK293"
"SRR1910480","20__43111300__43113351","20",43111300,43113351,1,"HEK293"
"SRR1910480","5__43122141__43123412","5",43122141,43123412,1,"HEK293"
"SRR1910480","7__44252474__44252618","7",44252474,44252618,2,"HEK293"
"SRR1910480","21__44475549__44475631","21",44475549,44475631,1,"HEK293"
"SRR1910480","21__45238489__45238636","21",45238489,45238636,1,"HEK293"
"SRR1910480","3__45504669__45504948","3",45504669,45504948,1,"HEK293"
"SRR1910480","11__46098305__46113774","11",46098305,46113774,4,"HEK293"
"SRR1910480","11__47437580__47437797","11",47437580,47437797,1,"HEK293"
"SRR1910480","3__47455799__47456142","3",47455799,47456142,1,"HEK293"
"SRR1910480","21__47960258__47960345","21",47960258,47960345,1,"HEK293"
"SRR1910480","17__48429668__48429738","17",48429668,48429738,1,"HEK293"
"SRR1910480","3__49875960__49876743","3",49875960,49876743,1,"HEK293"
"SRR1910480","19__50198866__50199645","19",50198866,50199645,1,"HEK293"
"SRR1910480","22__50631043__50631119","22",50631043,50631119,1,"HEK293"
"SRR1910480","13__51152074__51152137","13",51152074,51152137,2,"HEK293"
"SRR1910480","3__52565553__52566747","3",52565553,52566747,2,"HEK293"
"SRR1910480","5__54610318__54610645","5",54610318,54610645,1,"HEK293"
"SRR1910480","20__60979247__60979449","20",60979247,60979449,3,"HEK293"
"SRR1910480","11__61081569__61081676","11",61081569,61081676,1,"HEK293"
"SRR1910480","20__61522709__61522872","20",61522709,61522872,1,"HEK293"
"SRR1910480","5__65079607__65079844","5",65079607,65079844,1,"HEK293"
"SRR1910480","11__65190986__65191128","11",65190986,65191128,1,"HEK293"
"SRR1910480","2__65602159__65602489","2",65602159,65602489,1,"HEK293"
"SRR1910480","X__69639703__69639983","X",69639703,69639983,2,"HEK293"
"SRR1910480","15__71045989__71046065","15",71045989,71046065,2,"HEK293"
"SRR1910480","6__71567664__71567725","6",71567664,71567725,2,"HEK293"
"SRR1910480","X__73043225__73043318","X",73043225,73043318,3,"HEK293"
"SRR1910480","X__73042127__73045867","X",73042127,73045867,1,"HEK293"
"SRR1910480","X__73063075__73068586","X",73063075,73068586,2,"HEK293"
"SRR1910480","16__73073236__73074021","16",73073236,73074021,1,"HEK293"
"SRR1910480","8__73677023__73677669","8",73677023,73677669,1,"HEK293"
"SRR1910480","11__73924639__73924824","11",73924639,73924824,3,"HEK293"
"SRR1910480","13__74665042__74665542","13",74665042,74665542,1,"HEK293"
"SRR1910480","8__75229982__75230046","8",75229982,75230046,2,"HEK293"
"SRR1910480","1__76256542__76256676","1",76256542,76256676,1,"HEK293"
"SRR1910480","12__77214838__77216311","12",77214838,77216311,3,"HEK293"
"SRR1910480","7__79768076__79768196","7",79768076,79768196,2,"HEK293"
"SRR1910480","17__80211525__80211598","17",80211525,80211598,1,"HEK293"
"SRR1910480","17__80212772__80212830","17",80212772,80212830,1,"HEK293"
"SRR1910480","17__80909853__80909925","17",80909853,80909925,2,"HEK293"
"SRR1910480","14__81939934__81940037","14",81939934,81940037,1,"HEK293"
"SRR1910480","1__86042391__86042903","1",86042391,86042903,3,"HEK293"
"SRR1910480","16__87449841__87450096","16",87449841,87450096,1,"HEK293"
"SRR1910480","10__91540127__91540211","10",91540127,91540211,1,"HEK293"
"SRR1910480","1__91852882__91852994","1",91852882,91852994,1,"HEK293"
"SRR1910480","1__91852939__91853061","1",91852939,91853061,3,"HEK293"
"SRR1910480","7__100278589__100278669","7",100278589,100278669,2,"HEK293"
"SRR1910480","X__100668192__100668310","X",100668192,100668310,1,"HEK293"
"SRR1910480","14__104165044__104165117","14",104165044,104165117,3,"HEK293"
"SRR1910480","14__105246516__105258971","14",105246516,105258971,1,"HEK293"
"SRR1910480","7__108244244__108244319","7",108244244,108244319,1,"HEK293"
"SRR1910480","13__108425547__108425628","13",108425547,108425628,1,"HEK293"
"SRR1910480","2__109751935__109752029","2",109751935,109752029,1,"HEK293"
"SRR1910480","4__109811819__109811877","4",109811819,109811877,1,"HEK293"
"SRR1910480","7__112094281__112094355","7",112094281,112094355,1,"HEK293"
"SRR1910480","3__113233765__113233858","3",113233765,113233858,1,"HEK293"
"SRR1910480","11__116520282__116520373","11",116520282,116520373,1,"HEK293"
"SRR1910480","10__120789944__120790101","10",120789944,120790101,1,"HEK293"
"SRR1910480","12__125424727__125424788","12",125424727,125424788,2,"HEK293"
"SRR1910480","9__127635973__127636395","9",127635973,127636395,2,"HEK293"
"SRR1910480","7__128843225__128846428","7",128843225,128846428,1,"HEK293"
"SRR1910480","12__133209381__133210402","12",133209381,133210402,1,"HEK293"
"SRR1910480","9__134053847__134053911","9",134053847,134053911,1,"HEK293"
"SRR1910480","10__135460269__135460340","10",135460269,135460340,2,"HEK293"
"SRR1910480","6__136609442__136609715","6",136609442,136609715,2,"HEK293"
"SRR1910480","5__138614475__138614553","5",138614475,138614553,1,"HEK293"
"SRR1910480","X__139004535__139004613","X",139004535,139004613,1,"HEK293"
"SRR1910480","9__139348780__139348951","9",139348780,139348951,2,"HEK293"
"SRR1910480","7__139818913__139820329","7",139818913,139820329,1,"HEK293"
"SRR1910480","9__140588680__140589007","9",140588680,140589007,1,"HEK293"
"SRR1910480","8__144620985__144621046","8",144620985,144621046,2,"HEK293"
"SRR1910480","7__148430094__148430198","7",148430094,148430198,1,"HEK293"
"SRR1910480","2__148735864__148736084","2",148735864,148736084,4,"HEK293"
"SRR1910480","X__154003335__154003401","X",154003335,154003401,2,"HEK293"
"SRR1910480","1__155889699__155889837","1",155889699,155889837,1,"HEK293"
"SRR1910480","1__155889703__155889837","1",155889703,155889837,8,"HEK293"
"SRR1910480","2__160472711__160472794","2",160472711,160472794,2,"HEK293"
"SRR1910480","2__169055154__169055225","2",169055154,169055225,2,"HEK293"
"SRR1910480","1__179820005__179821843","1",179820005,179821843,3,"HEK293"
"SRR1910480","2__223142082__223142931","2",223142082,223142931,3,"HEK293"
"SRR1910480","1__223742561__223742674","1",223742561,223742674,1,"HEK293"
"SRR1910480","1__228880447__228880527","1",228880447,228880527,1,"HEK293"
"SRR1910480","2__234184395__234184631","2",234184395,234184631,2,"HEK293"
"SRR1910480","2__235951086__235951256","2",235951086,235951256,2,"HEK293"
"SRR1910480","1__236738006__236739606","1",236738006,236739606,2,"HEK293"
"SRR1910481","Un_gl000220__117862__117983","Un_gl000220",117862,117983,2,"HEK293"
"SRR1910481","Un_gl000220__118066__118321","Un_gl000220",118066,118321,1,"HEK293"
"SRR1910481","Un_gl000220__118050__118355","Un_gl000220",118050,118355,1,"HEK293"
"SRR1910481","Un_gl000220__118054__118355","Un_gl000220",118054,118355,2,"HEK293"
"SRR1910481","Un_gl000220__118405__118493","Un_gl000220",118405,118493,1,"HEK293"
"SRR1910481","Un_gl000220__117730__161700","Un_gl000220",117730,161700,1,"HEK293"
"SRR1910481","19__539975__540768","19",539975,540768,1,"HEK293"
"SRR1910481","11__810301__812792","11",810301,812792,1,"HEK293"
"SRR1910481","16__2291309__2291428","16",2291309,2291428,1,"HEK293"
"SRR1910481","1__3048771__3049106","1",3048771,3049106,4,"HEK293"
"SRR1910481","11__3168315__3168427","11",3168315,3168427,1,"HEK293"
"SRR1910481","4__3390571__3407731","4",3390571,3407731,2,"HEK293"
"SRR1910481","6__3649117__3649178","6",3649117,3649178,3,"HEK293"
"SRR1910481","4__4524946__4526417","4",4524946,4526417,3,"HEK293"
"SRR1910481","10__6246395__6246821","10",6246395,6246821,1,"HEK293"
"SRR1910481","9__7015853__7103870","9",7015853,7103870,1,"HEK293"
"SRR1910481","17__8023595__8023723","17",8023595,8023723,3,"HEK293"
"SRR1910481","17__8076771__8076852","17",8076771,8076852,1,"HEK293"
"SRR1910481","21__9825686__9826100","21",9825686,9826100,1,"HEK293"
"SRR1910481","21__9827052__9827117","21",9827052,9827117,2,"HEK293"
"SRR1910481","21__9827324__9827390","21",9827324,9827390,2,"HEK293"
"SRR1910481","21__9827113__9827424","21",9827113,9827424,1,"HEK293"
"SRR1910481","X__10112297__10112400","X",10112297,10112400,2,"HEK293"
"SRR1910481","2__10328250__10328312","2",10328250,10328312,1,"HEK293"
"SRR1910481","1__16283445__16315060","1",16283445,16315060,1,"HEK293"
"SRR1910481","5__16853146__16853288","5",16853146,16853288,2,"HEK293"
"SRR1910481","21__17181645__17181722","21",17181645,17181722,1,"HEK293"
"SRR1910481","19__19262566__19280517","19",19262566,19280517,1,"HEK293"
"SRR1910481","14__19684667__19684809","14",19684667,19684809,1,"HEK293"
"SRR1910481","8__19693851__19693983","8",19693851,19693983,3,"HEK293"
"SRR1910481","1__19799685__19799994","1",19799685,19799994,2,"HEK293"
"SRR1910481","12__21810018__21810081","12",21810018,21810081,1,"HEK293"
"SRR1910481","15__23003700__23003767","15",23003700,23003767,3,"HEK293"
"SRR1910481","14__23617962__23618463","14",23617962,23618463,1,"HEK293"
"SRR1910481","17__26966841__26967003","17",26966841,26967003,1,"HEK293"
"SRR1910481","1__28370987__28371559","1",28370987,28371559,1,"HEK293"
"SRR1910481","13__28756823__28756985","13",28756823,28756985,1,"HEK293"
"SRR1910481","1__28906894__28906965","1",28906894,28906965,2,"HEK293"
"SRR1910481","16__30430982__30431080","16",30430982,30431080,2,"HEK293"
"SRR1910481","17__30660436__30665370","17",30660436,30665370,3,"HEK293"
"SRR1910481","16__30667469__30667580","16",30667469,30667580,1,"HEK293"
"SRR1910481","16__30721885__30721983","16",30721885,30721983,3,"HEK293"
"SRR1910481","18__32192081__32192373","18",32192081,32192373,2,"HEK293"
"SRR1910481","3__32558816__32558961","3",32558816,32558961,1,"HEK293"
"SRR1910481","2__33347737__33347966","2",33347737,33347966,1,"HEK293"
"SRR1910481","19__35225242__35225393","19",35225242,35225393,1,"HEK293"
"SRR1910481","9__35657818__35657905","9",35657818,35657905,1,"HEK293"
"SRR1910481","7__35941972__35942290","7",35941972,35942290,2,"HEK293"
"SRR1910481","9__37140129__37145041","9",37140129,37145041,2,"HEK293"
"SRR1910481","5__38494104__38495892","5",38494104,38495892,1,"HEK293"
"SRR1910481","2__38525649__38527445","2",38525649,38527445,6,"HEK293"
"SRR1910481","3__39160925__39161031","3",39160925,39161031,1,"HEK293"
"SRR1910481","17__40695659__40695769","17",40695659,40695769,2,"HEK293"
"SRR1910481","19__41895798__41897867","19",41895798,41897867,2,"HEK293"
"SRR1910481","15__42102201__42102321","15",42102201,42102321,1,"HEK293"
"SRR1910481","13__42487818__42487912","13",42487818,42487912,2,"HEK293"
"SRR1910481","11__44302819__44302901","11",44302819,44302901,1,"HEK293"
"SRR1910481","1__45242165__45242249","1",45242165,45242249,3,"HEK293"
"SRR1910481","1__45242168__45242249","1",45242168,45242249,1,"HEK293"
"SRR1910481","17__45528068__45528202","17",45528068,45528202,4,"HEK293"
"SRR1910481","19__45552621__45552729","19",45552621,45552729,1,"HEK293"
"SRR1910481","19__46873615__46873772","19",46873615,46873772,4,"HEK293"
"SRR1910481","21__47842180__47842344","21",47842180,47842344,4,"HEK293"
"SRR1910481","X__48797181__48798178","X",48797181,48798178,2,"HEK293"
"SRR1910481","10__49629163__49629536","10",49629163,49629536,1,"HEK293"
"SRR1910481","12__49937331__49937385","12",49937331,49937385,4,"HEK293"
"SRR1910481","22__50910457__50910517","22",50910457,50910517,4,"HEK293"
"SRR1910481","13__52466026__52466169","13",52466026,52466169,1,"HEK293"
"SRR1910481","4__53492185__53497311","4",53492185,53497311,4,"HEK293"
"SRR1910481","X__53573503__53573712","X",53573503,53573712,6,"HEK293"
"SRR1910481","16__53973036__53973248","16",53973036,53973248,2,"HEK293"
"SRR1910481","18__54288703__54289003","18",54288703,54289003,1,"HEK293"
"SRR1910481","17__54914094__54914302","17",54914094,54914302,1,"HEK293"
"SRR1910481","12__56498980__56499056","12",56498980,56499056,2,"HEK293"
"SRR1910481","12__57112976__57113043","12",57112976,57113043,3,"HEK293"
"SRR1910481","17__57197732__57197986","17",57197732,57197986,2,"HEK293"
"SRR1910481","16__58582403__58582488","16",58582403,58582488,1,"HEK293"
"SRR1910481","16__58582403__58582538","16",58582403,58582538,3,"HEK293"
"SRR1910481","3__60374494__60374697","3",60374494,60374697,3,"HEK293"
"SRR1910481","20__62334184__62334363","20",62334184,62334363,2,"HEK293"
"SRR1910481","X__62341501__62341926","X",62341501,62341926,4,"HEK293"
"SRR1910481","11__62631602__62631682","11",62631602,62631682,1,"HEK293"
"SRR1910481","1__62916500__62916611","1",62916500,62916611,2,"HEK293"
"SRR1910481","14__63963655__63963763","14",63963655,63963763,1,"HEK293"
"SRR1910481","11__65351771__65351833","11",65351771,65351833,2,"HEK293"
"SRR1910481","11__66391970__66406088","11",66391970,66406088,1,"HEK293"
"SRR1910481","1__67426940__67427166","1",67426940,67427166,1,"HEK293"
"SRR1910481","16__67864025__67864291","16",67864025,67864291,3,"HEK293"
"SRR1910481","15__68564779__68568237","15",68564779,68568237,4,"HEK293"
"SRR1910481","7__69083136__69083277","7",69083136,69083277,1,"HEK293"
"SRR1910481","1__70687544__70687654","1",70687544,70687654,2,"HEK293"
"SRR1910481","11__71145989__71146101","11",71145989,71146101,4,"HEK293"
"SRR1910481","X__73040721__73040793","X",73040721,73040793,1,"HEK293"
"SRR1910481","X__73042339__73044836","X",73042339,73044836,1,"HEK293"
"SRR1910481","X__73042114__73045875","X",73042114,73045875,3,"HEK293"
"SRR1910481","X__73047341__73047437","X",73047341,73047437,1,"HEK293"
"SRR1910481","X__73071621__73071699","X",73071621,73071699,1,"HEK293"
"SRR1910481","13__73318777__73318842","13",73318777,73318842,3,"HEK293"
"SRR1910481","5__74870603__74870673","5",74870603,74870673,2,"HEK293"
"SRR1910481","9__74979094__74979160","9",74979094,74979160,1,"HEK293"
"SRR1910481","10__75551789__75551912","10",75551789,75551912,1,"HEK293"
"SRR1910481","1__78414950__78421003","1",78414950,78421003,3,"HEK293"
"SRR1910481","17__80851953__80851993","17",80851953,80851993,1,"HEK293"
"SRR1910481","5__81660741__81661207","5",81660741,81661207,1,"HEK293"
"SRR1910481","6__84108086__84117620","6",84108086,84117620,3,"HEK293"
"SRR1910481","16__87486418__87486493","16",87486418,87486493,1,"HEK293"
"SRR1910481","7__87672352__87672458","7",87672352,87672458,2,"HEK293"
"SRR1910481","16__87868971__87869065","16",87868971,87869065,3,"HEK293"
"SRR1910481","12__88482809__88524995","12",88482809,88524995,3,"HEK293"
"SRR1910481","16__89226577__89226676","16",89226577,89226676,1,"HEK293"
"SRR1910481","16__89836449__89836681","16",89836449,89836681,1,"HEK293"
"SRR1910481","10__90987957__90988079","10",90987957,90988079,1,"HEK293"
"SRR1910481","13__93044835__93051486","13",93044835,93051486,1,"HEK293"
"SRR1910481","1__93306340__93306405","1",93306340,93306405,1,"HEK293"
"SRR1910481","14__93425784__93426283","14",93425784,93426283,4,"HEK293"
"SRR1910481","5__94559862__94560056","5",94559862,94560056,4,"HEK293"
"SRR1910481","12__94716428__94716491","12",94716428,94716491,4,"HEK293"
"SRR1910481","9__95017006__95017113","9",95017006,95017113,1,"HEK293"
"SRR1910481","10__95663314__95664897","10",95663314,95664897,1,"HEK293"
"SRR1910481","10__96078487__96078559","10",96078487,96078559,1,"HEK293"
"SRR1910481","9__96237285__96237347","9",96237285,96237347,3,"HEK293"
"SRR1910481","3__96840450__96840535","3",96840450,96840535,1,"HEK293"
"SRR1910481","13__98645982__98647148","13",98645982,98647148,3,"HEK293"
"SRR1910481","13__98942891__98944019","13",98942891,98944019,3,"HEK293"
"SRR1910481","2__99082857__99083027","2",99082857,99083027,2,"HEK293"
"SRR1910481","8__100016670__100016857","8",100016670,100016857,2,"HEK293"
