"sample","index","chr","start","end","count","cell"
"ERR514997","1__117944808__117963271","1",117944808,117963271,11,"HELA"
"ERR514997","12__125599023__125603311","12",125599023,125603311,2,"HELA"
"ERR514997","10__126089409__126091624","10",126089409,126091624,3,"HELA"
"ERR514997","X__130883334__130928494","X",130883334,130928494,3,"HELA"
"ERR514997","6__135360711__135363264","6",135360711,135363264,1,"HELA"
"ERR514997","1__145295423__145299939","1",145295423,145299939,15,"HELA"
"ERR514997","1__145362097__145366230","1",145362097,145366230,6,"HELA"
"ERR514997","1__145323654__145366999","1",145323654,145366999,13,"HELA"
"ERR514997","1__146401671__146406601","1",146401671,146406601,5,"HELA"
"ERR514997","1__148008573__148009516","1",148008573,148009516,1,"HELA"
"ERR514997","1__148005403__148015797","1",148005403,148015797,1,"HELA"
"ERR514997","X__149983335__149984551","X",149983335,149984551,6,"HELA"
"ERR514997","7__151181823__151188100","7",151181823,151188100,3,"HELA"
"ERR514997","7__155503897__155538296","7",155503897,155538296,1,"HELA"
"ERR514997","1__165859441__165860559","1",165859441,165860559,4,"HELA"
"ERR514997","5__179044052__179044111","5",179044052,179044111,5,"HELA"
"ERR514997","1__201816680__201839986","1",201816680,201839986,6,"HELA"
"ERR514997","1__205696828__205698749","1",205696828,205698749,2,"HELA"
"ERR514998","11__131467__134796","11",131467,134796,6,"HELA"
"ERR514998","5__251107__251583","5",251107,251583,1,"HELA"
"ERR514998","19__8993373__9005229","19",8993373,9005229,1,"HELA"
"ERR514998","19__8993373__9027575","19",8993373,9027575,1,"HELA"
"ERR514998","11__9308002__9316934","11",9308002,9316934,1,"HELA"
"ERR514998","3__13669332__13672957","3",13669332,13672957,2,"HELA"
"ERR514998","19__14066724__14067334","19",14066724,14067334,1,"HELA"
"ERR514998","8__21951951__21954020","8",21951951,21954020,2,"HELA"
"ERR514998","1__22169263__22175524","1",22169263,22175524,1,"HELA"
"ERR514998","2__28999717__29001905","2",28999717,29001905,1,"HELA"
"ERR514998","8__30969131__30990022","8",30969131,30990022,1,"HELA"
"ERR514998","2__32396356__32400430","2",32396356,32400430,2,"HELA"
"ERR514998","12__32860301__32875567","12",32860301,32875567,1,"HELA"
"ERR514998","9__34234214__34242106","9",34234214,34242106,3,"HELA"
"ERR514998","19__40376313__40406060","19",40376313,40406060,2,"HELA"
"ERR514998","16__58594116__58594266","16",58594116,58594266,2,"HELA"
"ERR514998","10__69748420__69804320","10",69748420,69804320,1,"HELA"
"ERR514998","15__73995113__73996338","15",73995113,73996338,8,"HELA"
"ERR514998","17__81006347__81006661","17",81006347,81006661,3,"HELA"
"ERR514998","11__85707869__85714494","11",85707869,85714494,2,"HELA"
"ERR514998","16__89961446__89970613","16",89961446,89970613,1,"HELA"
"ERR514998","15__92459223__92459688","15",92459223,92459688,1,"HELA"
"ERR514998","2__96550088__96553745","2",96550088,96553745,1,"HELA"
"ERR514998","2__97862330__97870000","2",97862330,97870000,3,"HELA"
"ERR514998","12__112130501__112130700","12",112130501,112130700,3,"HELA"
"ERR514998","12__113705648__113707650","12",113705648,113707650,3,"HELA"
"ERR514998","11__120276827__120278532","11",120276827,120278532,2,"HELA"
"ERR514998","11__129979324__130003623","11",129979324,130003623,1,"HELA"
"ERR514998","9__138773479__138774924","9",138773479,138774924,2,"HELA"
"ERR514998","8__141840571__141889736","8",141840571,141889736,2,"HELA"
"ERR514998","8__141874411__141900868","8",141874411,141900868,2,"HELA"
"ERR514998","1__145295423__145299939","1",145295423,145299939,1,"HELA"
"ERR514998","1__145362097__145366230","1",145362097,145366230,2,"HELA"
"ERR514998","1__145323654__145366999","1",145323654,145366999,1,"HELA"
"ERR514998","1__146401671__146406601","1",146401671,146406601,1,"HELA"
"ERR514998","1__155348072__155349907","1",155348072,155349907,1,"HELA"
"ERR514998","7__156758964__156759786","7",156758964,156759786,2,"HELA"
"ERR514998","5__179044052__179044111","5",179044052,179044111,2,"HELA"
"ERR514998","1__179306972__179310445","1",179306972,179310445,1,"HELA"
"ERR514998","3__190321917__190326970","3",190321917,190326970,3,"HELA"
"SRR048951","19__9006642__9025658","19",9006642,9025658,1,"HEK293"
"SRR048951","18__9583115__9595100","18",9583115,9595100,2,"HEK293"
"SRR048951","6__10961538__10964076","6",10961538,10964076,2,"HEK293"
"SRR048951","16__15212783__15212911","16",15212783,15212911,2,"HEK293"
"SRR048951","3__16336363__16345099","3",16336363,16345099,1,"HEK293"
"SRR048951","9__19063006__19063578","9",19063006,19063578,1,"HEK293"
"SRR048951","17__20107646__20109225","17",20107646,20109225,1,"HEK293"
"SRR048951","17__29527440__29670153","17",29527440,29670153,1,"HEK293"
"SRR048951","13__35622700__35644989","13",35622700,35644989,2,"HEK293"
"SRR048951","17__35800606__35802753","17",35800606,35802753,1,"HEK293"
"SRR048951","5__37331787__37341344","5",37331787,37341344,2,"HEK293"
"SRR048951","13__37591382__37598330","13",37591382,37598330,1,"HEK293"
"SRR048951","13__42249351__42277547","13",42249351,42277547,1,"HEK293"
"SRR048951","12__43819317__43847855","12",43819317,43847855,1,"HEK293"
"SRR048951","20__45891032__45905539","20",45891032,45905539,1,"HEK293"
"SRR048951","14__59925575__59927891","14",59925575,59927891,1,"HEK293"
"SRR048951","2__61709515__61761038","2",61709515,61761038,1,"HEK293"
"SRR048951","17__65941525__65972074","17",65941525,65972074,1,"HEK293"
"SRR048951","12__70193989__70195501","12",70193989,70195501,1,"HEK293"
"SRR048951","13__76134889__76143643","13",76134889,76143643,1,"HEK293"
"SRR048951","4__83793097__83796975","4",83793097,83796975,1,"HEK293"
"SRR048951","14__90432491__90437615","14",90432491,90437615,1,"HEK293"
"SRR048951","10__116879949__116931050","10",116879949,116931050,1,"HEK293"
"SRR048951","2__120634899__120658382","2",120634899,120658382,1,"HEK293"
"SRR048951","7__127013396__127017383","7",127013396,127017383,1,"HEK293"
"SRR048951","1__155385535__155408859","1",155385535,155408859,1,"HEK293"
"SRR048951","4__187532540__187560937","4",187532540,187560937,2,"HEK293"
"SRR048951","1__229611385__229625849","1",229611385,229625849,1,"HEK293"
"SRR048951","1__233386485__233398909","1",233386485,233398909,1,"HEK293"
"SRR048952","19__8993373__9002188","19",8993373,9002188,2,"HEK293"
"SRR048952","3__9476018__9516840","3",9476018,9516840,2,"HEK293"
"SRR048952","17__20107646__20109225","17",20107646,20109225,3,"HEK293"
"SRR048952","13__31204972__31216894","13",31204972,31216894,1,"HEK293"
"SRR048952","X__70812387__70814227","X",70812387,70814227,2,"HEK293"
"SRR048952","15__73995113__73996338","15",73995113,73996338,1,"HEK293"
"SRR048952","16__90229005__90230362","16",90229005,90230362,2,"HEK293"
"SRR048952","13__110859750__110866362","13",110859750,110866362,1,"HEK293"
"SRR048952","4__187532540__187560937","4",187532540,187560937,1,"HEK293"
"SRR048956","16__15212783__15212911","16",15212783,15212911,1,"HEK293"
"SRR048956","18__19116003__19120661","18",19116003,19120661,2,"HEK293"
"SRR048956","5__54941617__54952602","5",54941617,54952602,1,"HEK293"
"SRR048956","17__57647879__57650596","17",57647879,57650596,1,"HEK293"
"SRR048956","15__66021410__66053776","15",66021410,66053776,1,"HEK293"
"SRR048956","10__128841328__128926028","10",128841328,128926028,1,"HEK293"
"SRR048956","2__234343026__234350641","2",234343026,234350641,1,"HEK293"
"SRR048957","16__15212783__15212911","16",15212783,15212911,1,"HEK293"
"SRR048957","5__122881111__122893258","5",122881111,122893258,2,"HEK293"
"SRR048957","X__130928022__130928143","X",130928022,130928143,1,"HEK293"
"SRR048958","6__617711__637861","6",617711,637861,1,"HEK293"
"SRR048958","20__2891587__2903931","20",2891587,2903931,1,"HEK293"
"SRR048958","1__6012760__6029319","1",6012760,6029319,1,"HEK293"
"SRR048958","19__8993373__8995989","19",8993373,8995989,2,"HEK293"
"SRR048958","19__8976581__9005731","19",8976581,9005731,1,"HEK293"
"SRR048958","19__9008173__9011006","19",9008173,9011006,1,"HEK293"
"SRR048958","19__9010971__9027281","19",9010971,9027281,1,"HEK293"
"SRR048958","16__15212783__15212911","16",15212783,15212911,4,"HEK293"
"SRR048958","18__18963471__18983955","18",18963471,18983955,1,"HEK293"
"SRR048958","17__20107646__20109225","17",20107646,20109225,1,"HEK293"
"SRR048958","1__21083659__21103243","1",21083659,21103243,1,"HEK293"
"SRR048958","20__21143491__21209753","20",21143491,21209753,1,"HEK293"
"SRR048958","13__23927924__23945304","13",23927924,23945304,1,"HEK293"
"SRR048958","14__24735636__24737825","14",24735636,24737825,1,"HEK293"
"SRR048958","16__28163980__28192352","16",28163980,28192352,1,"HEK293"
"SRR048958","18__29218607__29246335","18",29218607,29246335,2,"HEK293"
"SRR048958","2__32142995__32168452","2",32142995,32168452,2,"HEK293"
"SRR048958","1__33290914__33299662","1",33290914,33299662,1,"HEK293"
"SRR048958","17__33998773__34001340","17",33998773,34001340,2,"HEK293"
"SRR048958","22__41349559__41363888","22",41349559,41363888,1,"HEK293"
"SRR048958","3__49081823__49095323","3",49081823,49095323,1,"HEK293"
"SRR048958","19__53210722__53232084","19",53210722,53232084,1,"HEK293"
"SRR048958","17__73805841__73816189","17",73805841,73816189,1,"HEK293"
"SRR048958","4__73950966__73958017","4",73950966,73958017,1,"HEK293"
"SRR048958","17__74765828__74771253","17",74765828,74771253,1,"HEK293"
"SRR048958","3__77595489__77629269","3",77595489,77629269,1,"HEK293"
"SRR048958","1__78191307__78207433","1",78191307,78207433,1,"HEK293"
"SRR048958","4__87607863__87643587","4",87607863,87643587,3,"HEK293"
"SRR048958","9__96233423__96261168","9",96233423,96261168,3,"HEK293"
"SRR048958","2__106746130__106782539","2",106746130,106782539,1,"HEK293"
"SRR048958","3__125032152__125050082","3",125032152,125050082,1,"HEK293"
"SRR048958","7__127013396__127017383","7",127013396,127017383,1,"HEK293"
"SRR048958","5__127466759__127497492","5",127466759,127497492,2,"HEK293"
"SRR048958","11__130130751__130131824","11",130130751,130131824,1,"HEK293"
"SRR048958","9__131476476__131477739","9",131476476,131477739,1,"HEK293"
"SRR048958","5__142675025__142693733","5",142675025,142693733,1,"HEK293"
"SRR048958","3__182788787__182789145","3",182788787,182789145,1,"HEK293"
"SRR048958","1__197086919__197101482","1",197086919,197101482,1,"HEK293"
"SRR048958","1__225140372__225155285","1",225140372,225155285,2,"HEK293"
"SRR048959","19__8994142__8999564","19",8994142,8999564,1,"HEK293"
"SRR048959","16__15212783__15212911","16",15212783,15212911,1,"HEK293"
"SRR048959","10__31661947__31791437","10",31661947,31791437,3,"HEK293"
"SRR048959","16__90229005__90230362","16",90229005,90230362,3,"HEK293"
"SRR048959","12__121220458__121222396","12",121220458,121222396,1,"HEK293"
"SRR048959","X__130883334__130928494","X",130883334,130928494,1,"HEK293"
"SRR048959","6__155450352__155486543","6",155450352,155486543,2,"HEK293"
"SRR048959","6__158994452__159026379","6",158994452,159026379,2,"HEK293"
"SRR048962","20__35835676__35842268","20",35835676,35842268,2,"HEK293"
"SRR048962","4__113483527__113506881","4",113483527,113506881,1,"HEK293"
"SRR048963","3__8977555__8990254","3",8977555,8990254,1,"HEK293"
"SRR048963","19__9009267__9020157","19",9009267,9020157,1,"HEK293"
"SRR048963","16__15212783__15212911","16",15212783,15212911,4,"HEK293"
"SRR048963","12__19413883__19423139","12",19413883,19423139,2,"HEK293"
"SRR048963","20__21346059__21349228","20",21346059,21349228,5,"HEK293"
"SRR048963","10__27453993__27454468","10",27453993,27454468,2,"HEK293"
"SRR048963","21__34906885__34907626","21",34906885,34907626,1,"HEK293"
"SRR048963","4__42003633__42080342","4",42003633,42080342,3,"HEK293"
"SRR048963","14__45481178__45537846","14",45481178,45537846,2,"HEK293"
"SRR048963","20__45891032__45905539","20",45891032,45905539,1,"HEK293"
"SRR048963","17__49097520__49098726","17",49097520,49098726,1,"HEK293"
"SRR048963","15__50862084__50884823","15",50862084,50884823,1,"HEK293"
"SRR048963","10__51123963__51364771","10",51123963,51364771,3,"HEK293"
"SRR048963","17__65941525__65972074","17",65941525,65972074,1,"HEK293"
"SRR048963","18__67788792__67795782","18",67788792,67795782,2,"HEK293"
"SRR048963","12__69651512__69656342","12",69651512,69656342,2,"HEK293"
"SRR048963","6__76532499__76545673","6",76532499,76545673,1,"HEK293"
"SRR048963","12__88898936__88939642","12",88898936,88939642,3,"HEK293"
"SRR048963","10__93185038__93221941","10",93185038,93221941,2,"HEK293"
"SRR048963","9__95018962__95032265","9",95018962,95032265,2,"HEK293"
"SRR048963","11__103173822__103182762","11",103173822,103182762,2,"HEK293"
"SRR048963","9__111812563__111870850","9",111812563,111870850,1,"HEK293"
"SRR048963","1__116937732__116941706","1",116937732,116941706,1,"HEK293"
"SRR048963","3__150140836__150156141","3",150140836,150156141,1,"HEK293"
"SRR048963","1__167381196__167382351","1",167381196,167382351,1,"HEK293"
"SRR048963","3__169846472__169867032","3",169846472,169867032,1,"HEK293"
"SRR048963","3__169854207__169867032","3",169854207,169867032,1,"HEK293"
"SRR048963","2__183866681__183868053","2",183866681,183868053,2,"HEK293"
"SRR048963","1__225140372__225156576","1",225140372,225156576,4,"HEK293"
"SRR048964","9__8517848__8528779","9",8517848,8528779,1,"HEK293"
"SRR048964","16__15212783__15212911","16",15212783,15212911,1,"HEK293"
"SRR048964","5__38991051__39003724","5",38991051,39003724,1,"HEK293"
"SRR048964","18__54423814__54426184","18",54423814,54426184,1,"HEK293"
"SRR048964","2__64800080__64812679","2",64800080,64812679,2,"HEK293"
"SRR048964","17__65941525__65972074","17",65941525,65972074,4,"HEK293"
"SRR048964","11__70265852__70266616","11",70265852,70266616,2,"HEK293"
"SRR048964","12__70713078__70731293","12",70713078,70731293,2,"HEK293"
"SRR048964","11__76162902__76183884","11",76162902,76183884,1,"HEK293"
"SRR048964","3__121563300__121576003","3",121563300,121576003,2,"HEK293"
"SRR048964","5__130766552__130769351","5",130766552,130769351,1,"HEK293"
"SRR048964","3__141622462__141626116","3",141622462,141626116,2,"HEK293"
"SRR048964","3__141692890__141724386","3",141692890,141724386,1,"HEK293"
"SRR048964","3__142455221__142467302","3",142455221,142467302,1,"HEK293"
"SRR048964","1__145362097__145366230","1",145362097,145366230,1,"HEK293"
"SRR048964","3__149563798__149639014","3",149563798,149639014,1,"HEK293"
"SRR048964","3__180665653__180669256","3",180665653,180669256,1,"HEK293"
"SRR048980","21__34828034__34841233","21",34828034,34841233,1,"HEK293"
"SRR048980","4__128930075__128950008","4",128930075,128950008,1,"HEK293"
"SRR189779","6__3076998__3111189","6",3076998,3111189,1,"HEK293"
"SRR189779","9__5924658__5969436","9",5924658,5969436,1,"HEK293"
"SRR189779","19__12250995__12258617","19",12250995,12258617,1,"HEK293"
"SRR189779","18__19116003__19164401","18",19116003,19164401,1,"HEK293"
"SRR189779","1__25140585__25140710","1",25140585,25140710,1,"HEK293"
"SRR189779","17__29663351__29670153","17",29663351,29670153,1,"HEK293"
"SRR189779","16__30780796__30780921","16",30780796,30780921,1,"HEK293"
"SRR189779","13__33091994__33101669","13",33091994,33101669,1,"HEK293"
"SRR189779","21__38269160__38311294","21",38269160,38311294,1,"HEK293"
"SRR189779","1__46108099__46126897","1",46108099,46126897,1,"HEK293"
"SRR189779","19__53138319__53158940","19",53138319,53158940,1,"HEK293"
"SRR189779","14__56078737__56108478","14",56078737,56108478,1,"HEK293"
"SRR189779","12__56527201__56531698","12",56527201,56531698,4,"HEK293"
"SRR189779","6__57058640__57075243","6",57058640,57075243,2,"HEK293"
"SRR189779","12__69644909__69656342","12",69644909,69656342,1,"HEK293"
"SRR189779","16__90229005__90230362","16",90229005,90230362,1,"HEK293"
"SRR189779","4__104066207__104066838","4",104066207,104066838,2,"HEK293"
"SRR189779","1__114240884__114254735","1",114240884,114254735,1,"HEK293"
"SRR189779","2__148730308__148733544","2",148730308,148733544,1,"HEK293"
"SRR189779","1__243230393__243242354","1",243230393,243242354,1,"HEK293"
"SRR189780","1__54284644__54301293","1",54284644,54301293,2,"HEK293"
"SRR189780","19__58436991__58439415","19",58436991,58439415,1,"HEK293"
"SRR189780","10__103558599__103567658","10",103558599,103567658,1,"HEK293"
"SRR189780","3__142455221__142467302","3",142455221,142467302,1,"HEK293"
"SRR189781","7__716866__751164","7",716866,751164,1,"HEK293"
"SRR189781","3__9406700__9408669","3",9406700,9408669,1,"HEK293"
"SRR189781","4__39313065__39329376","4",39313065,39329376,2,"HEK293"
"SRR189781","19__40376631__40392197","19",40376631,40392197,2,"HEK293"
"SRR189781","19__40376313__40406060","19",40376313,40406060,1,"HEK293"
"SRR189781","17__65941525__65972074","17",65941525,65972074,3,"HEK293"
"SRR189781","12__69644909__69656342","12",69644909,69656342,1,"HEK293"
"SRR189781","9__74481715__74489999","9",74481715,74489999,1,"HEK293"
"SRR189781","6__76385151__76388643","6",76385151,76388643,1,"HEK293"
"SRR189781","12__76442980__76462774","12",76442980,76462774,1,"HEK293"
"SRR189781","6__108222574__108246136","6",108222574,108246136,1,"HEK293"
"SRR189781","X__110961074__110973655","X",110961074,110973655,1,"HEK293"
"SRR189781","1__146399555__146411098","1",146399555,146411098,1,"HEK293"
"SRR189781","6__161455291__161471011","6",161455291,161471011,1,"HEK293"
"SRR189781","1__225140372__225161855","1",225140372,225161855,1,"HEK293"
"SRR189781","1__231090079__231097049","1",231090079,231097049,1,"HEK293"
"SRR189781","1__243468015__243493994","1",243468015,243493994,1,"HEK293"
"SRR189781","1__244574589__244582216","1",244574589,244582216,1,"HEK293"
"SRR390467","20__13561544__13610799","20",13561544,13610799,74,"HELA"
"SRR390467","3__31617888__31641951","3",31617888,31641951,98,"HELA"
"SRR390467","7__127334882__127361454","7",127334882,127361454,2,"HELA"
"SRR390467","4__187627717__187630999","4",187627717,187630999,62,"HELA"
"SRR488725","11__131467__134796","11",131467,134796,7,"HEK293"
"SRR488725","1__16907240__16912193","1",16907240,16912193,1,"HEK293"
"SRR488725","17__43590551__43592891","17",43590551,43592891,19,"HEK293"
"SRR488725","8__52773405__52773806","8",52773405,52773806,2,"HEK293"
"SRR488725","19__58352206__58367601","19",58352206,58367601,7,"HEK293"
"SRR488725","2__75101393__75113520","2",75101393,75113520,17,"HEK293"
"SRR488725","2__97860463__97870000","2",97860463,97870000,11,"HEK293"
"SRR488725","2__97864200__97871705","2",97864200,97871705,7,"HEK293"
"SRR488725","2__98167915__98169834","2",98167915,98169834,1,"HEK293"
"SRR488725","2__98167915__98175457","2",98167915,98175457,1,"HEK293"
"SRR488725","4__104066207__104066838","4",104066207,104066838,12,"HEK293"
"SRR488725","7__129815352__129824095","7",129815352,129824095,10,"HEK293"
"SRR488725","1__145323654__145366999","1",145323654,145366999,5,"HEK293"
"SRR488725","1__146401671__146406601","1",146401671,146406601,5,"HEK293"
"SRR488725","5__179665332__179668155","5",179665332,179668155,7,"HEK293"
"SRR488726","19__8994142__8999564","19",8994142,8999564,1,"HEK293"
"SRR488726","19__11761172__11793487","19",11761172,11793487,1,"HEK293"
"SRR488726","7__32621184__32632918","7",32621184,32632918,1,"HEK293"
"SRR488726","9__33953283__33963789","9",33953283,33963789,1,"HEK293"
"SRR488726","9__33960824__33989124","9",33960824,33989124,1,"HEK293"
"SRR488726","1__35824526__35827390","1",35824526,35827390,1,"HEK293"
"SRR488726","13__42788643__42803420","13",42788643,42803420,1,"HEK293"
"SRR488726","17__49238521__49245704","17",49238521,49245704,1,"HEK293"
"SRR488726","14__50805665__50807950","14",50805665,50807950,1,"HEK293"
"SRR488726","2__61605498__61647968","2",61605498,61647968,1,"HEK293"
"SRR488726","2__96579856__96581919","2",96579856,96581919,1,"HEK293"
"SRR488726","2__96583603__96591295","2",96583603,96591295,1,"HEK293"
"SRR488726","2__97864323__97869833","2",97864323,97869833,1,"HEK293"
"SRR488726","2__98158542__98165954","2",98158542,98165954,1,"HEK293"
"SRR488726","5__179044052__179044111","5",179044052,179044111,1,"HEK293"
"SRR488727","11__131467__134796","11",131467,134796,1,"HEK293"
"SRR488727","10__518379__532470","10",518379,532470,1,"HEK293"
"SRR488727","6__629835__637861","6",629835,637861,1,"HEK293"
"SRR488727","5__814876__819727","5",814876,819727,1,"HEK293"
"SRR488727","4__4239554__4248070","4",4239554,4248070,1,"HEK293"
"SRR488727","6__4891947__4892613","6",4891947,4892613,2,"HEK293"
"SRR488727","19__8993373__9002188","19",8993373,9002188,2,"HEK293"
"SRR488727","19__8993373__9005229","19",8993373,9005229,1,"HEK293"
"SRR488727","19__8993373__9014204","19",8993373,9014204,1,"HEK293"
"SRR488727","18__9570155__9577189","18",9570155,9577189,1,"HEK293"
"SRR488727","18__9931807__9937063","18",9931807,9937063,1,"HEK293"
"SRR488727","16__11984919__11991892","16",11984919,11991892,1,"HEK293"
"SRR488727","10__13647631__13653683","10",13647631,13653683,1,"HEK293"
"SRR488727","1__16907915__16913756","1",16907915,16913756,3,"HEK293"
"SRR488727","4__20711306__20729020","4",20711306,20729020,1,"HEK293"
"SRR488727","1__22073560__22084276","1",22073560,22084276,1,"HEK293"
"SRR488727","15__25599500__25657118","15",25599500,25657118,1,"HEK293"
"SRR488727","17__26449629__26499644","17",26449629,26499644,1,"HEK293"
"SRR488727","17__29483001__29533389","17",29483001,29533389,1,"HEK293"
"SRR488727","21__30693542__30702014","21",30693542,30702014,1,"HEK293"
"SRR488727","1__31532051__31532424","1",31532051,31532424,2,"HEK293"
"SRR488727","20__32207323__32211102","20",32207323,32211102,1,"HEK293"
"SRR488727","12__32866143__32875567","12",32866143,32875567,1,"HEK293"
"SRR488727","20__33045195__33057925","20",33045195,33057925,2,"HEK293"
"SRR488727","2__33505106__33518349","2",33505106,33518349,1,"HEK293"
"SRR488727","2__33468729__33526711","2",33468729,33526711,1,"HEK293"
"SRR488727","20__34297146__34320057","20",34297146,34320057,1,"HEK293"
"SRR488727","20__34309662__34326939","20",34309662,34326939,1,"HEK293"
"SRR488727","19__34685383__34712643","19",34685383,34712643,1,"HEK293"
"SRR488727","21__34904651__34911662","21",34904651,34911662,1,"HEK293"
"SRR488727","19__37203288__37203769","19",37203288,37203769,1,"HEK293"
"SRR488727","8__37727938__37735069","8",37727938,37735069,2,"HEK293"
"SRR488727","22__38889715__38895504","22",38889715,38895504,1,"HEK293"
"SRR488727","15__41648237__41669502","15",41648237,41669502,1,"HEK293"
"SRR488727","6__43299436__43333178","6",43299436,43333178,1,"HEK293"
"SRR488727","20__43530172__43534737","20",43530172,43534737,1,"HEK293"
"SRR488727","19__44335470__44337778","19",44335470,44337778,1,"HEK293"
"SRR488727","22__45937109__45939406","22",45937109,45939406,1,"HEK293"
"SRR488727","10__46158990__46159290","10",46158990,46159290,1,"HEK293"
"SRR488727","17__47388674__47389404","17",47388674,47389404,1,"HEK293"
"SRR488727","21__47690315__47703752","21",47690315,47703752,1,"HEK293"
"SRR488727","20__47691322__47707559","20",47691322,47707559,1,"HEK293"
"SRR488727","3__47908736__47913590","3",47908736,47913590,1,"HEK293"
"SRR488727","13__48523075__48542868","13",48523075,48542868,1,"HEK293"
"SRR488727","15__48780310__48787785","15",48780310,48787785,2,"HEK293"
"SRR488727","3__49161623__49167451","3",49161623,49167451,2,"HEK293"
"SRR488727","17__49238521__49245704","17",49238521,49245704,1,"HEK293"
"SRR488727","17__49340635__49346265","17",49340635,49346265,1,"HEK293"
"SRR488727","10__51749068__51749136","10",51749068,51749136,1,"HEK293"
"SRR488727","6__53385576__53387325","6",53385576,53387325,2,"HEK293"
"SRR488727","5__54623544__54641024","5",54623544,54641024,1,"HEK293"
"SRR488727","12__56527201__56531698","12",56527201,56531698,1,"HEK293"
"SRR488727","19__58512051__58512107","19",58512051,58512107,1,"HEK293"
"SRR488727","16__58557274__58572170","16",58557274,58572170,1,"HEK293"
"SRR488727","14__60069783__60076950","14",60069783,60076950,1,"HEK293"
"SRR488727","17__60613531__60642498","17",60613531,60642498,1,"HEK293"
"SRR488727","2__61715300__61761038","2",61715300,61761038,1,"HEK293"
"SRR488727","1__62910409__62913182","1",62910409,62913182,1,"HEK293"
"SRR488727","2__63086304__63223901","2",63086304,63223901,2,"HEK293"
"SRR488727","14__66028055__66028484","14",66028055,66028484,1,"HEK293"
"SRR488727","15__67524152__67529158","15",67524152,67529158,2,"HEK293"
